epoch,subset,relaxation,pairs,measurements,residual_rmse_mm,update_l2,update_max_abs,image_min,image_max,elapsed_seconds
1,0,0.25,1107687,963279,2.7183892482357415,1.872601866722107,0.3776639699935913,0.0,2.4839160442352295,18.411098605996813
1,1,0.25,1110755,966245,2.702923118652142,1.6756147146224976,0.30953824520111084,0.0,2.4843931198120117,18.50558957499743
1,2,0.25,1109290,964660,2.697552539357133,1.473763346672058,0.2267390489578247,0.0,2.484675407409668,18.467277458999888
1,3,0.25,1109988,964578,2.6914959456186485,1.3452931642532349,0.3229939937591553,0.0,2.484975576400757,18.54483558300126
1,4,0.25,1109955,964814,2.6866244406277877,1.2450371980667114,0.13675810396671295,0.0,2.4851174354553223,18.4945343090003
1,5,0.25,1111378,966383,2.6879407925334506,1.1978915929794312,0.1592763513326645,0.0,2.486301898956299,18.615007838001475
1,6,0.25,1109685,964143,2.686985681191868,1.183364748954773,0.18289202451705933,0.0,2.4865710735321045,18.5002209009981
1,7,0.25,1111537,966957,2.684406669890752,1.1117464303970337,0.18923266232013702,0.0,2.487119436264038,18.592627881000226
1,8,0.25,1110377,964951,2.681579772040386,1.1670969724655151,0.3652462363243103,0.0,2.4872727394104004,18.50112077999802
1,9,0.25,1110528,965477,2.6833946897585927,1.0184690952301025,0.12962135672569275,0.0,2.487525224685669,18.56703430500056
1,10,0.25,1108481,963528,2.6836255428358697,1.0329780578613281,0.16848893463611603,0.0,2.487851858139038,18.284810042998288
1,11,0.25,1108693,963787,2.683381371784895,1.077244520187378,0.42684170603752136,0.0,2.4881582260131836,18.445891559997108
1,12,0.25,1111277,966729,2.6822419000597635,1.150450587272644,0.5226281881332397,0.0,2.4885058403015137,18.536818389999098
1,13,0.25,1110695,965459,2.6769065625060904,1.191104531288147,0.4307745397090912,0.0,2.4883079528808594,18.487977802004025
1,14,0.25,1111644,966017,2.679694689977388,0.991736650466919,0.31034666299819946,0.0,2.488889217376709,18.63488026399864
1,15,0.25,1109623,964878,2.677617573733092,0.9603111147880554,0.1786009967327118,0.0,2.48935866355896,18.460477817003266
1,16,0.25,1111347,965926,2.67114283062913,0.9999310970306396,0.283101350069046,0.0,2.489396810531616,18.563871263999317
1,17,0.25,1111301,965840,2.675945114237822,1.1991537809371948,0.4810209274291992,0.0,2.4896092414855957,18.628312908003863
2,0,0.20833333333333334,1107687,963279,2.6651494835551857,0.8344955444335938,0.3015044331550598,0.0,2.463944435119629,18.032167708006455
2,1,0.20833333333333334,1110755,966245,2.662106485740971,0.8425955176353455,0.2444462776184082,0.0,2.4641711711883545,18.162399553002615
2,2,0.20833333333333334,1109290,964660,2.6643861485984224,0.7667534947395325,0.17764370143413544,0.0,2.464231014251709,18.109132968995254
2,3,0.20833333333333334,1109988,964578,2.662761922409704,0.7328161001205444,0.25558406114578247,0.0,2.4643731117248535,18.18193136699847
2,4,0.20833333333333334,1109955,964814,2.6608848055193803,0.7032100558280945,0.09813658893108368,0.0,2.46437406539917,18.15416256399476
2,5,0.20833333333333334,1111378,966383,2.663942561067095,0.6993248462677002,0.12474336475133896,0.0,2.4649112224578857,18.2601793549984
2,6,0.20833333333333334,1109685,964143,2.664405084497126,0.7210099101066589,0.13951224088668823,0.0,2.4646201133728027,18.149615043999802
2,7,0.20833333333333334,1111537,966957,2.6629150053388675,0.6893045902252197,0.14512833952903748,0.0,2.464608669281006,18.261720593000064
2,8,0.20833333333333334,1110377,964951,2.6607887775538566,0.7612709999084473,0.29406091570854187,0.0,2.46433162689209,18.15126836399577
2,9,0.20833333333333334,1110528,965477,2.663379393274874,0.6487320065498352,0.09561384469270706,0.0,2.464216470718384,18.215168920003634
2,10,0.20833333333333334,1108481,963528,2.6639914734986263,0.6678089499473572,0.12831848859786987,0.0,2.464153528213501,17.94865184900118
2,11,0.20833333333333334,1108693,963787,2.664562990710294,0.7376871109008789,0.3491860330104828,0.0,2.464116334915161,18.119060345001344
2,12,0.20833333333333334,1111277,966729,2.6637686635383746,0.809943675994873,0.4256969690322876,0.0,2.4641358852386475,18.194240529002855
2,13,0.20833333333333334,1110695,965459,2.65901024268985,0.8476435542106628,0.34952786564826965,0.0,2.4637322425842285,18.135190050998062
2,14,0.20833333333333334,1111644,966017,2.6622274699036206,0.6838667392730713,0.24984343349933624,0.0,2.4639971256256104,18.27360339200095
2,15,0.20833333333333334,1109623,964878,2.660550012916358,0.6613141894340515,0.13839012384414673,0.0,2.4642040729522705,18.09231670400186
2,16,0.20833333333333334,1111347,965926,2.6543469816443537,0.7106427550315857,0.22631584107875824,0.0,2.4640464782714844,18.174359115997504
2,17,0.20833333333333334,1111301,965840,2.659572337584849,0.892078697681427,0.3971155881881714,0.0,2.4640579223632812,18.303311632997065
3,0,0.17857142857142858,1107687,963279,2.6499227942162666,0.6186392903327942,0.2512925863265991,0.0,2.4380574226379395,18.05206286199973
3,1,0.17857142857142858,1110755,966245,2.6472018976234533,0.6349591612815857,0.2021448016166687,0.0,2.438133478164673,18.172273954995035
3,2,0.17857142857142858,1109290,964660,2.6495446015013506,0.5661231875419617,0.14603868126869202,0.0,2.438089370727539,18.114648800001305
3,3,0.17857142857142858,1109988,964578,2.648098617980903,0.5409858226776123,0.2115713655948639,0.0,2.4381062984466553,18.18737458200485
3,4,0.17857142857142858,1109955,964814,2.6463756718855076,0.5165432691574097,0.07577205449342728,0.0,2.4380061626434326,18.138938272000814
3,5,0.17857142857142858,1111378,966383,2.649702251844366,0.5144227147102356,0.10291023552417755,0.0,2.4383633136749268,18.270880051997665
3,6,0.17857142857142858,1109685,964143,2.6501906959755304,0.534439206123352,0.11218180507421494,0.0,2.4380342960357666,18.182563718000893
3,7,0.17857142857142858,1111537,966957,2.648909018961429,0.5156387090682983,0.11713866144418716,0.0,2.4379472732543945,18.282740362003096
3,8,0.17857142857142858,1110377,964951,2.646831042279049,0.5802190899848938,0.24586862325668335,0.0,2.4376401901245117,18.165187038001022
3,9,0.17857142857142858,1110528,965477,2.6495100079337233,0.4870906472206116,0.07603273540735245,0.0,2.437490940093994,18.23499879999872
3,10,0.17857142857142858,1108481,963528,2.650153761106302,0.5016657710075378,0.10276126861572266,0.0,2.437377691268921,17.95823636100249
3,11,0.17857142857142858,1108693,963787,2.650945724339008,0.5730750560760498,0.29548487067222595,0.0,2.4372942447662354,18.122721949999686
3,12,0.17857142857142858,1111277,966729,2.650200303362362,0.6376000642776489,0.35899171233177185,0.0,2.4372589588165283,18.23344790899864
3,13,0.17857142857142858,1110695,965459,2.645689172228403,0.6663190126419067,0.29389557242393494,0.0,2.4368698596954346,18.182644493004773
3,14,0.17857142857142858,1111644,966017,2.6490614651402216,0.5278011560440063,0.2089344561100006,0.0,2.4370529651641846,18.288307681999868
3,15,0.17857142857142858,1109623,964878,2.6474738263464617,0.5072950124740601,0.11367049813270569,0.0,2.4372007846832275,18.100903828999435
3,16,0.17857142857142858,1111347,965926,2.641391671809652,0.5573992729187012,0.18800850212574005,0.0,2.4370346069335938,18.18631439300225
3,17,0.17857142857142858,1111301,965840,2.646795995736572,0.7170969843864441,0.3381308317184448,0.0,2.437016487121582,18.29166053800145
4,0,0.15625,1107687,963279,2.637933854650356,0.4970996677875519,0.21532051265239716,0.0,2.417163133621216,18.019730739004444
4,1,0.15625,1110755,966245,2.6353310234613465,0.5154139995574951,0.1721702665090561,0.0,2.417208194732666,18.173188442000537
4,2,0.15625,1109290,964660,2.63761788774995,0.45180103182792664,0.12393413484096527,0.0,2.417152166366577,18.10424552600307
4,3,0.15625,1109988,964578,2.6362911936200737,0.43254324793815613,0.180381640791893,0.0,2.4171488285064697,18.160839172000124
4,4,0.15625,1109955,964814,2.634601703204895,0.41026362776756287,0.06113334745168686,0.0,2.4170408248901367,18.121644733997528
4,5,0.15625,1111378,966383,2.6381190808704305,0.40852707624435425,0.08761608600616455,0.0,2.4173331260681152,18.251921672999742
4,6,0.15625,1109685,964143,2.638562542044081,0.42584604024887085,0.09332617372274399,0.0,2.4170315265655518,18.13646648899885
4,7,0.15625,1111537,966957,2.637382381131564,0.4139195680618286,0.09779585897922516,0.0,2.416942834854126,18.26902799000527
4,8,0.15625,1110377,964951,2.635311816156546,0.4708872139453888,0.21102429926395416,0.0,2.4166619777679443,18.155583920000936
4,9,0.15625,1110528,965477,2.6379718218322488,0.3916243016719818,0.06404738873243332,0.0,2.416527032852173,18.207873063998704
4,10,0.15625,1108481,963528,2.638602021455481,0.4024621844291687,0.08512143045663834,0.0,2.416419506072998,17.93604588099697
4,11,0.15625,1108693,963787,2.639524502389689,0.47116708755493164,0.2562282979488373,0.0,2.416339635848999,18.100264597000205
