epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.0125,100,0.002,0.25,0.25,15.709990501403809,0.042677491903305054,2272.7650811129274,1995.9902726341666,0.5281383719993755
2,huber_tv,0.0125,100,0.002,0.25,0.25,13.298398971557617,0.042530328035354614,1986.3533391535218,1796.7788521745615,0.5162978699991072
3,huber_tv,0.0125,100,0.002,0.25,0.25,12.001723289489746,0.04057168960571289,1790.1385088940035,1638.5066266841816,0.5169019749992003
