epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.0125,100,0.002,0.25,0.25,10.591190338134766,0.0266340970993042,326.861874661236,184.66956668045108,0.529365306996624
2,huber_tv,0.0125,100,0.002,0.25,0.25,7.417496681213379,0.02499067783355713,181.28256732308026,116.01237468661571,0.5065819949959405
3,huber_tv,0.0125,100,0.002,0.25,0.25,5.067165374755859,0.024993538856506348,114.05754170298059,82.16981020023508,0.5038456279944512
4,huber_tv,0.0125,100,0.002,0.25,0.25,3.277268409729004,0.02497810125350952,80.92895317643199,66.82800206886235,0.5047340899982373
5,huber_tv,0.0125,100,0.002,0.25,0.25,2.1581227779388428,0.023246347904205322,66.02130409188499,59.73313252729909,0.5059902619977947
