input_rows,input_unique_merge_keys,input_duplicates_removed,output_rows,output_unique_run_event_track_keys,output_duplicate_run_event_track_rows,matched_input_merge_keys,unmatched_input_merge_keys,pairs,primary_pairs,secondary_pairs,local_run_id,run_id,matched_same_track_pairs,secondary_pairs_removed,input_in,input_out
100345,100345,0,91086,91086,0,88011,12334,88002,88002,0,0,10,88011,9,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_010/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_010/PhaseSpaceOut.root
100201,100201,0,90964,90964,0,87776,12425,87762,87762,0,0,11,87776,14,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_011/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_011/PhaseSpaceOut.root
100246,100246,0,91068,91068,0,88124,12122,88114,88114,0,0,12,88124,10,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_012/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_012/PhaseSpaceOut.root
100156,100156,0,90857,90857,0,87864,12292,87849,87849,0,0,13,87864,15,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_013/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_013/PhaseSpaceOut.root
99986,99986,0,90764,90764,0,87745,12241,87731,87731,0,0,14,87745,14,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_014/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_014/PhaseSpaceOut.root
100100,100100,0,90777,90777,0,87800,12300,87788,87788,0,0,15,87800,12,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_015/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_015/PhaseSpaceOut.root
100259,100259,0,91102,91102,0,88088,12171,88071,88071,0,0,16,88088,17,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_016/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_016/PhaseSpaceOut.root
100006,100006,0,90954,90954,0,87893,12113,87887,87887,0,0,17,87893,6,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_017/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_017/PhaseSpaceOut.root
99884,99884,0,90575,90575,0,87574,12310,87565,87565,0,0,18,87574,9,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_018/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_018/PhaseSpaceOut.root
99736,99736,0,90720,90720,0,87653,12083,87640,87640,0,0,19,87653,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_019/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_019/PhaseSpaceOut.root
100302,100302,0,91181,91181,0,88180,12122,88172,88172,0,0,20,88180,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_020/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_020/PhaseSpaceOut.root
99857,99857,0,90693,90693,0,87640,12217,87632,87632,0,0,21,87640,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_021/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_021/PhaseSpaceOut.root
100417,100417,0,90999,90999,0,87917,12500,87900,87900,0,0,22,87917,17,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_022/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_022/PhaseSpaceOut.root
99998,99998,0,90869,90869,0,87857,12141,87842,87842,0,0,23,87857,15,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_023/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_023/PhaseSpaceOut.root
100012,100012,0,90775,90775,0,87674,12338,87657,87657,0,0,24,87674,17,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_024/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_024/PhaseSpaceOut.root
100281,100281,0,91095,91093,2,87987,12294,87974,87974,0,0,25,87987,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_025/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_025/PhaseSpaceOut.root
100147,100147,0,90847,90847,0,87849,12298,87841,87841,0,0,26,87849,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_026/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_026/PhaseSpaceOut.root
100038,100038,0,90977,90977,0,87870,12168,87848,87848,0,0,27,87870,22,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_027/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_027/PhaseSpaceOut.root
100025,100024,1,90876,90875,1,87842,12182,87827,87827,0,0,28,87842,15,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_028/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_028/PhaseSpaceOut.root
100200,100200,0,90840,90840,0,87760,12440,87751,87751,0,0,29,87760,9,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_029/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_029/PhaseSpaceOut.root
100069,100069,0,91041,91041,0,87957,12112,87944,87944,0,0,30,87957,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_030/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_030/PhaseSpaceOut.root
100471,100471,0,91185,91185,0,88148,12323,88138,88138,0,0,31,88148,10,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_031/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_031/PhaseSpaceOut.root
100103,100103,0,90965,90965,0,88007,12096,87999,87999,0,0,32,88007,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_032/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_032/PhaseSpaceOut.root
99838,99838,0,90646,90645,1,87615,12223,87601,87601,0,0,33,87615,14,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_033/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_033/PhaseSpaceOut.root
99877,99877,0,90814,90814,0,87753,12124,87742,87742,0,0,34,87753,11,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_034/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_034/PhaseSpaceOut.root
100240,100240,0,90995,90995,0,87917,12323,87909,87909,0,0,35,87917,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_035/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_035/PhaseSpaceOut.root
99973,99973,0,90652,90652,0,87685,12288,87660,87660,0,0,36,87685,25,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_036/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_036/PhaseSpaceOut.root
100747,100747,0,91615,91615,0,88556,12191,88543,88543,0,0,37,88556,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_037/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_037/PhaseSpaceOut.root
99908,99908,0,90689,90689,0,87615,12293,87602,87602,0,0,38,87615,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_038/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_038/PhaseSpaceOut.root
100263,100263,0,91017,91017,0,87862,12401,87848,87848,0,0,39,87862,14,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_039/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_039/PhaseSpaceOut.root
99974,99974,0,90719,90719,0,87693,12281,87685,87685,0,0,40,87693,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_040/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_040/PhaseSpaceOut.root
99690,99690,0,90566,90566,0,87596,12094,87588,87588,0,0,41,87596,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_041/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_041/PhaseSpaceOut.root
99799,99799,0,90565,90565,0,87612,12187,87598,87598,0,0,42,87612,14,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_042/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_042/PhaseSpaceOut.root
99939,99939,0,90586,90586,0,87649,12290,87632,87632,0,0,43,87649,17,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_043/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_043/PhaseSpaceOut.root
100662,100662,0,91433,91433,0,88354,12308,88341,88341,0,0,44,88354,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_044/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_044/PhaseSpaceOut.root
100195,100195,0,91190,91189,1,88052,12143,88039,88039,0,0,45,88052,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_045/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_045/PhaseSpaceOut.root
99853,99853,0,90806,90806,0,87734,12119,87728,87728,0,0,46,87734,6,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_046/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_046/PhaseSpaceOut.root
100138,100138,0,91010,91010,0,87787,12351,87774,87774,0,0,47,87787,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_047/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_047/PhaseSpaceOut.root
99408,99408,0,90392,90392,0,87425,11983,87411,87411,0,0,48,87425,14,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_048/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_048/PhaseSpaceOut.root
99768,99768,0,90590,90589,1,87556,12212,87543,87543,0,0,49,87556,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_049/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_049/PhaseSpaceOut.root
99910,99910,0,90699,90699,0,87634,12276,87621,87621,0,0,50,87634,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_050/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_050/PhaseSpaceOut.root
99651,99651,0,90524,90524,0,87543,12108,87529,87529,0,0,51,87543,14,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_051/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_051/PhaseSpaceOut.root
100286,100286,0,91243,91242,1,88118,12168,88111,88111,0,0,52,88118,7,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_052/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_052/PhaseSpaceOut.root
99725,99725,0,90603,90603,0,87400,12325,87392,87392,0,0,53,87400,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_053/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_053/PhaseSpaceOut.root
99276,99276,0,90225,90225,0,87273,12003,87267,87267,0,0,54,87273,6,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_054/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_054/PhaseSpaceOut.root
99766,99766,0,90533,90533,0,87439,12327,87427,87427,0,0,55,87439,12,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_055/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_055/PhaseSpaceOut.root
100265,100265,0,91211,91211,0,88220,12045,88212,88212,0,0,56,88220,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_056/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_056/PhaseSpaceOut.root
99851,99851,0,90786,90786,0,87871,11980,87860,87860,0,0,57,87871,11,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_057/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_057/PhaseSpaceOut.root
99942,99942,0,90701,90701,0,87695,12247,87682,87682,0,0,58,87695,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_058/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_058/PhaseSpaceOut.root
99337,99337,0,90112,90112,0,87102,12235,87094,87094,0,0,59,87102,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_059/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_059/PhaseSpaceOut.root
100028,100028,0,90752,90752,0,87623,12405,87616,87616,0,0,60,87623,7,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_060/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_060/PhaseSpaceOut.root
100749,100749,0,91401,91401,0,88351,12398,88338,88338,0,0,61,88351,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_061/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_061/PhaseSpaceOut.root
100745,100745,0,91538,91538,0,88490,12255,88480,88480,0,0,62,88490,10,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_062/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_062/PhaseSpaceOut.root
100339,100339,0,91132,91132,0,88056,12283,88040,88040,0,0,63,88056,16,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_063/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_063/PhaseSpaceOut.root
99967,99967,0,90685,90685,0,87550,12417,87531,87531,0,0,64,87550,19,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_064/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_064/PhaseSpaceOut.root
100597,100597,0,91478,91478,0,88370,12227,88360,88360,0,0,65,88370,10,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_065/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_065/PhaseSpaceOut.root
100315,100315,0,91095,91094,1,88060,12255,88045,88045,0,0,66,88060,15,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_066/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_066/PhaseSpaceOut.root
99881,99881,0,90755,90755,0,87704,12177,87691,87691,0,0,67,87704,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_067/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_067/PhaseSpaceOut.root
100637,100637,0,91421,91421,0,88321,12316,88297,88297,0,0,68,88321,24,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_068/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_068/PhaseSpaceOut.root
100117,100117,0,91007,91007,0,87936,12181,87919,87919,0,0,69,87936,17,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_069/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_069/PhaseSpaceOut.root
100125,100125,0,90787,90787,0,87796,12329,87778,87778,0,0,70,87796,18,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_070/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_070/PhaseSpaceOut.root
100190,100190,0,90941,90941,0,87829,12361,87822,87822,0,0,71,87829,7,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_071/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_071/PhaseSpaceOut.root
99640,99640,0,90478,90478,0,87589,12051,87569,87569,0,0,72,87589,20,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_072/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_072/PhaseSpaceOut.root
100037,100037,0,90878,90878,0,87771,12266,87759,87759,0,0,73,87771,12,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_073/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_073/PhaseSpaceOut.root
99896,99896,0,90532,90532,0,87516,12380,87506,87506,0,0,74,87516,10,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_074/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_074/PhaseSpaceOut.root
99594,99594,0,90418,90418,0,87388,12206,87379,87379,0,0,75,87388,9,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_075/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_075/PhaseSpaceOut.root
100036,100036,0,90771,90771,0,87740,12296,87723,87723,0,0,76,87740,17,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_076/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_076/PhaseSpaceOut.root
99560,99560,0,90461,90461,0,87462,12098,87449,87449,0,0,77,87462,13,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_077/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_077/PhaseSpaceOut.root
99922,99922,0,90644,90644,0,87660,12262,87648,87648,0,0,78,87660,12,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_078/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_078/PhaseSpaceOut.root
100009,100009,0,90787,90787,0,87695,12314,87681,87681,0,0,79,87695,14,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_079/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_079/PhaseSpaceOut.root
100404,100404,0,91143,91143,0,88181,12223,88161,88161,0,0,80,88181,20,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_080/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_080/PhaseSpaceOut.root
100128,100128,0,90975,90975,0,87926,12202,87918,87918,0,0,81,87926,8,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_081/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_081/PhaseSpaceOut.root
100101,100101,0,90877,90877,0,87779,12322,87767,87767,0,0,82,87779,12,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_082/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_082/PhaseSpaceOut.root
100184,100183,1,91064,91064,0,88079,12104,88063,88063,0,0,83,88079,16,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_083/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_083/PhaseSpaceOut.root
100014,100014,0,90897,90897,0,87869,12145,87857,87857,0,0,84,87869,12,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_084/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_084/PhaseSpaceOut.root
99857,99857,0,90643,90643,0,87535,12322,87524,87524,0,0,85,87535,11,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_085/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_085/PhaseSpaceOut.root
99754,99754,0,90587,90587,0,87522,12232,87508,87508,0,0,86,87522,14,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_086/PhaseSpaceIn.root,/home/ltf/project/github/PCT/data/simulation_data/results0717_s4_material_calibration_air_pilot/run_086/PhaseSpaceOut.root
