variant,dataset,target_id,center_x_mm,center_y_mm,rotation_deg,radius_mm,samples,edge_contrast_rsp,pixel_nyquist_lp_per_mm,fmtf50_lp_per_mm,fmtf10_lp_per_mm,fmtf50_censored_at_nyquist,fmtf10_censored_at_nyquist
s5_corrected_fov210_hann0,resolution,0,0.0,25.0,5.0,25.0,6000,0.32174828034726666,5.000000000000284,0.3665816831386805,0.9335017026145164,False,False
s5_corrected_fov210_hann0,resolution,1,40.0,35.0,50.0,53.150729063673246,5999,0.3264058250915207,5.000000000000284,0.4695893340495353,1.0229365493997014,False,False
s5_corrected_fov210_hann0,resolution,2,-40.0,35.0,-40.0,53.150729063673246,5999,0.32267293633879324,5.000000000000284,0.3978657333476342,1.2390056611456672,False,False
s5_corrected_fov210_hann0,resolution,3,72.0,30.0,28.0,78.0,5999,0.3245060038767189,5.000000000000284,0.7445216976698007,1.2529098263237946,False,False
s5_corrected_fov210_hann0,resolution,4,-72.0,30.0,-28.0,78.0,5999,0.3275826695944293,5.000000000000284,0.5299523123336525,0.9916993918981759,False,False
