dataset,run_id,total,train,validation,test,pairs_mhd_sha256,validation_mask_sha256,test_mask_sha256
s5,0,87609,70276,8801,8532,e687feddb03d4147e0723f1e1d85e7a5630240998ddfce3804dc39c6b21d6263,fea0399876d33d712dea04ec367d5228190f4d3f968986268b980b9d1524ce7f,490ca84e5af56a767a8a1577b5c877568896e9b0b5674a5a2edf5d2dbde62351
s5,1,87168,69589,8793,8786,b0ffc256ad4ba652c7323083f570156ae126ec787a703a14d0a8783803e8d2a8,3a202312f8ab6fa250ec8a26203040d0465009299ddb9fe619dd23de900b79d3,9c2768d4f97f49a70e79467e45052c509f4a9b28dd571da35b6d935493c4b9ee
s5,2,87317,69866,8694,8757,0d3e799dc9498f652435fa7d96afa8681e0ebdf26da84e4e8973081e53a74e29,0c8ad7762226a35b67a156661fdff28a48aae7a5650570e59cff09f2867c0082,fe67bd08add35d8531070959f7f2dae5a5964b9ed989b36a0293f36cc006ddcc
s5,3,87288,69610,8841,8837,4fbd136489f611e1cd8ce9f2e8fe08c82e0a9cd846b16f1b7f6b62a756ffc7f6,8a262b483bc512a1414cb9f6c13fec00c4c11c1237b72d9efb006a3885481ca1,1f91084f661b2a3bf65ee33b2234095cee8dc8dbcf8ea0215bf84d559bb04d1c
s5,4,87428,69935,8786,8707,9b27366c0c9cb86015e2a6691dbc35e20d23dc84d1e5eb61535fd05a7c097ec4,0c083666162bd5fb2a1a356e229f32104721b51e15353887c0fe87098d3688ca,e4eec48347c9692459446ab635c289b73ba2aefd2d5541da09b12c43b6f70cc1
s5,5,87429,69969,8745,8715,7a7f04826d435f83346204a5ed7b0f85ebf0de0c8a01d6798bfe92d887731f37,7a74df54df4d934e02a45dcb3d3c6e18643b46d1d0ec6dc150257dd0fa649258,29ec4e4dad61365eb4ea213bacff4f5da3fb0f3b3cbe10f89a234789c50cae41
s5,6,87358,70079,8631,8648,1166e521dfba05f063d0b0e3cb83a5dec5e5f4e389ba874543b546023fb1cf19,5dd956e5955fd0b488e0d0442fb2c1a75e01c65d02e13977a973f931a2e35dd7,d6383a4a40132c4181ce488ceb53f52f76a8f26d8780c80414b2f2c33d40e75d
s5,7,87888,70258,8782,8848,78cc9fca697c6da633bc293ac707d22e01a30378278c2d9fa82ff7cb10337038,953b67ef2c9611113c94d2790922b9e7b7093a447175536b9861e35181df1a12,aef1b4769144abdf2af86207ba6ef807ea3f295e8b8893b6f75399dd16156d7a
s5,8,87051,69500,8807,8744,a48c30d55c6fc3782926f0d34a3b3505c9fc8c13893470077bd851fcaf098208,8e757da491cde5408c0d1e625cdc11c70ce0af3b42bda3a011cba8a5d692809a,d976a225568958dc5bb10c64b90913a751e52babf0dcb20f968b08e6f47510af
s5,9,87188,69771,8711,8706,3be72430bfc44cc70a79abc5819858a26d40bf3b9a9d38df103fb568d8c5a5e6,0ba5d72f4d81c075ff3e129e2278cedf59fd007f9e0ad2df4be37d981298b67c,10a1895c7374f2f3cc7e2efec0bd2f1da317da9b1d26ee8e1a1d548852cff45e
s5,10,87743,70250,8699,8794,d95eddbd215089f2759b124d36bc466655b4226da984d5b7130df26d1d323742,d93ba7b0436ddb79f32dbc723ade33ae4b7ee757004054059d45e86bc65c5807,8a770f843d69e583168028fa3f35d5dd8df4ec5965cfb6ebe970cea4eca035e4
s5,11,87128,69590,8808,8730,601141f497e4b03e3b00aa413c575162b49e39b29d6e537839c07ea318419668,03c3b92358dec21cdd055847fb1ba2b02ee964acfae3158b21cac9792697d53e,bbd8a8ab6ec6cbeea50314ba79ac11e7d7c992552207da14148cf19f8b09b99b
s5,12,87835,70058,8876,8901,07dcc2ec645949b378a430d3a84b55580c36f28ade2582e50d4b0a37b0678205,f5c7e431281180a1a06b45402f47cfc52d936c2f9d75ca2ee6d1fc89d29cd39f,22a336d0564bc339bcc4f9711d356ac286eb4afb7b2179925039c089d16e100b
s5,13,87208,69760,8766,8682,86af474540535cf1925f95327ee25df8624269dfe56015a40cf59f7abe67390e,f6238e2b270dc5ae6e0a5ceb8ec067e4446315c046dd775abe0884935b796ecc,4478a2e8e3cc0e52b54f0db282d012ecd65e95bdfe7eefdb74af0449d16f4e09
