dataset,run_id,variant,accepted_train,weight_min,weight_median,weight_max,effective_sample_size,effective_fraction
s2,238,equal,59920,1.0,1.0,1.0,59920.0,1.0
s2,238,inverse_variance,59920,0.33698010444641113,1.0,4.0,39699.81116446454,0.662546915294802
s2,238,robust_confidence,59920,0.8334200382232666,1.0,1.0,59914.116489990854,0.9999018105806218
s2,238,combined,59920,0.3182194232940674,1.0,4.0,39703.991227949184,0.6626166760338649
s2,239,equal,60400,1.0,1.0,1.0,60400.0,1.0
s2,239,inverse_variance,60400,0.33769690990448,1.0,4.0,40029.878907622195,0.6627463395301688
s2,239,robust_confidence,60400,0.8333669304847717,1.0,1.0,60394.141973550766,0.9999030128071319
s2,239,combined,60400,0.30347058176994324,1.0,4.0,40031.95862740095,0.6627807719768369
s2,240,equal,60246,1.0,1.0,1.0,60246.0,1.0
s2,240,inverse_variance,60246,0.3387550115585327,1.0,4.0,39885.399645341975,0.6620422873774521
s2,240,robust_confidence,60246,0.8340963125228882,1.0,1.0,60239.85281269283,0.9998979652208085
s2,240,combined,60246,0.332271546125412,1.0,4.0,39887.65145624643,0.6620796643137541
s2,241,equal,60351,1.0,1.0,1.0,60351.0,1.0
s2,241,inverse_variance,60351,0.33731603622436523,1.0,4.0,39988.08410232793,0.6625919057236488
s2,241,robust_confidence,60351,0.8334236145019531,1.0,1.0,60345.01510198582,0.9999008318335374
s2,241,combined,60351,0.33625131845474243,1.0,4.0,39989.73207683441,0.6626192122224057
s2,242,equal,60872,1.0,1.0,1.0,60872.0,1.0
s2,242,inverse_variance,60872,0.3382538855075836,1.0,4.0,40414.47555261707,0.6639255413427696
s2,242,robust_confidence,60872,0.8334478735923767,1.0,1.0,60866.430550932695,0.9999085055679573
s2,242,combined,60872,0.2890815734863281,1.0,4.0,40416.28704870918,0.6639553004453472
s2,243,equal,60430,1.0,1.0,1.0,60430.0,1.0
s2,243,inverse_variance,60430,0.33751004934310913,1.0,4.0,39994.34841122278,0.6618293630849377
s2,243,robust_confidence,60430,0.8334506154060364,1.0,1.0,60423.56645868984,0.9998935372942221
s2,243,combined,60430,0.3379586935043335,1.0,4.0,40004.103632785955,0.6619907931952003
s2,244,equal,60378,1.0,1.0,1.0,60378.0,1.0
s2,244,inverse_variance,60378,0.3392618000507355,1.0,4.0,40076.56354378594,0.6637610312329978
s2,244,robust_confidence,60378,0.8336798548698425,1.0,1.0,60372.018265178645,0.9999009285696553
s2,244,combined,60378,0.3396105468273163,1.0,4.0,40080.81668148974,0.6638314730777723
s2,245,equal,60583,1.0,1.0,1.0,60583.0,1.0
s2,245,inverse_variance,60583,0.3388693034648895,1.0,4.0,40179.38929332498,0.663212275610732
s2,245,robust_confidence,60583,0.833808183670044,1.0,1.0,60577.217012360496,0.999904544383086
s2,245,combined,60583,0.33473026752471924,1.0,4.0,40183.91595106172,0.6632869938936948
s2,246,equal,60467,1.0,1.0,1.0,60467.0,1.0
s2,246,inverse_variance,60467,0.33781716227531433,1.0,4.0,40139.6097535717,0.6638267113230638
s2,246,robust_confidence,60467,0.8335597515106201,1.0,1.0,60460.69576598093,0.9998957409162176
s2,246,combined,60467,0.2884603440761566,1.0,4.0,40144.26459803541,0.6639036928909224
s2,247,equal,60217,1.0,1.0,1.0,60217.0,1.0
s2,247,inverse_variance,60217,0.33769917488098145,1.0,4.0,39929.65533243799,0.663096058130395
s2,247,robust_confidence,60217,0.8333931565284729,1.0,1.0,60210.91885235694,0.9998990127764077
s2,247,combined,60217,0.2981346547603607,1.0,4.0,39938.46382123235,0.6632423372342088
s2,248,equal,60458,1.0,1.0,1.0,60458.0,1.0
s2,248,inverse_variance,60458,0.33830949664115906,1.0,4.0,40060.52139126394,0.662617377208375
s2,248,robust_confidence,60458,0.8336123824119568,1.0,1.0,60452.07072627623,0.9999019273921769
s2,248,combined,60458,0.3048202097415924,1.0,4.0,40061.01947183839,0.6626256156644015
s2,249,equal,60261,1.0,1.0,1.0,60261.0,1.0
s2,249,inverse_variance,60261,0.3385458290576935,1.0,4.0,39942.06592959325,0.6628178412172591
s2,249,robust_confidence,60261,0.8336083292961121,1.0,1.0,60254.98904604195,0.9999002513407004
s2,249,combined,60261,0.31487902998924255,1.0,4.0,39949.10763693673,0.6629346946936946
s2,250,equal,60542,1.0,1.0,1.0,60542.0,1.0
s2,250,inverse_variance,60542,0.33875414729118347,1.0,4.0,40190.89909559271,0.6638515261404101
s2,250,robust_confidence,60542,0.8335773944854736,1.0,1.0,60535.66601711917,0.9998953786977498
s2,250,combined,60542,0.33915501832962036,1.0,4.0,40196.82983257686,0.6639494868451136
s2,251,equal,60812,1.0,1.0,1.0,60812.0,1.0
s2,251,inverse_variance,60812,0.33792200684547424,1.0,4.0,40340.54309351829,0.6633648472919537
s2,251,robust_confidence,60812,0.8333793878555298,1.0,1.0,60805.69159946884,0.9998962638865494
s2,251,combined,60812,0.336824893951416,1.0,4.0,40349.86919749752,0.6635182068916912
s2,252,equal,60284,1.0,1.0,1.0,60284.0,1.0
s2,252,inverse_variance,60284,0.33705684542655945,1.0,4.0,39902.71613000201,0.6619122176697301
s2,252,robust_confidence,60284,0.8340356945991516,1.0,1.0,60278.06642049127,0.9999015728964779
s2,252,combined,60284,0.3207090198993683,1.0,4.0,39911.79395118048,0.6620628019239015
s2,253,equal,60636,1.0,1.0,1.0,60636.0,1.0
s2,253,inverse_variance,60636,0.3376963436603546,1.0,4.0,40146.36904699553,0.6620880177946358
s2,253,robust_confidence,60636,0.8334556818008423,1.0,1.0,60629.88256149769,0.9998991121033328
s2,253,combined,60636,0.3022662401199341,1.0,4.0,40151.39467126698,0.6621708996514774
s2,254,equal,60601,1.0,1.0,1.0,60601.0,1.0
s2,254,inverse_variance,60601,0.33710506558418274,1.0,4.0,40204.88668762822,0.6634360272541413
s2,254,robust_confidence,60601,0.8339356184005737,1.0,1.0,60595.06265405258,0.999902025611006
s2,254,combined,60601,0.3206782042980194,1.0,4.0,40207.58812855604,0.6634806047516714
s2,255,equal,60448,1.0,1.0,1.0,60448.0,1.0
s2,255,inverse_variance,60448,0.3381235599517822,1.0,4.0,40050.98120828433,0.6625691703329196
s2,255,robust_confidence,60448,0.8335073590278625,1.0,1.0,60441.898311735364,0.9998990588892166
s2,255,combined,60448,0.33026158809661865,1.0,4.0,40060.005489927535,0.6627184603283406
s2,256,equal,60558,1.0,1.0,1.0,60558.0,1.0
s2,256,inverse_variance,60558,0.3388475477695465,1.0,4.0,40178.54066393281,0.6634720542939464
s2,256,robust_confidence,60558,0.8335299491882324,1.0,1.0,60552.64082364223,0.9999115034123027
s2,256,combined,60558,0.3391728699207306,1.0,4.0,40183.00158346077,0.6635457178813826
s2,257,equal,60534,1.0,1.0,1.0,60534.0,1.0
s2,257,inverse_variance,60534,0.33747559785842896,1.0,4.0,40110.12542506901,0.6626049067477617
s2,257,robust_confidence,60534,0.8334226608276367,1.0,1.0,60528.028909186265,0.9999013597182784
s2,257,combined,60534,0.31419792771339417,1.0,4.0,40115.51114607768,0.6626938769299515
s2,258,equal,60182,1.0,1.0,1.0,60182.0,1.0
s2,258,inverse_variance,60182,0.3370417654514313,1.0,4.0,39933.082917821004,0.6635386480645542
s2,258,robust_confidence,60182,0.8339170217514038,1.0,1.0,60175.74756067241,0.9998961078174938
s2,258,combined,60182,0.33741575479507446,1.0,4.0,39937.588669119716,0.6636135168176484
s2,259,equal,60423,1.0,1.0,1.0,60423.0,1.0
s2,259,inverse_variance,60423,0.33795642852783203,1.0,4.0,40075.73325959311,0.6632529543318456
s2,259,robust_confidence,60423,0.8333702683448792,1.0,1.0,60417.2384767354,0.9999046468519505
s2,259,combined,60423,0.329440176486969,1.0,4.0,40079.35516263967,0.6633128967883036
s2,260,equal,60348,1.0,1.0,1.0,60348.0,1.0
s2,260,inverse_variance,60348,0.3388535976409912,1.0,4.0,40071.71973260513,0.6640107332903349
s2,260,robust_confidence,60348,0.8337537050247192,1.0,1.0,60342.29371871842,0.9999054437382916
s2,260,combined,60348,0.33919602632522583,1.0,4.0,40076.95888904376,0.6640975490330046
s2,261,equal,60685,1.0,1.0,1.0,60685.0,1.0
s2,261,inverse_variance,60685,0.33720868825912476,1.0,4.0,40181.402051284036,0.6621307085982374
s2,261,robust_confidence,60685,0.8335161209106445,1.0,1.0,60679.14953311964,0.9999035928667651
s2,261,combined,60685,0.3375277817249298,1.0,4.0,40183.41575037343,0.6621638914125967
s2,262,equal,60602,1.0,1.0,1.0,60602.0,1.0
s2,262,inverse_variance,60602,0.337444007396698,1.0,4.0,40158.07321934822,0.6626526058438371
s2,262,robust_confidence,60602,0.8333839178085327,1.0,1.0,60596.2746213669,0.9999055249227237
s2,262,combined,60602,0.3133728504180908,1.0,4.0,40166.97212638135,0.6627994476482847
s2,263,equal,60640,1.0,1.0,1.0,60640.0,1.0
s2,263,inverse_variance,60640,0.3374788761138916,1.0,4.0,40179.80355509268,0.6625957050641933
s2,263,robust_confidence,60640,0.8335206508636475,1.0,1.0,60634.06161644698,0.9999020715113289
s2,263,combined,60640,0.3267817497253418,1.0,4.0,40179.62287388881,0.6625927254928894
s2,264,equal,60707,1.0,1.0,1.0,60707.0,1.0
s2,264,inverse_variance,60707,0.3374810516834259,1.0,4.0,40314.46429828936,0.6640826312993453
s2,264,robust_confidence,60707,0.8336824178695679,1.0,1.0,60701.49515962746,0.9999093211594621
s2,264,combined,60707,0.33786195516586304,1.0,4.0,40321.59765275439,0.6642001359440326
s2,265,equal,60620,1.0,1.0,1.0,60620.0,1.0
s2,265,inverse_variance,60620,0.33712446689605713,1.0,4.0,40153.00959135999,0.6623723126255359
s2,265,robust_confidence,60620,0.8338403701782227,1.0,1.0,60613.7721530454,0.9998972641544935
s2,265,combined,60620,0.294924795627594,1.0,4.0,40162.40787077283,0.6625273485775789
s2,266,equal,60567,1.0,1.0,1.0,60567.0,1.0
s2,266,inverse_variance,60567,0.33705762028694153,1.0,4.0,40152.10156761616,0.6629369387226735
s2,266,robust_confidence,60567,0.8334329724311829,1.0,1.0,60561.222928898605,0.9999046168523884
s2,266,combined,60567,0.3196987807750702,1.0,4.0,40153.20556643104,0.6629551664508897
s2,267,equal,60417,1.0,1.0,1.0,60417.0,1.0
s2,267,inverse_variance,60417,0.33713099360466003,1.0,4.0,40038.29868456039,0.6626992185073802
s2,267,robust_confidence,60417,0.8334190845489502,1.0,1.0,60411.83055733311,0.9999144372831009
s2,267,combined,60417,0.31427326798439026,1.0,4.0,40041.33688842605,0.6627495057421926
s2,268,equal,60118,1.0,1.0,1.0,60118.0,1.0
s2,268,inverse_variance,60118,0.33762314915657043,1.0,4.0,39884.455573400235,0.6634361684254338
s2,268,robust_confidence,60118,0.8335644006729126,1.0,1.0,60111.813173353374,0.9998970886149469
s2,268,combined,60118,0.3300310969352722,1.0,4.0,39886.27537982592,0.6634664390003979
s2,269,equal,60382,1.0,1.0,1.0,60382.0,1.0
s2,269,inverse_variance,60382,0.33860528469085693,1.0,4.0,40055.193259778156,0.6633631423235096
s2,269,robust_confidence,60382,0.8339719772338867,1.0,1.0,60376.18489345275,0.999903694701281
s2,269,combined,60382,0.31994497776031494,1.0,4.0,40066.481055712204,0.6635500820726741
s2,270,equal,60296,1.0,1.0,1.0,60296.0,1.0
s2,270,inverse_variance,60296,0.33709415793418884,1.0,4.0,39930.32302821563,0.6622383413197497
s2,270,robust_confidence,60296,0.8333429098129272,1.0,1.0,60289.76791233475,0.9998966417728331
s2,270,combined,60296,0.3297579288482666,1.0,4.0,39933.68077923446,0.6622940291102969
s2,271,equal,60536,1.0,1.0,1.0,60536.0,1.0
s2,271,inverse_variance,60536,0.33671677112579346,1.0,4.0,40122.99459446566,0.6627956025252025
s2,271,robust_confidence,60536,0.8335064649581909,1.0,1.0,60529.85877430567,0.9998985525027367
s2,271,combined,60536,0.2922012507915497,1.0,4.0,40130.40038078376,0.6629179394209026
s2,272,equal,60547,1.0,1.0,1.0,60547.0,1.0
s2,272,inverse_variance,60547,0.33704155683517456,1.0,4.0,40126.031169026995,0.662725340132905
s2,272,robust_confidence,60547,0.8335467576980591,1.0,1.0,60540.54919641138,0.9998934579155265
s2,272,combined,60547,0.3374331593513489,1.0,4.0,40133.12384082789,0.6628424833737079
s2,273,equal,60592,1.0,1.0,1.0,60592.0,1.0
s2,273,inverse_variance,60592,0.33743056654930115,1.0,4.0,40155.777343989386,0.6627240781619584
s2,273,robust_confidence,60592,0.8335508704185486,1.0,1.0,60585.451933935794,0.9998919318381271
s2,273,combined,60592,0.332796573638916,1.0,4.0,40154.504931490716,0.662703078483805
s2,274,equal,60766,1.0,1.0,1.0,60766.0,1.0
s2,274,inverse_variance,60766,0.3370734751224518,1.0,4.0,40270.487080012244,0.6627141342199955
s2,274,robust_confidence,60766,0.833824634552002,1.0,1.0,60760.298815714945,0.9999061780554084
s2,274,combined,60766,0.3374567925930023,1.0,4.0,40278.80285896221,0.6628509834276111
s2,275,equal,61000,1.0,1.0,1.0,61000.0,1.0
s2,275,inverse_variance,61000,0.33770400285720825,1.0,4.0,40492.650622034205,0.6638139446235115
s2,275,robust_confidence,61000,0.8334475159645081,1.0,1.0,60993.93506567736,0.9999005748471699
s2,275,combined,61000,0.31887322664260864,1.0,4.0,40491.19542020497,0.6637900888558191
s2,276,equal,60534,1.0,1.0,1.0,60534.0,1.0
s2,276,inverse_variance,60534,0.33791446685791016,1.0,4.0,40175.16034296577,0.6636792602994313
s2,276,robust_confidence,60534,0.833335280418396,1.0,1.0,60528.496990677275,0.9999090922568684
s2,276,combined,60534,0.3265714645385742,1.0,4.0,40177.7295807559,0.6637217031875623
s2,277,equal,60304,1.0,1.0,1.0,60304.0,1.0
s2,277,inverse_variance,60304,0.33696579933166504,1.0,4.0,39926.238575768824,0.6620827569608786
s2,277,robust_confidence,60304,0.8335578441619873,1.0,1.0,60298.14167972835,0.9999028535375489
s2,277,combined,60304,0.3373498320579529,1.0,4.0,39933.83085485703,0.6622086570518876
s2,278,equal,60046,1.0,1.0,1.0,60046.0,1.0
s2,278,inverse_variance,60046,0.33750492334365845,1.0,4.0,39777.598174443185,0.6624520896386634
s2,278,robust_confidence,60046,0.8333682417869568,1.0,1.0,60040.24593891009,0.9999041724496235
s2,278,combined,60046,0.33801302313804626,1.0,4.0,39790.73328868587,0.6626708405003809
s2,279,equal,61010,1.0,1.0,1.0,61010.0,1.0
s2,279,inverse_variance,61010,0.3378174901008606,1.0,4.0,40396.998531445395,0.6621373304613243
s2,279,robust_confidence,61010,0.833541750907898,1.0,1.0,61004.40246606091,0.9999082521891641
s2,279,combined,61010,0.3380735218524933,1.0,4.0,40398.21938906727,0.6621573412402437
s2,280,equal,60357,1.0,1.0,1.0,60357.0,1.0
s2,280,inverse_variance,60357,0.337451696395874,1.0,4.0,39971.88058952856,0.6622575772408927
s2,280,robust_confidence,60357,0.8334821462631226,1.0,1.0,60351.437619811455,0.9999078420036028
s2,280,combined,60357,0.33772072196006775,1.0,4.0,39972.5409167866,0.6622685176000563
s2,281,equal,60581,1.0,1.0,1.0,60581.0,1.0
s2,281,inverse_variance,60581,0.3373469412326813,1.0,4.0,40145.69462423395,0.6626779786440294
s2,281,robust_confidence,60581,0.8334729075431824,1.0,1.0,60574.87816591634,0.999898947952598
s2,281,combined,60581,0.33768171072006226,1.0,4.0,40148.72049744453,0.6627279262053206
s2,282,equal,60429,1.0,1.0,1.0,60429.0,1.0
s2,282,inverse_variance,60429,0.3384250998497009,1.0,4.0,40007.468350371135,0.6620574285586578
s2,282,robust_confidence,60429,0.8335909247398376,1.0,1.0,60423.09363849998,0.999902259486339
s2,282,combined,60429,0.30293700098991394,1.0,4.0,40009.22664479838,0.6620865254231971
s2,283,equal,60816,1.0,1.0,1.0,60816.0,1.0
s2,283,inverse_variance,60816,0.3375966548919678,1.0,4.0,40318.12138196302,0.6629525352203864
s2,283,robust_confidence,60816,0.833604097366333,1.0,1.0,60809.95678085736,0.999900631098023
s2,283,combined,60816,0.33793821930885315,1.0,4.0,40321.43218492637,0.6630069748902653
s2,284,equal,60029,1.0,1.0,1.0,60029.0,1.0
s2,284,inverse_variance,60029,0.33734381198883057,1.0,4.0,39746.11576287721,0.6621152403484518
s2,284,robust_confidence,60029,0.8333402276039124,1.0,1.0,60022.984538057084,0.9998997907354292
s2,284,combined,60029,0.3179605007171631,1.0,4.0,39759.33712812991,0.6623354899820072
s2,285,equal,60543,1.0,1.0,1.0,60543.0,1.0
s2,285,inverse_variance,60543,0.3380376994609833,1.0,4.0,40148.042542291354,0.663132691513327
s2,285,robust_confidence,60543,0.8336367607116699,1.0,1.0,60537.449185581216,0.9999083161650598
s2,285,combined,60543,0.3385050892829895,1.0,4.0,40158.60652746299,0.6633071788227043
s2,286,equal,60069,1.0,1.0,1.0,60069.0,1.0
s2,286,inverse_variance,60069,0.3377523124217987,1.0,4.0,39800.3676652599,0.662577496966154
s2,286,robust_confidence,60069,0.8336313366889954,1.0,1.0,60063.57820786511,0.9999097405960664
s2,286,combined,60069,0.3229404389858246,1.0,4.0,39803.146747052124,0.6626237617914752
s2,287,equal,60409,1.0,1.0,1.0,60409.0,1.0
s2,287,inverse_variance,60409,0.3374575972557068,1.0,4.0,40005.442158355116,0.6622430789841764
s2,287,robust_confidence,60409,0.8335193991661072,1.0,1.0,60402.91758838291,0.9998993128239652
s2,287,combined,60409,0.337814599275589,1.0,4.0,40010.28347773127,0.6623232213367424
s2,288,equal,60576,1.0,1.0,1.0,60576.0,1.0
s2,288,inverse_variance,60576,0.3369656801223755,1.0,4.0,40130.10860785303,0.6624753798179647
s2,288,robust_confidence,60576,0.8333737850189209,1.0,1.0,60570.0511910908,0.9999017959437864
s2,288,combined,60576,0.3298063278198242,1.0,4.0,40132.16134839355,0.6625092668448487
s2,289,equal,60630,1.0,1.0,1.0,60630.0,1.0
s2,289,inverse_variance,60630,0.33797013759613037,1.0,4.0,40196.105319141665,0.6629738630899169
s2,289,robust_confidence,60630,0.8337724804878235,1.0,1.0,60623.97590021416,0.9999006416001016
s2,289,combined,60630,0.33823269605636597,1.0,4.0,40194.94045761824,0.6629546504637678
s2,290,equal,60227,1.0,1.0,1.0,60227.0,1.0
