run_id,ddb_seconds,count_min,count_max,count_sum,zero_count,object_pixels,object_count_sum,object_zero_count,variance_min,variance_max,variance_sum,variance_nonfinite,variance_negative,dataset,candidate,selected_train,reused,finite
0,12.93429057799949,18,251,57403419,0,251352,26327181,0,1.1878450095537119e-05,3.331852674484253,75701.96563836522,0,0,s1,baseline_3sigma,233987,False,True
1,12.869727983001212,17,249,57383233,0,251352,26308266,0,1.1917411939066369e-05,3.070627450942993,75583.16184668826,0,0,s1,baseline_3sigma,233461,False,True
2,12.80641664200084,15,241,57198953,0,251352,26209530,0,9.381196832691785e-06,3.0110766887664795,76486.15324218081,0,0,s1,baseline_3sigma,233074,False,True
3,12.756174169997394,19,253,57514852,0,251352,26403359,0,6.740539447491756e-06,3.4511568546295166,76896.12058319272,0,0,s1,baseline_3sigma,234069,False,True
4,1.8111883089950425,18,246,57624999,0,251352,26456433,0,7.475273378076963e-06,3.3138835430145264,78407.61341728516,0,0,s1,baseline_3sigma,234386,False,True
5,1.8229504769988125,14,252,57444597,0,251352,26352659,0,7.5260672929289285e-06,3.0948004722595215,80921.44836715974,0,0,s1,baseline_3sigma,233764,False,True
6,1.840178783997544,17,246,57592085,0,251352,26379961,0,1.1109654224128462e-05,4.135104179382324,82178.511284727,0,0,s1,baseline_3sigma,234370,False,True
7,1.8962159389993758,15,246,57287305,0,251352,26138608,0,1.1647234714473598e-05,4.2903313636779785,85464.65617396493,0,0,s1,baseline_3sigma,233455,False,True
8,1.8376406070019584,19,237,57525552,0,251352,26338305,0,8.713107490621042e-06,3.351769208908081,84500.43963197991,0,0,s1,baseline_3sigma,233860,False,True
9,1.8073865830010618,18,253,57319189,0,251352,26363425,0,5.863339993084082e-06,3.168773889541626,85652.16696101827,0,0,s1,baseline_3sigma,233426,False,True
10,1.7505509290058399,17,231,57125496,0,251352,26202614,0,9.650819265516475e-06,2.8795111179351807,86794.72423383492,0,0,s1,baseline_3sigma,232752,False,True
11,1.8098614769987762,18,238,57359589,0,251352,26345342,0,1.113283542508725e-05,3.1149232387542725,86090.5510115735,0,0,s1,baseline_3sigma,233719,False,True
12,1.8276723890012363,19,244,57351333,0,251352,26393130,0,1.205590433528414e-05,2.895021677017212,86320.83725107333,0,0,s1,baseline_3sigma,233803,False,True
13,1.8121245959991938,13,236,57467103,0,251352,26325888,0,9.417989531357307e-06,2.9095394611358643,87523.74818170682,0,0,s1,baseline_3sigma,234271,False,True
14,1.808892729000945,17,231,57353538,0,251352,26254164,0,1.074601004802389e-05,3.0006511211395264,86217.33916009302,0,0,s1,baseline_3sigma,233541,False,True
15,1.7928428509985679,19,241,57398928,0,251352,26372455,0,7.215281129901996e-06,2.674675226211548,86562.83823778195,0,0,s1,baseline_3sigma,233773,False,True
16,1.8259725150055601,16,253,57165176,0,251352,26210352,0,1.2269703802303411e-05,2.9752492904663086,85365.09670173009,0,0,s1,baseline_3sigma,233339,False,True
17,1.8169612830024562,19,271,57321039,0,251352,26169556,0,9.032074558490422e-06,2.5890603065490723,84507.07473596503,0,0,s1,baseline_3sigma,233350,False,True
18,1.8573292729997775,17,247,57161031,0,251352,26179911,0,6.297229447227437e-06,3.4488227367401123,84469.16282056794,0,0,s1,baseline_3sigma,233439,False,True
19,1.7555973080015974,17,232,57108738,0,251352,26203743,0,1.0486369319551159e-05,2.876352071762085,83357.57737064264,0,0,s1,baseline_3sigma,232321,False,True
20,1.8817859789996874,19,245,57454926,0,251352,26251406,0,6.236912668100558e-06,2.782640218734741,81284.60594298199,0,0,s1,baseline_3sigma,233445,False,True
21,1.8698042840042035,14,245,57281073,0,251352,26318945,0,8.098671059997287e-06,2.976325511932373,81399.64364749713,0,0,s1,baseline_3sigma,233030,False,True
22,1.8797030260029715,16,248,57289620,0,251352,26349252,0,9.957263500837144e-06,2.6268091201782227,81503.54970788214,0,0,s1,baseline_3sigma,233762,False,True
23,1.8008974269978353,17,248,57320138,0,251352,26327951,0,1.0665615263860673e-05,3.3529748916625977,80818.18236855321,0,0,s1,baseline_3sigma,234079,False,True
24,1.8339410629996564,18,245,57253040,0,251352,26275814,0,1.0811044376168866e-05,3.26424503326416,80658.45101993324,0,0,s1,baseline_3sigma,233348,False,True
25,1.8214225129995611,15,224,57275938,0,251352,26247101,0,6.292777015914908e-06,4.1934027671813965,81203.14776891911,0,0,s1,baseline_3sigma,233437,False,True
26,1.8115446890005842,17,261,57538951,0,251352,26348600,0,9.504867193754762e-06,2.8856201171875,79254.66648840671,0,0,s1,baseline_3sigma,233226,False,True
