dataset,run_id,candidate,total,inside,train_total,train_accepted,train_retention,validation_total,validation_accepted,validation_retention,test_total,test_accepted,test_retention,distance_p50,distance_p99
s3,0,baseline_3sigma,87352,66999,70081,52001,0.7420128137440961,8774,6571,0.7489172555276955,8497,6296,0.7409674002589149,0.5727970004081726,5.299360752105713
s3,1,baseline_3sigma,88279,67693,70481,52310,0.7421858373178587,8910,6601,0.7408529741863075,8888,6568,0.738973897389739,0.5959149599075317,5.210349082946777
s3,2,baseline_3sigma,87695,67118,70181,51964,0.7404283210555563,8726,6494,0.744212697685079,8788,6497,0.7393035958124715,0.57887864112854,5.403224468231201
s3,3,baseline_3sigma,87985,67415,70184,52122,0.7426478969565713,8903,6548,0.7354824216556217,8898,6583,0.739829175095527,0.5758851766586304,5.39055061340332
s3,4,baseline_3sigma,87896,67187,70327,52025,0.7397585564576905,8818,6529,0.7404173281923339,8751,6505,0.7433436178722431,0.564924418926239,5.393049240112305
s3,5,baseline_3sigma,87626,67142,70128,51931,0.7405173397216518,8765,6522,0.7440958357102111,8733,6502,0.7445322340547349,0.5724114775657654,5.367939472198486
s3,6,baseline_3sigma,87981,67277,70580,52239,0.7401388495324455,8689,6398,0.7363332949706526,8712,6421,0.7370293847566575,0.584343433380127,5.33055305480957
s3,7,baseline_3sigma,87778,67234,70166,51975,0.7407433799846079,8775,6508,0.7416524216524216,8837,6605,0.7474255969220324,0.5753558874130249,5.390052318572998
s3,8,baseline_3sigma,87953,67545,70217,52229,0.7438227209934916,8896,6602,0.7421312949640287,8840,6569,0.7430995475113122,0.5834471583366394,5.299911022186279
s3,9,baseline_3sigma,87431,66852,69956,51740,0.7396077534450226,8742,6461,0.7390757263784031,8733,6428,0.7360586281919157,0.5764051675796509,5.374917507171631
s3,10,baseline_3sigma,87654,67124,70183,52039,0.7414758559765185,8691,6408,0.7373144632378322,8780,6527,0.7433940774487472,0.5773167014122009,5.440359115600586
s3,11,baseline_3sigma,87866,67176,70191,52049,0.7415338148765511,8883,6496,0.731284475965327,8792,6442,0.7327115559599636,0.5879178047180176,5.356168746948242
s3,12,baseline_3sigma,87837,67017,70060,51755,0.7387239508992293,8876,6629,0.7468454258675079,8901,6473,0.7272216604875856,0.585756242275238,5.354477405548096
s3,13,baseline_3sigma,88003,67386,70407,52286,0.7426250230800915,8837,6462,0.7312436347176644,8759,6475,0.7392396392282224,0.5665540099143982,5.418654918670654
s3,14,baseline_3sigma,87218,66876,69705,51617,0.7405064199124883,8788,6572,0.7478379608557123,8725,6482,0.7429226361031519,0.5843633413314819,5.460300445556641
s3,15,baseline_3sigma,88085,67502,70381,52229,0.742089484377886,8860,6580,0.7426636568848759,8844,6536,0.7390321121664405,0.5904749631881714,5.352820873260498
s3,16,baseline_3sigma,87818,67305,70362,52137,0.7409823484267076,8708,6512,0.7478180983004135,8748,6509,0.744055784179241,0.5881815552711487,5.391571521759033
s3,17,baseline_3sigma,88481,67787,70931,52559,0.7409877204607295,8811,6572,0.74588582453751,8739,6496,0.7433344776290194,0.5636551976203918,5.393324851989746
s3,18,baseline_3sigma,86969,66412,69456,51341,0.7391873992167703,8595,6374,0.7415939499709133,8918,6555,0.7350302758466024,0.5857642889022827,5.314733505249023
s3,19,baseline_3sigma,87342,66864,69750,51618,0.7400430107526882,8858,6620,0.7473470309324904,8734,6494,0.7435310281657889,0.570067286491394,5.324555397033691
s3,20,baseline_3sigma,87875,67293,70384,52072,0.7398272334621505,8700,6451,0.7414942528735632,8791,6549,0.7449664429530202,0.5847989916801453,5.27780818939209
s3,21,baseline_3sigma,87701,67197,70178,51926,0.7399184929750064,8641,6392,0.7397291980094897,8882,6657,0.7494933573519478,0.5884776711463928,5.379042625427246
s3,22,baseline_3sigma,87553,67036,70092,51895,0.7403840666552531,8614,6363,0.7386812166241004,8847,6472,0.7315474172035719,0.5893102884292603,5.364198684692383
s3,23,baseline_3sigma,87616,66845,70269,51833,0.7376367957420769,8636,6372,0.7378415933302455,8711,6481,0.7440018367581219,0.5721254944801331,5.348048686981201
s3,24,baseline_3sigma,87753,67532,70122,52179,0.7441173953965945,8907,6675,0.7494105759514988,8724,6571,0.7532095369096745,0.5680568218231201,5.407490253448486
s3,25,baseline_3sigma,87665,67205,70155,52179,0.7437673722471669,8748,6533,0.7467992684042066,8762,6461,0.7373887240356083,0.5637726187705994,5.268214702606201
s3,26,baseline_3sigma,88075,67371,70413,52129,0.7403320409583457,8871,6589,0.742757299064367,8791,6477,0.7367762484359004,0.5783392786979675,5.324944496154785
s3,27,baseline_3sigma,87856,67124,70240,51898,0.738866742596811,8795,6506,0.7397384877771461,8821,6509,0.7378981974832786,0.5948495864868164,5.272060871124268
s3,28,baseline_3sigma,87680,67051,69956,51749,0.7397364057407513,8845,6533,0.7386093838326738,8879,6560,0.738821939407591,0.5831800103187561,5.457876205444336
s3,29,baseline_3sigma,87847,67114,70429,52122,0.7400644620823809,8595,6345,0.7382198952879581,8823,6493,0.7359174883826363,0.5677435994148254,5.391984939575195
s3,30,baseline_3sigma,87508,66917,69793,51699,0.7407476394480822,8911,6599,0.7405453933340814,8804,6463,0.7340981372103589,0.5795659422874451,5.379214286804199
s3,31,baseline_3sigma,87346,66899,69873,51805,0.7414165700628282,8791,6524,0.7421226254123535,8682,6425,0.7400368578668509,0.565559983253479,5.284194469451904
s3,32,baseline_3sigma,87803,67453,70255,52156,0.7423813251725856,8757,6506,0.7429484983441818,8791,6553,0.7454214537595268,0.5977650880813599,5.413204669952393
s3,33,baseline_3sigma,87714,67107,70051,51955,0.7416739232844641,8858,6579,0.7427184466019418,8805,6516,0.7400340715502556,0.586226761341095,5.281868934631348
s3,34,baseline_3sigma,87784,67261,70186,52077,0.7419855811700339,8793,6412,0.7292164221539861,8805,6535,0.7421919363997729,0.5889392495155334,5.322807312011719
s3,35,baseline_3sigma,87847,67216,70316,52050,0.7402298196711986,8736,6489,0.7427884615384616,8795,6547,0.7444002274019329,0.5759514570236206,5.4038214683532715
s3,36,baseline_3sigma,87096,66761,69614,51599,0.7412158473870198,8716,6527,0.7488526847177605,8766,6518,0.7435546429386265,0.5737228989601135,5.377145767211914
s3,37,baseline_3sigma,87561,66838,70092,51844,0.7396564515208583,8697,6424,0.7386455099459583,8772,6413,0.7310761513907889,0.5839387774467468,5.500349521636963
s3,38,baseline_3sigma,87717,67291,70199,52126,0.7425461901166683,8851,6506,0.735058185515761,8667,6435,0.7424714434060229,0.5844130516052246,5.4066267013549805
s3,39,baseline_3sigma,87211,66798,69714,51630,0.7405972975299079,8776,6577,0.7494302643573382,8721,6435,0.737874097007224,0.5886991024017334,5.241323947906494
s3,40,baseline_3sigma,88164,67528,70758,52422,0.7408632239464089,8698,6389,0.7345366750977236,8708,6497,0.7460955443270556,0.5871133804321289,5.344876289367676
s3,41,baseline_3sigma,87489,66754,70049,51805,0.7395537409527616,8719,6421,0.7364376648698245,8721,6403,0.7342047930283224,0.572974443435669,5.432885646820068
s3,42,baseline_3sigma,87563,66998,70046,51902,0.7409702195699969,8764,6484,0.7398448197170242,8753,6499,0.7424882897292356,0.5774791240692139,5.354720115661621
s3,43,baseline_3sigma,87945,67388,70135,52130,0.7432808155699722,8819,6587,0.7469100805079941,8991,6587,0.7326215103992881,0.5665706992149353,5.341151714324951
s3,44,baseline_3sigma,87448,66986,69644,51499,0.7394606857733617,8953,6696,0.7479057299229308,8851,6548,0.7398034120438368,0.577897310256958,5.395467758178711
s3,45,baseline_3sigma,87644,67082,70054,51939,0.741413766522968,8861,6529,0.736824286197946,8729,6442,0.7379997708786803,0.57936692237854,5.353847980499268
s3,46,baseline_3sigma,87616,67217,69987,51933,0.742037807021304,8817,6553,0.7432233185890893,8812,6546,0.7428506581933727,0.5815737247467041,5.369187831878662
s3,47,baseline_3sigma,88077,67531,70537,52328,0.7418517940938798,8705,6457,0.7417576105686388,8835,6592,0.7461233729485003,0.5810614228248596,5.349823474884033
s3,48,baseline_3sigma,87527,66959,70084,51884,0.7403116260487415,8687,6452,0.7427190054103834,8756,6522,0.7448606669712198,0.5806798338890076,5.382245063781738
s3,49,baseline_3sigma,87625,67235,69985,52021,0.7433164249482032,8835,6521,0.7380871533672891,8805,6476,0.7354911981828507,0.5829046964645386,5.405858039855957
s3,50,baseline_3sigma,87768,67106,70341,51960,0.7386872521004819,8815,6549,0.7429381735677821,8612,6435,0.7472131908964236,0.5780168175697327,5.399415016174316
s3,51,baseline_3sigma,87899,67507,70431,52416,0.7442177450270477,8757,6429,0.7341555327166838,8711,6481,0.7440018367581219,0.5690252780914307,5.35094690322876
s3,52,baseline_3sigma,88152,67317,70534,52162,0.7395298721184109,8710,6400,0.7347876004592423,8908,6581,0.7387741356084419,0.5806381702423096,5.315094470977783
s3,53,baseline_3sigma,87674,67060,70192,52021,0.7411243446546615,8691,6447,0.7418018639972386,8791,6487,0.737913775452167,0.5723795294761658,5.328394412994385
s3,54,baseline_3sigma,87438,66586,70073,51603,0.7364177357898192,8842,6534,0.738973083012893,8523,6248,0.7330752082600024,0.5819833278656006,5.373882293701172
s3,55,baseline_3sigma,87883,67064,70386,51923,0.7376893132156963,8755,6476,0.7396916047972587,8742,6463,0.7393045069778083,0.5765866637229919,5.350266933441162
s3,56,baseline_3sigma,87457,67020,69874,51734,0.7403898445773821,8907,6693,0.7514314584035029,8676,6431,0.7412402028584602,0.5819627046585083,5.497255325317383
s3,57,baseline_3sigma,87400,66837,69988,51810,0.7402697605303766,8604,6367,0.7400046490004649,8808,6487,0.7364895549500454,0.5886482000350952,5.292361736297607
s3,58,baseline_3sigma,87911,67308,70433,52192,0.741016284980052,8680,6410,0.738479262672811,8798,6517,0.7407365310297795,0.5752732753753662,5.329696178436279
s3,59,baseline_3sigma,87786,67088,70348,52110,0.7407460055722977,8765,6465,0.737592698231603,8673,6366,0.7340020754064338,0.5859599113464355,5.4008965492248535
s3,60,baseline_3sigma,87938,67352,70271,52103,0.7414580694738939,8875,6559,0.7390422535211267,8792,6530,0.7427206551410374,0.5739036202430725,5.361806869506836
s3,61,baseline_3sigma,87386,66737,69833,51586,0.7387051966835164,8754,6462,0.7381768334475668,8799,6530,0.7421297874758496,0.5835270285606384,5.402839183807373
s3,62,baseline_3sigma,88011,67474,70422,52249,0.7419414387549346,8803,6555,0.7446325116437578,8786,6534,0.7436831322558616,0.5889984965324402,5.222352981567383
s3,63,baseline_3sigma,87498,67244,69754,52086,0.7467098661008688,8800,6501,0.73875,8944,6589,0.7366949910554562,0.5801020860671997,5.405705451965332
s3,64,baseline_3sigma,87893,67165,70302,51939,0.7387983272168643,8731,6495,0.7439010422632001,8860,6563,0.740744920993228,0.5842010378837585,5.3888468742370605
s3,65,baseline_3sigma,88333,67789,70647,52400,0.7417158548841423,8849,6591,0.74482992428523,8837,6575,0.7440307796763608,0.5791650414466858,5.222545623779297
s3,66,baseline_3sigma,87311,66777,69948,51752,0.739863898896323,8711,6428,0.737917575479279,8652,6395,0.7391354600092465,0.5799652934074402,5.312554836273193
s3,67,baseline_3sigma,87896,67283,70253,51991,0.7400538055314364,8839,6580,0.7444281027265528,8804,6481,0.7361426624261699,0.5792078971862793,5.276047706604004
s3,68,baseline_3sigma,87440,66830,69796,51558,0.7386956272565763,8911,6670,0.7485130737290989,8733,6463,0.7400664147486545,0.574327826499939,5.393886566162109
s3,69,baseline_3sigma,87702,67052,70039,51888,0.7408443866988392,8829,6584,0.745724317589761,8834,6485,0.7340955399592484,0.5782681107521057,5.257924556732178
s3,70,baseline_3sigma,87382,67126,69850,51918,0.743278453829635,8706,6502,0.7468412589019068,8826,6556,0.7428053478359393,0.5853949785232544,5.327345848083496
s3,71,baseline_3sigma,87761,67160,70060,51957,0.7416071938338566,8805,6479,0.735831913685406,8896,6572,0.7387589928057554,0.576969563961029,5.209898948669434
s3,72,baseline_3sigma,87669,67097,70076,51968,0.7415948398881215,8797,6467,0.7351369785154029,8796,6457,0.7340836743974534,0.5921590328216553,5.409619331359863
s3,73,baseline_3sigma,87716,67371,70160,52147,0.7432582668187001,8679,6469,0.7453623689365134,8877,6574,0.7405655063647628,0.5704178810119629,5.340170860290527
s3,74,baseline_3sigma,88057,67520,70272,52132,0.7418602003642987,8975,6702,0.7467409470752089,8810,6509,0.7388195232690125,0.5841756463050842,5.421442985534668
s3,75,baseline_3sigma,87552,66939,69944,51740,0.7397346448587442,8813,6589,0.7476455236582321,8795,6434,0.7315520181921547,0.5745058059692383,5.429621696472168
s3,76,baseline_3sigma,87560,66989,69894,51776,0.740778893753398,8866,6567,0.7406947890818859,8800,6540,0.7431818181818182,0.5772560834884644,5.392505168914795
s3,77,baseline_3sigma,88204,67449,70312,52022,0.7398737057685744,8962,6631,0.7399018076322249,8930,6595,0.738521836506159,0.5729789137840271,5.293372631072998
s3,78,baseline_3sigma,87564,67213,69938,51992,0.7434012982927736,8883,6552,0.7375886524822695,8743,6468,0.7397918334667735,0.5809043049812317,5.444990158081055
s3,79,baseline_3sigma,87364,67039,69836,51898,0.7431410733718998,8810,6501,0.737911464245176,8718,6484,0.7437485661849048,0.5840787887573242,5.505733013153076
s3,80,baseline_3sigma,87758,67190,70317,52099,0.7409161369227925,8672,6405,0.7385839483394834,8769,6556,0.7476337096590261,0.5802469253540039,5.314656734466553
s3,81,baseline_3sigma,87814,67187,70237,52073,0.7413898657402793,8962,6616,0.7382280740906048,8615,6303,0.7316308763784097,0.5861743092536926,5.34794282913208
s3,82,baseline_3sigma,87540,67095,70169,51951,0.7403696789180407,8743,6527,0.7465400892142285,8628,6455,0.7481455725544738,0.5683766007423401,5.374605178833008
s3,83,baseline_3sigma,87529,67080,69850,51792,0.7414745884037223,8965,6705,0.7479085331846068,8714,6495,0.7453523066330043,0.5740200877189636,5.252425193786621
s3,84,baseline_3sigma,87783,67124,70187,51939,0.7400088335446735,8823,6529,0.7399977331973252,8773,6549,0.7464949276188305,0.5746111869812012,5.35859489440918
s3,85,baseline_3sigma,87622,67197,70176,52160,0.7432740538075695,8733,6431,0.736402152753922,8713,6397,0.7341902903707105,0.5892115831375122,5.280817031860352
s3,86,baseline_3sigma,87935,67360,70020,51939,0.7417737789203085,8978,6601,0.7352417019380708,8937,6600,0.7385028533064787,0.5892437696456909,5.3752899169921875
s3,87,baseline_3sigma,87394,66831,69828,51674,0.7400183307555709,8739,6539,0.7482549490788419,8827,6516,0.7381896454061403,0.5736727118492126,5.309800624847412
s3,88,baseline_3sigma,87996,67485,70365,52274,0.7428977474596745,8895,6640,0.746486790331647,8736,6487,0.7425595238095238,0.5717865824699402,5.338697910308838
s3,89,baseline_3sigma,87505,66905,69947,51698,0.7391024632936366,8851,6588,0.7443226754039092,8707,6425,0.7379120248076261,0.5900453329086304,5.309523105621338
s3,90,baseline_3sigma,87662,67191,69800,51798,0.7420916905444126,8839,6582,0.7446543726665913,9023,6651,0.7371162584506262,0.5768824219703674,5.409082412719727
s3,91,baseline_3sigma,87677,67210,70081,51833,0.7396155876771164,8908,6694,0.7514593623709026,8688,6489,0.7468922651933702,0.5818238258361816,5.270912170410156
s3,92,baseline_3sigma,87303,66735,69714,51545,0.7393780302378289,8862,6529,0.7367411419544121,8727,6418,0.7354188151713075,0.5849319100379944,5.3314080238342285
s3,93,baseline_3sigma,88139,67560,70572,52334,0.7415688941789945,9000,6672,0.7413333333333333,8567,6414,0.7486868215244543,0.5733165740966797,5.393404483795166
s3,94,baseline_3sigma,87860,67218,70339,52085,0.7404853637384665,8856,6635,0.7492095754290876,8665,6353,0.7331794575879977,0.5701161623001099,5.3187174797058105
s3,95,baseline_3sigma,88102,67362,70381,52083,0.7400150608829087,8937,6614,0.7400693745104622,8784,6510,0.7411202185792349,0.5720534324645996,5.379018306732178
s3,96,baseline_3sigma,87569,67025,69693,51651,0.7411217769359907,9092,6766,0.7441706995160581,8784,6462,0.735655737704918,0.5734513998031616,5.322139263153076
s3,97,baseline_3sigma,87989,67397,70340,52244,0.7427352857549048,8722,6466,0.741343728502637,8927,6564,0.7352974123445727,0.5771957635879517,5.448156833648682
s3,98,baseline_3sigma,87486,66876,69959,51882,0.7416057976814991,8766,6433,0.7338580880675336,8761,6468,0.7382718867709166,0.5673408508300781,5.28604793548584
s3,99,baseline_3sigma,87696,67096,70102,51942,0.7409489030270178,8791,6505,0.7399613240814469,8803,6534,0.7422469612632058,0.5722352266311646,5.498720169067383
s3,100,baseline_3sigma,87684,67100,70331,52020,0.7396453910793249,8530,6322,0.7411488862837046,8823,6543,0.7415844950697041,0.587604820728302,5.400695323944092
s3,101,baseline_3sigma,87370,66807,69963,51796,0.740334176636222,8647,6347,0.7340117959986122,8760,6459,0.7373287671232877,0.5883232355117798,5.33711576461792
s3,102,baseline_3sigma,87946,67422,70529,52437,0.7434814048122049,8729,6443,0.7381143315385497,8688,6430,0.7401012891344383,0.5668510794639587,5.339742183685303
s3,103,baseline_3sigma,87701,67317,70028,52075,0.743631118980979,8870,6568,0.7404735062006764,8803,6491,0.7373622628649324,0.5852672457695007,5.4053473472595215
s3,104,baseline_3sigma,87752,67158,69886,51805,0.7412786538076296,8853,6506,0.7348921269626115,9013,6691,0.742372129146788,0.5802780985832214,5.401318550109863
s3,105,baseline_3sigma,88039,67456,70360,52209,0.7420267197271176,8816,6500,0.7372958257713249,8863,6560,0.7401557034864041,0.5885820388793945,5.332820892333984
s3,106,baseline_3sigma,87584,67086,70010,51920,0.7416083416654764,8879,6624,0.7460299583286406,8695,6401,0.7361702127659574,0.5688843727111816,5.349883079528809
s3,107,baseline_3sigma,87667,67065,70236,52071,0.7413719460105929,8698,6401,0.7359163025982984,8733,6457,0.7393793656246421,0.5807235836982727,5.316677570343018
s3,108,baseline_3sigma,87865,67392,70310,52110,0.7411463518702888,8779,6504,0.7408588677525915,8776,6553,0.7466955332725616,0.5881885290145874,5.19434118270874
s3,109,baseline_3sigma,88473,67975,70729,52645,0.744319868794978,8779,6539,0.7448456544025516,8965,6654,0.7422197434467374,0.5900486707687378,5.2336835861206055
s3,110,baseline_3sigma,87952,67177,70375,52005,0.7389698046181172,8715,6450,0.7401032702237521,8862,6567,0.7410291130670278,0.5807332396507263,5.408421039581299
s3,111,baseline_3sigma,88042,67521,70610,52377,0.7417787848746636,8860,6593,0.7441309255079007,8572,6361,0.7420671955202987,0.5859956741333008,5.349104404449463
s3,112,baseline_3sigma,87327,67041,69829,51930,0.7436738317890847,8795,6517,0.7409891984081864,8703,6474,0.7438814201999311,0.5725939273834229,5.491115570068359
s3,113,baseline_3sigma,87529,66812,69957,51739,0.7395828866303586,8820,6483,0.7350340136054422,8752,6431,0.7348034734917733,0.5901344418525696,5.267709732055664
s3,114,baseline_3sigma,87296,67063,69957,51970,0.742884915019226,8784,6560,0.7468123861566485,8555,6356,0.7429573348918761,0.5917672514915466,5.289462566375732
s3,115,baseline_3sigma,88255,67544,70509,52208,0.7404444822646754,8893,6634,0.745979984257281,8853,6532,0.7378289845250198,0.5710881352424622,5.3494157791137695
s3,116,baseline_3sigma,87339,66776,69902,51745,0.7402506366055335,8686,6376,0.73405480082892,8751,6490,0.7416295280539367,0.5788711309432983,5.370650291442871
s3,117,baseline_3sigma,87949,67240,70378,52027,0.739250902270596,8852,6587,0.7441256213285133,8719,6446,0.7393049661658447,0.5748298764228821,5.232443332672119
s3,118,baseline_3sigma,88021,67458,70462,52376,0.7433226419914281,8779,6491,0.7393780612826062,8780,6452,0.7348519362186788,0.5901435613632202,5.409795761108398
s3,119,baseline_3sigma,87793,67267,70139,51941,0.7405437773563923,8867,6617,0.7462501409721439,8787,6476,0.736997837714806,0.5774491429328918,5.514400005340576
s3,120,baseline_3sigma,87693,67065,70213,51936,0.7396920798142794,8774,6549,0.7464098472760429,8706,6455,0.7414426832069837,0.5767974257469177,5.335747718811035
s3,121,baseline_3sigma,87900,67266,70454,52131,0.7399295994549635,8910,6665,0.7480359147025814,8536,6319,0.7402764761012184,0.5790568590164185,5.295653343200684
s3,122,baseline_3sigma,87515,67280,69941,51994,0.7433980068915228,8734,6488,0.7428440577055186,8840,6568,0.7429864253393665,0.5929403305053711,5.407703876495361
s3,123,baseline_3sigma,87883,67239,70463,52210,0.7409562465407377,8661,6399,0.7388292344994805,8759,6474,0.7391254709441717,0.5841367840766907,5.311094284057617
s3,124,baseline_3sigma,87592,67137,70149,51993,0.7411794893726211,8897,6539,0.7349668427559851,8546,6396,0.7484203135970044,0.5841147303581238,5.39348030090332
s3,125,baseline_3sigma,87618,67137,70100,51985,0.741583452211127,8765,6558,0.7482030804335424,8753,6466,0.7387181537758483,0.5698245763778687,5.351066589355469
s3,126,baseline_3sigma,87834,67172,70288,52095,0.7411649214659686,8777,6490,0.7394326079526033,8769,6434,0.7337210628349868,0.5842441916465759,5.345031261444092
s3,127,baseline_3sigma,87890,67346,70281,52180,0.7424481723367624,8747,6466,0.7392248771007203,8862,6535,0.7374181900248251,0.5843459367752075,5.413681983947754
s3,128,baseline_3sigma,87919,67218,70308,52002,0.7396313364055299,8956,6637,0.7410674408217954,8655,6390,0.7383015597920277,0.5855574607849121,5.330471515655518
s3,129,baseline_3sigma,87978,67402,70399,52079,0.7397690308100967,8750,6525,0.7457142857142857,8829,6579,0.745158002038736,0.5912512540817261,5.325721263885498
s3,130,baseline_3sigma,87150,66763,69786,51765,0.7417676897945147,8689,6452,0.7425480492576821,8675,6446,0.7430547550432277,0.5549276471138,5.39028787612915
s3,131,baseline_3sigma,87780,67200,70193,52044,0.7414414542760674,8808,6488,0.7366030881017257,8779,6546,0.7456430117325435,0.5892666578292847,5.278364658355713
s3,132,baseline_3sigma,87748,67245,70178,52060,0.7418279232808003,8915,6652,0.7461581604038138,8655,6355,0.7342576545349508,0.5857314467430115,5.3000383377075195
s3,133,baseline_3sigma,87907,67235,70190,52006,0.7409317566604929,8829,6511,0.7374561105447955,8888,6569,0.7390864086408641,0.5850164890289307,5.454132556915283
s3,134,baseline_3sigma,88015,67417,70341,52116,0.7409050198319614,8806,6511,0.7393822393822393,8868,6546,0.7381596752368065,0.5839716196060181,5.420033931732178
s3,135,baseline_3sigma,87922,67268,70380,52021,0.7391446433645922,8708,6468,0.7427652733118971,8834,6559,0.742472266244057,0.5742082595825195,5.36983585357666
s3,136,baseline_3sigma,88055,67374,70535,52273,0.7410930743602467,8827,6497,0.7360371587175711,8693,6439,0.7407109168296331,0.5839520692825317,5.296622276306152
s3,137,baseline_3sigma,87673,66982,70102,51779,0.7386237197226898,8798,6510,0.7399408956581042,8773,6520,0.74318933090163,0.585174560546875,5.343553066253662
s3,138,baseline_3sigma,87828,67135,70087,51859,0.7399232382610185,8883,6604,0.7434425306765732,8858,6529,0.7370738315646873,0.5774191617965698,5.3341193199157715
s3,139,baseline_3sigma,87648,66962,70258,52023,0.7404566028067978,8699,6428,0.7389355098287159,8691,6403,0.7367391554481648,0.5850967168807983,5.339794158935547
s3,140,baseline_3sigma,87947,67269,70227,51943,0.7396442963532545,8890,6601,0.74251968503937,8830,6497,0.7357870894677236,0.5812098979949951,5.345953464508057
s3,141,baseline_3sigma,88323,67484,70593,52181,0.7391809386199765,8845,6554,0.740983606557377,8885,6596,0.7423747889701745,0.5793246030807495,5.23865270614624
s3,142,baseline_3sigma,87797,67373,70413,52175,0.7409853294136026,8781,6585,0.7499145883156816,8603,6374,0.7409043356968499,0.585070013999939,5.363405704498291
s3,143,baseline_3sigma,88162,67689,70533,52421,0.7432123970340124,8825,6571,0.7445892351274788,8804,6510,0.7394366197183099,0.5838333368301392,5.305460453033447
s3,144,baseline_3sigma,87681,67090,69990,51832,0.7405629375625089,8867,6503,0.7333934814480658,8824,6578,0.7454669084315503,0.5611087083816528,5.417906284332275
