run_id,ddb_seconds,count_min,count_max,count_sum,zero_count,object_pixels,object_count_sum,object_zero_count,variance_min,variance_max,variance_sum,variance_nonfinite,variance_negative,dataset,candidate,selected_train,reused,finite
107,0.5942957000006572,0,66,12710612,10,251352,5813961,0,0.0,44.21484375,339898.4403170106,0,0,s5,baseline_3sigma,51981,False,True
108,0.6113249310001265,0,60,12764480,3,251352,5855564,0,0.0,64.12109375,330232.35754905595,0,0,s5,baseline_3sigma,51938,False,True
109,0.6123272779950639,0,61,12618466,10,251352,5762995,4,0.0,105.390625,338885.0620324824,0,0,s5,baseline_3sigma,51640,False,True
110,0.5196758299935027,0,60,12679026,6,251352,5774437,3,0.0,63.725074768066406,338130.78545811377,0,0,s5,baseline_3sigma,51815,False,True
111,0.6134477460000198,0,70,12696322,4,251352,5826115,0,0.0,46.23046875,327353.71307196445,0,0,s5,baseline_3sigma,52084,False,True
112,0.577206533998833,0,59,12672015,3,251352,5819579,0,0.0,55.6875,324418.1100441505,0,0,s5,baseline_3sigma,51732,False,True
113,0.570769357997051,0,59,12710768,9,251352,5817814,2,0.0,87.6851577758789,326344.35892280197,0,0,s5,baseline_3sigma,51777,False,True
114,0.6120105170048191,1,65,12817963,0,251352,5841341,0,0.0,52.9296875,319226.953072904,0,0,s5,baseline_3sigma,52105,False,True
115,0.49742321299709147,0,61,12716855,3,251352,5819915,0,0.0,87.35807037353516,323207.63276093284,0,0,s5,baseline_3sigma,51626,False,True
116,0.5961125729954801,0,67,12698946,2,251352,5815754,0,0.0,225.8424530029297,324770.3073297765,0,0,s5,baseline_3sigma,51883,False,True
117,0.6210672369998065,0,57,12702264,3,251352,5781324,0,0.0,84.375,314562.59049696557,0,0,s5,baseline_3sigma,52027,False,True
118,0.6066713959953631,0,64,12774377,5,251352,5842110,0,0.0,66.19368743896484,324855.99292279576,0,0,s5,baseline_3sigma,52053,False,True
119,0.5565360010004952,0,63,12706436,2,251352,5805676,0,0.0,74.7265625,321210.21081482124,0,0,s5,baseline_3sigma,51937,False,True
120,0.6123958579992177,1,64,12678767,0,251352,5757444,0,0.0,128.5012969970703,322957.8814440623,0,0,s5,baseline_3sigma,51892,False,True
121,0.536358121993544,0,60,12615894,16,251352,5768445,0,0.0,50.671875,332234.85910381854,0,0,s5,baseline_3sigma,51570,False,True
122,0.5891142700056662,0,61,12713704,2,251352,5819106,0,0.0,39.48567581176758,328817.0144494214,0,0,s5,baseline_3sigma,52060,False,True
123,0.5697496920038247,1,70,12581815,0,251352,5736961,0,0.0,61.90690231323242,335388.2174860231,0,0,s5,baseline_3sigma,51691,False,True
124,0.5534235300001455,0,60,12641158,5,251352,5795377,5,0.0,63.31640625,336273.4080679774,0,0,s5,baseline_3sigma,51926,False,True
125,0.5786316909943707,0,62,12656124,1,251352,5809813,0,0.0,100.921875,336257.9125039495,0,0,s5,baseline_3sigma,51597,False,True
126,0.5708909090026282,0,72,12703182,5,251352,5774957,0,0.0,135.109375,334202.9670746602,0,0,s5,baseline_3sigma,51721,False,True
127,0.6231605990033131,1,60,12702441,0,251352,5840344,0,0.0,66.0859375,349454.56774908386,0,0,s5,baseline_3sigma,52050,False,True
128,0.5536662849990535,0,63,12499844,5,251352,5743547,0,0.0,86.8257827758789,353162.51764095423,0,0,s5,baseline_3sigma,51206,False,True
129,0.5929547509949771,0,59,12663978,7,251352,5791163,6,0.0,91.73567962646484,342691.01901987975,0,0,s5,baseline_3sigma,51777,False,True
130,0.5577296739938902,0,60,12777841,2,251352,5855922,0,0.0,54.90234375,345409.22033725743,0,0,s5,baseline_3sigma,51872,False,True
131,0.5975847329973476,0,64,12652203,5,251352,5787275,0,0.0,85.078125,361524.1802482014,0,0,s5,baseline_3sigma,51470,False,True
132,0.579686502002005,0,63,12691873,7,251352,5807945,0,0.0,71.07421875,358114.72431378573,0,0,s5,baseline_3sigma,51808,False,True
133,0.5489923629938858,0,67,12654579,1,251352,5786029,0,0.0,120.6015625,349567.36107642675,0,0,s5,baseline_3sigma,51539,False,True
134,0.5347383510015788,1,65,12744305,0,251352,5842902,0,0.0,117.703125,358960.53145307914,0,0,s5,baseline_3sigma,51809,False,True
135,0.5644191390019841,1,70,12771729,0,251352,5843370,0,0.0,64.109375,361423.7601611081,0,0,s5,baseline_3sigma,52017,False,True
136,0.554989005002426,0,61,12640744,4,251352,5761334,0,0.0,125.814453125,364501.3870299872,0,0,s5,baseline_3sigma,51634,False,True
137,0.5565232599983574,0,58,12613058,10,251352,5772966,0,0.0,60.776222229003906,375236.9684292194,0,0,s5,baseline_3sigma,51510,False,True
138,0.6116421170008834,0,60,12668998,3,251352,5775565,0,0.0,72.8828125,375303.3129638102,0,0,s5,baseline_3sigma,51824,False,True
139,0.503435641003307,0,61,12660217,1,251352,5780785,0,0.0,89.66536712646484,372806.4984883079,0,0,s5,baseline_3sigma,51820,False,True
140,0.5438254229957238,0,66,12702547,8,251352,5841767,0,0.0,94.6640625,371560.0464151182,0,0,s5,baseline_3sigma,51834,False,True
141,0.6442817479983205,0,64,12713012,10,251352,5799198,0,0.0,317.85546875,395851.3906643017,0,0,s5,baseline_3sigma,51671,False,True
142,0.5850839830018231,0,63,12724339,2,251352,5822373,0,0.0,86.109375,384323.0478622427,0,0,s5,baseline_3sigma,51950,False,True
143,0.5618276370005333,1,58,12611826,0,251352,5804772,0,0.0,192.5390625,393829.4334876891,0,0,s5,baseline_3sigma,51300,False,True
144,0.6210214279999491,1,64,12704526,0,251352,5770391,0,0.0,92.6015625,401475.5706243278,0,0,s5,baseline_3sigma,51474,False,True
145,0.5979812250006944,1,61,12615946,0,251352,5796627,0,0.0,86.68099212646484,410454.9232180864,0,0,s5,baseline_3sigma,51613,False,True
146,0.5976489329987089,0,60,12608229,2,251352,5780449,0,0.0,91.95703125,401322.52519136475,0,0,s5,baseline_3sigma,51735,False,True
147,0.534908652996819,1,66,12720771,0,251352,5792808,0,0.0,173.29296875,419536.2809294238,0,0,s5,baseline_3sigma,51994,False,True
148,0.6439552800002275,0,60,12688428,12,251352,5792214,3,0.0,86.63671875,405929.7839342725,0,0,s5,baseline_3sigma,52028,False,True
149,0.5658157560028485,0,60,12748361,4,251352,5817952,4,0.0,104.24349212646484,412223.3345097729,0,0,s5,baseline_3sigma,52030,False,True
150,0.6142295280005783,1,64,12742488,0,251352,5880101,0,0.0,169.484375,406088.23650957237,0,0,s5,baseline_3sigma,52049,False,True
151,0.5708457220025593,1,62,12782341,0,251352,5835409,0,0.0,85.0234375,412323.1867164895,0,0,s5,baseline_3sigma,52211,False,True
152,0.5699282509958721,0,62,12636093,13,251352,5783117,0,0.0,140.5846405029297,423662.7956807359,0,0,s5,baseline_3sigma,51609,False,True
153,0.5485705050014076,0,65,12682144,5,251352,5798898,5,0.0,95.07942962646484,420566.5517826206,0,0,s5,baseline_3sigma,51513,False,True
154,0.5353952290024608,0,67,12591048,11,251352,5784708,2,0.0,121.25,420271.7186537646,0,0,s5,baseline_3sigma,51574,False,True
155,0.5821875940018799,0,70,12716839,4,251352,5781330,0,0.0,228.04296875,422777.1075610841,0,0,s5,baseline_3sigma,51816,False,True
156,0.5871094150061253,0,71,12547606,3,251352,5762974,3,0.0,130.2161407470703,419408.4506767754,0,0,s5,baseline_3sigma,51421,False,True
157,0.5643247249972774,0,62,12704017,3,251352,5780242,0,0.0,65.16536712646484,412869.49628304754,0,0,s5,baseline_3sigma,51626,False,True
158,0.5892177030036692,0,66,12592943,31,251352,5769704,1,0.0,102.96875,434616.78417889983,0,0,s5,baseline_3sigma,51469,False,True
159,0.5851576760032913,1,63,12596951,0,251352,5795346,0,0.0,188.05078125,423030.62213465665,0,0,s5,baseline_3sigma,51455,False,True
160,0.6142352699971525,0,66,12596870,9,251352,5779193,5,0.0,92.99609375,427206.3497854352,0,0,s5,baseline_3sigma,51631,False,True
161,0.5647564820028492,1,60,12687157,0,251352,5827743,0,0.0,122.67447662353516,429572.4682278252,0,0,s5,baseline_3sigma,51739,False,True
162,0.6100121649942594,0,67,12708468,8,251352,5841271,0,0.0,130.890625,438481.5722115727,0,0,s5,baseline_3sigma,51899,False,True
163,0.5081543589985813,0,59,12643889,12,251352,5800261,0,0.0,148.58384704589844,456359.3744877698,0,0,s5,baseline_3sigma,51769,False,True
164,0.5677687729985337,0,59,12752168,7,251352,5832666,5,0.0,96.19661712646484,453742.18030057935,0,0,s5,baseline_3sigma,52180,False,True
165,0.5560376280045602,0,57,12601185,1,251352,5770891,0,0.0,182.453125,474344.0250588873,0,0,s5,baseline_3sigma,51549,False,True
166,0.6007983570016222,0,63,12657867,4,251352,5783719,0,0.0,122.216796875,463681.93001240725,0,0,s5,baseline_3sigma,51637,False,True
167,0.6450105379990418,0,60,12757413,5,251352,5828642,0,0.0,107.44661712646484,478217.82773363317,0,0,s5,baseline_3sigma,51878,False,True
168,0.5766647060008836,1,61,12663462,0,251352,5823138,0,0.0,54.69791793823242,494796.0873510131,0,0,s5,baseline_3sigma,51588,False,True
169,0.5624566709957435,0,66,12738818,7,251352,5808891,0,0.0,87.97265625,509678.20418639586,0,0,s5,baseline_3sigma,51764,False,True
170,0.5608724569974584,0,60,12636985,1,251352,5797384,0,0.0,225.8125,517872.3064387623,0,0,s5,baseline_3sigma,51681,False,True
171,0.5587234310005442,0,60,12648396,1,251352,5789064,0,0.0,102.484375,518817.2341556113,0,0,s5,baseline_3sigma,51570,False,True
172,0.5924483220005641,1,63,12641925,0,251352,5805614,0,0.0,98.826171875,540197.2348639518,0,0,s5,baseline_3sigma,51630,False,True
173,0.657327262997569,0,61,12688381,6,251352,5804092,0,0.0,157.4609375,542133.6438270571,0,0,s5,baseline_3sigma,51672,False,True
174,0.5314008509958512,1,60,12720306,0,251352,5826412,0,0.0,288.44140625,547806.2608064123,0,0,s5,baseline_3sigma,51839,False,True
175,0.5713152800017269,0,61,12702243,10,251352,5839227,0,0.0,257.158203125,548118.7736028474,0,0,s5,baseline_3sigma,51739,False,True
176,0.5470482620003168,0,65,12798889,6,251352,5843138,0,0.0,105.197265625,563758.5140965844,0,0,s5,baseline_3sigma,51968,False,True
177,0.5917033110017655,0,66,12737179,11,251352,5836116,0,0.0,112.48958587646484,546694.5529160792,0,0,s5,baseline_3sigma,51987,False,True
178,0.5519758390000788,0,71,12724910,11,251352,5861945,0,0.0,65.70182037353516,542899.3549640113,0,0,s5,baseline_3sigma,52005,False,True
179,0.5849160919970018,1,64,12712115,0,251352,5834965,0,0.0,127.8515625,529557.8185738511,0,0,s5,baseline_3sigma,51697,False,True
180,0.5221798880011193,0,56,12693994,26,251352,5829232,3,0.0,84.390625,530734.839923707,0,0,s5,baseline_3sigma,51754,False,True
181,0.5896391800051788,0,71,12635728,2,251352,5753600,0,0.0,156.373046875,540308.686154133,0,0,s5,baseline_3sigma,51830,False,True
182,0.6366187280000304,1,58,12756289,0,251352,5846549,0,0.0,67.70104217529297,516171.5412268586,0,0,s5,baseline_3sigma,51944,False,True
183,0.549118124996312,0,60,12654372,21,251352,5816787,1,0.0,68.828125,504862.4806284219,0,0,s5,baseline_3sigma,51680,False,True
184,0.5501649540019571,0,57,12635402,9,251352,5765785,1,0.0,79.1953125,522627.8058163416,0,0,s5,baseline_3sigma,51571,False,True
185,0.5941735279993736,1,61,12657931,0,251352,5842132,0,0.0,78.046875,502712.6084594578,0,0,s5,baseline_3sigma,51800,False,True
186,0.5860792759995093,1,67,12756361,0,251352,5832824,0,0.0,104.05859375,488417.83863282896,0,0,s5,baseline_3sigma,51932,False,True
187,0.6482388539952808,0,67,12712065,3,251352,5829353,0,0.0,87.19986724853516,493953.3655566752,0,0,s5,baseline_3sigma,52139,False,True
188,0.5707819330054917,0,61,12722266,17,251352,5823394,0,0.0,83.7578125,469392.19646628737,0,0,s5,baseline_3sigma,51959,False,True
189,0.5616200099975686,0,66,12611223,1,251352,5794301,0,0.0,103.27734375,468001.6231078421,0,0,s5,baseline_3sigma,51459,False,True
190,0.5182957790020737,1,59,12712263,0,251352,5826509,0,0.0,124.5078125,459949.0848430085,0,0,s5,baseline_3sigma,51692,False,True
191,0.5957701249935781,1,63,12666348,0,251352,5805061,0,0.0,93.50455474853516,453473.3014715544,0,0,s5,baseline_3sigma,51586,False,True
192,0.6086153229989577,0,59,12904162,4,251352,5895261,0,0.0,78.33203125,430103.32577479276,0,0,s5,baseline_3sigma,52146,False,True
