dataset,run_id,total,train,validation,test,pairs_mhd_sha256,validation_mask_sha256,test_mask_sha256
s2,16,87700,70273,8699,8728,b0155007ae79b2ba8440874a4663de2ecbc3ad7716bfac0a89ed15d74ee7c7b8,b5edd5293ccec0d35827722a47681b12e26357439b07cb0493769d5eb2f0d465,f93a68daf9b82beb470d4e8020522600d20a0f8922329e4e8b6cee7aef48b3e5
s2,17,88310,70802,8792,8716,3d6e56a5ae60f0b866e19551eeb5c7b5376f9dfbc7b3f7b5835e019935869c39,b8bb61dbce7abdfe1fbb2cf1797e6cdcadb6116b1c7fd4ccdab15e120fd61aae,14c708a8be92f2f17808eb166304a5d5634218ebf74083bb22c0059fb4950fae
s2,18,87654,70010,8656,8988,89f486d187a2e577802bebc0506325d585b90fbd6d94b07523e0c348efe3faeb,3761d98ac9a8b53199c104b8e2cabe4043562e01b78f7d50ca778b5f1281c442,b7e5b117fc0ef7906944858613eed443a5a414c793694fa57a4dfe0333119f3c
s2,19,88455,70648,8965,8842,f99a09da9847b0ea8c51d25c4598a5ecce20ad2675a57788a0d7a7bfeb9159c1,37bc613c0e19475f5aaea33e4ec67c594a07aae62c328a828a78876ac0b5960c,2bc5ac94be1c9dc5fe47df0dfb8b063df30099c057713c2bcfc8270bf364cad4
s2,20,87884,70389,8701,8794,af42bf57d8c65019601f298d9ea45b8c23efd7699fc22e1bc37252dff2e4ffd9,25190b23688da4b6dcac878f7be93c4dd6b34a4cc2cebf8667316ab94b73c051,8905369ae9935e0dec62d27d2eac772c8b6823abf3cfbea4ae6792188e8d4530
s2,21,88091,70500,8676,8915,d24dc9dd9f65f781a8f8cdaf25d68addd2a6298e04257e611da05c4d7bba9598,70308e0ff8a04d7ce4a633ffe326d80d61f895aca5cb68161af6f8c49ee620ae,2ba4ef989da295d020b1d97fb8f3df870256136dc54f0d44ecc734862518de44
s2,22,87785,70272,8639,8874,cb167f333dd2b3f3455a59ecefdd13f53dd53f99ba5ec223962d849b4c4e9268,ca2a3d2ad4e61d84e491a12806418707d67ce50b000d70ba4339f1276e806c88,2bcab1953f3f84493a63bf3ec4c9112f8bef0234adbe5918431b214b47e0c303
s2,23,87919,70510,8667,8742,194181ae11c042e71762874beb0288b5b0cb7951a508ea30ecbc659c3a3c144f,64d0d1d919f80addc732a1bb06347735c0e7311ead401c76d8b873ef9b1d47ce,ccffc3454c23afe04bc068c9f56fb5e39c38d4c627bea8185e8758ac2f43ff75
s2,24,88089,70387,8934,8768,2323b2b02a38416e1d12f4b030453777cabd89b2238ce33a5748eac697f555dd,52f69babde20e55c9e33dc2ffce6b9aa8af4d94de0983320b2035aa1a0e931f3,bdddbfae09e3366e88ccc61faf218313d505e5e52c2419cc2df42a4c4ce4debe
s2,25,88418,70742,8840,8836,42ece1f6ed3802ecb706c8fdcf2d6064401045bf577ecc7ee72aa4b028398f91,748d0bb784cf7b176d8ad9aa25b39aa50b1fc0b1f63aa288acf73490393cd03c,aa786a52c12d4368c1c0176cd4235236fb7264ceeecd21f9e90fd69e5eeb60db
s2,26,87922,70282,8857,8783,feea3bf81ca08617ca7b723979bb2302b72731d535b54fbb1e5a3d14a948b73d,1335de398fc86d7f181ecf75f1eb346f7f9c6a027b5040f09ac3c0dd882294f9,6373598944f70df8721a528e76310de8bdca4a816ac39c5ee6a9ad132e7fd28e
s2,27,87677,70101,8777,8799,36b9d320f77fc224d218b78a5d901ff99139f258bda713839930195d69fe6613,d97abe349f9687eda08d9b40cf32fa84c77a9f43632f4c370d05a2c197e0fdf5,ca4e19c78f0ee03e91b455422dc900432c388d89578f0d1d71fe2af0c5d62f3f
s2,28,87989,70212,8872,8905,3791b5b395a35de267634262e0633ff99e8ba497be751087362395052b23e7eb,df7589792cbc5312227fa08b990de13ee2f3f8712800b59f4b71143eb31fe59e,748b328db485d4b0e65cf3572449b38aeac2c4d7595f62f3bb504b305d1c3a01
s2,29,87992,70542,8606,8844,ca2b82188464aa921bd27c15ca4f1e88b7f4d0b12bbd97827b6f91f3a8bf7416,d60c3c9ab984b89c7cb79da8775aefcf9745abc7f4bc6127536b89f85d8171ab,097e223070269680da2dd4e82163003295c39cd0b78aaac69bbde7d035c73d12
s2,30,88401,70513,8994,8894,33efb59062853403f30b30470b981ac52b6d4735505f1acdac1135bed84b1994,0b69818c3c0a9b86788e609a6e62958425fbef6362bb9d40a88fd5a26076fbf2,4de709021acd8699853409e073950afd4df7d93bbe0e43ecd15235d6c5ca4e2c
s2,31,87687,70139,8831,8717,48353375fea92ba8431214555de937b957318cc0c97704b103c1c0511b56e1a4,b45d76b120b789d134381aecc0fc50903b36d4adb9d1a217c3ce44061c5cef88,c79140cbf0b6a1d57f1de01f76f83a93993e57bba8abe713a36699b24eb92cae
s2,32,87854,70293,8761,8800,d29e0d05875349369cd49295e4823a8aba6c062d2a20c1547fab7fdfb5c47da1,bb903babc25f7090ac9300c145f142bfb53172fbf825a834a0cf93efd180dcc1,6946e5207fd7483b2654cff0098b0fb41aa5210f47062f50c83c30ed6dd881fa
s2,33,88492,70682,8938,8872,db720972c702d4e49ffdc8b54967f232421531f21c0a57ffa8b8b4c964ef24c4,462b1314796fb0a1811de524e60decce5d4b75baf5ae3671da9edc1baf86df6b,4eefbf09bc146bef70069d26f03c65f8dc8ac6918e46754da5f09e1f13f6d356
s2,34,87821,70215,8798,8808,f26c45df8a0c671365e7dac133b9c1fce116a3a1400bab0bf22a09ede60caf4c,737a00f36732df78ad0e8c0a0aad9d002d9e09a2582a318fa9f0b5d38dc56548,41f26afff6a1994da50976816e94d3c9d35854abea83984f7573b9ac5fe38bfd
s2,35,87768,70253,8727,8788,8b21c71e6bf6b5bce03b1d521a19eae19088a3a9bb518881a0e54f2c4d9225bb,a319ec9cacb5a89b5ef975bb5056e1095f16f795d99acd4f83f201b864d13102,19ad20815d39e5bbb6e788d662f40f0dbcaada72baff3bcdce57c4db1060008d
s2,36,87965,70306,8809,8850,a2a2719b2ab263c88b5ef2db18f86cb34bd46178e2ae753cb27ceb5160947f90,ab9778e504f53c9234dc714748ba8382ba73f2fc5993649d443ee3fb0db416d0,432fb8cd66de1146b634249e1fd5e0ae67a59e13d8dc4f101bbb4762c596513f
s2,37,87844,70309,8733,8802,5fd77b232c75d44e589cd6d0cabf0fb138962a7a4a876219e1a333f5e3d27dd8,adf08c23c1e81694d54b0d92f3bd1bca9b7ee6e7b6d1669d7dc05641374b81a6,5c9bd3cc22fdc5bd210eb0dd90f10b6553498abaad78f4ec2c2064e73fe9fd10
s2,38,88143,70534,8893,8716,f225746ebbbba9d6ca2594f187f9e3560c3af6e326dd531247879d43df83ac16,76b1c6840685f35526427c2465b5a1217e58c8ebda71336482b860252d66b36f,46dca1cfefa01553a78a4e2f3a645669ffe6e93a8b4cfe20fb314c42b41bb3d6
s2,39,88020,70366,8847,8807,496bbdb9af267ce4e129a9e0af6d2bc3bb9df8e9c5ec5356121ce72427c142cc,fe58c8a1a4586e93b39b45b145b2f3fd19f6661e5c342d040d16c6432492c9ea,2f0391ef346d7769d918ea8ea97241919b1e8a27d263fbf77444d96c484c741b
s2,40,87970,70595,8681,8694,08d852f4565aab3eba003d492cafb2e2bc05e9cedce02121ded96ed1879274b5,a216b63efa7e9499efee302f77b141d451173a4bf6e99fec0c09ff21835ea694,d876d86013c7df3b4bc84751dd5b69dbfc4954a81ab09848adb6b2a541a7cfad
s2,41,87643,70175,8729,8739,409cb805737923576c9dbd77b9c875614e4b3839da14a2093ac58d9c24096da0,d674f7110fec409d2674368538af5f202caa64b226b56681100ebd1dfb9ced9c,3c7e57eea79a7b9e4f2424a2c51e8420e8b5c937e87813c48d291e7a795b6771
s2,42,87717,70171,8778,8768,83dd1f78d0b9787b862308129b2ca0a4f5f45f6893f5b1de1cb13e97afe55fb1,9585b2f7512c81f53ff210120c52a6f35bff0e417f9b98166ac027e8013777fd,242765ec6eeeda6c3ecb21edecfe5488aec3898b5639652221570b7cc9ff95e8
s2,43,88060,70226,8831,9003,6d8754958eee27eca51ea299bd1afc6b96c767093f097e4a6fedb58c6b7ef29e,924abc5d200b0ff676ee661166bf55f7eb613787d62c18867b8bcb493ddc0980,9756921cceaf9294ba10a786b4235cf0d7a23e996578a5205577e685e87eb6b0
s2,44,87256,69490,8928,8838,2bd5a7c9b46c460825298184de9989e31dac9cae617357da4ea1ea531d12706a,24220b31791f8ca16a6a6330208d1974f7d7bd8ec0024d5ae82581341df6a4a0,7b840b66e0ee272c91a6127e401a8dd1d09a20b72bd4ad4efb4cbbd3391505f4
s2,45,88534,70765,8957,8812,07e65ec3a642819e8b11ae16dd5c3f158de51b3ec5a2a50914c19aa87f22d95a,05bd0ca8bf9e13bc5f9387c215005d7bcec554776caeedf8550e2f48b17184b9,daa7852fb00ca557f0cd8e0fa4d074f743c9ea798f3b776d7603f6e8bddaef75
s2,46,87359,69782,8786,8791,4375048ab7fe35a12222954dde1e4f4bc08a1bea61784ad1b9c5d9c71357faed,f2e30929dc287dff33d4af328d9a2a4514edd228a4a7d28adb3908c7ac0db3a5,77526b3e5bc1a59c422ec0ef330e71b16e10b0a43421536bca4253928a4110bd
s2,47,88111,70565,8708,8838,afb65cc7569f4c629ad3c9dc701426f5ea09815fc89a9f985eeef5eb02707a28,22371e7ff2cc467adba209472b15777942149b20feeb9142813f1a6904b24e25,faded853f2594b344810ca82909e90b44420286766e59880cdbfdd97c4a1222a
s2,48,88430,70820,8777,8833,5e6bfd3065ecfa5182e80617e062cd60eb34b897240c1c3d5fb2a790d0c423e2,bb92278e8a20cde233854b9dd4c07b44045c141b08b52efaf118d8ecb3563066,70d3abdf27e5ca9ad1b5d287e793368d05f86bc2c4f843cae7193a34e9194350
s2,49,88320,70542,8905,8873,48d1841833e9ae97804b0a74570b3ad4b3ba191ba872a30f90d633aef991e86b,6bec0490b23e4ff92db0000a5f55b40c0306988128f598fe035c4f00e765dda8,e166abae405fda79596681a4e0e9eed14e4c67600a171fff7745ca2d3bae5fe8
s2,50,88223,70716,8851,8656,fa08735163576549bf23da9cdec79b15141deabcdaafecb189e9417a782a1faf,01c4911cd365da053fa5880c0a2a6d1d40477cad3093e81ae031c5042f33bd73,52100bccb4657b93923615eefc1e418a35063f6e31c015cbca89e5f871065f7b
s2,51,87788,70339,8749,8700,589224ccd6cbf77036b9e8c45d68690354ec10a5da4b4bc26a51ef71bb6967ec,25379fd04f751e598ae690259adca1c629266814a253d7ad5642d0b55cb99976,13866b5f554464ef484dda0717e038d5f1e7d5b94917d4a5fda90c68ebc82718
s2,52,87814,70273,8668,8873,fdb9084eb78b737e07209aa7c04bce535aaa34006a48f882a81fee24b7628d6b,1e467b0fdd0293038543d69ac6013fef81c2942c46f88edc97a62f72dae84d11,a8ed85e7e6dd0efe70aa8e6f480590919bce03435b4ce88c3c56d3b4daeacdff
s2,53,87796,70288,8707,8801,b4926e4e2787c93f6d204799f11b17dbbf29aef0b61a2a3043f7c81c902c48c1,2a6b1deb93b15bf0990279419c89103684e544032f92525a71464b9d9186a178,60f1d7d8460c08eabee8bf3418eb263c2541aa8f420862f48011073fa42d4413
s2,54,87658,70254,8869,8535,097a59da08984987fcaccf34aac8c4478244ba467ce879fe8c9699c24e7f748a,9a991ac127bcb9a1ff9921b4894582a4b8d8ff40267793d4494f2f9a17f1ef74,9243b7214f32b5bd54ec9754b51805c483569d7edf40a68176574d9df597b618
s2,55,87555,70131,8721,8703,68d2f1e85f3791f41d214df825ba85ac7dadd2efcb3df243756e1e807ce8d2ac,8af78609ff3e7b2461a055a9557335410681f253e811382e4802dac33c1e2873,4c2b6fbc1b0d710ad0ea93063ebc7469e497b491d007bd14ccd1e74730fb98a5
s2,56,87518,69929,8910,8679,5a95033eaa89ce06d9d8d993495e94d2fffd78c024998fc94a12ae70c60d0a52,dc3750c8d8db7830af6fc026656b5eb3acdbd94684527b7f21e43494cd4ee99b,913cad63ef172bca2f85e52406fd583a67d73e84ceaba41aa4714672bad2da38
s2,57,87703,70232,8632,8839,8e7e46c1258fd81dd550ef7c23e1fd75fa987df4da8d25262f034d8118094d55,6e8e824bd1a36b0ca07c53c5f2c4d69a01964a93689d44a782f844f0bc2ca888,de3d44d92b1210be5cce2140cd96ba38f1d4a8d4c2f698d570aa2a98f6b6b1d2
s2,58,87715,70280,8664,8771,a2bd391928a7efeda0dff7de1e6eb78767bf0df0cb144f7a9e97f29dafdafd86,46d1ee522eb5d962a2543e07cfbbc5bddb3b2b34d2194d2b55f00672e3b5a0e0,00b811d8069511f3c8e31563ed81b0fd1b0842c5d13c1bcc0bf7e5859a679acc
s2,59,87542,70157,8738,8647,76c5b3a01f4d663d5be0bb38908a64edf9d5399cbc551e66fad364fcf2cf02f3,dbab8360792ab43e19fc6b393d43df9e40842641d44ba70ae4b345ccd7593f03,72774af3ad0898c26c92235574436711b626a3dc73e189b8175f4a3e40d4ee71
s2,60,87781,70149,8854,8778,7483127c1c8742eb8840ed53ab8ac924f64e7e1bb810134eda8ce23c9334d6b2,b06f610c306ea9de9b758289a7957af22de2ebfe1047d3a007f79efb64d58445,25a7547ab5bba8521b80eb3e569078f2141f27b83b1033e3d09ecddf17b58b27
s2,61,87925,70251,8811,8863,45535e8c9377d5ebc1eab91e9384a2d09c901e2f805a6421bd52dcf6ce7aecc6,fcd19f283ef41652e67a8a6b9360bc6960fbbd1b9795d5e7a1792cdc60203bc6,a7c5b55ae1abbf72188985baaa01e4e3ea81cf78f5b13051b0dfdd5d4c1bf10c
s2,62,87944,70369,8793,8782,605c88db9926e4fdac4b388043a44b092e8054c212d1e4d9af00de0cf91d74fb,f8f12faadafd1194fa4d3e06dd312f44b450660d9490fdc9e0a21a77bf5df99e,1792195fe08994f02c0586de110d3e3aebfccf01fa4bb58f23ad4bbde69c7a41
s2,63,88115,70249,8854,9012,dfd12256c7e6df9fa5d0bf1d12ac7293857b0d688d67d2457070d96ba3fe5b4a,5f9618204a0298d0acbd4f2ff7429f4fa0c5422d7c6e330912fe35d9adbfe488,389df906491c15b21ca843d2b816246ea45891566a0b5d095e2a9087c981566f
s2,64,88107,70472,8760,8875,41d1c89f719f13418cd700cc05f2ca5d55c4068c8678505f7b9c2f31afbb856e,b5c5475a2ca6190b266497edba7eb9fdc1ba9d7b3a808bd5393a697a30ca93f2,d509926e508b70a004223391fb4b143f951048b76198c87ba28f0488dd737384
s2,65,88227,70560,8832,8835,9c87be55cf2d773324d72ef8f67eec9bf098905e88bfc61290f2ea5a2d59a626,5182410dac86f606d750a8caf7b4099b96b7dc6800be4c74a8873522f4d2faed,c3ebcac9043d9802cbeb153e300de4d7b6a8a5eb1c77fd14bd38e133c568b6bb
s2,66,87865,70401,8769,8695,38ab8761216266a721058b4744e31259d982e9856496eb540b52bfdc6c1b7909,9dd52aee1c4d6d6561f28974e177fd1e1b103e7b4a6be632da7c712631fc97c2,e3927ea03d566c584d77849af5ac26dd58f7acdf5675b53716e790cde5840ea2
s2,67,88108,70423,8860,8825,bb7a08017b9409a1bfff9eb0d0ac3977d64929bcb56ee26e9d6f4d4f1bdccead,3374eae887c954de2925fe14d75b82acb044675d63c70b6155b2ab84e37df5b4,c827ddc7a18f1c95437bda40af3f36bab5219823d3967039ab67410c320e9726
s2,68,87169,69583,8875,8711,54ed632e8d4f6a891709a9d04e9859096a6991e8a8c148560a59af1a441e462a,fe7fb512a748f19feae4e7e05a85f3b914ce2fd5818c9350b07fc866c4adb8be,9bbe095234d45b1d362c49d37f4561b5107bee34d39c988624bf270dfc0b5e6d
s2,69,87607,69962,8819,8826,043ea599ee8a95ee254bc321ede636dcfbded50abeb66054c17432266b07bd6b,f7f5088be5ec1bb052e2dad5c81aac61c2355c51b9238c69d59cac186969182d,4a2a0c24b010e0e93cc619be707d04a10a4cf1efa46551a9e279d5b7d9c9af8d
s2,70,87641,70059,8732,8850,da3f539188878e95a07b38f31add1389261e8fadb417f6e4178d8c2294e6e089,24bd9be9eebfb89118c99cc24f02561f1079c33e0cd36f38f35725c03d5d918f,66d2eedb1054dd89a2ad9e86dee3633198b4f5e9db5af7d5f9ef4ae5317f62a7
s2,71,88038,70271,8837,8930,04a173631abbe60115ff5899ca9402b40219ff39d54da8f63cbd53be10a38328,a67f52ee77441841488be44af5dac1749a9f9e6783feab42ca877231b6042e6f,e7469fa8bf8f9ceb72e63098eae6848cfb83437bd022c220f724a15194d7fa76
s2,72,88426,70687,8882,8857,26fa68237afd074e92229952aa4e80c36782b014177367978201bf55d1e93c4b,3b57b5f0c44917885d745c79f92d48aa6941f5a8fac82d89e809e49fb90d2495,430f02b41ce5cb4f6d83ac568ae0a9d8903d4bb5ace8f209a24db294a1990b15
s2,73,88009,70405,8706,8898,b442866d4190dfd504f5891dd89835e2d5dfcf11e1b296589d83d0e89e370910,d973ce8e38ee8813104041edaf05b979a88986eda52a508a72647a7ec463c250,7b74423796f590d3515d590512aaf8b6ee7cea0b8714ad227771c3c2b941a728
s2,74,88000,70223,8973,8804,c1eb714f1b28bc0c4ea972104f590127edd54426ff5f91db53720babb1ceab4a,a09e12035cda9d28e18bdddea512d2f04123d705d0602c8faf61e285515c0af6,01dd6221aa655d8a9934f2d72fd34968016da7c1120e2ac896b02dc6b9ed2ecf
s2,75,88636,70821,8919,8896,8afcd4a271d782de5f418f572ab3f34532a9c42045284ae5b12bbce58a2c3f88,f44e8e874d9125cf1908b7301e4b9d90941e1a7b74566b4175eb9b11a68101e5,5ae870ce1941f8fbd2e28ddd14f429fa9f678f846434595bfc6491049affe741
s2,76,87661,69971,8876,8814,64d6c62ee70c47ce56f87e182c88f8fd1c5d78ad770b01e811c8b775385be77a,fe138d73444bd98be3a0b22bf948322965c268c00f2828fec5978279c6a05539,bd6b8130c845ccc89dde2932e8601da348ac0b4cfa0f9b53e8d50db20ff00714
s2,77,87795,69975,8924,8896,c3c0bd12ecafea7dc963f63260edf10190c0d25b7667bc35eb0f34db17b8a89c,3fc9c64c9bdcfbe1d1463f4e27c7c474c3038dc00b21ca613c22d71d8fc428d6,97d48f022b6754366b69599e6d39c731c8e20405bfcd0b375cc7b1dbe77648a5
s2,78,88425,70625,8973,8827,d1be45052467e64101085de5f5963b43dfa23fa3f93aa901368eb578737efa34,5e87afa375f23fc82f80855520cb6553f57a2fb51072fd0172a9c49bd1980cb1,025edd6d09ac7d0c72d71a9baf294fc65507863b1d509eafd3ff5308be106b25
s2,79,87392,69855,8817,8720,c89c4df4ad9770b2e6fe5590202d806572ebfd25e0a7f1f216dc30de76a8aa74,5956a7b54bac1d4bc795507490b90023dc0f098e9e504fdc27fa89c84232c0ae,f0984fcd7084fec67a4928e6710b77d794e9f60fa9ecae6c0ac02238a3b2400a
s2,80,87457,70078,8637,8742,fe98ebd743536fe4af70c5ed5ea5c1ceb203dc6a8b365068a752c9c1766b556f,a897e830db06be55f56024c4b57dd81b8744add6f877d9e53558673f6253f135,f1d2eb508069b1cb37333492d14a1d4bf3f878ff6b284cc7bfc98323ebf9c51f
s2,81,87746,70181,8954,8611,786ac5f7ae049ef5528c09e1409195fe972a4c9f059cc0d6893b140f5f1a643a,a689c9a42c835168df2d3195c2bce30974908bb10bc5dd3c2ba3decb21440867,116fe90c15d28c77c51905f3b4a75a1e9c35283c07f1f6ab85ce2e9d545c5135
s2,82,88205,70681,8828,8696,42430d4574382a9bb4b98dba2b575ee4227c4de9183817dae34f56ed1e881f45,eb046a9279186027118efcd1647cfbd76462a29e582bf0518060edf2c8e6fe89,cbe71fc752e1249a119e504ec790b3a92ab369d98eab347e83d0219cced73dc0
s2,83,88220,70399,9032,8789,23985331063cf283888de4946204f15ae2415a79045723a74dd3c0289877c431,13d46b5b5c178a647d8f47bc8b69b9bc23add722443fdb1d1d9d13a77ba9f2c7,1e7070473af64e3a7b0290b8881e11aaffb5773356a4052eeb383012f16ca8c9
s2,84,87895,70269,8840,8786,43c6e335e084d57f21b6d6804cda401769796522ca5fdd7d149c58e5cdc9c6c6,0988bc6b954fc70042ce74184a35a83be4244cf5de1c4d47e1fef34e410b4642,d2a3981e0f15e8636f0b3d65a40a67cde6388636905be64c4baaa3fd27e662fe
s2,85,87810,70326,8756,8728,e4a47572eb8ee18cdb2a4c088497cde454a9b043ce9047d5ad6d9f98c74364d1,9ae7faf89f0789788cf38cd500c904fdc58b6c43085dbbfba5a4626fa1971106,001436242fd729239838ee0be82adefeb878a6acc22f96c11bcaf2ac2b196fcf
s2,86,87944,70027,8980,8937,11853a3f97efbfd089b766a8e6cfa8602de18590d396216f374c57e495f95c84,a7bc9def683e340a985d3ce9baaa53f5e13cd81f26c53cb7fdc39432915d79c6,aac42ad57f5e01e97cf9dd1e287683d7b5b81b18425cbebf9928a52ea96a5407
s2,87,87199,69680,8720,8799,6109f02edc6cbc19eea26d05661ab9292de7fd1afa7d80d7df85cc3cfa261d5c,beadcf1e07f9ab6402f2e3a7983b08e3e45944e24f7487a47eec6321fbf8dac3,561abf4a6558f82129f8f214ede67040d70f19c2e02c5ee1c5f8c49b4fbaba42
s2,88,87284,69795,8817,8672,61bd36878641533814b69697b55b942d8757c92ed56cda6dd84f48d2763fa04d,72a747845e8983fffe7f7640dd01b50d37c82022cd8bb0abd5a85d6cc6e6c540,0be10b19f6f06914544cbd62a36b652259bc7715cbc781483444a88d390b44ef
s2,89,87666,70067,8876,8723,02e35ef6e8b5dfc4c047f13c18ee18f1b92ca7b1e1a671c163fbe5b17f1d2535,06578051eeb6550d61aea458f547249bb11dbc2960348175aec9b9c88c2306db,1ebdae579639fa199a23fbf56d1af8ef89cd7662d9436aeaba2893392fb5200a
s2,90,87868,69966,8856,9046,e80bc39160bd786bb9bed9f4a26b03d651811d151d6feea839d188b65bfbfd83,44a29edafed57e1d5cfd34cd5367127747847768db7d5d82f62b958f71bf805a,3dbcf89e040d553a08eb6f257d1f11a9d639b07092a3ec430902c1d670d0926c
s2,91,87773,70160,8918,8695,0f8e00482d047075cd7f9cef5b59c2022eb6dd804b67fd79a363235376f46140,804e356d90322a529802cdb32c28930a78ddaf466364f9b74e3a84b36d0dffe5,e0880b45cf8a881a4042102b5e4317ada79b9e702d8d5f1562775e16802f928d
s2,92,88055,70327,8934,8794,cc30ef5036439793f34c7ac5efe6c25d62fea9142aaf7a66e3d680854c9f4e9f,a044a6d3b5d13bd3eb4199dba52f5fea94bddc131433713b0b90106d0b7d2261,d430dd16e29a70580f744af9c6295079eb2dac959563a98dba7a4542fa87aefc
s2,93,87718,70232,8959,8527,17cf91f2eb5fca77162922b56c28e240b99b0f228ed9418f9bb153ccd69d5923,a4e19d3711590c14583e0155de9caad8e1f363575a8e5efceddb09fef7759da1,e98f2f0442731de94aa536bcb5a08db03d516cdcbaec051164ece843d217b655
s2,94,87387,69949,8809,8629,f7ada7c57cb1cb420013ebe0bbcc9b3ca0a193b68ec4619da4a1995f7b70463d,5f063ce571c9cacfbd2ecd0eaa1bfbafd37db0ba3b2cf7f3b2313f5048049b66,7a441a4f6a29e6c0c677ce5a5e2f679b884b32c94be7c757b3cf7b2682cd5589
