dataset,run_id,total,train,validation,test,pairs_mhd_sha256,validation_mask_sha256,test_mask_sha256
s3,10,87654,70183,8691,8780,45a5ecd8428fb03ffb86eef9ffde97a7a38162efd8601a8fd0a0cef99ec8fcaf,009da3432d5de28d1dad7490de217373539e2d2ce577bf1dfb0f5a0add7394b7,785d18e19d1666be8715a92880d6f7826b7eaa9febe311c4f13eff2974ef3cf6
s3,11,87866,70191,8883,8792,0e9780657ef72ce7b5b09d861d0094023450483026fe15172e58164314b782bf,91e27308a16aa94333dea938c2662c5b577e87da62a0770ffd8c09a6ed8b7304,630ab94450cb6e663514137e637293f6b1e8e396a5164f4a245d018d31702df8
s3,12,87837,70060,8876,8901,4165378ef6f53931c9f2f4a165f567db41979dd8f9fcd93ddf3e8ab252b1f7db,f5c7e431281180a1a06b45402f47cfc52d936c2f9d75ca2ee6d1fc89d29cd39f,22a336d0564bc339bcc4f9711d356ac286eb4afb7b2179925039c089d16e100b
s3,13,88003,70407,8837,8759,029f510bd4ada58505942746ff1e21853e4e508b9de7b68a5cb44125e350245e,6425739134317012020f62c6b99ba976c81134d865aaa5be998d14d6395f00a5,ddbc9b2fa096863c962e57cbb32045ca8c0fa5a42b7c0561c0c7c25c45a45b84
s3,14,87218,69705,8788,8725,4259b1e2c4d6a7d5152ba2a1b020754c90338c1ab223a3bb30db7903a7cc1f42,475925a09a5d3a233029bde4cea888979e04db937a39d59ba4bc1b956cfa2277,2af40d8311cbd51e673ff62d78c5bc8c0ff682d742f232433d6779081d246b1a
s3,15,88085,70381,8860,8844,6a69cbba1b7dd4d92f5e0299b6f70e7c52a44f897f559d4246db168f81e3274a,e960876c525cc522d0e7580b81be9fa0ed8901c860416ab5852b1ffb688d720c,d9171028ec3e5bd250c6929b15689a6f5f65ee023fb1aafe64a8d088b419d828
s3,16,87818,70362,8708,8748,1584206b5be00d5196527c2021ef80a9bab3763b0249be1873eb2cce8109decd,90d9981d4e0eaca361ebaad2c89613e94c2ec9fd3f8081da1b523f53c5121b2f,9e645e97048206a330aa33ef9f0d3116bd218f5e4b04a5658e49c12195a012c1
s3,17,88481,70931,8811,8739,49f1e785e7d536e94cd19f2d45ff96f10f3824a0e46ea3ff9c2192b6cd6286bc,cc222657833792cfff8e11823356e90079165f22f5c6fc1287e81a1c1d5552d1,20c4bd5694c65f12ecde229896f0291fe15b804d23d7f12fc1e6e42a3dbb6454
s3,18,86969,69456,8595,8918,afd48ec7ef331dc7ebee2c03489d3a4944f935098b8f22a30865d9709f7a1385,476f1ad0479e86c529dc64eb2cdbb07b570cf37aac69e62737c6ee7e269a6663,378fc571da4a11a0fe7f4a770e7a9a7a93b0730a979dd029e8b578b27c00a7aa
s3,19,87342,69750,8858,8734,ca6aa11662dd57d4c37152c13ad7a71f1727a3346cff1c64468d5d47a92ee286,103d4c12685fb163cc9dde39c570fad57b87ffb799724cf719d596004e3881fb,de1d758f58a9bc101443daecdf248a5d073e40860771f17de3ad5df9e9c959fc
s3,20,87875,70384,8700,8791,1530b637c30640b17c63a846d44d88f5a5fc01328c6b902ff35f47131e7e6dc6,50d312c1ca3ebad1f996aa0ec791fb46abf848cb3cd8b677a97f2fea4c2c5849,1d1d6490c96dc82424bbae0d9c630aeb82b0a98f95e2cc49952a7e771742c9e0
s3,21,87701,70178,8641,8882,9ed7afbcc8a535c8cf37cbb5f084b97b3272613ee77389bad18fa520059408ff,2068a9171339ff67ca44819fa8502ff1bc8607c302dbf9f162aa9dfbe5ba9489,196102739e27c1a5dac6f5c56236a34c970e5bcc2d88c7ea5e907f1098710b30
s3,22,87553,70092,8614,8847,7dc90064ced83bad92c681aaef035840eb4dbb276d4f3b29bb9caa03a6ef5747,622dc8e985e90d93d3731d3aab69abb4ef288d78128e9c34305f356bcc15379c,abafe3aa41e6ee69eefc60d12b0a5f842078fe21350d1b08373d600222c14556
s3,23,87616,70269,8636,8711,baebbe43a041c0a72475162a0f33f6593870dfc8ca222422761a71a4f6ab4248,809f24002dbca230e62d1fcb7fc5038435c3ee453bae9b9a20f5b8132488aae1,2b609d35a2f8dc82540eb599637f47da040b9c13958d4f496d22a0cbb2c96e88
s3,24,87753,70122,8907,8724,bc69eb44b73f41240533c12d889f54b3a03ca31bdde1cb2b161a3c1f97717684,cbdab346e2cccb95520c4811309a320f92ba7bd79b07f9c1deb9e870a428d0f9,1315762a248e8fb80a307a314abac20c50a22caee93e243e9098a4be7603b5fe
s3,25,87665,70155,8748,8762,bccb543a68db04b45048ae6c3bab8f6270a1639b07b6eb44b58370ebd8cc4253,90da071e8954cf00b8ee1864e32e44953f651af2b0ee9421baddf939f224b319,02d848e25388d34c2da448bb980f01c813f01ff1bb72b3949793f0cc79599048
s3,26,88075,70413,8871,8791,dcff48b4809ca2441d8dcf82159422b36f6f25ec0f0690aeb4a0a39d5e4b0ec9,4fcd5824d11a4090f9daf99fa93c70dfe7eb5a5d0b174e952dae663b4efa8c81,42f23c65e48aa09d25f8fdadfc2d83b5fb2072b2bee0dd71cee2cc8cbbee53f7
s3,27,87856,70240,8795,8821,6208bfad6117918d78da38f0bfdedd01eae455c394aedf32c26cada00a3881fc,0081976f43668e2935cf23b30f0597aa188aa40d3348c436e9d35c6e99b6ebc7,b0dbe406948e714eb7d243856b120107f4fb56708c3e03093bdf8dce2276a374
s3,28,87680,69956,8845,8879,e9913b599fc3a894027c69892ef1fb6af650379eedeae190982ad29f7ead9eeb,a8be5b165399d761cbeb272d8bfa56a103aa1799ea2cbd52ae8e86556a4ce3c9,65001f5b1179c4409cacf3b7c68b2bb41f4681b9f3b4d298be1c142834b8f8fc
s3,29,87847,70429,8595,8823,35c01371d5ee678d2d69d5440642a9d327fd1566672e4466f4790c9ce58f3bad,14e16e5584a3780022c2a52f2a8e609795bf4b2e8772546878b50579a5f1b240,7f90d26e29b3e71134bb1c310caeb3184cda813ce4a28c25df71c4ab0383dc4b
s3,30,87508,69793,8911,8804,c6232e2ddf3a3a0f2b5fd119a8868d8e696b9c8231200cdeb3534f76429e5c85,7d8d2ed3380999a30c46cdbb92791bb9294d103498d2a5569a0eef67bd0bdae2,71489a903923975dc84faeeb7e8691ea0669d851087af57d72590ca34fd47b83
s3,31,87346,69873,8791,8682,c2e73cf576fbb140dd689401ad61b516fc7536d121fae5c0da342aabe2ff479f,43d3ca72d5bea66ccec8a28d78bf63afbeede5f7cc5e32e123a2388c77ad7fd3,ae9c4c6e59151208191f79e641a9981c7bfbf3088b6ae3d495c4802e1f2f37b7
s3,32,87803,70255,8757,8791,747c853b8aab049ae3386a32e5f6401a32e6cfed64ab2ce79eb5e5769bbd75ed,48f61d9ea147ab1c762e6753a08980a66fb1ee04a848a22d932759bfbf1b8d5e,f1c11c7f65b0b236ca95b26fa52bc50bc7f0cc697a1ef8523c5dbc74dc013acd
s3,33,87714,70051,8858,8805,3cdb9b8d5bfb6a606d7dafcbc5052744fb3abf14421c68d36a148303f4a399fe,0375e29a3991a8fcfa838ba2ab69e201c99352e730ae9f294e0bf2183b824bd0,f3a7a23666ffb487cce4f5f8ee9f194a69398af3aa68c4daa6623380e6023419
s3,34,87784,70186,8793,8805,c5df343d1d8a64d607a83739fda47f3aea69d89b3811a5f10cd846093ed6c3a0,700c1ce94f7b35231c7de56488576865f0b2b5757695ee3d38ba663062cb46f9,6cdf582e4380c14b3319d70697a69d63a69cd563aaf0da7bc9b06353f124b605
s3,35,87847,70316,8736,8795,58c748a3d957c47a29c93af1cb6764c3348eb204f78f9aaf0ffeb9ffffc030b4,ad24f2792105937083f53de629da7147aae858caab129bb55c9e7f8e0e7f7493,40e682ba7ba80bcf1879130ac8e0c3189a6ca87c85bd83380f3f0ede3f9e618c
s3,36,87096,69614,8716,8766,e7d7d497536455c38938390119f1a35eed957e7eec63b0c9210d7e677faaf4eb,11e7567b99e2de78a90e234d4b1f34a9b43033cbf102a687a06cf4c5c4dceeae,9b02a027e094d7b798d83c2fc64da49a1be5278e3325f150c042c5cdaa4e4a72
s3,37,87561,70092,8697,8772,c6aebc0e9f5f6bebd263c624b93c63d957db6cc00e816106ea397dd0b983b86a,cb5e94ccd823341134efbc5d47874fb1cdd848b2d5bb59b05741b5e574818cec,412e5517db05ce63b2fccf8e6bc517c3de248eefe0c34257be844e509e5c4327
s3,38,87717,70199,8851,8667,3ba0491feb1e8232bcb15c80c61e2ec766057992b8dca74f19c3d4e0469da9e1,42b685bff75469ac0f7a58f2941980e1d94574195073354f3482183a9957fb33,dbe30f251af6b3e3679a3879479ac120a6f2963ed7d0e85a4b48de85d19949dd
s3,39,87211,69714,8776,8721,9bfb74a49c134f7f288079494b0d5ed304300016551e67f38c96597aaec490ef,6d3133121053443d946a656b26d8c9bfbdd4207f8b2dbb65f70297f36b86d791,39668eb43665ee0b5037e00db2b3033a6e38592e7dafb5d213de6c66c8220469
s3,40,88164,70758,8698,8708,c49a469193e44923e7263f90e6fe52795266c8518cafe311fd3df9b5df074b8f,3712ecc1c63c8914c7312d8d06fa551cb4f0af9b0f931d2b330ba0e08ee2a146,fbf0193d10333100cbb67151e12fb412cdb64fe580379177fcb151b162c80e8d
s3,41,87489,70049,8719,8721,0e5f2bf3fab3a8c7de72caed8a63b2649dfa467486fa249ad0da658abe38b0fe,984682747eeab6682d543f5c4cf5ff05232c68f79d6707a837ba906a450e2c61,308f253219acaf363afec49ecce6630ee3defdf4161d31d107757dfee30aa65c
s3,42,87563,70046,8764,8753,8d85e5f7705541320a1991e18a7abd2b92548897349799cadc987cdcf469acb2,ecfd3bcd109183a09f934d0270fbd7fc99753dc91865b6a595ac17c5b6be4859,38480603b4bef29e7d37dcb6e97a7c849d8770a65741590e43492f94cdda8d9f
s3,43,87945,70135,8819,8991,0bbbb3a79591f6a41de817150c74b52b774954b00fcd911a1bfd61deeb8fc400,48443dec2646d204074c5e45b1289393884db85273c2a3d5d4b446539831fe16,6f8a22edf198a4ab655c4917fff6958c0a6481fda4cad48aede919f2ccf4789f
s3,44,87448,69644,8953,8851,4e60ae87cc99b12a29483313b7870f2477d33376705f97f84ef58e7a80bf74f8,b9a27ce1572f9663b3ab2e14538987e13e04cb13b24a2081955bd7128cae4d00,6d2440c68f0c788a0b38b4b2c2e752fc21975e0b7a265e27307f20cc31fbf76c
s3,45,87644,70054,8861,8729,8d951b1350de05c05274e7676ec7682be944ab246dc725923695e91cbc7dab54,5dc2b88c9d9393dd54f754f6935a56a332704991cbdb763a59e3211a4a57b858,1963ef41cc5c7a5facc901ca769bc9193ec31687f851e3c65a02ae31fea91c4f
s3,46,87616,69987,8817,8812,e69b3c696985840b0d8402bbc8e8b2b5f8225a9b292aff5c1481ee3994c1bc7e,6d7c1e9823b0a044a64ccbd573640242ae10d18cbe0bf00ebd5138de3c1964cf,ba78dda88e4aa26d530fd7953971dd8c36d50e910413ac1eee461ce4d0e06608
s3,47,88077,70537,8705,8835,ce4875d34d43c4c9fa35dbfdacd354784a782edf9420646465f2cd5952174b6f,008a1d7fce0c4571a219df375ff5d02391aa25ceb59a13b2c4045c8738812585,9d48e33bac512b9837570b6f763f2639581e8a4f0d78e3503e5ed5ca8de33ebe
s3,48,87527,70084,8687,8756,d6cfa7db75df0921f582c6be1ded0f3ea8049e9fd0048f29483bddca765bd71d,f855c90ac7fd2c11055e7e46be564aed0c13986a979e8b1a6c1ee4b1fb72f035,3e2dd3f1be867d57b4510059ba2291422461659cebb53d55c65671bac3cb5033
s3,49,87625,69985,8835,8805,23d5513dcbd47c7c59c28c36b5ce1ea1641050ed3c6f3339907b4bebe7c8698e,ba7314c5b75f1e555b63c63f0932e900da20b378709b70842bf3d99b3b566aee,dab783ef4b776e9eb81e95989409aa09f635d8f9ade17701ae77d4525af2ebba
s3,50,87768,70341,8815,8612,d8a6dd3c3598dace79d357ca23159409acadc0b82109ab10b4e42172b97d29d2,ca08a8c438f106298a9828950d5f8eb5b0ff2b0e1562213295cb8fcb70891df1,1d7151e390912166bbf0c5b1d2037039f039abf1f1ca7f3f084f8c280b445e5e
s3,51,87899,70431,8757,8711,48dbc7f5adb886d3feb063aa26933bcbea6c32d2c9c1a859f93a1db229e8e319,65c0cd095726a38d26f14bb7824feb2da6d1da4706746f73bbd4b3cea51e10af,3a1454af4f4bc9c4906da4dfc40e3570eb389ce4fb071251fd8d805eed67bc80
s3,52,88152,70534,8710,8908,3f47d4a2aa930a40d5518ca821eea5b43384740f1dc37c5f1d391dee6f4907ae,51d09d2773ae03b37e4c046ce004564e7045fb35ebb64d89d1ee3fd7a3163b84,4864082ee93d98f918024e77a1ebf3478af2b98e2f7079efc25b58c14d616cd4
s3,53,87674,70192,8691,8791,16b56449dddec996449268010193d5108ea56a4d23a4f8a865db0b161a403552,c0dd0d59939f534ec7a30a76854bf33c4f9eb4a7f8013db20cbf7f07b0e3d7d4,bce11093bb8886c3f3b78dcc98345296c6e516c8128a6babf35df0c0d6d2d486
s3,54,87438,70073,8842,8523,8388adc3fa49b9b488fb4046b245393e7daef47e5656c6b8bfe146c9bf8762d8,10c41776ca7cb7b1dc98170624320f120e357625b7eb1b1ab3b42f15651ce4a1,59f1204a8138c974ce450722df900734250b66a8fdf922595d3a439d95d6314f
s3,55,87883,70386,8755,8742,526d44383db8953871f84a464b5776d2fd62bdff6f0282a884008489c02a1f4e,f89f42733ccc2056cea2cb5c83fbdf1ae9832b63197fb759844843c3bdc16624,b6afd88ab98217fd4da4e1ab792f68408a0f2899c04001c596c517382723a6b0
s3,56,87457,69874,8907,8676,3665e73e54f740620183b136b5c5de1954f5d9695c8579b609ac64b04c7b5aec,cb88a8fc18881602cbb448a4697eb4654437b8eb56df0a5cdf85e83a0056c40e,f0953aae0f7c46fe8220c93c7b07719a03cd6e32a838a7d57a7f856cef5bf51f
s3,57,87400,69988,8604,8808,273b9fbca8961f2c1da4b543395877c13f48406c95dae87a4f1e9977722cb0c6,db80afd3811141e1424b515f8070631f947b1c4ffab8896c42ed714d2e4a88fe,96ad29036941eb35bd3d4650169a8cac9f30f8172558ae81600e96c334282522
s3,58,87911,70433,8680,8798,519243fe0f12c1c2a78fe6bcad667ec3372ba2b361e207aed02b5781bcf2be54,cf432577b7d6799ffddcce0ffbc0b1a4197574c090aa2536c411bcf0689fdb25,4538ad30c894614195c60dfcb059c9c305f8b410778a0373f504d962c9824d13
s3,59,87786,70348,8765,8673,106db1f418ee574ccba661118e8e8cc713da01af49728af1c144a802dc29979a,c63d0598fcb9f6f0fca8302a14b3c485d5e77da182ac1301bc61ab4261f73410,ef4b70ea4d114e7013cde228d7b7ddb9683a4619208fd6b4729545b2bc3e2b95
s3,60,87938,70271,8875,8792,a2f031792078b9d3386825b7307c71d8ca4eb7d3cdaec56df7b2278e387d2890,7d4cdf9ea78a34b50bce6cdeb82fb06d3dafc555069dbe149cca0f7e1d1e6dad,2cc3155afef726b9a328c1daa50eccc8dc749e4c35a736239a3343b01bc82c6f
s3,61,87386,69833,8754,8799,11ffeb8e2838e76f6c3a6522e4cd0a277399f8c78249843dd45fcd8db779894f,4e5acde83e25e4cb012f6513048b74b40df1bcc850c5d515eb22b38ac9b59efd,a53326480aff6bc9b9b4c6a77080dc2478b57e0483c68e021768baa095942c8a
s3,62,88011,70422,8803,8786,bbc92b497be946d94824056583aa3e331e9b081a087498104f269595a23ce924,8c8a19e3f070c8f978b006c8c0ac1126a477b86ffe8f983101906c986df2356c,1a76e238de6230147837b343abeac1defc6d55a299dc09e9b62fe83f728a54e9
s3,63,87498,69754,8800,8944,841f78f1837edf23dee75dcdcd39d8713000d2481aa8c703a04d474d077586b5,9062efec0ee2786d1d48cf73f6f38fa031632d43dcb48b36e873061033e28b9e,aa0d06aaf0dca28bfa2a862ca31ef665b296c227dde5aaca11b6a2d86b748264
s3,64,87893,70302,8731,8860,7ef61e6336d14b91ed66649a0b6b3ce8d17cd7b0192485612d0c4a6b96ef549e,430260f018a79b7b7be5fbb1daf8ed8813cb9c03ffc2a47069db566c41152237,b7919766dac47f77baaad17018d54ffdb6229e48dfb680b15ac5efd27790fd9a
s3,65,88333,70647,8849,8837,93e91e032676f3706cdbf23379d4820ec7df2fa2baed718b92e749eb98462f8d,4533bc60dfcc71626d42cfc1d66f6156354f4ae88826143d73dcb8bcce625ec5,c8c3dec875cdab707f0ba484037aa9f9c663a55b11b1c36c8b9ba22d835a4c86
s3,66,87311,69948,8711,8652,fd87240577c31b8c423f7340fac60a8294b53fd6502dacb9d13f6bb7e7ddf51c,790c7a29da70790dd61cda275183ce702d07f0849789eeb8b3275d984fc588e0,7b7c65f2e3064801f07cfac881eeed1863584401e02936d21d3a250de5257df9
s3,67,87896,70253,8839,8804,b92fa025950ee5aee5ddc729efe7c8b5ea142ccbcffb3d249ef5ede7da2e559a,93b9e95248fc19d4313972fbd1f122c28dd39c59d157337f74ab2f3d0f5c36da,1a4cb5b512ea252bc07d7adc47706794fbae872e0e05c1f0d84cdd4092e9ef46
s3,68,87440,69796,8911,8733,cfbdf11a5ca79b50bb1690d7bb785cd62c0361e80b5f0a3fc36159a206e56f4b,da328ea0ec7692d90561bc3df3e513012b9ee1c97200763697ce2ab48031c7e1,063bffef133b948783ff3ae14a6a52a4e19bc21caaf67b1af3be76aabcb63626
s3,69,87702,70039,8829,8834,0478ee52b758d881c65275c6ccabae827263bafa24ae668bee46d07265787aca,0fa63b299e68caa8aa4fee9638a2f56eb342703c7e41ff04be129cd143cdd4d6,110ab100f44d32f586ed05720e23982d0ee09959197f38030b4c852e256ded86
s3,70,87382,69850,8706,8826,16c28c2ea9d71223775d4a3a262978ae3837e5a7b274c3002bb71c64696af6aa,1828dabe3786cbcd5b73afafbe4c175d77fc641e87fd02cca48a799ec31fc50e,f49aecc9ec0e3d4562a172c6ffd0e6f5a86d1babbb9f347568612fee462ec5b0
s3,71,87761,70060,8805,8896,0052c5bb466f9a225dfec4dd6480b26012e3b9d8789302398e80eb369d4484f0,9e29d2bc943f1afec54e0411649d03c68e520dc39323027a6b87c3f41115ef0e,7c795f223f39651252f7c92034c3b413b77799e8f29eba49e3524122f80f0a47
s3,72,87669,70076,8797,8796,3579b6fc90504e850572a5c268fb81d9860a4a53dd4beecfdf1d8086eb95b253,96f08cc292aef47dd68124d9d3f6521948b1356a70940fb2a1a8a847085c7de1,407b0474592ac30ee9170b04fa9e1def73c73268f21d3324323ca9e20f9ba64d
s3,73,87716,70160,8679,8877,34bcfec3e112c2524d7edef57b714d740308a0ffa9fb105a2ef6988d1028a6f9,a1985aef03549bed8bd49c253122d2f84abaf8493b398a8ff368337fd5fcf5f6,eac08a3c37d4e2c108b7fb1592e587e6448016c804341d8ad9face1933eddaf7
s3,74,88057,70272,8975,8810,ccfdc951254dd2ce16f66b1b099ebdf52c051c281fe3f7c9eff538a4ad5a9638,be586e8b9234d7e9458789c6bced93b4fe552c19b70e4b55aee68ce8ba0ea700,4b313a77df554b8cff594cc4511be59720b90a303cc8767ba466ea8a8520dd0d
s3,75,87552,69944,8813,8795,0328d29d3f8239470bc2586f2f5461f08f6a80b98c5b0bec86ba906efb177edd,999b8c347db09145cadffcd7ad4a59ea123e1453908a059ebfa401f3fff31dac,3480fdb2ee7c6303f6e14c56832466c5ece888f11d383b45ee2dab3500b66902
s3,76,87560,69894,8866,8800,b54cd8c7aaf87a098e5fd8578d6349eae3d0727edc93e522347fc0bb05def4fb,266aee33e11c00a0aed14948116c8da3c37601ed5f9cf0096a8f36ad1ca79262,6d09f7e7f7201974c7fe0ddf426e44a4cdf0b6528acb112911a0da8b80e00bb2
s3,77,88204,70312,8962,8930,72d7c2e02a5e93e3e6754cbdaf885033d62240bfc50f39bfa0dd8b62a2ebf1f8,3ec9cc1ac4e079223f6d02c8a45e2ecdd8e3a36813bf6ee37574992ed12866f7,3425c7a148289fd8f309544bb7395aa5edce39522c37bc79193fdd459115a2e4
s3,78,87564,69938,8883,8743,91827044e0ec03f02457dc087cf771188a9082fe3cb4f7fe58b6c0642bcfb29c,c3a7d78747cba074135aee432988ba8ef3560310e1da37b78868b35d17d331eb,192e01c4ed10fe3abdaf990b905af93778624a842685fb8671a1753a9cae32e6
s3,79,87364,69836,8810,8718,ba29fd9b46e40e1942776c7534c66178a63162e90e8c10dbb268ecea81a7b885,96748de203e41db7b909ce43c3ee82bac1f40a2856ca694f8c22a0409284255f,b50b74e5fd9b882daf1822db261fd64f04dc239c66a04d454d9d3697f5e31a06
s3,80,87758,70317,8672,8769,89d95f20176961be48bfb0cb684b0309d9c5adcdd58fa2ade402d1521bb25586,ebe197fc6fb979bd2ecd9c0cefd5c1ff78519a814a808ce9194b30dfe04689f8,d033590653b5dbd4372067bff1aba10efb8405a10dbde265a07da4a3bf8fca16
s3,81,87814,70237,8962,8615,a1ea0709860145669a14982fdfae9372ef8b0032c7a31373ec4b70435f25112e,e3c82e134cdefad606a513501aa034bde6edcac873e87751307b18eff2f830f1,5e455205f3a7a11bf778db6946f54b1929db68e9dd7b54198d2e9f5c71ebc972
s3,82,87540,70169,8743,8628,34471a7ddbd23ee34d62aec433da41a3e724b62e8446ce9f6ff7e261b591c8a9,900832c8f6dbd957b009cb3d7d56f7da0d0bfbc264ec665585e0a1a5d5b84bdc,e0ef71b24b561b6afb85e728fd8c03d9c5efc70ffa6fcbffe8d6e7f44d4a5ca7
s3,83,87529,69850,8965,8714,6623e6761680ac61971664484e02abbc58daddc8f112dde0ffbccde3752315d6,e3da7a3cfb1ad72f597e50ad620259cabecaee362225026e33cf05334f118160,21bc17443fac1e7d245608251b50b41ff7da485a5a25acc2c4ee9c7af4159324
s3,84,87783,70187,8823,8773,5443ed2da8e518b81cf72fc32587f4f5374023e00b56ab81b8fdef377b5f1a14,5ea373706f949e93e8965cd794e9e089b3988d24a59dfdcee4497f2b9b62828a,e0b314d78d5cb66004bca0a0e2b0398b136e370e5b5782597b2cadd7306d098c
s3,85,87622,70176,8733,8713,c5aa9bb569df99b52aa5e0283e6add5c624fa7c12fca495c05480dd441c367fd,7ba2b2ddaffa4d55fd36e5b6a6555b9055f93bb8ae1b33b7e3f41c0a2b2329ab,c666ae80792f28fcc070bf615207918bc64bb3e876c2519a21da62cabf589806
s3,86,87935,70020,8978,8937,f59db2b04e80bc0e757193bf207dfd3377bb254485f5e9ebf6abe6927833a639,13464ffb13d80ba40f91fbefc5040d95415457a1323c1b23d1c6cd12302ab423,fe22a5e017a9c9ae0d74334aa29ed1ad7deba43f84d5d46cfb15b40272a6eedc
s3,87,87394,69828,8739,8827,79001c2e86cd85b02206e8543706ccec46b795e9607d2dc10060667a359acfa9,2678bc14c77d4c9c7fc4c1e0b26741a2287478454d5ff22562f0996dedaf49d7,02c29a302af0d7f62bff082e770a2db0b4fe9143e7eb23c34171e61e8c67974a
s3,88,87996,70365,8895,8736,7250843e6978cc9fabbcdf841a376ced9a54a52fee956634d8dff894d2b5f602,29c4024c5267d1abd0c57ebdc0af2fc466db488241c5f137e758b72f1f1eb67c,6f7fc54e6359231b46761e9cd96239c06fe292eb592ccb50c22ee00d04850a87
s3,89,87505,69947,8851,8707,ed4cad91368674d6229d91da8c0abcd41acd1359a450bb2927b0d5bd378968f3,dd1436a70d8383d78ceb256c2195e9637fdf37107f92cde81d6602fe5da0c235,30f6e8c9bbc1a12a8be678083da498ed5258674e70d8d9932359cab13641547b
s3,90,87662,69800,8839,9023,a93687f246bf7b69bb7fce3d7c4ab3b077d23817d3d45e4fa57359e8a3f74800,fe6269f774c358235861d1d23813fed8bac16c1d95c621246e518666dd25037f,fc91e4d2d494b49da46fd8a740012dfd1941b76936f6f9539c39955c02c98318
s3,91,87677,70081,8908,8688,c58281630871041b3878149193e9148e370d5c97f807665a9b85cb535fd823b0,d9c75dac13fcf3900d8b78f641664eb508c08e9a86680806f815f2222b73b850,d0f32953b6b283ef08e409369b093e00ed5edb148a573b2b9c25813f1b7ebfa4
s3,92,87303,69714,8862,8727,761f12d5087c3b3af9aa5474bec37298c97f8f63acc380e80bec723b5a92006e,46427da80e89a629bfb0a8d27b43b53d2a935fcec86f4c7c5b5505f35d60a3e5,14d59064c31c22194969cf76b9a92ffb7aa3373fa40188ea2f5bed1d10703598
s3,93,88139,70572,9000,8567,dd280cd0d07697742abd33e069d6932e9db1e2bea01b16c23c1c5ca9f506c5d7,5d9f3ab5c73de00f93bc6f569d6b0cf83aa164f6e848ba6efce4ae5522d17a60,2cf260c06850ff301a061985b6c9437d3eca4fcd05bcdc2752943f80d84e012b
s3,94,87860,70339,8856,8665,87e686c6a13db241a9a097ea16f993d1b90c8fa67bf78ec1efd3720d60aadd71,7e1259f3cc08bc8d76b450a73579b005c0e32600521567ede5d0f1aad9c4657c,6ac1eaba4aa101b573707fb2262e43292158a57a8eb1f6b42a0ca725fbbbea1e
