dataset,run_id,total,train,validation,test,pairs_mhd_sha256,validation_mask_sha256,test_mask_sha256
s1,10,392698,314157,39262,39279,0f212a5b715406f3ca01fe0682e222c8c307dd9523365bbc13231f7408ec428f,a9c025466a8ade78f17d1d8b518289d33bfe80bede24dc8723db9ca141b8b70c,c7b3e6b9f64b422e1cb60971511b7b294d44508808f24106adde04a8601e3dd6
s1,11,393584,315046,39418,39120,9c869cf59a3d37496ed40d54a506fe8282fe2b9b05b3ce62869e220b4518edc2,83e0d14a422bdd996e3ad999b218bbe09dee998100b600e06d0c55a6d37fe6e0,e70f1ba834aad46a0c907fd3ab42d49ec6a1f64dafa89e6cec5b99cbb607d4c3
s1,12,394245,315389,39420,39436,7e1e71f242dc043ab25bd1dedbd9951048914956d1a2b81fb5157c3547fb9252,0cb54bc4beef9320e64966bc5eb4935bd045a63368077fd96ebdcb0d6e4347ac,10f2a70fa543ad1e7a16e49ed1b312f5cff4a1787c5f9a88484bddcf4bc10553
s1,13,394344,315514,39569,39261,19670f704c9995015a9bda5b1ca21466c62f58e03e19f80347206a7a118f15ac,7cd51cf26b5c60684e09c0156db554596790e3008eebb4fb687ac19c858a3295,af064a3ed57c9a3c8e553b752c5fb36e5ef06b1adc80e2e97aad5a0c033966a4
s1,14,393526,314477,39584,39465,3cfe9dcf4ae6f2d5464361e411229290f069e2bee7700a47dc47063ae92faa41,3afa1b461de5f8341f0d97bbe5aeb08dd25cc27c7aff8bbfd674f1d7a4b32458,761be9901737ebe717ba2d1505264415bdfd124fb62abfd65975f3bd16e8bc13
s1,15,393604,314930,39237,39437,49a65cdf9e25317cdf51260af428a75f43208a7a7504fbea840a2bb8a677c9f8,4b6f63248aa52d58ded0d6fd2cc65c0c52235b6f862a4a69be0620f51f643a51,66f7de3698b82411616d41bd70a340de5d013dd0c60c5673767495c151593ff0
s1,16,392927,314575,39156,39196,3ba139730b49addcefff971ed8e6e302eb4471d6f00d1b9527bce924b7a02174,2d935f470c0a8ec8d17cb7691525afbdefb593b7f42e23950a9dab8bd8c2448d,461437dd8ceed8cd208f3bd9a5ecfff44682585271e977cff8c7481ca5bccf20
s1,17,393857,314970,39544,39343,82b2231ef49f73412bc936436c2b9c0dc666a5b0f91d917c32ce7169f3739fbb,44eb1f8c21b19f3cf7b459b92b6f3bc3a8adff9176289e5e809544392da42beb,efa5d108847af868b27750728b8b468374a69ea38a58adb82d68c4d2994af51c
s1,18,393003,314191,39193,39619,53d8c1ea492c003d86e57a39910ef80b65987203d1f543730632d1e9e72c4803,d7a82d02d53a693a43aa048cd4d1e281a38124767151cc444f1ef78c298a0e4f,500a4be9cb15c68d9b29ab2515ee5e614825bb4c1aa13396858025b202cfc451
s1,19,392268,313114,39630,39524,85e3fecd85cb50477ff71369eb4649dd54d9e63ee39a708f66dcb82a0f970699,17b5018fda4b3586c0557b59dad26ce208654b3f76d7346312c37f248444e3ea,659b50e103f94064b731ddd7cf0010a73feebf5bd636fa455357f6e2a8d9f589
s1,20,393322,314639,39300,39383,fd63800e1538d24025bf28f6c8e9bee4c25f1cd99ad57eb7aa856975f8129749,af0bd0776524b94f09016290bb0e919e0efb9bf3f3181773891486218aebcd90,2b0ccd7d5ce69abbcacdc9df21484b80819606884209375f394a29f2014cd048
s1,21,392783,314205,38922,39656,c2fc8fe338094ba2bdd5613342656ca73b482211fc354bb67897f561319b8950,df6f17a82af18e9a11d323992fdfa49e30c7e7615362a08fe7b854c58b69aa43,3d3cb9fbb9ea627c23762e0c43ef1fb46c5f132f4ad99fde3738e9925ac65331
s1,22,393645,315027,39182,39436,fa1f2530dbd17c05f9cd900b7539c07f209d1f4975675a142f3481476c47ad9d,caee72bb99474b6c82fff7c1cad7af1bd6d4f94f29f6c87901bc096d3885f750,8172cf8a624ccd4b34c1b3321be5809f1ed54272bcc3d6a677befd68c5f91316
s1,23,394315,315864,39121,39330,37ce5c040a9ba4e4002279f73d42069888c52bbd1776797c188c1ff0513a02c5,179e067ebed764ac65d9838e360427b4417bd270d9794dfe56c6cf41b0e390a6,27433d0861113619a0b0873dce9192a7cbc6f1cff81fad61966425c8854c9a88
s1,24,393362,314639,39294,39429,af0401d13a32d7db0486f628b2fd7322b4ad7313c1a0dd958b1bd4b319ab214a,87f07734fd3892ec4803872ec20904d8bb8964740f0e492a4964da709e5c3b45,de6bb251b2e42f3ee243ceb839cb310f7d592187bb79bd7cfe7e98d445c05a85
s1,25,393368,314538,39421,39409,68ead6e4be9c50d196ba08ff886e13217b972360a13c5411960469079d49d2f8,f6541a46afae59812b3ab339ded0a5600e7bfd5f354146b6e08564a21eff25d7,84f658834eb6c08478d436b0fe70a324c139117ea5db8e08b2d2b57bd2b90798
s1,26,393256,314385,39416,39455,5476ebbd3e3ffc2b8852b805a398f1e391fd0b2fef1b732e4a645acf58a35dfb,847df8c8cedecb9745833132c7911d5ded36e4c5f786a1b9ef46fe2dac47c22e,a3f8b0c0e15037737241313cf91c6fe6fccf6dd3b699ed9d38ad8a1e5908e64f
s1,27,394710,315370,39990,39350,7606f342bca4f1e2a165bea9a8c6104dc8a91d1fd04e76842ca8fb442b12a89f,acad57f55da942445e8f509dc0de318632ab58f053532124570200345e3371dc,5e0869c2dabd4f9a5a4ac5da6838a0056559aa9ec2af6e6041c0e15ac8bfedc9
s1,28,394720,315287,39694,39739,fac1ee2ba06ce7342ab9179c0f1f33f8527f7bcfecd6a52f19f313e4989c15a9,591f0e5dea978d065922afdd62c23b6f6604ecf6992b4596ef9fb688b2628ca3,49af46f8b4c53383acfd95dca67490770d161b327c005ffb6ec16fca2fa398f0
s1,29,395022,316030,39497,39495,e91c38d74ceff8b84617319c0eda90f6f0c9cc25bbdcc714070cd7029dabff93,c3d6fe713cac628078a6cc42296703d789b0213407585641fae645abb00aa285,97a1bb2b04522910ca325dd0d87d406ca9cc1cc7167de82ddfc40e8bf17c34a3
s1,30,392390,313612,39478,39300,5b58e6b89015be94adf5f8dff735b1c6918d7b18db94c8d999ad1acace3f33f8,3000b4a4a1dc4c50e3752a1916bf04adc4a348ff144e09c154940c59f620bb23,04f180a1e4daf136f9d4275b23ac8c2f0c93891cdba5daefc14918bcdbeb4840
s1,31,394207,315043,39563,39601,acdda00e6d692319a0f721d990e1f603aedb63fb056a68ffcb44963ecaab806b,dd20e6b34bcf6aeae58191b668040ef726f07c82e07e1376edfd26889eaab2a8,979ea6ad27310f1e07992c13121a44025beb11fc9e0edc0a4c1eaa2709554a6e
s1,32,394943,316153,39351,39439,4ba0d5d84ebd09a52d2f3b4668693a8090f762f64a5e44dfb63a6ca629365457,cb59cf66296195114b9f34b6fb5637123cd962cba03ef9dd443c38dac485205e,1d22e65662fdd04444418c43c8cf5142bab7ce88e2d4be567b8bd300972a1cc6
s1,33,394513,315871,39428,39214,7fb6ede4802bd905569cce70483d63be6dd4f5e9e4ee9898444f9638e2ee83d4,d71004153248c7904cd32009a7c67828c3c276c8b522c0ebe5737d41f080f5cc,b6261deb4bace6a76ba3473ba9809e27274cb52bbf3a35add40fa985be1e3c7e
s1,34,393308,314452,39472,39384,5ace1db9d5fd6476f577c89eed9dd196e95f97dcf9e632d199f27eebec38aebf,4162eedba575d7649894e2d111ff64c154431548e2e060d8d85f62e69ddb92c1,10bf1c837afa00c25bf81e66fbaac8ebae7a3ce4deba91aa2bd3006c12d08e78
s1,35,394434,315067,39628,39739,c9459f0f5d4289a3275a99168fa5c823eed77e9bddb695fdcc9026be90aa9f2f,57b0500914f17f583ce15c9d379a5beaa24f9f62b110373df2640ac9a9a8fc17,77576142b65e3c0da9c80b6fdd41f8eb9fe3210692b1698424e4e6e27d21b174
s1,36,394506,315718,39376,39412,78579030d6688cfcab5873719ee50c87af3b1122ea9a31064ce8974adb6d5173,a4f5966b72e6f5972ef804b4f980fedbd3fec3511b5e18243f1bbd8ea0bc684c,314ae191118ef1defe42e4cbc66c684d0bc3da44de4bae219a606b0e35c928f6
s1,37,393274,314192,39441,39641,98c8b392ad4975b2368659894246b56bd22987687f8726f4e696fc771e3c9c15,94f143e29e4ffd5d14eac99714d0d45042ae5ff41545a688b895edf1c0738a93,779298d28e00ee2c83e71cacbe56427e8460cd35a51e00c605d2db3ecf771c9a
s1,38,395027,315919,39705,39403,1a77dcc67b3204a263d88021e5232a83196ced74590375b066343361c962519d,4b71878c6ec12680be0072448f9b565dfb35a1437ef40705af34018c69c05c3b,c0cc989782869f6e52c63571fae36fbb6d3740ee17668129d3f355d7df3876f7
s1,39,394535,315645,39369,39521,5c8d7a2dadfef926ef8408d871568cdeda5ce87c4be4f8c69693340f96f45840,d367d6af39ed8497d92f8f7562c87f5a7945ec40a9948b82494f3daab1a877e0,f2c03a6faf56fc364875d603dd0e63721633559f15d243ed4aa3913589883027
s1,40,393876,315185,39258,39433,7c3b9b2b3c739ac3d2eb3bd8318efbea16a972a5045391d5676ebf62f6b90cd2,b7d797285fe950647acb886651d78ebe43773ff2e8c9e410989e536e85db850f,c736ae47ec618106ee66101c124dd2572b820ba7149f485ae9ff300f5200ddd0
s1,41,394964,316077,39524,39363,d1312e26a2ff4a5067e3418674ca4c923f7a0e36e833c355610778fb7014e9e0,22f8346e7e23e8578632c6a7379bf4add95bd6444951c3310b838dd77905eb39,55502f793aa8448ebeb17567e0edc1cd52b8d49e01b05a50b7f28db336cfff80
s1,42,394342,315290,39259,39793,b035c177ff5357012dd28a7b12e22ca4a00ab560ada940e9c324565361270a34,9878e549147c654a6afccb5178c9b9a0298b900b21f9d3691e00fce66494c8b9,48f88bb5e41d317553b2583789a39ac9fe5b43c6290c327fe26b368a073c2f33
s1,43,394480,315550,39534,39396,cf9ade62e951c206a7fa44097ab716fa73a0114c27ae8b503ffdf5468a7701b0,b52dab94f8c801c40083ca7414c5098e9caae7e96295ce9d97ecd440c34893cb,07ae081f2cce7850318d13b94cc3e36b8ee153f2c1cad3ae74fc10c78b20263c
s1,44,393736,315078,39358,39300,495d6a467c0d759575cc0285a4d04a26129b480d0657b74b6d628ff0fd168c07,4770a74a6d0f55a63d84b7a9cdcca3e512ab705cd0dc9aea45513b9d5de9e6af,6bdeb1865c97df08265123770e1da81acd74c729932aae766d94ef675c40bdb8
s1,45,392925,314589,39383,38953,f1a4df57b0cc99da2307a2712d83b7a75d90bf7808edbc949dcd3412cefcfe4e,ec414b2e6ec62481ac5d7ff4fdaca7f638e472ca535d673e60b7b2d9d72fb027,8d1ef98dee7c6bab260afec4385069432af8053cde7b894c45eb15c4a453a61a
s1,46,393878,315010,39545,39323,f0622481a4b74fc1da5fb1c1730dd82103bfb23f414a9b32d18fb359aa753fe0,d54ce6345064a825c2a97ba0b5e6a446af20face3831b47fd5f72ba6d565de0d,a3ac6b5e972854a18922ad2623c35117c38b413c8d97991a49db483d5d5f8ad7
s1,47,393299,315062,39016,39221,e627af65fd274a4504dbcc774f9805194e77c86335af14cf2b09d4e9c969dbd4,ce3eafee990399514ff3702c0cf30ec32a7e85412b5a6839a4309f18b6b418dd,7f87ae66580468b3c487918424a561c2acb3e86bf9575738df9a94cf9e3bea33
s1,48,393527,314904,38983,39640,4148ceb9a9b67227822bd2c97a98b46108eeebbff9660e3466956732c42c32bb,f037772b04a958d743aa55ee8b5de756c8cb3c56cbcb42d06f0f67b1721d3885,956e51938d18c6a1eeaba694c4caf3b79e00ac0352541747cccca7d645c5e19d
s1,49,393587,315024,39225,39338,1ba313ce56a894a2c4ed57da4d33376a2ac619c07a9703767928a8dbe49b0e2a,c628aef65cb26899657fb9133a361014c8df2253171522a11b16a3009bc26804,8da2b761f13221ea0ad34f54a95666d22382eb603cef0bd1d1b7ca9d0604e9b0
s1,50,394368,315739,39394,39235,347d7ebd6894121e7080d17d0a1d6cc5c6379906117baa39322a46a1bfa84996,bbe02f8d3acf20e3d34ac33ef8b604966d0f8f9fd2b2d58f817d538903072676,b20d532ed11ccf87d71d84fcb31eba1bf3f55887ff6956e884c3bd4e59dbc91e
s1,51,393196,314756,39215,39225,b83c85223fd7df4c0979081bf0b32f0161728b3327d53fc03a5bdc549d39652e,bd128d9e490752921b49892933205b664899084edff076b86ff31c7876f65bce,741ac72deee76f65f10e289d44a036d34e0cae9c5832b02cf1b5c99fd96dfc2f
s1,52,394479,316116,39030,39333,deac508e9a74a1b758edda403130841e949a6ae7634d251eaafcba95b23f1fbe,1f0981fad637a48f8614b8885b7a18e753648d13ea15d7529a970ba4cd81c0e9,fa66ccc86513aa058a9cbdb31c56b419422b539036092ef6b0c58d3ba982d82c
s1,53,394022,315450,39190,39382,9ea0472ef00d4a62e8ff0670ae1693b1f04087b47c916ea653678a58767d53b4,bd9d3fdeda2809a5e9653723fccd4ee8e538d24a5760dceca84e1143f1d93b2b,ef1c00b7499bf8539a8640a3442cc8fff98f91074e2f6558fab4c12779ac66b0
s1,54,393829,314942,39517,39370,c307613323b03f6566cf7dda6b9a29822f679eed71082f31406dda2ab9fe95c6,97ecee01671d94fa39a6e5370824cff2f1c7d4e712945328d559b891df030da5,67670224756198d64ea2af2d98350acce417af004b71c4ed4eba0dab4b8adfd0
s1,55,393842,315210,39211,39421,63263f13b6ec279cf9e36f0fc18129aa72c539595c7daed5165120bffe8adb45,677e2cafc05f083a6dd85cf9ee7bd5a47705b269f0a7adb152a20af286fa2063,db3f79b58034c8118f0c3f01308da4672b251843bb20b2ce12cc56afe7b7252d
s1,56,393687,315248,39232,39207,3c096d08fefabfef3a13ecc630f9ff8e0c770b25465d80581b7f00e7af8a4016,68a2f6687f99a4574752008e65487271b9ff306778d725f99d16f0e610ff1161,7f0896d4eb6c32f25d5a17282fec0b95a68eca370d4aaea00716423da0a2b4c3
s1,57,393994,315461,39227,39306,a81cdeea5d9cf5989db11bf7cefd98ed7c4c07f5af1f9c9baba3e22b56aa6745,68d44fc18b787b14fbf3540d8063bd5c9a888d3fc15cd9a320aa9300dc358efc,819e962fa0c149ed7183100848b1860a200bb939284f8e8a089bfadd335eee8f
s1,58,394235,315789,39099,39347,b2ccd0163fc92f9395a4496176ce210a51e380bb111e3da55ee1482ff0d91b14,62def647eb0ab82488e7911fb1f29167d6f639e7fd702e8b805075c5eb31ebb1,3f60fc6695310f5e1ba60894c813e8b37e222495f22609abd2d744fe9672215d
s1,59,395434,316573,39231,39630,2e378c38cc6677795c427526fd7b4a7e3a86e32652335ef4687a71dcfb68fa3a,f9cfd1d6148dda99e3f83e63e7a40fe1a8634f0851078bdb5ae504622520c809,011bc44a87021547062c1cc8c01e67071115f426f5cb78cb811dfe85b3708f63
s1,60,394284,315212,39630,39442,ffcf02d041f1340790a832072250c3a8fa1d23a034519b7de69e479231b1dbe8,de8d5130538cd282ac5ad7f0fdb56c63c46cf57cfa2f7bfe12d1c4d57e7b66dc,f9d20b33196496e556004d41ad1509fbd03f8cc6d77830b1ee7d3bc10a0868f6
s1,61,393258,314499,39437,39322,6535fb77b801e8476d20d23a34767776fbc22baca0e200a749f4e4ea8b853afb,bb0533e366071d4e68de1a281c7431fd9dd4fc15daee61679aaa0b9f5aec31f8,c029b2053dd4ced855a650f035a580a6cdb233db0afd3c961ed1185efd08292a
s1,62,393116,314235,39381,39500,0322b6e225fc214d67bad8f19e98a82a698fa80238f5d1a1fd49e2e5ab93fa22,7870da4e896b3d9254da9a854e10ea3f809491a22662446a82cbb4eb5fbd7f86,6fd6f1d1e7d79969b1e4a724e904e3a3e4b2b7b119784d454e9a67894ff0720c
s1,63,394226,315320,39379,39527,c7b50fef8e61e13fa46ea5d7bc4d108378a623ce0dcc45e1a0c351bcb6a64bab,cde792e461f4b11e21d151ab203e287457a87e72e4600ef1213c59957fd1c18f,ff7799db15b1152ab69605acee52bb2303ed5210430ff50f09c98a3c4b8d2520
s1,64,393834,314521,39448,39865,354be262a6e38975ba6b4e504665ac6bb0840f8962ae6fe258291ca541c15c2a,7f4a28adcabf8baad41c3f8648cf167889611402a5f6eeef677ebbef890bcb69,791f6368a0d99a88bc0788f448a8453a0a13974596ada1de5964a92233ce22a5
s1,65,394053,315239,39524,39290,1dd088047ae3024541403bb3904cf89ffb89c027a63e60fdbf926af419b4f208,5a217afb61fd4d183d4d5edaf0be8276e02f66582565e59503254d034ac1935f,6526db492d18f0de5b7f6f1543dda13ae8e5acdbf466fd50d4b1210e32a9c913
s1,66,394892,315811,39516,39565,c84fe430d60114082811b074e7ed8bc73976c576e93f8a5ab1f38d53ee773d86,0c5f8a19bab4199c8d99613acc74a22d0262c9373d4122d2e01a96248d177715,9c4ff27aececcaa01267dd50460f4b8f47edfcd8a1789b09ed3f767496c4e84f
s1,67,393027,314174,39396,39457,d733ec52301b0160a7240965e9a4235f923b745328abb15f3546c396d771c7a6,abfdad05f5553718db34b55468d64d724ee670d17d6ef568744dc749f757e238,3a76c13095ad3768e272457afa39278706fbc98ff68b4f1ced527039308401a3
s1,68,393084,314485,39394,39205,3f22c1e0aa875ccc8d12dec7383505a003ba3a166d4db096f5f4f92d5340dace,8555183c6e0a85607e1a5adbe47318ad82344b7c417a20a8eee5741428e6acd2,34e9f2ff47dcc22d7548084353e9ea9a1b3eead3511cadd3fff4439409698077
s1,69,393568,314774,39302,39492,18daa10108611651b786565e87349c0d2cbf99ddcf790b1fad90b7737f7cd9ec,ed026fdd3a036abed85da952a4b8ae479c0c25daf8cb20ade942ca7a192ebd4a,cccdc59539117f98c3c3b559d2e3bd23a693726994cf86a4559e4fcefe0dcdab
s1,70,394063,315009,39512,39542,6fa5fbfc2ebe070500f301e17f69263625d2d8ed2561c00d8ac66df807f14458,04d2a6cfa8e28782e1123b82578466452ce5bf11a42d5dd1ef8dc15b56c72659,e959c9127b897e0672db1b15168ba287be13c0703b908e9fc92aed87d1d0ac88
s1,71,393824,314639,39600,39585,01fe3e3a36d723d10fb6002040d21ee819001e6700ee9a72fb43d90db7cd7f6a,a57fd1a1ca32b898956d12b478fb5a3132b0b1f138d7b10e55038bbf4ea702ad,e1d0dfc8a77fa9074544e397e89e6f5f36442f55d10b0c8bd97e1022a5c4f60a
s1,72,393557,314570,39324,39663,2a5c688b754d1bacd1012e954ae6865c5cbc59d08d1f44ec97630c260a30080e,c3b7344fe102b828dc3ede09c566a8fd4756b436844f2342c22d202a4d949e99,6e83dacd9ab4a3b93bb15b6aa5fe113a913a01d08e4b1fb3380268eeefa4fde0
s1,73,393913,314901,39598,39414,3d581a52f31c6b598170c7cecf3549f60df46fa42bacca0d9e341795b410003d,754a351a2c316328d7bcdc594402c770cfd164204325cc7c798883b8b4b3d2bd,c897ca811381d4ae1155d69d5e850ae511caa5eb84f0adbc309666ec6c2ad672
s1,74,394431,315186,39375,39870,87668f4e46b1fc5bdfe2bd7bd8d317d564d5a4b5762366286e48c152e9a3677e,d3bb56854500220ce43c116eaa25a86986419ab043dd7397e324d9130368d349,daf52ad088c934faca0fc9da7ee04fb218a6d49ea6b1bb4bdabf0feb8aa770cb
s1,75,393490,314943,39280,39267,39b7f9f4a551c1f126071309899798d6cc2ff0fb340c297d90121da6590d9ec7,8306e269cf4bee3c2c17cf35354fc2be63e23f83b1f3957ca83210b81c53f41e,0d645660fed1610f9d11395746b7786e92e40ddecd2bb338785cafdbbe4a4110
s1,76,394956,316227,39459,39270,044c298b448d7a650d802eb55b1c54530c2295ea3037ed9368be467546192da4,85946558cdd2a744fc8c02c10de2c7a496645072e5e20d228733f49b2790c259,376c386820cff0f8afb92fe14b9ba83ef74e888c807d7b867ee5a27a7444dcd4
s1,77,394437,315528,39273,39636,17b18173c04b0c085e2400453f541db3005a084b2ab8f7b88f3ba028198c9cce,9ea4c2ca1e135227c2015831abc66167477f2b65e8a4f48c14a9ea559ae0d02f,7a6915e22f7365b538d6361bc6d8865f2294743a704f09c9fe37591f9dc4076f
s1,78,394493,315067,39784,39642,6b5ab233cb1696647404839b6f46a632c4471db33221b222d168d406a361ba00,ce418637852e17190dab53387709e964414e32b48d4b9a83649c018ac0ff8f0d,b2f2b9b3c47e86510599154151f59d646f5b9f4c30d772f2bd77673b59539237
s1,79,392978,314014,39311,39653,668d74f40ee7019b0278e02f27a9d046f1a04af6576f2bae602025a1e8aa0457,ceaea79b468cfeb0daa4960dabb1580d842a340ce41bde99cb7d7421435155b1,fc13e70f0049cfae11abb745e8bb5492bba020e2a9f5480d62271be11bf6ed83
s1,80,392733,314305,39297,39131,6077f551452f51bebbc9b9a1235cf4fc9959c958d6feb28bd5c3803bc63a317b,ac62345dbc72b6d5c18debeac9f0d7a30c46b3acfa30bd1157a07a026f8cf31a,13a88c7400b637085bbc06949c58bfc914189c4ccfb0e8b4e49647e7a6e7ea65
s1,81,393444,314750,39514,39180,8f7ef85419afe1e3e85def6b1361216c5b6419992e55d4f65e301c37e3106568,4df024557961340293754856c70ff80cfde699e7bbcadd71b7fb060499151391,1aab4b19ff78450feed13a942f8258e8e50bdad95749ed67856b35cf7b163177
s1,82,393487,314447,39528,39512,5a8d12aa2198afb313d1336e3f349203277c263b2e5d6badb254451a4663436f,d1976bd4e4b114910775c4f14692e005fc63a7585cb04ea2ec48a68755b9d786,8feee86c3d26bfdb2578fedb6838b9c74b99e4210a7677c8416804f2086945ce
s1,83,393978,314804,39882,39292,caece16d143bc31ea0f75d39fbaa8e80204ff13cd2935eeef1e3724643069eb9,2961c6bad389eea0481154f7959b02ad6dc8fd2a449d912e9d080ce60e8538a3,f66e3e50a5652b8d2ad7c4c3fd0b5a7d24754644d90f7f278f87814d11588e8f
s1,84,394787,315513,39545,39729,f24cda580fa17d378506d5d31697029ba1f31fb53cde1cc8b703f9d71d60944b,53a854bcb2378f55ed6c69206482f4ad580028bf944966f3791f8f27c5cbe4b8,75af13b4f87b1dd7b6d129b1e99cce72f44f433a278cb3a03da7e3d8797997f6
s1,85,392409,314054,39191,39164,306dfbbf90cc6851d1c4d07cee822cdf153b3e4af6e3f93c4d896d0361e69783,1db73add0cfb7693966c60ff02bd8bfc7f028774b77fb2620629cc970d8da71e,0b44fdfc9d2af40cc336e72bfd448c1883c353287dc51de40fd0dc03a2bb1915
s1,86,393591,314736,39521,39334,7065aff360301cb74c6b7e003443ae60c401b417338df0c95f8ec75b87488149,735e5d7c8dbc8f8ec340c4e1e84aba95dbc03091dc7002ea5710e9bfe29bb62b,50f7848669c0d32663475dd561cf5b6013436157d9f5769e7912a409e4d6a82e
s1,87,393228,314585,39418,39225,389277bfcdc3450b43107544f20a0caefd3c676ae0dc1e976adec88f598a54d7,0d9de0e81926861201f43763cf11d480b4c6ba45541c9c6d5f89729e4e6a4da9,1139fc704d0ea92627452aad7e898e10b0dcbc7189f459749490dc90678496ec
s1,88,393595,314761,39588,39246,a34b412866b49dc511b4700622dd3283aa0d68207f469b7482d725b4af56652d,8e14ba63d253c6fe608072530c9f8205ec2bfd92531e81b84baade6d0f13f9ae,36fbae81318f4d264ab8766014a22dbee4b697e9097e3d44d93198654a38b9fb
s1,89,394519,315100,39788,39631,45501c44da9f79551204f6592fc0412bd4bcfa56b7cb93f09b6bc7710737136d,507268ec3510054c15df3f274eec293700a6afde15e1cd424d9d869effd25821,452900de504e863eb7481d18a64194bb70121359804c9d7061dd3dc1654a4468
s1,90,394044,314636,39772,39636,d1256b849b8ca5ec1d71b73209410d3d027e86cc495b36274c980227abf54a59,b1a139e457fd9e71b5a48f7b827a14844b77625c5ded8579e18930aef7c62025,b23c21d318c7947dcb8e6c26c3d63892900101d66adc7c627e11934494b34245
s1,91,393255,314410,39522,39323,cb4bf0161f6bd7730a42082a95286b45f3f1d41ef9af76d5ea3f6a14db038580,c90b9a1690d2df566f28ce7b54870acc49a60ed6c4a32e7287ec55013727c74c,03311303d2f64d6d8b97e2fcdd0efb74c625b5d6d2aa5f155f1111abd104d56d
s1,92,393888,314753,39577,39558,9de12480b705a38b21e2dbff3076523c8de6c3844405132b0bb3714e4c13ddf8,aed21c29c9fb708556b500de8445b24522c8df469065fbc9c039d460d61d5dd9,c88d6c6a793fe5dd0506a58ffe70349c361e91d3ef5168d6fbf00a829dad419d
s1,93,393536,314895,39549,39092,4c9d1b20602d95da725faa80235cea71b7a6f5f13df9c87ad8b48a69860e3932,02c555eaa8eb146c4a0c80c818da562f260e048092e3716c76acef0103603224,70a246e855d949247cf6a0ba140ea5750a128c830f157662127d68093cb2e7a6
s1,94,395019,316327,39417,39275,0233cca84e998af93b4ad7257ab9770d728a8d0bffeddda10fe017cf17002bca,87333301686d814f7d0152b82a5b8ed7a7ced945d9d065f14554744731735554,d7d0ee26467ac632bdc3d2a16df6be750de1c41d3466b5b071c4cffaac1c903c
s1,95,393811,315085,39496,39230,38c132fd42c61cb3c21230b2b1518d513d98278a20675c3d8143f3b90c0d1302,ac79a86222f9de2bd2f7a3497759fa32528a943342cbbef3ab73a7d6398e2a3e,44121d3dc7ef52ed115b557d7e6aa68c6bdec1b8113bac8e8d163e54d08c0abd
