dataset,run_id,candidate,total,inside,train_total,train_accepted,train_retention,validation_total,validation_accepted,validation_retention,test_total,test_accepted,test_retention,distance_p50,distance_p99
s5,0,baseline_3sigma,87609,67097,70276,52063,0.7408361318230975,8801,6456,0.7335530053403022,8532,6345,0.7436708860759493,0.5891068574751359,5.1968805103027735
s5,1,baseline_3sigma,87168,66615,69589,51494,0.7399732716377588,8793,6462,0.7349027635619243,8786,6502,0.7400409742772592,0.5759571799656069,5.244194216974244
s5,2,baseline_3sigma,87317,66743,69866,51667,0.7395156442332464,8694,6410,0.7372900851161721,8757,6450,0.7365536142514559,0.6001689553613369,5.187686780198787
s5,3,baseline_3sigma,87288,66717,69610,51393,0.738299094957621,8841,6587,0.7450514647664291,8837,6549,0.7410886047301121,0.5930369988759181,5.249845000092328
s5,4,baseline_3sigma,87428,66949,69935,51798,0.7406591835275613,8786,6459,0.7351468244935124,8707,6446,0.7403238773400712,0.5986542263728643,5.3750945237166015
s5,5,baseline_3sigma,87429,66885,69969,51766,0.7398419299975704,8745,6504,0.7437392795883362,8715,6423,0.7370051635111876,0.5933007888750158,5.093374141553751
s5,6,baseline_3sigma,87358,66871,70079,51870,0.7401646712995333,8631,6410,0.7426717645695748,8648,6392,0.7391304347826086,0.6017924986171215,5.257426294237505
s5,7,baseline_3sigma,87888,67203,70258,51918,0.7389621110763187,8782,6506,0.7408335231154635,8848,6520,0.7368896925858951,0.5978330481908428,5.37966655614473
s5,8,baseline_3sigma,87051,66716,69500,51526,0.7413812949640288,8807,6482,0.7360054502100601,8744,6472,0.7401646843549863,0.5918639971451637,5.295885797368143
s5,9,baseline_3sigma,87188,66730,69771,51681,0.7407232231156211,8711,6412,0.7360808173573643,8706,6500,0.7466115322765908,0.5899611191301346,5.282204632862798
s5,10,baseline_3sigma,87743,67145,70250,52028,0.7406120996441281,8699,6442,0.7405448902172663,8794,6488,0.7377757561974073,0.591242089425761,5.200380713681421
s5,11,baseline_3sigma,87128,66773,69590,51678,0.7426066963644202,8808,6532,0.7415985467756585,8730,6388,0.731729667812142,0.5848716609837254,5.272540647990924
s5,12,baseline_3sigma,87835,67160,70058,51853,0.7401438807844929,8876,6505,0.7328751689950428,8901,6575,0.7386810470733626,0.5944629350918637,5.274712576311976
