dataset,run_id,candidate,total,inside,train_total,train_accepted,train_retention,validation_total,validation_accepted,validation_retention,test_total,test_accepted,test_retention,distance_p50,distance_p99
s4,350,median_mad,88144,67414,70632,50228,0.7111224374221317,8626,6139,0.7116856016693717,8886,6272,0.7058293945532298,1.0986037254333496,10.750885963439941
s4,351,median_mad,87116,66580,69932,49634,0.7097466109935365,8528,6041,0.7083724202626641,8656,6141,0.7094500924214417,1.102466106414795,10.712148666381836
s4,352,median_mad,87810,67293,70283,50160,0.7136860976338517,8761,6224,0.7104211847962562,8766,6191,0.7062514259639516,1.0979228019714355,11.072380065917969
s4,353,median_mad,87581,66864,69866,49660,0.7107892250880257,8872,6286,0.7085211902614968,8843,6277,0.709826981793509,1.0999226570129395,10.781002044677734
s4,354,median_mad,87625,66962,70157,49841,0.7104209130949157,8675,6153,0.7092795389048991,8793,6293,0.7156829296030933,1.099647879600525,10.851423263549805
s4,355,median_mad,87388,67043,69880,49969,0.7150686891814539,8818,6259,0.7097981401678385,8690,6201,0.713578826237054,1.0974044799804688,10.927306175231934
s4,356,median_mad,87896,67373,70249,50087,0.7129923557630714,8761,6266,0.7152151580869763,8886,6309,0.7099932478055369,1.1038514375686646,11.1414794921875
s4,357,median_mad,87422,67029,69930,49912,0.7137423137423138,8757,6284,0.7175973506908758,8735,6276,0.7184888380080138,1.0943974256515503,10.156661033630371
s4,358,median_mad,87727,67126,70176,50025,0.7128505471956225,8866,6275,0.7077599819535303,8685,6153,0.7084628670120898,1.1031540632247925,10.737903594970703
s4,359,median_mad,87169,66549,69733,49528,0.7102519610514391,8653,6163,0.712238529989599,8783,6238,0.7102356825685985,1.1060771942138672,10.664643287658691
s4,360,median_mad,87650,66972,70143,49967,0.7123590379652994,8745,6200,0.7089765580331618,8762,6243,0.7125085596895686,1.1072108745574951,10.800572395324707
s4,361,median_mad,88326,67410,70782,50325,0.7109858438586081,8783,6243,0.7108049641352613,8761,6215,0.7093939048053876,1.1037240028381348,11.066554069519043
s4,362,median_mad,87434,67048,70011,50036,0.7146876919341246,8630,6167,0.7146002317497103,8793,6287,0.7150005686341407,1.1047273874282837,10.724469184875488
s4,363,median_mad,88161,67335,70376,49986,0.7102705467773105,8722,6195,0.7102728731942215,9063,6445,0.7111331788590974,1.1002578735351562,10.900464057922363
s4,364,median_mad,87587,66962,70169,49994,0.7124798700280751,8740,6223,0.7120137299771166,8678,6111,0.7041945148651763,1.105431318283081,11.035399436950684
s4,365,median_mad,87486,66937,70063,49931,0.7126586072534719,8583,6138,0.7151345683327508,8840,6359,0.7193438914027149,1.1026502847671509,10.584712982177734
s4,366,median_mad,87903,67524,70235,50198,0.7147148857407276,8767,6262,0.7142694194137105,8901,6353,0.7137400292102011,1.105974793434143,10.715241432189941
s4,367,median_mad,87952,67153,70523,50115,0.710619230605618,8709,6206,0.7125961648868986,8720,6191,0.7099770642201835,1.1047608852386475,10.962421417236328
s4,368,median_mad,87412,66798,69898,49682,0.7107785630490143,8859,6332,0.7147533581668359,8655,6176,0.713575967648758,1.104193925857544,10.531261444091797
