dataset,variant,epoch,initial_relaxation,relaxation,relaxation_decay,regularization_weight,training_rmse_mm,training_mae_mm,training_bias_mm,training_huber_objective,validation_rmse_mm,validation_mae_mm,validation_bias_mm,validation_abs_p99_mm,max_update,regularization_seconds,epoch_seconds,image_path,finite,image_min,image_max,water_core_mean_rsp,water_core_std_rsp,water_bias_vs_fixed_rsp,water_bias_vs_effective_rsp,phantom_rmse_vs_fixed_rsp,phantom_rmse_vs_effective_rsp,boundary_inner_rmse_vs_fixed_rsp,boundary_inner_rmse_vs_effective_rsp,outside_100_105_rmse_rsp,outside_100_105_mean_abs_rsp,outside_100_105_peak_abs_rsp,edge_r90_mm,edge_r10_mm,edge_10_90_width_mm,water_core_clearance_from_material_mm,phantom_rmse_vs_nominal_rsp,phantom_mae_vs_nominal_rsp,material_mape_non_air,material_max_ape_non_air,fmtf50_mean_lp_per_mm,fmtf10_mean_lp_per_mm,output_root
s4,r0p25_d0p2_quadratic_b0_fixed_s18,4,0.25,0.15625,0.2,0.0,2.635911776001508,2.035653368235249,0.0002665382159666382,3.474015445431712,2.638714329703757,2.0401480197906494,-0.0021365475840866566,7.2462968826293945,0.1781223714351654,0.0,688.347383116,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0_fixed_s18/recon/epoch_04.mhd,True,0.0,2.236356496810913,1.0138295888900757,0.03090776316821575,,,,,,,,,,,,,2.0,0.05046622123747262,0.03157849982380867,0.011922227254567238,0.019023539498448372,,,
s4,r0p25_d0p2_quadratic_b0_fixed_s18,5,0.25,0.1388888888888889,0.2,0.0,2.634915412386711,2.034527783884535,0.00023485991612660995,3.471389615216515,2.6380997913374333,2.03938889503479,-0.0021830101031810045,7.2459397315979,0.15617401897907257,0.0,688.263699568,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0_fixed_s18/recon/epoch_05.mhd,True,0.0,2.235757350921631,1.0138343572616577,0.030783789232373238,,,,,,,,,,,,,2.0,0.05017893733662794,0.031382810324430466,0.01192666319772028,0.018665088340640068,,,
s4,r0p25_d0p2_quadratic_b0_fixed_s18,6,0.25,0.125,0.2,0.0,2.6341663350151387,2.0337009457511175,0.00020886258008433257,3.4694161402635446,2.6376450991746543,2.038835287094116,-0.002224911702796817,7.245386600494385,0.13900990784168243,0.0,687.4223920309887,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0_fixed_s18/recon/epoch_06.mhd,True,0.0,2.235217571258545,1.0138438940048218,0.03067527711391449,,,,,,,,,,,,,2.0,0.04995976051105987,0.031222078949213028,0.011939644759807449,0.018481869250535965,,,
s5,r0p25_d0p2_quadratic_b0_fixed_s18,1,0.25,0.25,0.2,0.0,2.5760873670332094,2.0119095940341967,0.07898744681942739,3.318113061294047,2.572042640562984,2.009213447570801,0.0031888873782008886,6.9249725341796875,0.43290627002716064,0.0,687.2802393309976,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0_fixed_s18/recon/epoch_01.mhd,True,0.0,2.1771886348724365,1.014328122138977,0.025853637605905533,,,,,,,,,,,,,2.0,0.05680465609579023,0.030964842066168785,,,0.49338885930870136,1.0601129523065929,
s5,r0p25_d0p2_quadratic_b0_fixed_s18,2,0.25,0.20833333333333334,0.2,0.0,2.566045247387148,2.002354597153864,0.001465315854647641,3.292294105819085,2.568875392992407,2.005459785461426,0.0009976450819522142,6.926156044006348,0.3482239544391632,0.0,687.018853053989,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0_fixed_s18/recon/epoch_02.mhd,True,0.0,2.1767830848693848,1.0139918327331543,0.025704603642225266,,,,,,,,,,,,,2.0,0.055931832627529106,0.030525963753461838,,,0.4948362135557126,1.0633364761174922,
s5,r0p25_d0p2_quadratic_b0_fixed_s18,3,0.25,0.17857142857142858,0.2,0.0,2.5635451690073294,1.9994711544636226,0.0007907414459982148,3.2858819167704088,2.5674652472221835,2.0037081241607666,0.000826314848382026,6.926661491394043,0.29197248816490173,0.0,686.9164794450044,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0_fixed_s18/recon/epoch_03.mhd,True,0.0,2.177156686782837,1.0139038562774658,0.02558465301990509,,,,,,,,,,,,,2.0,0.05541050809560517,0.03022424317896366,,,0.4961164907032982,1.0660692066969346,
s5,r0p25_d0p2_quadratic_b0_fixed_s18,4,0.25,0.15625,0.2,0.0,2.562165419914653,1.9978724365802827,0.0006841046306579506,3.2823458195032154,2.5666360583879455,2.00266170501709,0.0007258721743710339,6.92647647857666,0.25145575404167175,0.0,687.0674049410009,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0_fixed_s18/recon/epoch_04.mhd,True,0.0,2.177527904510498,1.0138829946517944,0.025485122576355934,,,,,,,,,,,,,2.0,0.055061534691820534,0.029999734833836555,,,0.49722821365810743,1.068440828154191,
s5,r0p25_d0p2_quadratic_b0_fixed_s18,5,0.25,0.1388888888888889,0.2,0.0,2.561238592053604,1.9968121682794315,0.0006165101496765057,3.279971562712363,2.5660803128920846,2.001958131790161,0.0006503844051621854,6.926121234893799,0.22080892324447632,0.0,687.3042620830092,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0_fixed_s18/recon/epoch_05.mhd,True,0.0,2.1778624057769775,1.0138819217681885,0.02540050633251667,,,,,,,,,,,,,2.0,0.05481041858704138,0.029823416844010353,,,0.49821068922822054,1.071733728812959,
s5,r0p25_d0p2_quadratic_b0_fixed_s18,6,0.25,0.125,0.2,0.0,2.560550784286096,1.9960399385260814,0.0005666368593845163,3.278210159454071,2.565676885443947,2.0014493465423584,0.0005903748678974807,6.925846576690674,0.196797177195549,0.0,687.0776588650042,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0_fixed_s18/recon/epoch_06.mhd,True,0.0,2.1781582832336426,1.0138866901397705,0.025327317416667938,,,,,,,,,,,,,2.0,0.0546203854824119,0.02968037687242031,,,0.49909007892377905,1.0753259988947088,
s2,r0p25_d0p2_quadratic_b0p0125_decay_s18,5,0.25,0.1388888888888889,0.2,0.004166666666666667,2.446636930525587,1.92323095636224,0.0008123992472792929,2.9930161349058326,2.4463580742156057,1.9242103099822998,0.0009416697430424392,6.447453022003174,0.10006149113178253,0.5019503939984133,805.2611211390031,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage4/variants/r0p25_d0p2_quadratic_b0p0125_decay_s18/recon/epoch_05.mhd,True,0.0,1.1054983139038086,1.013870120048523,0.006462275516241789,0.01387012004852295,0.0003523826599121094,0.019694341686522232,0.01354509165380431,0.02580101148780651,0.019956511077269777,0.0,0.0,0.0,99.88618759558466,100.0984652883983,0.21227769281364317,,,,,,,,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage4/variants/r0p25_d0p2_quadratic_b0p0125_decay_s18
s4,r0p25_d0p2_quadratic_b0p0125_decay_s18,5,0.25,0.1388888888888889,0.2,0.004166666666666667,2.6319788100517614,2.0322512026576733,0.000702645049334989,3.463656228280743,2.6312668109255335,2.03413724899292,-0.0017107529565691948,7.223167419433594,0.15394960343837738,0.5002970950008603,688.3073960490001,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0p0125_decay_s18/recon/epoch_05.mhd,True,0.0,2.1820759773254395,1.0138521194458008,0.018165359273552895,,,,,,,,,,,,,2.0,0.043461135695003,0.02328846976161003,0.011900906074935427,0.01787538267672062,,,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage4/variants/r0p25_d0p2_quadratic_b0p0125_decay_s18
