case,finite_fraction,image_min,image_max,water_mean,water_std,water_rmse_vs_1,water_mae_vs_1,outside_mean,outside_std,outside_rmse_vs_0,phantom_rmse_vs_red_truth,phantom_mae_vs_red_truth,phantom_rmse_vs_rsp_truth,phantom_mae_vs_rsp_truth,aluminium_voxel_rmse_vs_red_truth,aluminium_voxel_rmse_vs_rsp_truth,aluminium_excess_red_recovery,aluminium_excess_rsp_recovery,insert_peak_mean,insert_contrast_mean,insert_cnr_median,insert_roi_cnr_median,insert_roi_red_recovery_mean,insert_roi_rsp_recovery_mean,insert_contrast_centroid_offset_mean_mm,insert_contrast_centroid_offset_max_mm,insert_peak_offset_mean_mm,insert_peak_offset_max_mm,aluminium_inner_mean,aluminium_platform_rsp_recovery,aluminium_edge_10_90_median_mm,aluminium_edge_10_90_min_mm,aluminium_edge_10_90_max_mm
ddb_nohann,1.0,-0.18471084535121918,2.148346424102783,1.013717532157898,0.009719619527459145,0.01681195216891403,0.014418059028685093,0.07045841217041016,0.0982043445110321,0.12086555339767122,0.06197897753714182,0.023656195029616356,0.04507521789309233,0.02022021822631359,0.4018497293385632,0.2247730266798593,0.7291027854175326,0.8752338540255274,2.1228764724731444,1.108905668258667,111.57307249723122,106.92346909686383,0.781574890551595,0.9382227136926182,0.05310808400242044,0.5435659330147702,0.777607188023153,1.9483926226070227,2.0954566747826617,0.9889005983392842,1.1367244984607179,0.6209762088020652,1.494576841846975
