input,inside_grid,outside_grid,output,removed,removed_inside_grid_by_3sigma,occupied_pixels,zero_count_pixels,input_primary,output_primary,run_id,retained_fraction
87852,77907,9945,75392,12460,2515,250,0,87852,75392,0,0.8581705595774712
87597,77803,9794,75259,12338,2544,250,0,87597,75259,1,0.8591504275260569
87639,77684,9955,75217,12422,2467,250,0,87639,75217,2,0.8582594507011718
88316,78349,9967,75884,12432,2465,250,0,88316,75884,3,0.8592327551066624
87705,77778,9927,75283,12422,2495,250,0,87705,75283,4,0.8583661136765293
87936,77922,10014,75416,12520,2506,250,0,87936,75416,5,0.8576237263464338
87565,77592,9973,75167,12398,2425,250,0,87565,75167,6,0.8584137497858734
87663,77830,9833,75362,12301,2468,250,0,87663,75362,7,0.8596785416880554
88075,78099,9976,75571,12504,2528,250,0,88075,75571,8,0.8580300879931876
87965,77845,10120,75343,12622,2502,250,0,87965,75343,9,0.8565111123742397
87825,77944,9881,75446,12379,2498,250,0,87825,75446,10,0.8590492456589809
88069,78260,9809,75757,12312,2503,250,0,88069,75757,11,0.8602005245886748
87478,77507,9971,75012,12466,2495,250,0,87478,75012,12,0.8574955988934361
88046,78041,10005,75527,12519,2514,250,0,88046,75527,13,0.8578129614065375
87967,78131,9836,75627,12340,2504,250,0,87967,75627,14,0.8597201223185967
88337,78322,10015,75792,12545,2530,250,0,88337,75792,15,0.8579870269535982
87700,77778,9922,75201,12499,2577,250,0,87700,75201,16,0.8574800456100342
88310,78283,10027,75801,12509,2482,250,0,88310,75801,17,0.8583512625976674
87654,77649,10005,75301,12353,2348,250,0,87654,75301,18,0.859070892372282
88455,78434,10021,75920,12535,2514,250,0,88455,75920,19,0.8582895257475552
87884,78101,9783,75549,12335,2552,250,0,87884,75549,20,0.8596445314277912
88091,78209,9882,75748,12343,2461,250,0,88091,75748,21,0.8598835295319612
87785,77920,9865,75361,12424,2559,250,0,87785,75361,22,0.8584724041692772
87919,77907,10012,75392,12527,2515,250,0,87919,75392,23,0.8575165777590736
88089,78124,9965,75663,12426,2461,250,0,88089,75663,24,0.8589381194019685
88418,78459,9959,75927,12491,2532,250,0,88418,75927,25,0.8587278608428148
87922,77992,9930,75606,12316,2386,250,0,87922,75606,26,0.8599212938741156
87677,77749,9928,75300,12377,2449,250,0,87677,75300,27,0.8588341298173979
87989,78026,9963,75555,12434,2471,250,0,87989,75555,28,0.8586868813147098
87992,77932,10060,75443,12549,2489,250,0,87992,75443,29,0.8573847622511137
88401,78380,10021,75860,12541,2520,250,0,88401,75860,30,0.8581350889695818
87687,77859,9828,75426,12261,2433,250,0,87687,75426,31,0.8601731157412159
87854,77882,9972,75390,12464,2492,250,0,87854,75390,32,0.8581282582466364
88492,78458,10034,76010,12482,2448,250,0,88492,76010,33,0.8589477014871401
87821,77895,9926,75352,12469,2543,250,0,87821,75352,34,0.8580180139146674
87768,77860,9908,75431,12337,2429,250,0,87768,75431,35,0.8594362409989974
87965,77921,10044,75446,12519,2475,250,0,87965,75446,36,0.8576820326266129
87844,77670,10174,75200,12644,2470,250,0,87844,75200,37,0.856063020809617
88143,78219,9924,75728,12415,2491,250,0,88143,75728,38,0.8591493368730359
88020,77923,10097,75496,12524,2427,250,0,88020,75496,39,0.8577141558736651
87970,78147,9823,75646,12324,2501,250,0,87970,75646,40,0.8599067864044561
87643,77702,9941,75228,12415,2474,250,0,87643,75228,41,0.8583457891674178
87717,77954,9763,75436,12281,2518,250,0,87717,75436,42,0.8599929318148135
88060,78218,9842,75730,12330,2488,250,0,88060,75730,43,0.8599818305700658
87256,77393,9863,74953,12303,2440,250,0,87256,74953,44,0.8590011002108737
88534,78451,10083,75952,12582,2499,250,0,88534,75952,45,0.8578851062868502
87359,77437,9922,74963,12396,2474,250,0,87359,74963,46,0.8581027713229318
88111,78244,9867,75756,12355,2488,250,0,88111,75756,47,0.8597791422183382
88430,78562,9868,76135,12295,2427,250,0,88430,76135,48,0.8609634739341853
88320,78361,9959,75831,12489,2530,250,0,88320,75831,49,0.85859375
88223,78127,10096,75700,12523,2427,250,0,88223,75700,50,0.8580528887024925
87788,77906,9882,75475,12313,2431,250,0,87788,75475,51,0.8597416503394542
87814,77867,9947,75440,12374,2427,250,0,87814,75440,52,0.859088528025144
87796,77934,9862,75419,12377,2515,250,0,87796,75419,53,0.8590254681306665
87658,77969,9689,75437,12221,2532,250,0,87658,75437,54,0.8605831755230555
87555,77747,9808,75194,12361,2553,250,0,87555,75194,55,0.8588201701787448
87518,77654,9864,75209,12309,2445,250,0,87518,75209,56,0.8593546470440366
87703,77667,10036,75243,12460,2424,250,0,87703,75243,57,0.8579296033202969
87715,77712,10003,75186,12529,2526,250,0,87715,75186,58,0.857162400957647
87542,77725,9817,75300,12242,2425,250,0,87542,75300,59,0.8601585524662447
87781,77963,9818,75519,12262,2444,250,0,87781,75519,60,0.8603114569212016
87925,77934,9991,75419,12506,2515,250,0,87925,75419,61,0.8577651407449531
87944,78024,9920,75554,12390,2470,250,0,87944,75554,62,0.8591148912944601
88115,78343,9772,75903,12212,2440,250,0,88115,75903,63,0.8614083867672927
88107,78318,9789,75792,12315,2526,250,0,88107,75792,64,0.8602267697231775
88227,78165,10062,75692,12535,2473,250,0,88227,75692,65,0.8579233114579438
87865,78002,9863,75510,12355,2492,250,0,87865,75510,66,0.8593865589256245
88108,78256,9852,75834,12274,2422,250,0,88108,75834,67,0.8606936941026921
87169,77454,9715,74905,12264,2549,250,0,87169,74905,68,0.859307781436061
87607,77760,9847,75281,12326,2479,250,0,87607,75281,69,0.8593034803154999
87641,77745,9896,75280,12361,2465,250,0,87641,75280,70,0.8589587065414589
88038,78074,9964,75585,12453,2489,250,0,88038,75585,71,0.8585497171675868
88426,78643,9783,76053,12373,2590,250,0,88426,76053,72,0.860075091036573
88009,78141,9868,75657,12352,2484,250,0,88009,75657,73,0.8596507175402516
88000,78096,9904,75565,12435,2531,250,0,88000,75565,74,0.8586931818181818
88636,78415,10221,75950,12686,2465,250,0,88636,75950,75,0.8568753102576832
87661,77704,9957,75185,12476,2519,250,0,87661,75185,76,0.8576790134723538
87795,77829,9966,75405,12390,2424,250,0,87795,75405,77,0.8588757901930634
88425,78486,9939,75922,12503,2564,250,0,88425,75922,78,0.858603336160588
87392,77508,9884,75046,12346,2462,250,0,87392,75046,79,0.858728487733431
87457,77798,9659,75332,12125,2466,250,0,87457,75332,80,0.8613604399876511
87746,77865,9881,75394,12352,2471,250,0,87746,75394,81,0.8592300503726665
88205,78230,9975,75750,12455,2480,250,0,88205,75750,82,0.8587948528994955
88220,78295,9925,75784,12436,2511,250,0,88220,75784,83,0.8590342326003174
87895,78063,9832,75582,12313,2481,250,0,87895,75582,84,0.8599123954718698
87810,77900,9910,75395,12415,2505,250,0,87810,75395,85,0.8586151918915841
87944,78087,9857,75615,12329,2472,250,0,87944,75615,86,0.8598085145092331
87199,77298,9901,74890,12309,2408,250,0,87199,74890,87,0.8588401243133522
87284,77422,9862,75013,12271,2409,250,0,87284,75013,88,0.8594129508271848
87666,77731,9935,75331,12335,2400,250,0,87666,75331,89,0.8592955079506308
87868,77838,10030,75359,12509,2479,250,0,87868,75359,90,0.8576387308235079
87773,77855,9918,75358,12415,2497,250,0,87773,75358,91,0.8585555922664145
88055,78103,9952,75646,12409,2457,250,0,88055,75646,92,0.8590767134177503
87718,77964,9754,75524,12194,2440,250,0,87718,75524,93,0.8609863425978704
87387,77672,9715,75137,12250,2535,250,0,87387,75137,94,0.8598189662077883
87970,78082,9888,75597,12373,2485,250,0,87970,75597,95,0.8593497783335228
87293,77314,9979,74845,12448,2469,250,0,87293,74845,96,0.8573997915067646
87036,77174,9862,74707,12329,2467,250,0,87036,74707,97,0.8583459717817914
87740,77823,9917,75403,12337,2420,250,0,87740,75403,98,0.8593913836334625
87889,77934,9955,75482,12407,2452,250,0,87889,75482,99,0.8588333010957002
87738,77707,10031,75343,12395,2364,250,0,87738,75343,100,0.8587271193781486
87984,78060,9924,75612,12372,2448,250,0,87984,75612,101,0.8593835242771413
88695,78649,10046,76172,12523,2477,250,0,88695,76172,102,0.8588082755510457
88091,78276,9815,75811,12280,2465,250,0,88091,75811,103,0.8605986990725499
87570,77748,9822,75270,12300,2478,250,0,87570,75270,104,0.8595409386776294
88479,78427,10052,75961,12518,2466,250,0,88479,75961,105,0.8585201008148826
87659,77649,10010,75191,12468,2458,250,0,87659,75191,106,0.857767029055773
87721,77742,9979,75213,12508,2529,250,0,87721,75213,107,0.8574115662156154
87825,77918,9907,75454,12371,2464,250,0,87825,75454,108,0.8591403358952462
88227,78287,9940,75711,12516,2576,250,0,88227,75711,109,0.8581386650345132
87948,77925,10023,75507,12441,2418,250,0,87948,75507,110,0.8585414108336744
88318,78111,10207,75584,12734,2527,250,0,88318,75584,111,0.8558164813514799
87737,77756,9981,75244,12493,2512,250,0,87737,75244,112,0.8576085345977181
88023,78171,9852,75684,12339,2487,250,0,88023,75684,113,0.8598207286731877
87625,77710,9915,75303,12322,2407,250,0,87625,75303,114,0.8593780313837375
88573,78521,10052,75990,12583,2531,250,0,88573,75990,115,0.8579363914511194
87953,78189,9764,75737,12216,2452,250,0,87953,75737,116,0.8611076370334155
87463,77542,9921,75118,12345,2424,250,0,87463,75118,117,0.8588546013742954
87872,77802,10070,75408,12464,2394,250,0,87872,75408,118,0.8581573197378004
88275,78251,10024,75681,12594,2570,250,0,88275,75681,119,0.8573322005097705
87067,77071,9996,74572,12495,2499,250,0,87067,74572,120,0.8564898296714025
88328,78505,9823,75979,12349,2526,250,0,88328,75979,121,0.8601915587356218
87390,77621,9769,75115,12275,2506,250,0,87390,75115,122,0.8595377045428538
87951,77976,9975,75408,12543,2568,250,0,87951,75408,123,0.857386499300747
87700,77705,9995,75194,12506,2511,250,0,87700,75194,124,0.857400228050171
