epoch,subset,relaxation,pairs,measurements,residual_rmse_mm,update_l2,update_max_abs,image_min,image_max,elapsed_seconds
1,0,0.25,9633447,8783006,4.833872053244223,8.044992446899414,0.3549681603908539,0.0,2.0988121032714844,158.10919318300148
1,1,0.25,9633263,8783522,4.57128629802706,6.432423114776611,0.581501841545105,0.0,2.1017115116119385,157.86373155099864
1,2,0.25,9635251,8784440,4.411949440060524,5.2390217781066895,0.26141437888145447,0.0,2.1036081314086914,158.0321248520013
1,3,0.25,9638533,8787631,4.313767325351368,4.358524799346924,0.22162915766239166,0.0,2.1053528785705566,157.96531102100198
1,4,0.25,9634480,8783356,4.250304397187347,3.7244880199432373,0.20935578644275665,0.0,2.1065680980682373,157.84433269099827
1,5,0.25,9634396,8785446,4.211024325078395,3.273496389389038,0.17847006022930145,0.0,2.1074471473693848,157.94052707399896
1,6,0.25,9634932,8784126,4.186787293432962,2.935469150543213,0.20801258087158203,0.0,2.108142614364624,157.94058050199965
1,7,0.25,9630163,8779781,4.166900218517759,2.6804380416870117,0.35857462882995605,0.0,2.108454942703247,157.74216560900095
1,8,0.25,9636067,8785935,4.151941077208563,2.4937007427215576,0.3264775276184082,0.0,2.108603000640869,158.00367031999485
1,9,0.25,9643884,8794146,4.1383139944641885,2.2888998985290527,0.22866447269916534,0.0,2.1086103916168213,158.28805250299774
1,10,0.25,9634482,8783536,4.12795386038129,2.17559814453125,0.22472481429576874,0.0,2.1085448265075684,157.93348625099316
1,11,0.25,9635403,8786060,4.117339304383543,2.03029465675354,0.20343691110610962,0.0,2.108426570892334,158.01539644700097
1,12,0.25,9632724,8782671,4.111409406614807,1.917982578277588,0.21442799270153046,0.0,2.1082780361175537,157.95822342800238
1,13,0.25,9638792,8786671,4.103961860837224,1.7681885957717896,0.12441540509462357,0.0,2.108125686645508,158.19479523500195
1,14,0.25,9630171,8777844,4.098588279997924,1.6888388395309448,0.18137840926647186,0.0,2.108053684234619,157.80444355800137
1,15,0.25,9635843,8786635,4.093234710745214,1.6010276079177856,0.20234574377536774,0.0,2.1079254150390625,157.9474420760016
1,16,0.25,9643602,8794196,4.090621863234042,1.6433086395263672,0.3531745970249176,0.0,2.1077401638031006,158.1545184179995
1,17,0.25,9633915,8784631,4.08563573206095,1.567805528640747,0.36679771542549133,0.0,2.10744047164917,157.99484407300042
2,0,0.20833333333333334,9633447,8783006,4.0813710992778365,1.271616816520691,0.2718427777290344,0.0,2.0916686058044434,158.0463883830016
2,1,0.20833333333333334,9633263,8783522,4.081598071426467,1.2454071044921875,0.4662192165851593,0.0,2.0916247367858887,157.98652807100007
2,2,0.20833333333333334,9635251,8784440,4.080513703958676,1.1528992652893066,0.1971684694290161,0.0,2.091498613357544,158.17161292800301
2,3,0.20833333333333334,9638533,8787631,4.078273357303749,1.0791155099868774,0.16651615500450134,0.0,2.091388463973999,158.1645692719976
2,4,0.20833333333333334,9634480,8783356,4.0723386168605025,1.0330322980880737,0.15850836038589478,0.0,2.091256618499756,158.0378030610009
2,5,0.20833333333333334,9634396,8785446,4.070972718043025,1.0316765308380127,0.13504095375537872,0.0,2.091209650039673,158.0961169880029
2,6,0.20833333333333334,9634932,8784126,4.072351863836445,1.0300071239471436,0.18033242225646973,0.0,2.091095209121704,158.04260464699473
2,7,0.20833333333333334,9630163,8779781,4.0703176862648105,1.0078392028808594,0.28395894169807434,0.0,2.0908918380737305,157.92862710800546
2,8,0.20833333333333334,9636067,8785935,4.068834442950954,1.0244014263153076,0.2600223422050476,0.0,2.090747356414795,158.22230789300374
2,9,0.20833333333333334,9643884,8794146,4.067125664631199,0.9668142199516296,0.18151424825191498,0.0,2.0906119346618652,158.3810074159992
2,10,0.20833333333333334,9634482,8783536,4.064742189670574,0.9680243134498596,0.1743292510509491,0.0,2.0904316902160645,158.03485024999827
2,11,0.20833333333333334,9635403,8786060,4.062070805405962,0.9277269244194031,0.1607092022895813,0.0,2.0902721881866455,158.13277061400004
2,12,0.20833333333333334,9632724,8782671,4.062606200147654,0.9024354219436646,0.17114827036857605,0.0,2.0900278091430664,158.05442785899504
2,13,0.20833333333333334,9638792,8786671,4.060501954451399,0.8172603845596313,0.10919493436813354,0.0,2.089855194091797,158.35457350799697
2,14,0.20833333333333334,9630171,8777844,4.059973577836052,0.815005898475647,0.14228080213069916,0.0,2.0897741317749023,157.93441132999578
2,15,0.20833333333333334,9635843,8786635,4.05886672731405,0.7958497405052185,0.16399405896663666,0.0,2.0897083282470703,158.02875063900137
2,16,0.20833333333333334,9643602,8794196,4.059836312095858,0.9211393594741821,0.28490060567855835,0.0,2.0896191596984863,158.34851252500084
2,17,0.20833333333333334,9633915,8784631,4.057127666040518,0.8715415000915527,0.2958867847919464,0.0,2.0894575119018555,158.1346197419989
3,0,0.17857142857142858,9633447,8783006,4.05682334594611,0.764854907989502,0.2254503071308136,0.0,2.081472635269165,157.91799587300193
3,1,0.17857142857142858,9633263,8783522,4.059243222387704,0.7768509984016418,0.39337658882141113,0.0,2.081514596939087,157.80718302400055
3,2,0.17857142857142858,9635251,8784440,4.059726784149344,0.6930471658706665,0.16170169413089752,0.0,2.081420421600342,157.99304368400044
3,3,0.17857142857142858,9638533,8787631,4.05917616930397,0.6354359984397888,0.1363232135772705,0.0,2.081380844116211,157.94563736699638
3,4,0.17857142857142858,9634480,8783356,4.054400078326741,0.6081384420394897,0.13004347681999207,0.0,2.081331968307495,157.89343571299833
3,5,0.17857142857142858,9634396,8785446,4.054560961858892,0.635810136795044,0.1110534593462944,0.0,2.081315517425537,157.98389793800015
3,6,0.17857142857142858,9634932,8784126,4.057263150985917,0.6611246466636658,0.1606551706790924,0.0,2.081254482269287,157.80026172100042
3,7,0.17857142857142858,9630163,8779781,4.056268715402398,0.6513807773590088,0.23724213242530823,0.0,2.0812673568725586,157.29710806899675
3,8,0.17857142857142858,9636067,8785935,4.05560475297042,0.688239336013794,0.218169167637825,0.0,2.081184148788452,157.4038106980006
3,9,0.17857142857142858,9643884,8794146,4.05514105374285,0.6476806402206421,0.1520693600177765,0.0,2.0812149047851562,157.8269815370004
3,10,0.17857142857142858,9634482,8783536,4.053277208056138,0.6566509008407593,0.1439123898744583,0.0,2.081124782562256,157.37310205800168
3,11,0.17857142857142858,9635403,8786060,4.051438415074423,0.6291956305503845,0.13442307710647583,0.0,2.081045150756836,157.41020937899884
3,12,0.17857142857142858,9632724,8782671,4.052720324629277,0.6159112453460693,0.14336788654327393,0.0,2.0811073780059814,157.37695292400167
3,13,0.17857142857142858,9638792,8786671,4.051172524047393,0.5414857268333435,0.09594897925853729,0.0,2.0811731815338135,157.6354715510024
3,14,0.17857142857142858,9630171,8777844,4.051177672277791,0.5493606328964233,0.11781327426433563,0.0,2.0810868740081787,157.38539549599955
3,15,0.17857142857142858,9635843,8786635,4.050731325461905,0.5459617972373962,0.1449040174484253,0.0,2.081054925918579,157.37553892099822
3,16,0.17857142857142858,9643602,8794196,4.052192247668316,0.6804169416427612,0.23981332778930664,0.0,2.081043004989624,157.7010518169991
3,17,0.17857142857142858,9633915,8784631,4.049569217681577,0.6310257315635681,0.2489311695098877,0.0,2.0810294151306152,157.4797698659968
4,0,0.15625,9633447,8783006,4.050191712281845,0.5817747712135315,0.19361023604869843,0.0,2.0760180950164795,157.48168432300008
4,1,0.15625,9633263,8783522,4.053029001343592,0.6030287146568298,0.3414841890335083,0.0,2.0759871006011963,157.33789645999786
4,2,0.15625,9635251,8784440,4.053649398713861,0.5213505625724792,0.1377900391817093,0.0,2.075925827026367,157.58745390299737
4,3,0.15625,9638533,8787631,4.0534020888967754,0.46726223826408386,0.11603862047195435,0.0,2.075979709625244,157.52281480500096
4,4,0.15625,9634480,8783356,4.04879026636898,0.44437310099601746,0.1108907088637352,0.0,2.07600998878479,157.37071200300124
4,5,0.15625,9634396,8785446,4.049327339966783,0.4791175425052643,0.09492892026901245,0.0,2.0760695934295654,157.54914175500016
4,6,0.15625,9634932,8784126,4.052339903433606,0.5105022192001343,0.1436665654182434,0.0,2.076059103012085,157.35880893300055
4,7,0.15625,9630163,8779781,4.051571906403989,0.501776933670044,0.2041955590248108,0.0,2.0761301517486572,157.27262734599935
4,8,0.15625,9636067,8785935,4.051013519477982,0.5414766073226929,0.18862947821617126,0.0,2.076162576675415,157.4865130380058
4,9,0.15625,9643884,8794146,4.05091470905027,0.5073649883270264,0.1314753144979477,0.0,2.0761637687683105,157.74021735399583
4,10,0.15625,9634482,8783536,4.049114998937556,0.5157800316810608,0.12296812236309052,0.0,2.0761055946350098,157.36783436699625
4,11,0.15625,9635403,8786060,4.047484900022764,0.49227118492126465,0.11609003692865372,0.0,2.0761783123016357,157.3995494069968
4,12,0.15625,9632724,8782671,4.0489842559961815,0.48275479674339294,0.12362164258956909,0.0,2.0762126445770264,157.49296512400178
4,13,0.15625,9638792,8786671,4.047555264558371,0.4153914749622345,0.08520950376987457,0.0,2.076228618621826,157.83987916899787
4,14,0.15625,9630171,8777844,4.047683374682049,0.42423000931739807,0.10101058334112167,0.0,2.076167106628418,157.35874385000352
4,15,0.15625,9635843,8786635,4.04746652256026,0.4271034598350525,0.12922684848308563,0.0,2.076207399368286,157.3047645109982
4,16,0.15625,9643602,8794196,4.049076144121058,0.5557387471199036,0.20734688639640808,0.0,2.0762205123901367,157.64574882199668
4,17,0.15625,9633915,8784631,4.046394503439919,0.5071264505386353,0.2151218205690384,0.0,2.0761895179748535,157.41093553599785
5,0,0.1388888888888889,9633447,8783006,4.047391519197155,0.48340320587158203,0.17002271115779877,0.0,2.071805477142334,157.49362861800182
5,1,0.1388888888888889,9633263,8783522,4.050387324678349,0.5071150064468384,0.30208468437194824,0.0,2.0717999935150146,157.4139803979997
5,2,0.1388888888888889,9635251,8784440,4.050980437018225,0.42945826053619385,0.12037888914346695,0.0,2.0717666149139404,157.5079049269989
5,3,0.1388888888888889,9638533,8787631,4.050832246426119,0.3783447742462158,0.10126814991235733,0.0,2.071850538253784,157.61319940300018
5,4,0.1388888888888889,9634480,8783356,4.046260347712623,0.3578931987285614,0.09693430364131927,0.0,2.071918487548828,157.40828893500293
5,5,0.1388888888888889,9634396,8785446,4.046958185548811,0.3939133584499359,0.08313971757888794,0.0,2.072007656097412,157.6964305349975
5,6,0.1388888888888889,9634932,8784126,4.050091135206771,0.426024854183197,0.1295013129711151,0.0,2.072061061859131,157.42294043400034
