run,depth_mm,count,water_rms_mm,inhomogeneous_rms_mm
0,79.25,1604,0.11930495077159542,0.11976145418672395
0,79.75,1579,0.11605420387249234,0.11649926530981108
0,80.25,1555,0.11268192061618515,0.11310374358667123
0,80.75,1533,0.10920091881636812,0.10959494533244116
0,81.25,1508,0.1058126467437442,0.10617674462861335
0,81.75,1484,0.10239090481188051,0.10272265572617385
0,82.25,1463,0.09882612081866331,0.0991256644175677
0,82.75,1437,0.09548526787899966,0.09575204625594415
0,83.25,1410,0.09217490109941684,0.09240818931252329
0,83.75,1386,0.0887110624585786,0.08891587798364521
0,84.25,1361,0.08530387808419075,0.08547755971963428
0,84.75,1331,0.08204280870470644,0.08218774782516661
0,85.25,1310,0.07848623341113255,0.07860367908261279
0,85.75,1292,0.07483241734972255,0.07492605049987859
0,86.25,1271,0.0712609387113835,0.07133556276231376
0,86.75,1239,0.06796229111393068,0.06802063127215942
0,87.25,1219,0.06434965587542653,0.06439082370796734
0,87.75,1187,0.06104780853882245,0.061074016989083685
0,88.25,1165,0.05753283118467349,0.05754820084430298
0,88.75,1134,0.054214334766435536,0.05422228164827773
0,89.25,1109,0.050778929669404685,0.050785344222025464
0,89.75,1085,0.047341056565431,0.04735187748434191
0,90.25,1061,0.043976893397295325,0.0440038463604733
0,90.75,1026,0.0408171595987606,0.0408626152249968
0,91.25,986,0.03785066726887969,0.037916494685858754
0,91.75,951,0.03486233752772638,0.0349507031987813
0,92.25,927,0.03173289744596814,0.03184667201608514
0,92.75,899,0.028801013620030316,0.028942525403618864
0,93.25,873,0.026013951415139725,0.02618563205799127
0,93.75,846,0.023328711122371875,0.023486272224153424
0,94.25,810,0.02081175416566284,0.020944157561234186
0,94.75,770,0.018453796203984726,0.018559577818455943
0,95.25,728,0.016235126271520933,0.016315663169539318
0,95.75,691,0.014101026765377072,0.014168090398525866
0,96.25,655,0.012153547626566369,0.01221259064375247
0,96.75,615,0.010194259888828038,0.010244899277232003
0,97.25,560,0.008736059274633029,0.00876961223569108
0,97.75,512,0.007490717147031898,0.007506965997796206
0,98.25,459,0.006108575871443791,0.006115603821636023
0,98.75,394,0.005253443460543936,0.005255121073208938
0,99.25,291,0.004356800912146022,0.004356024732998906
0,99.75,166,0.0033135609379740445,0.003313860212355852
1,-99.75,236,0.0005948578597068094,0.0005951176607507547
1,-99.25,398,0.0011592521463975453,0.0011569033649881935
1,-98.75,514,0.001767225725059668,0.0017611908022673168
1,-98.25,597,0.0025026907294095576,0.0024923479006918187
1,-97.75,683,0.00327570462558226,0.0032623835174156127
1,-97.25,766,0.004106855999635966,0.004092112094167549
1,-96.75,825,0.005045355180246922,0.005031226100611293
1,-96.25,878,0.006070759071232022,0.0060582931937272055
1,-95.75,923,0.007168787665021032,0.007159451084235797
1,-95.25,978,0.00828103134030261,0.008275450570236167
1,-94.75,1020,0.00949648995061099,0.00949515453799342
1,-94.25,1074,0.010718715716852496,0.010719357470507711
1,-93.75,1125,0.012016855014140794,0.012020736368455623
1,-93.25,1163,0.01341704037234296,0.013425334338261092
1,-92.75,1205,0.014839849205137484,0.01485418163960725
1,-92.25,1244,0.016328393714453056,0.016349064548235627
1,-91.75,1270,0.017944128798177597,0.017971975192063307
1,-91.25,1303,0.019548029534783087,0.01958109947079122
1,-90.75,1336,0.021179750291414088,0.02121846440905946
1,-90.25,1372,0.02280852749743762,0.02285242425117362
1,-89.75,1412,0.02442674048951222,0.024475359882253637
1,-89.25,1442,0.02614171912841141,0.02619325238662251
1,-88.75,1461,0.027989975210079208,0.02804465635880276
1,-88.25,1491,0.029768584284109462,0.029826226495316594
1,-87.75,1526,0.03152754368320015,0.031589356757296516
1,-87.25,1551,0.03340909876426,0.03347611510421412
1,-86.75,1582,0.03524718375206523,0.035318939913976936
1,-86.25,1601,0.03725294571909399,0.037329147354461696
1,-85.75,1627,0.03920028385817939,0.03927984609998856
1,-85.25,1644,0.04127494922220738,0.04135729726916492
1,-84.75,1662,0.04335261817878492,0.043436913368000256
1,-84.25,1689,0.04533490931681609,0.045419512969343726
1,-83.75,1707,0.04745276156825042,0.047537905422014276
1,-83.25,1739,0.049390782081480615,0.04947660211294398
1,-82.75,1755,0.0515677372852895,0.05165464022371704
1,-82.25,1782,0.05358290909090633,0.053671287908202935
1,-81.75,1807,0.05561998031270179,0.05570091842189583
1,-81.25,1826,0.05775961758326464,0.05782911850988335
1,-80.75,1855,0.05977012367587567,0.05982824951908523
1,-80.25,1882,0.061838441258072946,0.061884844352064414
1,-79.75,1901,0.0640682210749239,0.06410483048964494
1,-79.25,1920,0.06627113811767861,0.06631199941684149
1,-78.75,1940,0.06849717483350916,0.06854341450826855
1,-78.25,1970,0.0705811684203182,0.07063377523140486
1,-77.75,1986,0.07295669500037597,0.07301800559070892
1,-77.25,2005,0.07532529333508997,0.07539582203491069
1,-76.75,2031,0.0775901300333081,0.07767056240956259
1,-76.25,2053,0.0799430538403789,0.08003432222482883
1,-75.75,2071,0.08236984892133292,0.08247312587653839
1,-75.25,2084,0.08490201902707584,0.08501861867427223
1,-74.75,2101,0.08737923880090175,0.08750953761769761
1,-74.25,2116,0.0899195443656959,0.09006327883052065
1,-73.75,2132,0.09245950696521509,0.09261772489461013
1,-73.25,2142,0.09515971066323894,0.09533211642820706
1,-72.75,2160,0.09769930618584885,0.09788527924605595
1,-72.25,2174,0.10036440780976838,0.10056360271600709
1,-71.75,2186,0.10311369703654945,0.10332665271180658
1,-71.25,2202,0.10578497645339836,0.10601167717286465
