experiment,checkpoint,method,epoch,truth_quantity,water_mean_rsp,water_bias_rsp,water_std_rsp,phantom_rsp_rmse,aluminium_platform_rsp,aluminium_platform_recovery,roi_cnr_median,edge_10_90_median_mm,outside_support_nonzero,mtf_10_lp_per_mm,mtf_50_lp_per_mm,mtf_status,path_error_mm,path_error_status,image_path,validation_wepl_rmse_mm,validation_wepl_mae_mm,validation_wepl_bias_mm,validation_measurements
0716,analytic_nohann,analytic,0,RSP_200MeV,1.013717532157898,0.01371753215789795,0.009719619527459145,0.04507521789309233,2.0954566747826617,0.9889005632398757,106.92346909686383,1.1367244984607179,1268324,,,not_available_no_dedicated_target,,not_available_no_truth_trajectories,data/reconstruction_data/results0716/analytic/recon/recon_ddb_nohann.mhd,2.650911344590917,2.066263493615876,0.3243188761192999,21292138
0716,iterative_epoch_03,iterative,3,RSP_200MeV,1.014062523841858,0.01406252384185791,0.0024527660571038723,0.041955501563870366,2.0916698631586628,0.9871134682390954,399.5278522497617,1.1178942230754338,0,,,not_available_no_dedicated_target,,not_available_no_truth_trajectories,data/reconstruction_data/results0716/iterative/recon/epoch_03.mhd,2.620975193825369,2.039506098308784,0.0021751057672302326,21292138
