experiment,checkpoint,method,epoch,truth_quantity,water_mean_rsp,water_bias_rsp,water_std_rsp,phantom_rsp_rmse,aluminium_platform_rsp,aluminium_platform_recovery,roi_cnr_median,edge_10_90_median_mm,outside_support_nonzero,mtf_10_lp_per_mm,mtf_50_lp_per_mm,mtf_status,path_error_mm,path_error_status,image_path
0716,analytic_nohann,analytic,0,RSP_200MeV,1.013717532157898,0.01371753215789795,0.009719619527459145,0.04507521789309233,2.0954566747826617,0.9889005632398757,106.92346909686383,1.1367244984607179,1268324,,,not_available_no_dedicated_target,,not_available_no_truth_trajectories,data/reconstruction_data/results0716/analytic/recon/recon_ddb_nohann.mhd
0716,iterative_initial,iterative,0,RSP_200MeV,1.013717532157898,0.01371753215789795,0.009719619527459145,0.044705025180590344,2.0954566747826617,0.9889005632398757,106.92346909686383,1.1367244984607179,0,,,not_available_no_dedicated_target,,not_available_no_truth_trajectories,data/reconstruction_data/results0716/iterative/recon/initial.mhd
0716,iterative_epoch_01,iterative,1,RSP_200MeV,1.0145854949951172,0.014585494995117188,0.005567260552197695,0.04294296475189416,2.0950226199624438,0.9886957214689358,186.973853698288,1.1307229855191796,0,,,not_available_no_dedicated_target,,not_available_no_truth_trajectories,data/reconstruction_data/results0716/iterative/recon/epoch_01.mhd
0716,iterative_epoch_02,iterative,2,RSP_200MeV,1.0142040252685547,0.014204025268554688,0.003439317923039198,0.04218900091843285,2.0932800432662697,0.9878733541553697,294.6082665984784,1.1243085766533647,0,,,not_available_no_dedicated_target,,not_available_no_truth_trajectories,data/reconstruction_data/results0716/iterative/recon/epoch_02.mhd
0716,iterative_epoch_03,iterative,3,RSP_200MeV,1.014062523841858,0.01406252384185791,0.0024527660571038723,0.041955501563870366,2.0916698631586628,0.9871134682390954,399.5278522497617,1.1178942230754338,0,,,not_available_no_dedicated_target,,not_available_no_truth_trajectories,data/reconstruction_data/results0716/iterative/recon/epoch_03.mhd
