input,inside_grid,outside_grid,output,removed,removed_inside_grid_by_3sigma,occupied_pixels,zero_count_pixels,input_primary,output_primary,run_id,retained_fraction
87609,67097,20512,64576,23033,2521,250,0,87609,64576,0,0.7370932210161056
87168,66615,20553,64137,23031,2478,250,0,87168,64137,1,0.7357860682819384
87317,66743,20574,64279,23038,2464,250,0,87317,64279,2,0.7361567621425381
87288,66717,20571,64255,23033,2462,250,0,87288,64255,3,0.7361263862157456
87428,66949,20479,64509,22919,2440,250,0,87428,64509,4,0.7378528617834104
87429,66885,20544,64389,23040,2496,250,0,87429,64389,5,0.7364718800398037
87358,66871,20487,64429,22929,2442,250,0,87358,64429,6,0.7375283316925754
87888,67203,20685,64695,23193,2508,250,0,87888,64695,7,0.736107318405243
87051,66716,20335,64140,22911,2576,250,0,87051,64140,8,0.736809456525485
87188,66730,20458,64273,22915,2457,250,0,87188,64273,9,0.7371771344680461
87743,67145,20598,64658,23085,2487,250,0,87743,64658,10,0.7369020890555372
87128,66773,20355,64270,22858,2503,250,0,87128,64270,11,0.7376503535028923
87835,67160,20675,64666,23169,2494,250,0,87835,64666,12,0.736221324073547
87208,66721,20487,64248,22960,2473,250,0,87208,64248,13,0.7367214017062654
87003,66542,20461,64014,22989,2528,250,0,87003,64014,14,0.7357677321471673
87506,67125,20381,64664,22842,2461,250,0,87506,64664,15,0.7389664708705689
87008,66408,20600,63968,23040,2440,250,0,87008,63968,16,0.7351967635159985
87765,67236,20529,64713,23052,2523,250,0,87765,64713,17,0.7373440437532046
87096,66708,20388,64157,22939,2551,250,0,87096,64157,18,0.7366239551758978
87570,67199,20371,64713,22857,2486,250,0,87570,64713,19,0.7389859540938678
87216,66599,20617,64110,23106,2489,250,0,87216,64110,20,0.7350715465052284
87320,66840,20480,64361,22959,2479,250,0,87320,64361,21,0.7370705451213926
87657,67048,20609,64532,23125,2516,250,0,87657,64532,22,0.7361876404622563
87072,66794,20278,64280,22792,2514,250,0,87072,64280,23,0.7382396177875781
87549,67194,20355,64731,22818,2463,250,0,87549,64731,24,0.7393688106089161
87199,66683,20516,64271,22928,2412,250,0,87199,64271,25,0.7370612048303307
87686,67210,20476,64735,22951,2475,250,0,87686,64735,26,0.738259243208722
87502,66834,20668,64369,23133,2465,250,0,87502,64369,27,0.7356288999108592
87599,67202,20397,64703,22896,2499,250,0,87599,64703,28,0.7386271532780054
87473,67030,20443,64530,22943,2500,250,0,87473,64530,29,0.7377133515484778
87389,66637,20752,64213,23176,2424,250,0,87389,64213,30,0.7347949970820126
87540,67168,20372,64703,22837,2465,250,0,87540,64703,31,0.7391249714416267
87389,67195,20194,64715,22674,2480,250,0,87389,64715,32,0.7405394271590245
87334,66945,20389,64450,22884,2495,250,0,87334,64450,33,0.7379714658666727
87400,66857,20543,64324,23076,2533,250,0,87400,64324,34,0.7359725400457666
87245,66668,20577,64170,23075,2498,250,0,87245,64170,35,0.735514929222305
87506,67045,20461,64607,22899,2438,250,0,87506,64607,36,0.7383150869654652
86806,66375,20431,63848,22958,2527,250,0,86806,63848,37,0.7355251941110061
87432,66781,20651,64356,23076,2425,250,0,87432,64356,38,0.7360691737578918
87493,66845,20648,64331,23162,2514,250,0,87493,64331,39,0.7352702501914439
87783,67222,20561,64757,23026,2465,250,0,87783,64757,40,0.7376940865543442
87475,66877,20598,64450,23025,2427,250,0,87475,64450,41,0.7367819376964847
87191,66780,20411,64321,22870,2459,250,0,87191,64321,42,0.7377022857863771
87442,67097,20345,64588,22854,2509,250,0,87442,64588,43,0.738638183024176
87801,67393,20408,64905,22896,2488,250,0,87801,64905,44,0.7392284825913145
87240,66868,20372,64412,22828,2456,250,0,87240,64412,45,0.7383310408069693
87073,66636,20437,64194,22879,2442,250,0,87073,64194,46,0.7372434623821391
87361,66824,20537,64375,22986,2449,250,0,87361,64375,47,0.7368848799807695
87506,66959,20547,64409,23097,2550,250,0,87506,64409,48,0.7360523849793157
87074,66584,20490,64153,22921,2431,250,0,87074,64153,49,0.7367641316581298
87399,67006,20393,64474,22925,2532,250,0,87399,64474,50,0.737697227657067
87547,67009,20538,64547,23000,2462,250,0,87547,64547,51,0.7372839731801204
87247,66830,20417,64325,22922,2505,250,0,87247,64325,52,0.7372746340848396
87270,66585,20685,64120,23150,2465,250,0,87270,64120,53,0.734731293686261
87531,66867,20664,64416,23115,2451,250,0,87531,64416,54,0.7359221304452137
87198,66904,20294,64427,22771,2477,250,0,87198,64427,55,0.7388586894194821
87690,67118,20572,64707,22983,2411,250,0,87690,64707,56,0.7379062606910708
86955,66545,20410,64021,22934,2524,250,0,86955,64021,57,0.7362543844517279
87324,66820,20504,64295,23029,2525,250,0,87324,64295,58,0.7362809765929184
87514,67081,20433,64525,22989,2556,250,0,87514,64525,59,0.7373106017322942
87071,66517,20554,64075,22996,2442,250,0,87071,64075,60,0.7358936959492828
87345,66763,20582,64306,23039,2457,250,0,87345,64306,61,0.7362298929532315
86999,66529,20470,64028,22971,2501,250,0,86999,64028,62,0.735962482327383
87714,67220,20494,64666,23048,2554,250,0,87714,64666,63,0.7372369291105183
87593,66852,20741,64345,23248,2507,250,0,87593,64345,64,0.7345906636375052
87373,66813,20560,64420,22953,2393,250,0,87373,64420,65,0.737298707838806
87626,66724,20902,64229,23397,2495,250,0,87626,64229,66,0.732990208385639
87685,67139,20546,64765,22920,2374,250,0,87685,64765,67,0.7386097964304043
87493,66851,20642,64332,23161,2519,250,0,87493,64332,68,0.7352816796772313
87639,67245,20394,64778,22861,2467,250,0,87639,64778,69,0.7391458140782072
87402,66766,20636,64281,23121,2485,250,0,87402,64281,70,0.7354637193656895
87368,66847,20521,64421,22947,2426,250,0,87368,64421,71,0.7373523486860177
86938,66413,20525,63930,23008,2483,250,0,86938,63930,72,0.7353516298971681
86954,66451,20503,64024,22930,2427,250,0,86954,64024,73,0.736297352623226
87529,66892,20637,64362,23167,2530,250,0,87529,64362,74,0.7353220075632076
87098,66748,20350,64257,22841,2491,250,0,87098,64257,75,0.7377551723346116
87083,66695,20388,64200,22883,2495,250,0,87083,64200,76,0.7372277023069945
87224,66856,20368,64444,22780,2412,250,0,87224,64444,77,0.738833348619646
87492,67052,20440,64537,22955,2515,250,0,87492,64537,78,0.7376331550313171
87376,66784,20592,64328,23048,2456,250,0,87376,64328,79,0.7362204724409449
87346,66904,20442,64386,22960,2518,250,0,87346,64386,80,0.7371373617566918
87199,66772,20427,64358,22841,2414,250,0,87199,64358,81,0.7380589226940676
87691,67078,20613,64642,23049,2436,250,0,87691,64642,82,0.7371566067213283
87841,66850,20991,64399,23442,2451,250,0,87841,64399,83,0.733131453421523
87355,66738,20617,64305,23050,2433,250,0,87355,64305,84,0.7361341651880259
87509,67168,20341,64614,22895,2554,250,0,87509,64614,85,0.7383697676810386
87519,66969,20550,64456,23063,2513,250,0,87519,64456,86,0.7364800786115016
87789,67234,20555,64773,23016,2461,250,0,87789,64773,87,0.73782592352117
87031,66605,20426,64088,22943,2517,250,0,87031,64088,88,0.736381289425607
87144,66550,20594,64108,23036,2442,250,0,87144,64108,89,0.7356559258239236
87666,67352,20314,64850,22816,2502,250,0,87666,64850,90,0.7397394656993589
87714,67194,20520,64675,23039,2519,250,0,87714,64675,91,0.7373395353079326
87576,67003,20573,64505,23071,2498,250,0,87576,64505,92,0.7365602448159313
87335,66934,20401,64457,22878,2477,250,0,87335,64457,93,0.7380431671151314
87836,67169,20667,64656,23180,2513,250,0,87836,64656,94,0.7360990937656542
87302,66634,20668,64137,23165,2497,250,0,87302,64137,95,0.7346567088955579
87363,66513,20850,64016,23347,2497,250,0,87363,64016,96,0.7327587193663221
87092,66591,20501,64117,22975,2474,250,0,87092,64117,97,0.7361985027327423
87032,66790,20242,64349,22683,2441,250,0,87032,64349,98,0.7393717253424028
87265,66981,20284,64471,22794,2510,250,0,87265,64471,99,0.738795622529078
87492,66941,20551,64510,22982,2431,250,0,87492,64510,100,0.7373245553879212
87480,67152,20328,64671,22809,2481,250,0,87480,64671,101,0.7392661179698217
87267,66802,20465,64370,22897,2432,250,0,87267,64370,102,0.7376213230659928
86937,66530,20407,64084,22853,2446,250,0,86937,64084,103,0.7371314860186112
87484,66923,20561,64441,23043,2482,250,0,87484,64441,104,0.7366032645969549
87668,67073,20595,64585,23083,2488,250,0,87668,64585,105,0.7366998220559383
87503,66936,20567,64417,23086,2519,250,0,87503,64417,106,0.7361690456327211
87751,67142,20609,64648,23103,2494,250,0,87751,64648,107,0.7367209490490136
87652,67116,20536,64666,22986,2450,250,0,87652,64666,108,0.7377584082508101
87446,66856,20590,64416,23030,2440,250,0,87446,64416,109,0.7366374676943485
87274,66851,20423,64397,22877,2454,250,0,87274,64397,110,0.7378715310401723
87478,67103,20375,64589,22889,2514,250,0,87478,64589,111,0.7383456411897849
87411,66977,20434,64509,22902,2468,250,0,87411,64509,112,0.7379963620139341
87510,66974,20536,64457,23053,2517,250,0,87510,64457,113,0.7365672494572049
87440,66950,20490,64546,22894,2404,250,0,87440,64546,114,0.7381747483989021
86978,66753,20225,64338,22640,2415,250,0,86978,64338,115,0.7397042930396193
87272,67002,20270,64549,22723,2453,250,0,87272,64549,116,0.7396301219176826
87547,67209,20338,64696,22851,2513,250,0,87547,64696,117,0.7389859161364752
87738,67162,20576,64671,23067,2491,250,0,87738,64671,118,0.7370922519318881
87229,67173,20056,64722,22507,2451,250,0,87229,64722,119,0.7419780118997122
87512,67041,20471,64555,22957,2486,250,0,87512,64555,120,0.7376702623640187
87219,66556,20663,64074,23145,2482,250,0,87219,64074,121,0.7346335087538266
87853,67339,20514,64827,23026,2512,250,0,87853,64827,122,0.737903088113098
87229,66594,20635,64164,23065,2430,250,0,87229,64164,123,0.7355810567586468
87296,66772,20524,64406,22890,2366,250,0,87296,64406,124,0.7377886730205279
87200,66559,20641,64161,23039,2398,250,0,87200,64161,125,0.7357912844036697
87118,66718,20400,64217,22901,2501,250,0,87118,64217,126,0.7371266558001791
87695,67294,20401,64800,22895,2494,250,0,87695,64800,127,0.738924682136952
86783,66368,20415,63871,22912,2497,250,0,86783,63871,128,0.7359851583835544
87369,66877,20492,64386,22983,2491,250,0,87369,64386,129,0.7369433094118051
87608,66916,20692,64441,23167,2475,250,0,87608,64441,130,0.73556067939001
86929,66564,20365,64081,22848,2483,250,0,86929,64081,131,0.7371648126632079
87239,67097,20142,64637,22602,2460,250,0,87239,64637,132,0.740918625843946
87097,66772,20325,64330,22767,2442,250,0,87097,64330,133,0.7386017888101771
87512,67013,20499,64550,22962,2463,250,0,87512,64550,134,0.7376131273425359
87823,67125,20698,64720,23103,2405,250,0,87823,64720,135,0.7369367933229336
87401,66766,20635,64236,23165,2530,250,0,87401,64236,136,0.7349572659351724
87107,66600,20507,64142,22965,2458,250,0,87107,64142,137,0.7363587312156313
87634,67145,20489,64658,22976,2487,250,0,87634,64658,138,0.7378186548599859
87306,66769,20537,64381,22925,2388,250,0,87306,64381,139,0.7374178177903008
87655,67108,20547,64647,23008,2461,250,0,87655,64647,140,0.7375163995208488
87113,66741,20372,64297,22816,2444,250,0,87113,64297,141,0.7380873118822678
87509,66985,20524,64493,23016,2492,250,0,87509,64493,142,0.7369870527602875
86906,66365,20541,63869,23037,2496,250,0,86906,63869,143,0.7349204888039951
87359,66652,20707,64235,23124,2417,250,0,87359,64235,144,0.7352991678018292
87233,66824,20409,64359,22874,2465,250,0,87233,64359,145,0.7377827198422615
87697,66986,20711,64538,23159,2448,250,0,87697,64538,146,0.7359202709328712
87416,67046,20370,64577,22839,2469,250,0,87416,64577,147,0.7387320399011622
87779,67193,20586,64675,23104,2518,250,0,87779,64675,148,0.7367935383178209
87609,67033,20576,64563,23046,2470,250,0,87609,64563,149,0.7369448344348183
87818,67241,20577,64688,23130,2553,250,0,87818,64688,150,0.7366143615204173
87901,67541,20360,65062,22839,2479,250,0,87901,65062,151,0.7401736043958544
87022,66670,20352,64148,22874,2522,250,0,87022,64148,152,0.7371469283629427
87170,66717,20453,64248,22922,2469,250,0,87170,64248,153,0.7370425605139382
87025,66697,20328,64203,22822,2494,250,0,87025,64203,154,0.7377535191037058
87482,67020,20462,64512,22970,2508,250,0,87482,64512,155,0.737431700235477
87140,66608,20532,64117,23023,2491,250,0,87140,64117,156,0.7357929768189121
87513,66929,20584,64370,23143,2559,250,0,87513,64370,157,0.735547861460583
87310,66772,20538,64316,22994,2456,250,0,87310,64316,158,0.7366395601878365
87294,66610,20684,64118,23176,2492,250,0,87294,64118,159,0.7345063807363622
87163,66929,20234,64445,22718,2484,250,0,87163,64445,160,0.739361885203584
87352,66801,20551,64289,23063,2512,250,0,87352,64289,161,0.7359762798791099
87730,67134,20596,64601,23129,2533,250,0,87730,64601,162,0.7363615638892055
87694,67014,20680,64441,23253,2573,250,0,87694,64441,163,0.7348393276620977
87749,67066,20683,64692,23057,2374,250,0,87749,64692,164,0.7372391708167615
87042,66602,20440,64117,22925,2485,250,0,87042,64117,165,0.7366214011626571
87373,66711,20662,64232,23141,2479,250,0,87373,64232,166,0.7351470133794192
87426,67015,20411,64571,22855,2444,250,0,87426,64571,167,0.7385789124516734
87453,66725,20728,64235,23218,2490,250,0,87453,64235,168,0.7345088218814677
87194,66963,20231,64465,22729,2498,250,0,87194,64465,169,0.7393283941555612
87323,66885,20438,64365,22958,2520,250,0,87323,64365,170,0.7370910298546774
87381,66618,20763,64122,23259,2496,250,0,87381,64122,171,0.733820853503622
87469,66810,20659,64314,23155,2496,250,0,87469,64314,172,0.7352776412214613
87215,67067,20148,64578,22637,2489,250,0,87215,64578,173,0.740446024193086
87381,66919,20462,64468,22913,2451,250,0,87381,64468,174,0.7377805243702864
87375,67029,20346,64552,22823,2477,250,0,87375,64552,175,0.7387925608011445
87583,67022,20561,64608,22975,2414,250,0,87583,64608,176,0.737677403149013
87465,66860,20605,64461,23004,2399,250,0,87465,64461,177,0.736991939632996
87702,67019,20683,64574,23128,2445,250,0,87702,64574,178,0.7362887961506009
87399,66782,20617,64299,23100,2483,250,0,87399,64299,179,0.7356949164178079
87857,67186,20671,64726,23131,2460,250,0,87857,64726,180,0.7367198971055238
87692,67084,20608,64626,23066,2458,250,0,87692,64626,181,0.7369657437394517
87982,67249,20733,64722,23260,2527,250,0,87982,64722,182,0.7356277420381442
87533,66754,20779,64258,23275,2496,250,0,87533,64258,183,0.7341002821792924
86997,66555,20442,64105,22892,2450,250,0,86997,64105,184,0.7368644895801004
87519,66979,20540,64393,23126,2586,250,0,87519,64393,185,0.7357602349204173
87394,66857,20537,64383,23011,2474,250,0,87394,64383,186,0.7366981714991876
87742,67208,20534,64680,23062,2528,250,0,87742,64680,187,0.7371612226755716
87423,67196,20227,64716,22707,2480,250,0,87423,64716,188,0.7402628598881301
87329,66800,20529,64346,22983,2454,250,0,87329,64346,189,0.7368228194528736
87466,66881,20585,64395,23071,2486,250,0,87466,64395,190,0.7362289346717582
87246,66914,20332,64422,22824,2492,250,0,87246,64422,191,0.7383948834330514
87863,67388,20475,64854,23009,2534,250,0,87863,64854,192,0.7381264013293423
87159,66673,20486,64214,22945,2459,250,0,87159,64214,193,0.7367454881308872
88066,67094,20972,64574,23492,2520,250,0,88066,64574,194,0.7332455204051507
87581,67103,20478,64593,22988,2510,250,0,87581,64593,195,0.737522978728263
87601,67040,20561,64572,23029,2468,250,0,87601,64572,196,0.7371148731178868
87672,67085,20587,64558,23114,2527,250,0,87672,64558,197,0.7363582443653618
87056,66936,20120,64495,22561,2441,250,0,87056,64495,198,0.740844973350487
87314,66926,20388,64531,22783,2395,250,0,87314,64531,199,0.7390681906681632
87375,66884,20491,64513,22862,2371,250,0,87375,64513,200,0.7383462088698141
87286,66834,20452,64371,22915,2463,250,0,87286,64371,201,0.7374722177668813
87798,67087,20711,64575,23223,2512,250,0,87798,64575,202,0.7354951137839131
87218,66847,20371,64408,22810,2439,250,0,87218,64408,203,0.7384714164507327
87796,67053,20743,64536,23260,2517,250,0,87796,64536,204,0.7350676568408584
87204,66954,20250,64496,22708,2458,250,0,87204,64496,205,0.7395991009586717
87322,67034,20288,64607,22715,2427,250,0,87322,64607,206,0.7398708229312201
87811,67288,20523,64784,23027,2504,250,0,87811,64784,207,0.7377663390691371
87751,67299,20452,64806,22945,2493,250,0,87751,64806,208,0.7385214983305034
88268,67648,20620,65226,23042,2422,250,0,88268,65226,209,0.7389540943490279
87619,67065,20554,64645,22974,2420,250,0,87619,64645,210,0.7377965966285851
87470,66843,20627,64433,23037,2410,250,0,87470,64433,211,0.7366297016119813
87160,66812,20348,64277,22883,2535,250,0,87160,64277,212,0.7374598439651217
87578,67200,20378,64709,22869,2491,250,0,87578,64709,213,0.7388727762680125
87351,66867,20484,64364,22987,2503,250,0,87351,64364,214,0.736843310322721
87510,66772,20738,64301,23209,2471,250,0,87510,64301,215,0.7347845960461662
87354,66997,20357,64529,22825,2468,250,0,87354,64529,216,0.7387068708931475
88058,67297,20761,64789,23269,2508,250,0,88058,64789,217,0.7357537077835063
87427,66901,20526,64454,22973,2447,250,0,87427,64454,218,0.7372322051540142
87443,66855,20588,64372,23071,2483,250,0,87443,64372,219,0.7361595553674966
86779,66236,20543,63790,22989,2446,250,0,86779,63790,220,0.7350856774104334
87417,66892,20525,64410,23007,2482,250,0,87417,64410,221,0.7368132056693778
87706,67180,20526,64698,23008,2482,250,0,87706,64698,222,0.7376690306250427
87364,66555,20809,64070,23294,2485,250,0,87364,64070,223,0.7333684355111946
87353,66869,20484,64399,22954,2470,250,0,87353,64399,224,0.7372271129783751
87288,66805,20483,64345,22943,2460,250,0,87288,64345,225,0.7371574557785721
87407,66823,20584,64384,23023,2439,250,0,87407,64384,226,0.7366000434747789
87391,66688,20703,64299,23092,2389,250,0,87391,64299,227,0.73576226384868
87389,66889,20500,64425,22964,2464,250,0,87389,64425,228,0.737220931696209
87069,66461,20608,64077,22992,2384,250,0,87069,64077,229,0.7359335699272991
87054,66554,20500,64065,22989,2489,250,0,87054,64065,230,0.735922530842925
87036,66278,20758,63804,23232,2474,250,0,87036,63804,231,0.7330759685647318
87091,66578,20513,64073,23018,2505,250,0,87091,64073,232,0.7357017372633222
87351,66843,20508,64345,23006,2498,250,0,87351,64345,233,0.7366257970715847
86945,66519,20426,64065,22880,2454,250,0,86945,64065,234,0.7368451319799874
87856,66942,20914,64498,23358,2444,250,0,87856,64498,235,0.7341331269349846
87381,66891,20490,64486,22895,2405,250,0,87381,64486,236,0.7379865188084366
87392,67001,20391,64530,22862,2471,250,0,87392,64530,237,0.7383971072867082
87473,66997,20476,64524,22949,2473,250,0,87473,64524,238,0.7376447589541916
87450,67005,20445,64482,22968,2523,250,0,87450,64482,239,0.7373584905660377
87719,67055,20664,64625,23094,2430,250,0,87719,64625,240,0.7367275048735166
87960,67314,20646,64798,23162,2516,250,0,87960,64798,241,0.7366757617098681
87271,66739,20532,64327,22944,2412,250,0,87271,64327,242,0.7370947966678507
87117,66625,20492,64164,22953,2461,250,0,87117,64164,243,0.7365267399015117
87455,66844,20611,64335,23120,2509,250,0,87455,64335,244,0.7356354696701161
87640,67177,20463,64652,22988,2525,250,0,87640,64652,245,0.7376996805111821
87346,66843,20503,64357,22989,2486,250,0,87346,64357,246,0.7368053488425342
87587,66928,20659,64405,23182,2523,250,0,87587,64405,247,0.7353260187014055
87237,66743,20494,64344,22893,2399,250,0,87237,64344,248,0.7375769455620895
87471,66981,20490,64528,22943,2453,250,0,87471,64528,249,0.7377073544374707
87468,67047,20421,64549,22919,2498,250,0,87468,64549,250,0.737972744317922
86937,66796,20141,64281,22656,2515,250,0,86937,64281,251,0.7393974947375686
87628,66979,20649,64500,23128,2479,250,0,87628,64500,252,0.7360660975943762
87765,67221,20544,64768,22997,2453,250,0,87765,64768,253,0.7379707172563095
87129,66589,20540,64160,22969,2429,250,0,87129,64160,254,0.7363793914770054
87430,66837,20593,64348,23082,2489,250,0,87430,64348,255,0.7359945098936291
87601,67003,20598,64522,23079,2481,250,0,87601,64522,256,0.7365441033778153
87456,66959,20497,64535,22921,2424,250,0,87456,64535,257,0.7379139224295646
