input,inside_grid,outside_grid,output,removed,removed_inside_grid_by_3sigma,occupied_pixels,zero_count_pixels,input_primary,output_primary,run_id,retained_fraction
87340,66795,20545,64303,23037,2492,250,0,87340,64303,258,0.7362376917792535
87365,67121,20244,64621,22744,2500,250,0,87365,64621,259,0.7396669146683454
87379,66799,20580,64344,23035,2455,250,0,87379,64344,260,0.7363783060002975
87134,66640,20494,64132,23002,2508,250,0,87134,64132,261,0.7360157917689995
86974,66820,20154,64351,22623,2469,250,0,86974,64351,262,0.7398877825557063
87475,66804,20671,64343,23132,2461,250,0,87475,64343,263,0.7355587310660189
87847,67270,20577,64712,23135,2558,250,0,87847,64712,264,0.7366443930925359
87015,66393,20622,63972,23043,2421,250,0,87015,63972,265,0.735183589036373
87527,66856,20671,64467,23060,2389,250,0,87527,64467,266,0.7365384395672192
87446,66689,20757,64204,23242,2485,250,0,87446,64204,267,0.7342131143791597
87167,66666,20501,64264,22903,2402,250,0,87167,64264,268,0.7372514827859167
87239,66766,20473,64298,22941,2468,250,0,87239,64298,269,0.7370327491145016
87155,66409,20746,63959,23196,2450,250,0,87155,63959,270,0.7338534794331938
87550,67045,20505,64507,23043,2538,250,0,87550,64507,271,0.7368018275271273
87573,67147,20426,64618,22955,2529,250,0,87573,64618,272,0.7378758293081201
86854,66545,20309,64082,22772,2463,250,0,86854,64082,273,0.7378128813871555
87521,66638,20883,64165,23356,2473,250,0,87521,64165,274,0.7331383325144822
87441,66937,20504,64401,23040,2536,250,0,87441,64401,275,0.7365080454249151
87430,66886,20544,64431,22999,2455,250,0,87430,64431,276,0.7369438407869152
87524,67042,20482,64530,22994,2512,250,0,87524,64530,277,0.7372834879575888
87672,67251,20421,64704,22968,2547,250,0,87672,64704,278,0.7380235422940049
87547,66976,20571,64499,23048,2477,250,0,87547,64499,279,0.7367356962545832
87679,66975,20704,64504,23175,2471,250,0,87679,64504,280,0.7356835730334516
87182,66541,20641,63977,23205,2564,250,0,87182,63977,281,0.7338326718818104
86856,66466,20390,64032,22824,2434,250,0,86856,64032,282,0.7372202265819288
87428,66985,20443,64464,22964,2521,250,0,87428,64464,283,0.7373381525369447
87432,66872,20560,64371,23061,2501,250,0,87432,64371,284,0.7362407356574252
88077,67305,20772,64930,23147,2375,250,0,88077,64930,285,0.737195862711037
87112,66711,20401,64198,22914,2513,250,0,87112,64198,286,0.7369593167416659
87642,67121,20521,64554,23088,2567,250,0,87642,64554,287,0.7365646607790786
87504,67008,20496,64494,23010,2514,250,0,87504,64494,288,0.7370405924300604
87706,67013,20693,64512,23194,2501,250,0,87706,64512,289,0.7355483091236632
87513,67188,20325,64629,22884,2559,250,0,87513,64629,290,0.7385074217544821
87645,66939,20706,64473,23172,2466,250,0,87645,64473,291,0.7356152661304125
87475,66869,20606,64360,23115,2509,250,0,87475,64360,292,0.7357530723063732
87256,66839,20417,64323,22933,2516,250,0,87256,64323,293,0.7371756670028422
87602,67022,20580,64555,23047,2467,250,0,87602,64555,294,0.7369123992602908
87363,66598,20765,64124,23239,2474,250,0,87363,64124,295,0.7339949406499319
87168,66809,20359,64279,22889,2530,250,0,87168,64279,296,0.7374151064610867
87503,67045,20458,64528,22975,2517,250,0,87503,64528,297,0.7374375735689062
87807,67294,20513,64801,23006,2493,250,0,87807,64801,298,0.7379935540446662
87112,66627,20485,64156,22956,2471,250,0,87112,64156,299,0.7364771788042979
87530,66854,20676,64433,23097,2421,250,0,87530,64433,300,0.7361247572260939
87648,67199,20449,64701,22947,2498,250,0,87648,64701,301,0.7381914019715224
87601,67070,20531,64555,23046,2515,250,0,87601,64555,302,0.7369208114062625
87386,66752,20634,64247,23139,2505,250,0,87386,64247,303,0.7352093012610715
87325,66749,20576,64269,23056,2480,250,0,87325,64269,304,0.7359748067563698
87506,67006,20500,64491,23015,2515,250,0,87506,64491,305,0.7369894635796402
87425,66979,20446,64482,22943,2497,250,0,87425,64482,306,0.7375693451529882
86765,66421,20344,63926,22839,2495,250,0,86765,63926,307,0.7367717397568144
87178,66750,20428,64297,22881,2453,250,0,87178,64297,308,0.7375369932781206
87531,67096,20435,64577,22954,2519,250,0,87531,64577,309,0.7377614787903715
88031,67499,20532,64989,23042,2510,250,0,88031,64989,310,0.7382512978382615
87768,67186,20582,64718,23050,2468,250,0,87768,64718,311,0.7373758089508705
87447,67195,20252,64701,22746,2494,250,0,87447,64701,312,0.7398881608288449
87538,67218,20320,64727,22811,2491,250,0,87538,64727,313,0.7394160250405538
87432,66743,20689,64298,23134,2445,250,0,87432,64298,314,0.7354058010796962
87538,66889,20649,64328,23210,2561,250,0,87538,64328,315,0.7348580045237497
87503,66970,20533,64438,23065,2532,250,0,87503,64438,316,0.7364090374044319
87517,66875,20642,64372,23145,2503,250,0,87517,64372,317,0.735537095649988
86961,66484,20477,63976,22985,2508,250,0,86961,63976,318,0.7356861121652235
86969,66222,20747,63748,23221,2474,250,0,86969,63748,319,0.7329968149570537
87077,66659,20418,64191,22886,2468,250,0,87077,64191,320,0.7371751438382121
87994,67189,20805,64757,23237,2432,250,0,87994,64757,321,0.7359251767165943
87394,66813,20581,64348,23046,2465,250,0,87394,64348,322,0.7362976863400233
88181,67638,20543,65140,23041,2498,250,0,88181,65140,323,0.7387078849185199
87373,67007,20366,64492,22881,2515,250,0,87373,64492,324,0.738122761036018
87611,67210,20401,64658,22953,2552,250,0,87611,64658,325,0.7380123500473684
87446,66862,20584,64407,23039,2455,250,0,87446,64407,326,0.7365345470347414
87428,66816,20612,64342,23086,2474,250,0,87428,64342,327,0.73594271857986
87434,67146,20288,64619,22815,2527,250,0,87434,64619,328,0.7390603197840657
87700,67057,20643,64506,23194,2551,250,0,87700,64506,329,0.7355302166476625
87431,66980,20451,64454,22977,2526,250,0,87431,64454,330,0.7371984765129074
87106,66497,20609,63995,23111,2502,250,0,87106,63995,331,0.7346795857920235
87079,66558,20521,64058,23021,2500,250,0,87079,64058,332,0.7356308639281572
87447,66594,20853,64070,23377,2524,250,0,87447,64070,333,0.732672361544707
87373,66781,20592,64241,23132,2540,250,0,87373,64241,334,0.7352500200290708
87561,66800,20761,64297,23264,2503,250,0,87561,64297,335,0.7343109375178447
87264,66893,20371,64376,22888,2517,250,0,87264,64376,336,0.7377154382104877
87318,67058,20260,64576,22742,2482,250,0,87318,64576,337,0.7395496919306443
87665,67115,20550,64568,23097,2547,250,0,87665,64568,338,0.7365311127587977
87470,66967,20503,64472,22998,2495,250,0,87470,64472,339,0.7370755687664342
87498,67029,20469,64531,22967,2498,250,0,87498,64531,340,0.7375140003200074
87596,67069,20527,64620,22976,2449,250,0,87596,64620,341,0.7377049180327869
87625,66973,20652,64469,23156,2504,250,0,87625,64469,342,0.7357375178316691
87393,66801,20592,64354,23039,2447,250,0,87393,64354,343,0.7363747668577575
88010,67251,20759,64734,23276,2517,250,0,88010,64734,344,0.7355300534030224
86866,66540,20326,64044,22822,2496,250,0,86866,64044,345,0.7372735017152856
87920,67405,20515,64816,23104,2589,250,0,87920,64816,346,0.7372156505914468
87402,66824,20578,64296,23106,2528,250,0,87402,64296,347,0.7356353401523993
88059,67369,20690,64882,23177,2487,250,0,88059,64882,348,0.7368014626557194
87283,66938,20345,64341,22942,2597,250,0,87283,64341,349,0.7371538558482179
87144,66723,20421,64144,23000,2579,250,0,87144,64144,350,0.7360690351601946
87321,66870,20451,64369,22952,2501,250,0,87321,64369,351,0.7371537201818578
87723,66973,20750,64497,23226,2476,250,0,87723,64497,352,0.7352347730925755
87105,66863,20242,64386,22719,2477,250,0,87105,64386,353,0.739176855519201
87889,67324,20565,64912,22977,2412,250,0,87889,64912,354,0.738567966412179
87409,66813,20596,64234,23175,2579,250,0,87409,64234,355,0.7348671189465615
