epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.0125,100,0.002,0.25,0.25,15.706586837768555,0.042651474475860596,2252.863148974357,1976.1666423128308,0.5327811980023398
2,huber_tv,0.0125,100,0.002,0.25,0.25,13.303194046020508,0.0424322783946991,1967.1772517575073,1777.3604565441428,0.5135687260008126
3,huber_tv,0.0125,100,0.002,0.25,0.25,12.014534950256348,0.040447622537612915,1771.4410870796328,1619.3347494369218,0.5365503679968242
4,huber_tv,0.0125,100,0.002,0.25,0.25,11.14626693725586,0.03644418716430664,1615.271075388123,1485.2409903462003,0.5442047679971438
5,huber_tv,0.0125,100,0.002,0.25,0.25,10.469754219055176,0.03328675031661987,1482.3765611707759,1367.9797064423217,0.5464833519981767
