case,water_mean,water_std,phantom_rsp_rmse,aluminium_inner_mean,aluminium_platform_rsp_recovery,roi_cnr_median,edge_10_90_median_mm,outside_nonzero
results0716_ddb_nohann,1.013717532157898,0.009719619527459145,0.04507521789309233,2.0954566747826617,0.9889005983392842,106.92346909686383,1.1367244984607179,not constrained
results0716_iterative_epoch_03,1.014062523841858,0.0024527660571038723,0.041955501563870366,2.0916698631586628,0.9871135032750739,399.5278522497617,1.1178942230754338,0
