case,protons_per_projection,water_mean,water_std,phantom_rsp_rmse,aluminium_inner_mean,aluminium_platform_rsp_recovery,roi_cnr_median,edge_10_90_median_mm,edge_10_90_min_mm,edge_10_90_max_mm,outside_mean,outside_rmse
test0713_ddb_nohann,100000,1.013700008392334,0.020660163834691048,0.04876749980491803,2.095561213717273,0.988949932986109,49.77015571013372,1.1231247787627243,0.6155556625459333,1.5193624785336222,0.07045508921146393,0.12228745006672609
results0716_ddb_nohann,450000,1.013717532157898,0.009719619527459145,0.04507521789309233,2.0954566747826617,0.9889005983392842,106.92346909686383,1.1367244984607179,0.6209762088020652,1.494576841846975,0.07045841217041016,0.12086555339767122
