dataset,method,fmtf50_mean_lp_per_mm,fmtf10_mean_lp_per_mm,mean_spinebone_edge_contrast_rsp,mlic_expected_spinebone_water_contrast_rsp,edge_contrast_recovery_percent,aluminium_3mm_p90_rsp,mlic_aluminium_rsp,aluminium_3mm_p90_recovery_percent
s5,analytic_no_hann,0.5017021521078606,1.0880106262763711,0.3245831430497458,0.32251506051139445,100.64123595811994,2.0984755039215086,2.094511207867794,100.1892707013848
s5,stage4_epoch_05,0.4919548179452248,1.1167182511817153,0.32489033040866466,0.32251506051139445,100.73648340437308,2.0868721485137938,2.094511207867794,99.63528200158085
