run_id,status,rows,wepl_min_mm,wepl_max_mm,wepl_mean_mm
0,written,233987,0.0,225.6627197265625,136.53952026367188
1,written,233461,0.0,225.686279296875,136.50233459472656
2,written,233074,0.0,225.72853088378906,136.7568817138672
3,written,234069,0.0,225.19198608398438,136.70999145507812
4,written,234386,0.0,225.0596923828125,136.85867309570312
5,written,233764,0.0,226.33578491210938,136.68826293945312
6,written,234370,0.0,226.0386962890625,136.59576416015625
7,written,233455,0.0,225.9303741455078,136.4483642578125
8,written,233860,0.0,226.20132446289062,136.67135620117188
9,written,233426,0.0,226.75204467773438,136.9075164794922
10,written,232752,0.0,225.71340942382812,136.8245391845703
11,written,233719,0.0,227.6993865966797,136.77967834472656
12,written,233803,0.0,227.14175415039062,136.85806274414062
13,written,234271,0.0,228.80653381347656,136.74008178710938
14,written,233541,0.0,228.93360900878906,136.69204711914062
15,written,233773,0.0,228.46368408203125,136.8909454345703
16,written,233339,0.0,226.453369140625,136.65249633789062
17,written,233350,0.0,228.61334228515625,136.41033935546875
18,written,233439,0.0,228.3444061279297,136.50721740722656
19,written,232321,0.0,227.2231903076172,136.8126220703125
20,written,233445,0.0,225.9070587158203,136.4674835205078
21,written,233030,0.0,228.22984313964844,136.9625244140625
22,written,233762,0.0,225.68988037109375,136.76763916015625
23,written,234079,0.0,227.68592834472656,136.9085693359375
24,written,233348,0.0,227.39129638671875,136.89157104492188
25,written,233437,0.0,228.15719604492188,136.6905517578125
26,written,233226,0.0,228.31114196777344,136.71275329589844
27,written,233987,0.0,225.04571533203125,137.0515594482422
28,written,233869,0.0,227.46743774414062,136.76010131835938
29,written,234343,0.0,226.68145751953125,136.6925811767578
30,written,232612,0.0,227.07713317871094,136.8612060546875
31,written,233660,0.0,225.8249053955078,136.5911102294922
32,written,234809,0.0,226.3969268798828,136.90342712402344
33,written,234310,0.0,228.53306579589844,136.69696044921875
34,written,233764,0.0,227.0357208251953,136.83438110351562
35,written,233615,0.0,227.25035095214844,136.9273681640625
36,written,233846,0.0,227.42250061035156,136.75042724609375
37,written,233004,0.0,227.04127502441406,136.6558074951172
38,written,234094,0.0,227.5514373779297,136.73117065429688
39,written,234156,0.0,225.4656982421875,136.60797119140625
40,written,233751,0.0,227.2378692626953,136.73367309570312
41,written,234125,0.0,223.40359497070312,136.68197631835938
42,written,234419,0.0,224.48385620117188,136.72607421875
43,written,234123,0.0,223.64073181152344,136.56246948242188
