run_id,status,rows,wepl_min_mm,wepl_max_mm,wepl_mean_mm
135,written,51871,0.0,235.6094512939453,135.3201904296875
136,written,52080,0.0,229.47711181640625,134.69537353515625
137,written,51963,0.0,228.68023681640625,134.856689453125
138,written,51475,0.0,226.51499938964844,134.98956298828125
139,written,51644,0.0,227.98782348632812,135.0321502685547
140,written,51445,0.0,228.37905883789062,134.77854919433594
141,written,51655,0.0,226.8192138671875,134.967529296875
142,written,51664,0.0,226.94151306152344,135.0612030029297
143,written,52231,0.0,224.99102783203125,135.32369995117188
144,written,51096,0.0,227.31231689453125,135.14256286621094
145,written,51679,0.0,226.69505310058594,135.3439483642578
146,written,51718,0.0,224.38211059570312,135.2164764404297
147,written,51770,0.0,219.91964721679688,134.72068786621094
148,written,51579,0.0,227.3621826171875,135.38571166992188
149,written,51588,0.0,223.13792419433594,134.9302978515625
150,written,52039,0.0,217.0041961669922,135.60826110839844
151,written,51803,0.0,219.67140197753906,134.76353454589844
152,written,51754,0.0,219.92420959472656,134.80419921875
153,written,51537,0.0,221.01828002929688,135.21707153320312
154,written,51638,0.0,225.13490295410156,134.97178649902344
155,written,51835,0.0,217.09197998046875,134.90232849121094
156,written,51838,0.0,220.06161499023438,135.24310302734375
157,written,51504,0.0,219.89627075195312,134.50953674316406
158,written,51534,0.0,220.65357971191406,135.29815673828125
159,written,51620,0.0,220.3103485107422,134.78793334960938
160,written,51957,0.0,219.4940185546875,135.09950256347656
161,written,51923,0.0,217.35227966308594,134.24710083007812
162,written,51360,0.0,215.52359008789062,135.4849853515625
163,written,51726,0.0,218.7184295654297,135.00613403320312
164,written,51378,0.0,219.9266357421875,135.5610809326172
165,written,51576,0.0,219.829345703125,134.67715454101562
166,written,52109,0.0,219.2449493408203,135.4665069580078
167,written,51956,0.0,219.89256286621094,135.2586669921875
168,written,51537,0.0,222.39515686035156,135.57444763183594
169,written,51532,0.0,220.11126708984375,134.4632568359375
170,written,51859,0.0,221.16653442382812,135.37057495117188
171,written,51433,0.0,219.77720642089844,134.87840270996094
172,written,51918,0.0,220.22691345214844,134.74072265625
173,written,51671,0.0,226.91722106933594,135.49986267089844
174,written,51821,0.0,226.8069610595703,134.79327392578125
175,written,51762,0.0,221.2206573486328,134.8739776611328
176,written,51713,0.0,222.43603515625,135.18650817871094
177,written,52418,0.0,225.31570434570312,134.90541076660156
178,written,51814,0.0,226.1527099609375,135.60104370117188
179,written,52101,0.0,229.52967834472656,135.04470825195312
180,written,51716,0.0,223.8697967529297,135.27354431152344
181,written,51567,0.0,225.95718383789062,134.79006958007812
182,written,51403,0.0,224.57418823242188,135.4729461669922
183,written,52107,0.0,225.54867553710938,135.3013916015625
184,written,51876,0.0,226.91139221191406,135.36793518066406
185,written,51644,0.0,228.30966186523438,135.2324676513672
186,written,51871,0.0,228.79408264160156,135.5212860107422
187,written,51557,0.0,229.7669677734375,135.6098175048828
188,written,51943,0.0,227.50543212890625,135.5543975830078
189,written,51358,0.0,227.3119659423828,134.7268524169922
190,written,51502,0.0,229.2607421875,135.43759155273438
191,written,51623,0.0,226.6470489501953,135.0457305908203
192,written,51340,0.0,229.13369750976562,135.5038299560547
193,written,51832,0.0,226.37161254882812,135.2330780029297
194,written,51789,0.0,230.4405059814453,135.23104858398438
195,written,51221,0.0,230.14605712890625,134.81036376953125
196,written,51916,0.0,231.22866821289062,135.05459594726562
197,written,51634,0.0,229.68011474609375,135.3470001220703
198,written,51130,0.0,228.19482421875,135.47085571289062
199,written,51773,0.0,229.28733825683594,135.45660400390625
200,written,51876,0.0,228.77769470214844,135.1219024658203
201,written,51924,0.0,236.72445678710938,135.28329467773438
202,written,52066,0.0,233.51449584960938,134.52835083007812
203,written,51205,0.0,227.68821716308594,134.73216247558594
204,written,52241,0.0,229.8642120361328,135.39292907714844
205,written,51800,0.0,228.14236450195312,135.86505126953125
