epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.0125,100,0.002,0.25,0.25,15.225606918334961,0.042632222175598145,1931.6162705724646,1669.5440880565357,0.5299664429985569
2,huber_tv,0.0125,100,0.002,0.25,0.25,12.77318286895752,0.04245483875274658,1659.9019946366716,1484.7139853201043,0.5171084719986538
3,huber_tv,0.0125,100,0.002,0.25,0.25,11.448013305664062,0.03993237018585205,1477.6096104140245,1339.6305363172614,0.5190395619993069
