epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.0125,100,0.002,0.25,0.25,13.600862503051758,0.041770339012145996,881.5364666673797,663.027776200975,0.5171879469999112
2,huber_tv,0.0125,100,0.002,0.25,0.25,11.278182029724121,0.04148930311203003,665.3295045418944,526.226544035613,0.5072380260007776
3,huber_tv,0.0125,100,0.002,0.25,0.25,10.003579139709473,0.03596615791320801,530.7222750054933,421.7013100050974,0.5057063640015258
4,huber_tv,0.0125,100,0.002,0.25,0.25,8.992209434509277,0.03170210123062134,426.9475582619329,338.3144075043192,0.5074784930002352
5,huber_tv,0.0125,100,0.002,0.25,0.25,8.095452308654785,0.026857614517211914,343.7101685480508,271.22742553414975,0.5069241670007614
