epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.0125,100,0.002,0.25,0.25,8.628169059753418,0.02499014139175415,213.93519022959455,110.64167982165333,0.5478966890004813
2,huber_tv,0.0125,100,0.002,0.25,0.25,4.631495952606201,0.024831116199493408,106.92157451707058,76.64877557155428,0.5280752929975279
3,huber_tv,0.0125,100,0.002,0.25,0.25,2.5087225437164307,0.02496439218521118,74.16344251586631,65.123766585262,0.5209684439978446
