configuration,angles,per_angle_fraction,nominal_total_fraction,selected_pairs,image_path,finite_fraction,image_min,image_max,water_mean,water_std,water_rmse_vs_1,water_mae_vs_1,outside_mean,outside_std,outside_rmse_vs_0,phantom_rmse_vs_red_truth,phantom_mae_vs_red_truth,phantom_rmse_vs_rsp_truth,phantom_mae_vs_rsp_truth,aluminium_voxel_rmse_vs_red_truth,aluminium_voxel_rmse_vs_rsp_truth,aluminium_excess_red_recovery,aluminium_excess_rsp_recovery,insert_peak_mean,insert_contrast_mean,insert_cnr_median,insert_roi_cnr_median,insert_roi_red_recovery_mean,insert_roi_rsp_recovery_mean,insert_contrast_centroid_offset_mean_mm,insert_contrast_centroid_offset_max_mm,insert_peak_offset_mean_mm,insert_peak_offset_max_mm,aluminium_edge_10_90_median_mm
720_angles_x_10pct,720,0.1,0.1,,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage7c/combined_0p2mm_1pct/seed_20260730/f010/iterative/recon/epoch_05.mhd,1.0,0.0,2.397496223449707,0.9997038841247559,0.10311025381088257,0.10311068183789418,0.07385718077421188,0.0,0.0,0.0,0.13485030098705794,0.08892618119716644,0.12339333935679685,0.085544653236866,0.564502889018912,0.3704670041950849,0.6052330213345116,0.7265373832617659,2.178710594177246,1.1788868951797484,15.369027770708133,11.220323987936155,0.6751668371670031,0.8104877342144744,0.06429670046832087,0.5422831526062758,0.7345471913436298,1.3253185787322341,1.7971481510235603
360_angles_x_20pct,360,0.2,0.1,17343126,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/angular_fluence/angles360_f0200/iterative/recon/epoch_05.mhd,1.0,0.0,2.1598658561706543,0.999674916267395,0.023171480745077133,0.02317376101316202,0.016481833532452583,0.0,0.0,0.0,0.08288223637564157,0.030479058623313904,0.06265907103740521,0.027021903544664383,0.5546718469100524,0.3566318793868309,0.6069046886171452,0.7285440959334091,2.0794366455078124,1.0796232438087463,50.97166896479299,41.51187891746011,0.6773819726240349,0.813146840110553,0.05882187860311273,0.5432949678400798,0.544910591479603,0.9281381995955986,1.7970829453241008
