run_id,seed,fraction,parent,selected,status
73,20260730,0.2,59818,47824,written
74,20260730,0.2,60414,48440,written
75,20260730,0.2,60270,48244,written
76,20260730,0.2,60636,48392,written
77,20260730,0.2,60181,47985,written
78,20260730,0.2,60277,48121,written
79,20260730,0.2,60277,48318,written
80,20260730,0.2,60267,48122,written
81,20260730,0.2,59840,47988,written
82,20260730,0.2,60376,48299,written
83,20260730,0.2,60213,48113,written
84,20260730,0.2,60100,48136,written
85,20260730,0.2,60345,48370,written
86,20260730,0.2,60413,48283,written
87,20260730,0.2,60495,48248,written
88,20260730,0.2,60377,48282,written
89,20260730,0.2,60354,48229,written
90,20260730,0.2,60264,48305,written
91,20260730,0.2,60184,48132,written
92,20260730,0.2,60027,48112,written
94,20260730,0.2,59932,47872,written
93,20260730,0.2,60566,48365,written
95,20260730,0.2,60787,48647,written
96,20260730,0.2,59377,47564,written
97,20260730,0.2,60377,48362,written
98,20260730,0.2,60410,48427,written
99,20260730,0.2,60518,48466,written
100,20260730,0.2,60119,48139,written
101,20260730,0.2,60276,48238,written
102,20260730,0.2,59904,48019,written
104,20260730,0.2,60454,48166,written
103,20260730,0.2,60888,48812,written
105,20260730,0.2,60213,48251,written
106,20260730,0.2,60396,48366,written
107,20260730,0.2,60278,48317,written
109,20260730,0.2,60553,48336,written
108,20260730,0.2,60176,48158,written
110,20260730,0.2,60407,48500,written
113,20260730,0.2,60152,47924,written
111,20260730,0.2,59974,48107,written
112,20260730,0.2,60278,48242,written
114,20260730,0.2,59885,48052,written
116,20260730,0.2,60422,48284,written
117,20260730,0.2,60379,48194,written
115,20260730,0.2,60311,48436,written
118,20260730,0.2,60033,47822,written
120,20260730,0.2,60108,48061,written
119,20260730,0.2,60562,48422,written
121,20260730,0.2,59935,48067,written
122,20260730,0.2,60275,48066,written
124,20260730,0.2,60505,48348,written
125,20260730,0.2,60607,48538,written
123,20260730,0.2,59954,47848,written
126,20260730,0.2,60201,48046,written
127,20260730,0.2,60186,48228,written
129,20260730,0.2,60400,48317,written
128,20260730,0.2,60220,48336,written
130,20260730,0.2,60017,47994,written
131,20260730,0.2,60168,48259,written
133,20260730,0.2,60066,48122,written
132,20260730,0.2,60501,48297,written
134,20260730,0.2,60252,48220,written
135,20260730,0.2,60426,48408,written
136,20260730,0.2,60212,48216,written
137,20260730,0.2,60239,48261,written
138,20260730,0.2,60385,48127,written
139,20260730,0.2,60339,48075,written
140,20260730,0.2,60429,48299,written
141,20260730,0.2,59929,47994,written
142,20260730,0.2,60034,48058,written
143,20260730,0.2,60119,48028,written
144,20260730,0.2,59935,47845,written
145,20260730,0.2,60293,48347,written
146,20260730,0.2,60038,47967,written
147,20260730,0.2,59881,47980,written
148,20260730,0.2,60252,48069,written
149,20260730,0.2,60609,48707,written
150,20260730,0.2,60345,48138,written
151,20260730,0.2,60302,48284,written
152,20260730,0.2,60063,47969,written
153,20260730,0.2,60314,48261,written
154,20260730,0.2,60120,47885,written
155,20260730,0.2,60340,48218,written
156,20260730,0.2,60318,48331,written
157,20260730,0.2,59936,48176,written
158,20260730,0.2,60154,48220,written
159,20260730,0.2,60085,48046,written
160,20260730,0.2,60034,48075,written
161,20260730,0.2,60341,48461,written
162,20260730,0.2,59853,47815,written
164,20260730,0.2,60157,48166,written
163,20260730,0.2,60643,48450,written
165,20260730,0.2,60405,48367,written
166,20260730,0.2,60417,48329,written
168,20260730,0.2,60389,48361,written
167,20260730,0.2,60504,48421,written
169,20260730,0.2,60022,48098,written
170,20260730,0.2,60223,48015,written
171,20260730,0.2,60426,48448,written
172,20260730,0.2,60277,48029,written
174,20260730,0.2,60355,48282,written
173,20260730,0.2,60819,48614,written
175,20260730,0.2,60326,48114,written
176,20260730,0.2,60294,48167,written
178,20260730,0.2,59880,47977,written
177,20260730,0.2,60409,48340,written
179,20260730,0.2,60176,48085,written
180,20260730,0.2,60374,48251,written
181,20260730,0.2,60006,48001,written
182,20260730,0.2,60342,48193,written
184,20260730,0.2,60257,48104,written
183,20260730,0.2,60080,48043,written
186,20260730,0.2,59966,47934,written
185,20260730,0.2,60037,47798,written
188,20260730,0.2,60478,48343,written
187,20260730,0.2,60108,48133,written
189,20260730,0.2,60204,48238,written
190,20260730,0.2,60631,48516,written
192,20260730,0.2,60448,48393,written
191,20260730,0.2,60096,47995,written
193,20260730,0.2,59964,47840,written
194,20260730,0.2,60519,48260,written
196,20260730,0.2,60022,48086,written
195,20260730,0.2,60770,48704,written
198,20260730,0.2,59770,47775,written
197,20260730,0.2,60430,48432,written
200,20260730,0.2,60260,48135,written
199,20260730,0.2,59468,47754,written
