candidate,epoch,image_path,sample_fraction,grid_size,grid_spacing_mm,path_step_mm,phantom_radius_mm,batch_size,subsets,epochs,relaxation,relaxation_decay,regularizer,regularization_weight,regularization_iterations,regularization_every_epochs,huber_delta,primal_step,dual_step,seed,finite_fraction,image_min,image_max,water_mean,water_std,water_rmse_vs_1,water_mae_vs_1,outside_mean,outside_std,outside_rmse_vs_0,phantom_rmse_vs_red_truth,phantom_mae_vs_red_truth,phantom_rmse_vs_rsp_truth,phantom_mae_vs_rsp_truth,aluminium_voxel_rmse_vs_red_truth,aluminium_voxel_rmse_vs_rsp_truth,aluminium_excess_red_recovery,aluminium_excess_rsp_recovery,insert_peak_mean,insert_contrast_mean,insert_cnr_median,insert_roi_cnr_median,insert_roi_red_recovery_mean,insert_roi_rsp_recovery_mean,insert_contrast_centroid_offset_mean_mm,insert_contrast_centroid_offset_max_mm,insert_peak_offset_mean_mm,insert_peak_offset_max_mm,aluminium_edge_10_90_median_mm,water_bias_fraction,phantom_rmse_ratio,aluminium_error_degradation_pp,edge_width_ratio,constraints_passed
r0p25_d0p2_b0p0125_decay_0p1_beta_0p025,1,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p025/recon/epoch_01.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.025,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.201784133911133,1.0029836893081665,0.035470712929964066,0.03559599131651201,0.02715352177619934,0.0,0.0,0.0,0.08854538264626335,0.04209448769688606,0.07011864677945603,0.03864001855254173,0.5528936511402507,0.3555579381941274,0.6090514068704894,0.7311210720854141,2.1116605377197266,1.1095151567459107,33.56728806682164,26.921193170943997,0.6781001688452953,0.8140089814303686,0.06406368752898457,0.541810713090457,0.5584641314322049,0.9281381995955986,1.7773541221662594,0.003238702707233143,1.2322451472736164,-1.572564726306891,1.0054444311429076,False
r0p25_d0p2_b0p0125_decay_0p1_beta_0p025,2,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p025/recon/epoch_02.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.025,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.1730682849884033,1.0009350776672363,0.027111181989312172,0.02712730016203902,0.019851339980959892,0.0,0.0,0.0,0.08445751879834247,0.03427216410636902,0.06474881963456011,0.03081575036048889,0.5545779071927599,0.35671299494995634,0.6071936727297199,0.7288909999415403,2.0884682178497314,1.0879332137107849,43.77620366884847,35.63430634900003,0.6771862072624395,0.8129118383071132,0.06194896342204679,0.5427361760377113,0.5661292695878939,0.9281381995955986,1.7962705635783816,0.0011895701969972805,1.1378773329344665,-2.1028239959708928,1.016145411008236,False
r0p25_d0p2_b0p0125_decay_0p1_beta_0p025,3,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p025/recon/epoch_03.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.025,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.1515939235687256,1.0001169443130493,0.020454242825508118,0.02045457829262498,0.01409410871565342,0.0,0.0,0.0,0.08223209547783825,0.028430288657546043,0.061726997405648416,0.02497274987399578,0.5556079418621672,0.3573498973949106,0.605973618361012,0.7274264151002776,2.0718626022338866,1.071740174293518,57.74463418548836,47.351026888263455,0.676009866775813,0.8114997287614619,0.06034260528486444,0.5441757099082406,0.5290135852035699,0.9281381995955986,1.7942653818700012,0.0003712288284927201,1.0847726888985956,-1.3100082042258876,1.01501108512631,False
r0p25_d0p2_b0p0125_decay_0p1_beta_0p025,4,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p025/recon/epoch_04.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.025,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.133821487426758,0.999755859375,0.015443515963852406,0.0154454461656593,0.009835607372224331,0.0,0.0,0.0,0.0810091547516995,0.02417031303048134,0.060004779329298305,0.020712027326226234,0.5565448962549997,0.3579482360254783,0.604886985162717,0.7261219924851436,2.0593776321411132,1.059330472946167,78.86844931428102,66.44323745160766,0.6747220404592487,0.8099537887420238,0.05915055806624039,0.5460798088399292,0.4634520440354394,0.9281381995955986,1.7909967270052176,1.005208287141457e-05,1.0545069184566151,-0.7139278373185731,1.0131620158889882,False
r0p25_d0p2_b0p0125_decay_0p1_beta_0p025,5,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p025/recon/epoch_05.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.025,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.117863416671753,0.999588131904602,0.011945082806050777,0.011952180902502081,0.006930574309080839,0.0,0.0,0.0,0.08037391305059162,0.021252138540148735,0.059063850041939356,0.017793484032154083,0.5574610589178413,0.35855814215707055,0.6038542902019585,0.724882318726361,2.0492176389694214,1.049091546535492,110.2150059929111,93.34588069142454,0.6733789194003612,0.8083414714837279,0.05828405080446277,0.5483212098033721,0.41168497396264336,0.9281381995955986,1.7872264296721139,0.00015771803303799015,1.0379712948881439,-0.22885078766960998,1.0110291688609003,False
r0p25_d0p2_b0p0125_decay_0p1_beta_0p05,1,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p05/recon/epoch_01.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.1765501499176025,1.002988576889038,0.027377871796488762,0.027540508547449973,0.02018166333436966,0.0,0.0,0.0,0.08563751748114583,0.03564330190420151,0.06630740264369883,0.03218711167573929,0.5541721129464003,0.3563873126837144,0.6075919952539315,0.7293691566088628,2.0899906063079836,1.0877937865257263,43.46591794418256,35.35379426701268,0.6762776752246279,0.8118212129501614,0.06414996420385859,0.5429322372544635,0.5855278448820748,0.9281381995955986,1.79357113162314,0.0032435915307955643,1.165267427265223,-2.175508661134462,1.0146183496349295,False
r0p25_d0p2_b0p0125_decay_0p1_beta_0p05,2,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p05/recon/epoch_02.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.1353321075439453,1.0009605884552002,0.016073957085609436,0.016102631474166573,0.010435852222144604,0.0,0.0,0.0,0.08154463157463583,0.02546299435198307,0.06068656919712689,0.02200470119714737,0.5571837784441177,0.35853417784865443,0.6043719481254233,0.7255037286955487,2.059371929168701,1.0585867977142334,76.73435478891676,64.52135175597488,0.673537263677233,0.8085315520491865,0.062001296233546783,0.5462814726420847,0.5058778160636784,0.9281381995955986,1.7882970879503377,0.0012150874712009152,1.0664884996005661,-0.7136555555379509,1.0116348373599753,False
r0p25_d0p2_b0p0125_decay_0p1_beta_0p05,3,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p05/recon/epoch_03.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.104306936264038,1.0001782178878784,0.010462126694619656,0.010463644472799757,0.005888757761567831,0.0,0.0,0.0,0.0802678791402148,0.02056945115327835,0.05876455981469382,0.017110615968704224,0.5595027109650188,0.36017564860885964,0.6018760637119203,0.7225076044478796,2.0395594215393067,1.0388482975959779,134.40622016267255,115.430945754826,0.6705222225821,0.8049122187359401,0.06059567341446642,0.5508956235636356,0.40850243485852983,0.8065749271189261,1.7805974252262446,0.0004325179824213876,1.0327116535931584,0.23226956317093927,1.0072791589326608,False
r0p25_d0p2_b0p0125_decay_0p1_beta_0p05,4,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p05/recon/epoch_04.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.0787739753723145,0.9998568296432495,0.007936280220746994,0.007937571748616638,0.004055548459291458,0.0,0.0,0.0,0.0799121038127625,0.01837807148694992,0.05809615113851618,0.014918982982635498,0.5616791999062045,0.3617617484934681,0.599584814108323,0.7197571291223156,2.025114588737488,1.0241207885742187,187.04946486756444,162.10149758579686,0.6674583493054504,0.801234266008979,0.0596109836432758,0.5558780002911744,0.32804140220045624,0.656072193264594,1.7690686808729799,0.00011104802329442442,1.02096522970386,0.9219212942076838,1.0007573793595883,False
r0p25_d0p2_b0p0125_decay_0p1_beta_0p05,5,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/r0p25_d0p2_b0p0125_decay_0p1_beta_0p05/recon/epoch_05.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.0588812828063965,0.9997236132621765,0.006436057388782501,0.006441991773629039,0.0031673964112997055,0.0,0.0,0.0,0.0798465467249558,0.01722284033894539,0.05783229891853946,0.013763523660600185,0.5637921044046957,0.36334034444043173,0.597403583540494,0.7171387234947663,2.013542151451111,1.012152590751648,210.96400234914753,188.06892215399665,0.6644318971135246,0.7976012345199994,0.058871797238149996,0.560920830341331,0.273769240037843,0.5392406068553875,1.776946643537666,2.2202228680545666e-05,1.0163283658652533,1.4744338442912786,1.0052139215821962,False
lowpass_0p5_upsampled,1,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/lowpass_0p5_upsampled/recon/epoch_01.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.130671501159668,1.003082036972046,0.01687639392912388,0.017155509447030697,0.012472654692828655,0.0,0.0,0.0,0.08320161541089305,0.02857520990073681,0.06272141162309908,0.02511684224009514,0.5600747793143198,0.3611592323228378,0.6020420970875197,0.7227069152091731,2.06457181930542,1.062216465473175,69.4722653663147,56.819362336415544,0.6700876992338476,0.8043906056699516,0.06420430319027752,0.5428500189142358,0.4800834453578945,0.8327845403827857,1.8113863300467163,0.0033370753764763172,1.1022482414101493,-0.961918258415162,1.0246963593130793,False
lowpass_0p5_upsampled,2,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/lowpass_0p5_upsampled/recon/epoch_02.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.0934207439422607,1.0010310411453247,0.009996574372053146,0.010049609472983511,0.006721863057464361,0.0,0.0,0.0,0.08090731653668791,0.022008411586284637,0.059417644011904386,0.01854952983558178,0.5629531956570987,0.36333555129189654,0.5990953259879305,0.719169534913818,2.0412593936920165,1.0401902937889098,122.93948661019819,103.41943199466452,0.6675623306841143,0.8013590879453577,0.062225017527844095,0.5477074207882277,0.3569191492771682,0.7386607231012996,1.8000512184604025,0.0012855580742587858,1.0441887694494443,0.15110637118973536,1.0182841172737989,True
lowpass_0p5_upsampled,3,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/lowpass_0p5_upsampled/recon/epoch_03.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.0720386505126953,1.0002399682998657,0.006972570903599262,0.006976701973645152,0.004417440854012966,0.0,0.0,0.0,0.08030901532396895,0.019125385209918022,0.05842389090676409,0.015666233375668526,0.5650954880996081,0.3649152924994642,0.5968507254538484,0.7164750583386568,2.02623336315155,1.0251746678352356,183.09797264741854,157.9939876883059,0.6647845654997602,0.7980245867724421,0.06081134187027753,0.5528353478671237,0.29318139663846127,0.5392406068553875,1.7894133997192894,0.0004942840947461669,1.026724835137523,0.8685067118526346,1.01226633191557,False
lowpass_0p5_upsampled,4,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/lowpass_0p5_upsampled/recon/epoch_04.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.0564687252044678,0.9999106526374817,0.005347913596779108,0.005348660137798814,0.0033360973466187716,0.0,0.0,0.0,0.08018703884893223,0.017612531781196594,0.05809236268389043,0.014153157360851765,0.5670936697492235,0.3664113795365433,0.5947818139150743,0.7139914833805907,2.0145270442962646,1.0131712555885315,208.6902407711334,184.72082235502108,0.6619637260430504,0.7946383781288947,0.0597699502296756,0.5579703567574742,0.24395435507898233,0.4400715821878992,1.7788085511898362,0.00016488470228015473,1.0208986524802162,1.4274112816306417,1.006267197717115,False
lowpass_0p5_upsampled,5,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/lowpass_0p5_upsampled/recon/epoch_05.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.0434746742248535,0.9997710585594177,0.004279674496501684,0.004285794495395772,0.002724419115111232,0.0,0.0,0.0,0.08023578390973833,0.016725284978747368,0.05800231804879563,0.013265704736113548,0.5690360587507661,0.36789078285308935,0.5927986021554715,0.7116107846554969,2.00460337638855,1.002853331565857,218.65005799520475,194.42864190902708,0.6591649189311055,0.7912786176818594,0.0590365224983384,0.5630484126000979,0.21437270510111023,0.36871372231216837,1.7675468470838303,2.5255131754331472e-05,1.0193162336839352,1.9012052565894555,0.9998964820913722,False
multiscale_0p5_to_0p1,1,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/multiscale_0p5_to_0p1/fine/recon/epoch_01.mhd,1.0,2100,0.1,0.1,100.0,4096,18,3,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,1.9906508922576904,1.0010082721710205,0.0028601994272321463,0.003032695203775891,0.0018316158093512058,0.0,0.0,0.0,0.08340720784746987,0.016673872247338295,0.06111232370047291,0.013212739489972591,0.5862078627055372,0.38219575065568306,0.5767027574156149,0.6922889160421521,1.9588969373703002,0.9531114625930787,382.95460181064396,343.24980220679726,0.636287127087669,0.7638155246294516,0.0643632019707811,0.5923388876664151,0.3096398587461609,3.9978736044835577,1.7845293901513188,0.0012627833108340702,1.073970588100194,4.083405993761858,1.009503460881305,False
multiscale_0p5_to_0p1,2,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/multiscale_0p5_to_0p1/fine/recon/epoch_02.mhd,1.0,2100,0.1,0.1,100.0,4096,18,3,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,1.9843498468399048,1.0005407333374023,0.0024909323547035456,0.00254896509351448,0.001512800226919353,0.0,0.0,0.0,0.08274230564112588,0.016226965934038162,0.06019839938210351,0.01276590395718813,0.5860230954728041,0.38188053419612444,0.5766745585045623,0.6922550653394891,1.9547895669937134,0.9492115402221679,318.25864215778347,285.22245545532076,0.6361248335666903,0.7636207032892215,0.06302138705308963,0.5950419257974537,0.30030073614582886,3.9978736044835577,1.778589454127141,0.0007951256032316945,1.0579095421728786,4.2795076121804225,1.0061432550999294,False
multiscale_0p5_to_0p1,3,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization/360_angles_x_20pct/development/multiscale_0p5_to_0p1/fine/recon/epoch_03.mhd,1.0,2100,0.1,0.1,100.0,4096,18,3,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,1.9788846969604492,1.000320315361023,0.0024005104787647724,0.0024217869556158356,0.0013905027881264687,0.0,0.0,0.0,0.08236254898923374,0.01595720835030079,0.05965081129813334,0.012496177107095718,0.5861792805367573,0.3818851482379911,0.5763677528628485,0.6918867679065281,1.950523247718811,0.9449685382843017,274.14116837235963,249.39665351325158,0.6355296531932192,0.7629062333748408,0.06204897931455444,0.5979353661952663,0.28363713504339133,3.9978736044835577,1.779662892889709,0.0005746515845279632,1.0482863849933137,4.4831980607622395,1.0067504965114955,False
