seed,fraction,fluence_per_mm2_projection,epoch,image_path,finite_fraction,image_min,image_max,water_mean,water_std,water_rmse_vs_1,water_mae_vs_1,outside_mean,outside_std,outside_rmse_vs_0,phantom_rmse_vs_red_truth,phantom_mae_vs_red_truth,phantom_rmse_vs_rsp_truth,phantom_mae_vs_rsp_truth,aluminium_voxel_rmse_vs_red_truth,aluminium_voxel_rmse_vs_rsp_truth,aluminium_excess_red_recovery,aluminium_excess_rsp_recovery,insert_peak_mean,insert_contrast_mean,insert_cnr_median,insert_roi_cnr_median,insert_roi_red_recovery_mean,insert_roi_rsp_recovery_mean,insert_contrast_centroid_offset_mean_mm,insert_contrast_centroid_offset_max_mm,insert_peak_offset_mean_mm,insert_peak_offset_max_mm,aluminium_edge_10_90_median_mm,water_bias_fraction,phantom_rmse_ratio,aluminium_error_degradation_pp,edge_width_ratio,passed
20260730,0.125,112.5,0,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/transition/seed_20260730/f0125/analytic/recon_ddb_nohann.mhd,1.0,-0.7377698421478271,2.309330701828003,0.9941750764846802,0.0700996145606041,0.07034120356323594,0.04950422793626785,0.1120123565196991,0.1557532548904419,0.19184849852351268,0.11652252824192827,0.06842342764139175,0.10292842951338141,0.06498336791992188,0.5639207397324149,0.36753711080284984,0.6024593036183139,0.7232077407267473,2.161938495635986,1.16601411819458,20.902405517002695,15.82105940167311,0.6763806058381181,0.811944773520848,0.07062871460977305,0.5370401537845542,0.6318403254589243,1.184295732785554,1.7764842295307113,0.0055721497481844295,1.8088349334990215,0.8278978602572762,1.004952335226176,False
20260730,0.125,112.5,1,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/transition/seed_20260730/f0125/iterative/recon/epoch_01.mhd,1.0,0.0,2.2771027088165283,1.0030004978179932,0.06445702165365219,0.06452681540555025,0.045435577630996704,0.0,0.0,0.0,0.10567485885427669,0.06071985885500908,0.09077118739991005,0.05728626623749733,0.556010702742383,0.3600362764183955,0.6086399473153883,0.7306271453862032,2.144855661392212,1.1424219918251037,22.79660288646001,17.539470990101528,0.6773207052046689,0.8130732931156927,0.06619690873077469,0.537705719375356,0.5957355472156822,1.1184738045787608,1.7832127957206776,0.0032555154907039086,1.595187019761121,0.012297820515083657,1.0087586669644075,False
20260730,0.125,112.5,2,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/transition/seed_20260730/f0125/iterative/recon/epoch_02.mhd,1.0,0.0,2.2503299713134766,1.0010647773742676,0.05960674583911896,0.05961625747857369,0.04090411588549614,0.0,0.0,0.0,0.10180329901452037,0.05585985258221626,0.08617558890519922,0.052421607077121735,0.5567723881072508,0.3603691480139034,0.6075489794380099,0.7293175193101086,2.12841365814209,1.1275588846206666,24.897874358614295,19.35832248451632,0.6773384883402684,0.813094640451619,0.06412015088444524,0.5382948623368508,0.5696642948411779,1.0031869051940827,1.7875154051414643,0.001319302880799178,1.5144252794249609,-0.7727064892427027,1.0111926415041805,False
20260730,0.125,112.5,3,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/transition/seed_20260730/f0125/iterative/recon/epoch_03.mhd,1.0,0.0,2.232752799987793,1.0002720355987549,0.055234115570783615,0.05523478308365371,0.03689492866396904,0.0,0.0,0.0,0.0989260030201693,0.05185047909617424,0.08272580163298028,0.04840844124555588,0.557004854596833,0.3602931109657358,0.6069896442065028,0.7286460788216679,2.115863790512085,1.1154878950119018,27.19184852042439,21.314397550627504,0.6770501633464495,0.8127485276716456,0.0626982074104577,0.5388674762458556,0.56881729225303,0.9281381995955986,1.781141249772415,0.0005263595468993909,1.4537996994891604,-1.371885313536536,1.0075867990110485,False
20260730,0.125,112.5,4,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/transition/seed_20260730/f0125/iterative/recon/epoch_04.mhd,1.0,0.0,2.21819806098938,0.9998956918716431,0.05127877742052078,0.05127888539030215,0.0333121195435524,0.0,0.0,0.0,0.09656344457100041,0.048339106142520905,0.07985800391392678,0.04489430785179138,0.5572046549905592,0.3602274483462973,0.6065095423882979,0.7280697521732497,2.1052165031433105,1.1050378775596619,29.71270109247746,23.472899846340734,0.6766278995168702,0.8122416312489591,0.061674878528171544,0.5394440770855482,0.5547789145546734,0.9281381995955986,1.7833551870575746,0.0001499201325954047,1.403401838364131,-1.8802276575058174,1.0088392173594811,False
20260730,0.125,112.5,5,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/transition/seed_20260730/f0125/iterative/recon/epoch_05.mhd,1.0,0.0,2.20479154586792,0.9996950030326843,0.04767722263932228,0.04767819415783714,0.030108723789453506,0.0,0.0,0.0,0.09455567151085101,0.04521838575601578,0.07739020095391325,0.041771356016397476,0.557437298183731,0.3602185373400841,0.6060371870913804,0.7275027246494778,2.095953607559204,1.0958688402175902,32.46219412445321,25.833691666621203,0.6761344640961865,0.8116492986074906,0.06092686926469265,0.5400664620177269,0.5531831065054464,0.9281381995955986,1.7844626361632339,5.0819732460349876e-05,1.3600333713218504,-2.322473826889482,1.0094656983303651,False
20260730,0.1,90.0,0,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage7c/combined_0p2mm_1pct/seed_20260730/f010/analytic/recon_ddb_nohann.mhd,1.0,-1.1566314697265625,2.525515556335449,0.9937631487846375,0.13035336136817932,0.13050248397993006,0.09616435319185257,0.11121874302625656,0.22617486119270325,0.2520410229167328,0.16355225309046673,0.11356990039348602,0.15411490375326856,0.11022213846445084,0.5743619520175813,0.3821875792247782,0.6008096559018222,0.7212274609122045,2.273794870376587,1.2784282612800597,11.995129808531614,8.431382537699212,0.674687090092636,0.8099118334179667,0.07399474547136915,0.5390893273370833,0.7406010330981673,1.3253185787322341,1.776912463626504,0.005984182182814712,2.708371467433201,6.168350292329472,1.0051945860986782,False
20260730,0.1,90.0,1,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage7c/combined_0p2mm_1pct/seed_20260730/f010/iterative/recon/epoch_01.mhd,1.0,0.0,2.496992588043213,1.003008246421814,0.12389983236789703,0.12393634950714967,0.0916418731212616,0.0,0.0,0.0,0.15285604219474527,0.10658059269189835,0.1429204365787111,0.10324336588382721,0.5654333354610032,0.37352588502899364,0.6074109339885159,0.7291518059796869,2.2513781070709227,1.2491695022583007,12.542424230910852,8.933603050512735,0.6758226282316068,0.811274962770158,0.06948732472641175,0.5396299873663654,0.7501534228622856,1.3253185787322341,1.7868568385221395,0.0032632660646441103,2.5116430865283403,5.098088017224045,1.0108200921446135,False
20260730,0.1,90.0,2,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage7c/combined_0p2mm_1pct/seed_20260730/f010/iterative/recon/epoch_02.mhd,1.0,0.0,2.463057041168213,1.0010737180709839,0.11813317984342575,0.11813805872990654,0.08660111576318741,0.0,0.0,0.0,0.1474191245807075,0.10141371190547943,0.13705791929078462,0.0980633869767189,0.5654991277066774,0.3729021305410914,0.6064448379983225,0.7279920793488645,2.2267442607879637,1.2261241030693055,13.17843146436585,9.445941906487223,0.6759990378597242,0.811486729450504,0.06736688972880234,0.5402148455257828,0.7506001528043312,1.3253185787322341,1.7933728860309404,0.0013282458507304362,2.4086168758032973,3.921973695637959,1.0145062026383407,False
20260730,0.1,90.0,3,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage7c/combined_0p2mm_1pct/seed_20260730/f010/iterative/recon/epoch_03.mhd,1.0,0.0,2.437312364578247,1.0002816915512085,0.11279547959566116,0.11279583243911183,0.08204720914363861,0.0,0.0,0.0,0.14280816791682086,0.09691665321588516,0.13207024682077403,0.09355495125055313,0.5651165617601177,0.3719841486433075,0.6059993321719103,0.7274572826243966,2.208082103729248,1.2079441356658935,13.871814704216815,10.011016086201273,0.6758472537654234,0.8113045238978797,0.0659931803346409,0.5408697485120785,0.7554807910945617,1.3253185787322341,1.798008206391766,0.0005360179544251498,2.3209649389840963,3.0309707261330088,1.0171283908591524,False
