fraction,candidate,epoch,image_path,sample_fraction,grid_size,grid_spacing_mm,path_step_mm,phantom_radius_mm,batch_size,subsets,epochs,relaxation,relaxation_decay,regularizer,regularization_weight,regularization_iterations,regularization_every_epochs,huber_delta,primal_step,dual_step,seed,finite_fraction,image_min,image_max,water_mean,water_std,water_rmse_vs_1,water_mae_vs_1,outside_mean,outside_std,outside_rmse_vs_0,phantom_rmse_vs_red_truth,phantom_mae_vs_red_truth,phantom_rmse_vs_rsp_truth,phantom_mae_vs_rsp_truth,aluminium_voxel_rmse_vs_red_truth,aluminium_voxel_rmse_vs_rsp_truth,aluminium_excess_red_recovery,aluminium_excess_rsp_recovery,insert_peak_mean,insert_contrast_mean,insert_cnr_median,insert_roi_cnr_median,insert_roi_red_recovery_mean,insert_roi_rsp_recovery_mean,insert_contrast_centroid_offset_mean_mm,insert_contrast_centroid_offset_max_mm,insert_peak_offset_mean_mm,insert_peak_offset_max_mm,aluminium_edge_10_90_median_mm,water_bias_fraction,phantom_rmse_ratio,aluminium_error_degradation_pp,edge_width_ratio,constraints_passed
0.175,lowpass_0p5_upsampled,5,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage8b/optimization_extension/360_angles_x_17.5pct/lowpass_0p5_upsampled/recon/epoch_05.mhd,1.0,2100,0.1,0.1,100.0,4096,18,5,0.25,0.1,huber_tv,0.05,100,1,0.002,0.25,0.25,20260713,1.0,0.0,2.038684129714966,0.9997711777687073,0.006411027628928423,0.00641511133986053,0.0033220157492905855,0.0,0.0,0.0,0.08033996672766837,0.01733972132205963,0.05817434685166991,0.01388008426874876,0.5686688109427891,0.3675941880089853,0.5931215633319702,0.711998475610546,2.0061050939559935,1.0043934774398804,195.28158717591535,171.74908888785853,0.6595569217886479,0.7917491880510265,0.058757724921566966,0.560251280078513,0.21607371044055196,0.4371843334207139,1.7824936845030137,2.5374371353414915e-05,1.0223394189173847,1.8295074990504867,1.0083518676889254,False
