input,inside_grid,outside_grid,output,removed,removed_inside_grid_by_3sigma,occupied_pixels,zero_count_pixels,input_primary,output_primary,run_id,retained_fraction
87352,66999,20353,64574,22778,2425,250,0,87352,64574,0,0.7392389412949903
88279,67693,20586,65157,23122,2536,250,0,88279,65157,1,0.7380804041731329
87695,67118,20577,64641,23054,2477,250,0,87695,64641,2,0.7371115799076344
87985,67415,20570,64961,23024,2454,250,0,87985,64961,3,0.7383190316531227
87896,67187,20709,64726,23170,2461,250,0,87896,64726,4,0.7363930099208155
87626,67142,20484,64621,23005,2521,250,0,87626,64621,5,0.737463766462009
87981,67277,20704,64783,23198,2494,250,0,87981,64783,6,0.7363294347643241
87778,67234,20544,64781,22997,2453,250,0,87778,64781,7,0.7380095240265214
87953,67545,20408,65104,22849,2441,250,0,87953,65104,8,0.7402135231316725
87431,66852,20579,64373,23058,2479,250,0,87431,64373,9,0.7362720316592513
87654,67124,20530,64650,23004,2474,250,0,87654,64650,10,0.7375590389485933
87866,67176,20690,64711,23155,2465,250,0,87866,64711,11,0.7364737213484169
87837,67017,20820,64583,23254,2434,250,0,87837,64583,12,0.7352596286303038
88003,67386,20617,64961,23042,2425,250,0,88003,64961,13,0.7381680169994205
87218,66876,20342,64437,22781,2439,250,0,87218,64437,14,0.7388039166227155
88085,67502,20583,65056,23029,2446,250,0,88085,65056,15,0.7385593460861668
87818,67305,20513,64813,23005,2492,250,0,87818,64813,16,0.7380377599125464
88481,67787,20694,65312,23169,2475,250,0,88481,65312,17,0.7381471728393666
86969,66412,20557,63979,22990,2433,250,0,86969,63979,18,0.7356529338039991
87342,66864,20478,64482,22860,2382,250,0,87342,64482,19,0.7382702479906574
87875,67293,20582,64783,23092,2510,250,0,87875,64783,20,0.737217638691323
87701,67197,20504,64742,22959,2455,250,0,87701,64742,21,0.7382127911882419
87553,67036,20517,64497,23056,2539,250,0,87553,64497,22,0.7366623645106393
87616,66845,20771,64412,23204,2433,250,0,87616,64412,23,0.7351625273922571
87753,67532,20221,65102,22651,2430,250,0,87753,65102,24,0.7418777705605506
87665,67205,20460,64876,22789,2329,250,0,87665,64876,25,0.7400444875377858
88075,67371,20704,64880,23195,2491,250,0,88075,64880,26,0.7366449049105875
87856,67124,20732,64641,23215,2483,250,0,87856,64641,27,0.7357607903842651
87680,67051,20629,64603,23077,2448,250,0,87680,64603,28,0.7368042883211678
87847,67114,20733,64671,23176,2443,250,0,87847,64671,29,0.73617767254431
87508,66917,20591,64500,23008,2417,250,0,87508,64500,30,0.737075467385839
87346,66899,20447,64489,22857,2410,250,0,87346,64489,31,0.7383165800380097
87803,67453,20350,64838,22965,2615,250,0,87803,64838,32,0.7384485723722424
87714,67107,20607,64734,22980,2373,250,0,87714,64734,33,0.7380121759354265
87784,67261,20523,64743,23041,2518,250,0,87784,64743,34,0.7375262006743826
87847,67216,20631,64814,23033,2402,250,0,87847,64814,35,0.7378055027490978
87096,66761,20335,64359,22737,2402,250,0,87096,64359,36,0.7389432350509783
87561,66838,20723,64440,23121,2398,250,0,87561,64440,37,0.7359440846952411
87717,67291,20426,64825,22892,2466,250,0,87717,64825,38,0.7390243624382958
87211,66798,20413,64354,22857,2444,250,0,87211,64354,39,0.7379115019894279
88164,67528,20636,65073,23091,2455,250,0,88164,65073,40,0.7380903770246359
87489,66754,20735,64364,23125,2390,250,0,87489,64364,41,0.7356810570471717
87563,66998,20565,64575,22988,2423,250,0,87563,64575,42,0.7374690223039412
87945,67388,20557,65005,22940,2383,250,0,87945,65005,43,0.7391551537893001
87448,66986,20462,64494,22954,2492,250,0,87448,64494,44,0.7375125789040344
87644,67082,20562,64575,23069,2507,250,0,87644,64575,45,0.7367874583542513
87616,67217,20399,64747,22869,2470,250,0,87616,64747,46,0.7389860299488678
88077,67531,20546,65098,22979,2433,250,0,88077,65098,47,0.7391032846259523
87527,66959,20568,64515,23012,2444,250,0,87527,64515,48,0.7370868417745381
87625,67235,20390,64753,22872,2482,250,0,87625,64753,49,0.7389786019971469
87768,67106,20662,64672,23096,2434,250,0,87768,64672,50,0.7368516999361954
87899,67507,20392,65064,22835,2443,250,0,87899,65064,51,0.7402131992400368
88152,67317,20835,64904,23248,2413,250,0,88152,64904,52,0.736273709048008
87674,67060,20614,64626,23048,2434,250,0,87674,64626,53,0.7371170472431964
87438,66586,20852,64130,23308,2456,250,0,87438,64130,54,0.7334339760744756
87883,67064,20819,64582,23301,2482,250,0,87883,64582,55,0.734863397926789
87457,67020,20437,64583,22874,2437,250,0,87457,64583,56,0.7384543261259819
87400,66837,20563,64403,22997,2434,250,0,87400,64403,57,0.7368764302059496
87911,67308,20603,64813,23098,2495,250,0,87911,64813,58,0.7372569985553571
87786,67088,20698,64611,23175,2477,250,0,87786,64611,59,0.7360057412343654
87938,67352,20586,64888,23050,2464,250,0,87938,64888,60,0.7378835088357707
87386,66737,20649,64287,23099,2450,250,0,87386,64287,61,0.7356670404870346
88011,67474,20537,65026,22985,2448,250,0,88011,65026,62,0.738839463248912
87498,67244,20254,64882,22616,2362,250,0,87498,64882,63,0.7415255205833277
87893,67165,20728,64711,23182,2454,250,0,87893,64711,64,0.7362474827346888
88333,67789,20544,65258,23075,2531,250,0,88333,65258,65,0.7387725991418835
87311,66777,20534,64305,23006,2472,250,0,87311,64305,66,0.7365051368097949
87896,67283,20613,64748,23148,2535,250,0,87896,64748,67,0.7366433057249476
87440,66830,20610,64424,23016,2406,250,0,87440,64424,68,0.7367795059469351
87702,67052,20650,64668,23034,2384,250,0,87702,64668,69,0.7373606075118013
87382,67126,20256,64724,22658,2402,250,0,87382,64724,70,0.7407017463550846
87761,67160,20601,64693,23068,2467,250,0,87761,64693,71,0.7371497590045692
87669,67097,20572,64609,23060,2488,250,0,87669,64609,72,0.736965175831822
87716,67371,20345,64936,22780,2435,250,0,87716,64936,73,0.740298235213644
88057,67520,20537,65015,23042,2505,250,0,88057,65015,74,0.7383285826226195
87552,66939,20613,64517,23035,2422,250,0,87552,64517,75,0.7368992141812866
87560,66989,20571,64570,22990,2419,250,0,87560,64570,76,0.7374371859296482
88204,67449,20755,64954,23250,2495,250,0,88204,64954,77,0.7364065121763186
87564,67213,20351,64748,22816,2465,250,0,87564,64748,78,0.7394362980220182
87364,67039,20325,64553,22811,2486,250,0,87364,64553,79,0.7388970285243349
87758,67190,20568,64777,22981,2413,250,0,87758,64777,80,0.738132136101552
87814,67187,20627,64732,23082,2455,250,0,87814,64732,81,0.7371489739677045
87540,67095,20445,64579,22961,2516,250,0,87540,64579,82,0.7377084761252
87529,67080,20449,64647,22882,2433,250,0,87529,64647,83,0.7385780712678084
87783,67124,20659,64709,23074,2415,250,0,87783,64709,84,0.7371472836426187
87622,67197,20425,64690,22932,2507,250,0,87622,64690,85,0.7382849056173107
87935,67360,20575,64831,23104,2529,250,0,87935,64831,86,0.7372604764883153
87394,66831,20563,64435,22959,2396,250,0,87394,64435,87,0.7372931780213745
87996,67485,20511,65082,22914,2403,250,0,87996,65082,88,0.7396018000818219
87505,66905,20600,64438,23067,2467,250,0,87505,64438,89,0.7363922061596481
87662,67191,20471,64769,22893,2422,250,0,87662,64769,90,0.7388492163080924
87677,67210,20467,64697,22980,2513,250,0,87677,64697,91,0.737901616159312
87303,66735,20568,64171,23132,2564,250,0,87303,64171,92,0.7350377421165366
88139,67560,20579,65148,22991,2412,250,0,88139,65148,93,0.7391506597533442
87860,67218,20642,64828,23032,2390,250,0,87860,64828,94,0.7378556794900979
88102,67362,20740,64914,23188,2448,250,0,88102,64914,95,0.7368050668543279
87569,67025,20544,64568,23001,2457,250,0,87569,64568,96,0.7373385558816477
87989,67397,20592,64994,22995,2403,250,0,87989,64994,97,0.7386605143824796
87486,66876,20610,64475,23011,2401,250,0,87486,64475,98,0.7369750588665616
87696,67096,20600,64690,23006,2406,250,0,87696,64690,99,0.7376619230067506
87684,67100,20584,64633,23051,2467,250,0,87684,64633,100,0.7371128141964326
87370,66807,20563,64316,23054,2491,250,0,87370,64316,101,0.736133684331006
87946,67422,20524,65008,22938,2414,250,0,87946,65008,102,0.7391808609828758
87701,67317,20384,64867,22834,2450,250,0,87701,64867,103,0.7396380885052622
87752,67158,20594,64722,23030,2436,250,0,87752,64722,104,0.7375558391831525
88039,67456,20583,64970,23069,2486,250,0,88039,64970,105,0.7379684003680187
87584,67086,20498,64592,22992,2494,250,0,87584,64592,106,0.737486298867373
87667,67065,20602,64619,23048,2446,250,0,87667,64619,107,0.737096056668986
87865,67392,20473,64885,22980,2507,250,0,87865,64885,108,0.7384624139304615
88473,67975,20498,65571,22902,2404,250,0,88473,65571,109,0.7411413651622529
87952,67177,20775,64735,23217,2442,250,0,87952,64735,110,0.7360264689830817
88042,67521,20521,65057,22985,2464,250,0,88042,65057,111,0.7389314190954317
87327,67041,20286,64617,22710,2424,250,0,87327,64617,112,0.7399429729636882
87529,66812,20717,64364,23165,2448,250,0,87529,64364,113,0.7353448571330645
87296,67063,20233,64613,22683,2450,250,0,87296,64613,114,0.7401599156891495
88255,67544,20711,65037,23218,2507,250,0,88255,65037,115,0.7369214208826695
87339,66776,20563,64352,22987,2424,250,0,87339,64352,116,0.7368071537342997
87949,67240,20709,64756,23193,2484,250,0,87949,64756,117,0.7362903500892563
88021,67458,20563,65008,23013,2450,250,0,88021,65008,118,0.7385510275956874
87793,67267,20526,64768,23025,2499,250,0,87793,64768,119,0.7377353547549349
87693,67065,20628,64624,23069,2441,250,0,87693,64624,120,0.7369345329729853
87900,67266,20634,64824,23076,2442,250,0,87900,64824,121,0.7374744027303755
87515,67280,20235,64744,22771,2536,250,0,87515,64744,122,0.73980460492487
87883,67239,20644,64830,23053,2409,250,0,87883,64830,123,0.7376853316341044
87592,67137,20455,64671,22921,2466,250,0,87592,64671,124,0.7383208512192895
87618,67137,20481,64662,22956,2475,250,0,87618,64662,125,0.7379990412928851
87834,67172,20662,64736,23098,2436,250,0,87834,64736,126,0.7370266639342395
87890,67346,20544,64923,22967,2423,250,0,87890,64923,127,0.7386847195357834
87919,67218,20701,64717,23202,2501,250,0,87919,64717,128,0.7360979992948055
87978,67402,20576,64849,23129,2553,250,0,87978,64849,129,0.7371047307281365
87150,66763,20387,64314,22836,2449,250,0,87150,64314,130,0.7379690189328744
87780,67200,20580,64767,23013,2433,250,0,87780,64767,131,0.7378332194121667
87748,67245,20503,64788,22960,2457,250,0,87748,64788,132,0.7383416146236951
87907,67235,20672,64815,23092,2420,250,0,87907,64815,133,0.7373132970070643
88015,67417,20598,64922,23093,2495,250,0,88015,64922,134,0.7376242685905812
87922,67268,20654,64806,23116,2462,250,0,87922,64806,135,0.7370851436500535
88055,67374,20681,64921,23134,2453,250,0,88055,64921,136,0.7372778377150645
87673,66982,20691,64509,23164,2473,250,0,87673,64509,137,0.7357909504636547
87828,67135,20693,64686,23142,2449,250,0,87828,64686,138,0.7365077196338298
