run_id,paired,physical,filtered_support_hit,train,validation,test,screen_train,pairs_sha256,events_sha256,partition_sha256,wepl_mean_mm,wepl_min_mm,wepl_max_mm,air_only_count,air_only_residual_sum_mm,air_only_residual_abs_sum_mm,inside_grid,outside_grid,selected,train_count,fallback_bins,occupied_bins,status
61,1902150,1902150,1233599,986470,123349,123780,98329,84b579ed39ce4301b7711f172dd6350efa3431b701d95044adc0d011b6e14b73,571f9e332dd25838c81cd7ad092e5dd67a358546f20f726c3412a21aa9787817,576726e7137216f7f2557b6900e9e9968957512cffad77b0545558e4ef3876b0,71.59835052490234,0.0,127.89640808105469,593493,-3205.9392668439286,24337.041107887046,1879336,22814,1827092,1521457,0,1200,PASS
62,1901138,1901138,1232154,985696,123211,123247,98374,9051d2be31da661dc7c19f359e9b71694de98b323680894c634f32cab2cecda8,52b5964e94f851cae6c79817a66450307418e135d14b6b6cb156a8373ba4fb8d,a033b19435d71afd84feccc235dd2ffc33991551762c10d9cd9c23ff3a63b507,71.60472106933594,0.0,118.54772186279297,593547,-3435.611232696706,24050.679821676666,1878325,22813,1825701,1520576,0,1200,PASS
63,1900898,1900898,1233586,986891,123272,123423,98538,c4afcfe312467e4a7313c3aaeb8add6d52fcedb2afe74ee39318200008572ad4,97f31301ab7014dc73e0fa919da337a3591bc7e65df56f4aab1fd78f7ca351e0,f28d147ad9b2ea53cee0f542daa83483cec04a0009570e34855f44976c4248c5,71.58912658691406,0.0,120.37141418457031,592299,-3494.4396635512367,24044.3512035075,1878154,22744,1825885,1520986,0,1200,PASS
64,1902439,1902439,1234188,987110,123587,123491,98466,dd2ddfda0d48fef38ad0d82d0efccec1e384b6deefc5b0382e43e7bc08e42d2e,eb37c52b4afe633fc306f64e1bcfb5e01efdab4c26fcfb3ac122c51ef8391688,e5d9cf960a6b0c83821bd5c1e3cfd947d46649b59984ec21126aea62927e346b,71.55813598632812,0.0,120.41755676269531,593050,-3407.8621104334247,24081.93271711627,1879713,22726,1827238,1521996,0,1200,PASS
65,1903427,1903427,1233540,987207,123426,122907,98644,926c65414ff068fcee8d7b7487248fde2a375ad77000314470a9c7f6120068d4,a58910528f4fcfa5425ef2d1737a54e71d7c7c0266614c69b7224beddc041684,90c23a460014c20b9d6e64be6a2fd68692535d42cf6dd98fbc712784efbee5b3,71.56465148925781,0.0,116.76760864257812,594580,-3170.958280632357,24404.531752471747,1880556,22871,1828120,1523572,0,1200,PASS
66,1901006,1901006,1231866,985224,123497,123145,98207,cce722701ad673baa3d56b29c5cdefceb44df10bcc51a13fe33ecc2b1bf2dac3,491dea33bdc5361a7c3cf500bb6331c21870034549ac357fe4d901a71d61dfc1,11f2f88cd32ce7b69c2c97427e1f14011f6dc00594c3cc5d2d1ddc1392211124,71.61170959472656,0.0,129.82040405273438,593234,-3360.0196607797916,24108.561464317772,1878011,22995,1825100,1520068,0,1200,PASS
67,1899144,1899144,1231250,984984,122995,123271,99122,d40e78d33d2780bd5b7dedc2472511150389d19dd05725b05e3b25349f25b626,e69fd66eed80c8152d255e9ed9a783306c2084e7a8af62040525ea1b84d120e2,4b31ea3ed6e1ee139314674f1a64e9f7bd566f0190cae1238c53721871d50054,71.55540466308594,0.0,117.20777893066406,592107,-3356.2106703332793,24071.017839041153,1876092,23052,1823357,1519437,0,1200,PASS
68,1902199,1902199,1233830,986821,123642,123367,99171,2f2ad0deb637e9e10f60b063ccf8136285f3229ac170d110ae397f7ffeac2d61,e88d8f908254ad1b78adef61a40daa0c98c244c4f21e915af1ddf1ac4bcc5919,e77ce9825aa3cf93b85624020b8659f5d959d85b589dd240318aebc4afff9710,71.60330200195312,0.0,129.91494750976562,593530,-3138.193143449854,24393.448973753617,1879315,22884,1827360,1521809,0,1200,PASS
69,1901632,1901632,1234092,986850,123370,123872,98753,0c2e545a851c27d199d3eb237580fe31cb62b520d85019292d493a9acfa62bd9,b5f6641884e6f9323d3c7d3481db5dd952c1392e6455e50052ab69a0cc7a24f0,ef59d5668a6af11e20a33e6af8dced971f4c9382df4ee4105985481d301551ed,71.55524444580078,0.0,119.70011138916016,592632,-3461.514177584196,24022.435303586943,1878748,22884,1826724,1520998,0,1200,PASS
70,1898947,1898947,1231686,985775,122656,123255,98676,63c1a7aaa8b56a43ad5be7cf8367c36889c1a03050f7694bc6eda1ef2e3b3196,663a030dc94577c338d5d15af2c4b473f3a879ebdaed88f7510a359896f34343,2a14f10b378ed31e1283b503dba45a982e5aa638a28a462a87cd728ef4fe35b0,71.58363342285156,0.0,122.76668548583984,592628,-2961.24656281242,24478.169303077386,1876361,22586,1824314,1519857,0,1200,PASS
71,1900020,1900020,1231752,985384,122914,123454,98487,f76d9d7c2673c3435133140464fba404026705ff8482f2f7d5b20fddd5d96e39,0273308bd413d0f1bd9c88416925be704903bb7a403d5aae35b2b34818abc6c3,6c4d1d54e297751883df8a54a83cc7762b485ae70709734c2159bdce719cc629,71.59103393554688,0.0,122.4216079711914,592773,-3354.8036013070214,24142.20222761252,1877149,22871,1824525,1520016,0,1200,PASS
72,1901629,1901629,1233395,986660,123274,123461,98790,2992294f67ea63f535f5a830df8a7a2c7de23fe655aa70a5437beeed12e25779,d80da4ef0b05feec2f9d8c5392879bdb5bd142d6ced101cced2fb4e42c24b71a,1249085305ab185613d6d63e70a3b8b85cdb773669230ba47318822ee126a63c,71.57256317138672,0.0,117.76622009277344,593831,-3367.449783740485,24152.55134784975,1878715,22914,1827226,1520967,0,1200,PASS
73,1899134,1899134,1233006,986388,123154,123464,98347,825e4cad4990545549938b0677ab38b63f51cf02a8aea4d09719613a425a76e3,4aba24848fb27c4141435a7b5bfe53a2c50a498550d325deaba5ba5fd85d9521,f7aaedce753e0fb35e7d4e673ac47ed096d2d79becab92cbaace28024cf028e3,71.5467300415039,0.0,132.53341674804688,591807,-3188.4175569865292,24237.198927726906,1876539,22595,1824813,1519308,0,1200,PASS
74,1900606,1900606,1233288,986873,122995,123420,98653,0fbeae51353b6a8a685045408b6025ff2694045b958fbaf24fdc42dce4741bd5,b3a2d55daba9b836c3100c53ff37ff9db936a517b76541c50b94e57f40960194,64d9005711a3c944720a30d7f861e016b7be060a98444299d09a713843a8daad,71.63482666015625,0.0,127.76427459716797,592352,-3236.2073191888294,24191.631725730094,1878024,22582,1825640,1520305,0,1200,PASS
75,1899373,1899373,1231090,985704,122440,122946,98358,f51a34bcf472014aa0d60a494e9d3e2fb57d758361a0b643b285e6c8470a7605,e2a5091a2306ae1d6071a524907e25a96e693decc6f14495fc292173e0e88c15,e0ac0cc201e9893b31b5e39d15c2546ab227af2791d96333cd6ad869046e0c3e,71.5892105102539,0.0,115.90616607666016,592896,-3036.233188332442,24430.246420359814,1876530,22843,1823986,1519793,0,1200,PASS
76,1900783,1900783,1233829,987149,123265,123415,98517,63242a8f906fe136da85e08fa915019d0492d3afb5ebe8b1926eae0a93346e39,97500839e1e8726ecb17b0dbe16203dd61cfac7978555b88dc74312fc76b3b09,2d5283e54da55dbca374a9638fcec435f1038006fb2c95e480adf266c027876a,71.5502700805664,0.0,121.56102752685547,593071,-3208.5527086722486,24324.60582350644,1877743,23040,1826900,1521263,0,1200,PASS
77,1901499,1901499,1232334,986915,123013,122406,98709,a39737b4b7fb4cb08cfc606ab9f90b5a65e3cc31f9c184fbb4dd4cccc530326b,5fdea37c7e0c21c6da8d823c5902ec68a2860e28f40ba39accef96f2ccd8c4a0,f6b74e510b803fbd9af5cc2da04a14f382ca1958c15d3ed6c69e79e8da6ca509,71.53797912597656,0.0,128.3993682861328,594472,-3333.1528638302298,24225.899361432494,1878788,22711,1826806,1522250,0,1200,PASS
78,1899248,1899248,1230089,984329,122786,122974,98574,dfe5b82b8bf243f5341f9e3b2e01eba5f8dd494ac1d9f127f93ad16e4bfbbb51,10cb5fe4c2d8754cf1ecb26db236f1c3abea6199a11bf9d5dce8543da9278461,24fc0a405dff8db63a4b62e221967f2d798a4148102ad50d31ba4e5800e64ee9,71.55282592773438,0.0,129.94642639160156,594129,-3335.8377075805365,24165.955366825165,1876656,22592,1824218,1519914,0,1200,PASS
79,1900703,1900703,1232649,985983,122814,123852,98493,812ac2a34c8eff74c8ee39a0e47d16f538f49950bafe66744db66cb60c91e07b,857134d63dc1eaeef77e1547cc5d09bde41c46cbfd87ba73003d6bb245b3a65d,027c0c7e98ad0edbbdf7d34fa4f758310ec26ef2b6d3b57e9edd19dc1033ac53,71.60596466064453,0.0,121.72557830810547,593291,-3316.635098945141,24205.23402411981,1877970,22733,1825940,1520190,0,1200,PASS
80,1901282,1901282,1233017,986336,123419,123262,98589,f2db850e7c9e76fe29c7fb7dc8af3827428ed8984b2e551d2458caafdc23e158,7f90e6ff3190cc73f035b1c5b4735c1cffe36ab700239258471142d68a47f48a,2a5fac873c3286198d595c198e62ef8eb75a7b6ef17d256766a8e726c807b3d3,71.58771514892578,0.0,117.59961700439453,593158,-3459.796106312831,24050.83488654813,1878563,22719,1826175,1521313,0,1200,PASS
81,1902328,1902328,1232812,986108,123389,123315,98937,71150a058004c82581da60be80fb3c4ac40099f56f0ab6ee7b977bab5955fd8d,c5b3d840efe06b56f8bfb153735e06ccd3c5ef89775c84442552384e8ff65edc,355d4a321c7d65ae4beedfc30d8b61008c201fac76bdf9589dfd797ba07626ac,71.61608123779297,0.0,133.65701293945312,594499,-3614.7994166458484,23978.061676250334,1879411,22917,1827311,1521717,0,1200,PASS
82,1902177,1902177,1234151,988135,123028,122988,99155,cfc426ed6ad8d4e72e65c4e2f14d1d4bac08980ec313626e159c688676e0474d,0416a63a531f68487ce552a91f92df3f4da1827c5c8ab72087a5af712a91f4d9,d83c327ab198e3864331e9878ddf9ccd27c40eaca3d6fe572da2e9ff55fd7060,71.5657730102539,0.0,119.78334045410156,593267,-3458.592582486219,24050.547141410018,1879261,22916,1827418,1523258,0,1200,PASS
83,1901426,1901426,1231835,985403,123867,122565,98656,3f1446daada5497334261b0fbe81e691179eb97e8c8e5f51bdb5c30d5cc7a423,41421eda76a2cfa7b0be885e68aa58a56611cde99388fec760c3c7e6d262e83c,4c806ed35f65d1e941728bb249feabd4d92ce326ec7c8261ee80f12180b2869c,71.61229705810547,0.0,120.24777221679688,594617,-2999.870080717441,24553.621387790114,1878690,22736,1826452,1520872,0,1200,PASS
84,1902797,1902797,1233806,986464,123723,123619,98243,154b6478bafad3a907bbbfd26ef5b0da6f7c6ca29bf5225b38cfdc82253bed35,d77321849bfadbf9e2c5a81bd2326f7a0189a57e5c5b1538864bfd76abd39205,ab3e0703df8f311cc8f2c242faebd82bd703b71d0e792bf858e7b96db3d7d8d0,71.5685043334961,0.0,120.24125671386719,593920,-3549.845888542822,24019.230193408017,1879932,22865,1827726,1522260,0,1200,PASS
85,1900056,1900056,1232240,986158,123243,122839,98523,52b515597e5224e8177a4caf1700d53d2566fb2926310847337863adc39eef15,dc231b421db2cafdea3ed0422d5114d5b88451e4746170dddccec96f214f5877,34129168e41cab96000beba03b672f99d80bea86ca378f0d3cf03ea01410629f,71.5875015258789,0.0,127.52521514892578,593635,-3252.617173489907,24259.26814227411,1877480,22576,1825875,1520247,0,1200,PASS
86,1898698,1898698,1230627,984611,123306,122710,98766,4b77d5713234525db5473daac867bf435af4d18bccba0127e325990653009f47,154ae87ea8b104b2d9f5ca3d4b6a8fbf63293fe8d718e8a9d555ed1828eefb9b,c0f60dbc69c8718370d09c55ad10738dec91367f5b7c43010c07081c33bd465f,71.61894226074219,0.0,135.3981475830078,592501,-3618.5490627446247,23857.400875918225,1875656,23042,1823128,1519324,0,1200,PASS
87,1901441,1901441,1233714,987811,123099,122804,99752,ca49cc1b6df3a682bf9e7daaa6589440349ad5251f749ad7b8925dd396886e7a,e1f701446923f133af8a01c12cd78c1f5e2ddf8354a0b55c4fbe18b2fa85f639,b026047786d84cec124e464e227fa60a973781c1ddd02fdf08f4c97e9aff371f,71.55732727050781,0.0,127.20528411865234,593260,-3258.688300971925,24233.333768706783,1878557,22884,1826974,1521675,0,1200,PASS
88,1902412,1902412,1235002,988830,123139,123033,98751,b980f4c27cb89e4716699cd369821738b5874a7ddccdd8bc4f3646a43699d6aa,d734bf9373f65a0ba95aeb864837752c812a351eec5571ba394463288918c7d2,52ff0e09bbd5677fde091a5aa610fffd0372b837b67aac342e11b428aa3eff40,71.58888244628906,0.0,124.12127685546875,591907,-3256.475750192254,24203.393097397995,1879408,23004,1826909,1522389,0,1200,PASS
89,1900552,1900552,1231801,985387,123498,122916,98375,f44639374bfd5da3405c63ea1248d1b848c07c5a08d1105ff2af9e2a90ffa9f6,fa79a7b154a7b38fc283381ff310a46c870d197e118843caa68249be7527ee25,371210a1ec19fcabf7add6202671213beca975168f7c0a3fdb87bb09163e174d,71.5853500366211,0.0,136.17361450195312,593059,-3011.6320228769955,24450.603122008826,1877626,22926,1824860,1520806,0,1200,PASS
90,1903605,1903605,1234713,988574,122891,123248,98849,88403caa73364ebd6e0ad7c9cbcc2e6f4cc70ddf879837b5109c26d8a2b103d2,bcb9ecfdac66e57028cbd39a30dace71063079c57291fa41f6518dfd838bdea8,58eb5fcdbe88fb5948748099d18d18d9acc127086a21a4103f204dd37e2e6daa,71.62388610839844,0.0,120.59940338134766,594572,-3470.7918900342656,24099.104609672795,1880826,22779,1829285,1523210,0,1200,PASS
91,1899889,1899889,1232173,985588,123075,123510,98661,b1540e6f7c9114c44fcd527565b0b2fef0705c31607bff4ce63083382f3fd52f,04b1734de114cabac1955003444fec874be16409b7876c7e6602feff6c49596d,7ffe1774373434375e00c32743da3617e9bcd199fd404fb43159d86ca1487fcd,71.63887786865234,0.0,121.15802001953125,593097,-3264.119697537525,24233.96778212727,1877230,22659,1825270,1519490,0,1200,PASS
92,1899276,1899276,1231090,985102,123229,122759,98821,5d68638dbac7323428a839e07ecc832e724443c54959b184374deed67c2ef623,829999efd98f5bc41a7dc3eb00b96c800d7bb91b1b39d1258e6bef6a274721fa,1fb7e7539f914ba7f359bdf6ae952ab32b785bd609386a4497894fb2c179120d,71.59626007080078,0.0,121.83460998535156,593916,-3537.4408113635222,23986.069585349676,1876629,22647,1825006,1519381,0,1200,PASS
93,1900202,1900202,1231939,985352,123537,123050,98554,4b80e2d6a4cd6a52acf7c7a888d85f8ce2d4de9f8196045d7e5f302cc6351d69,cb4a77da34cf92f976c9f6a54e01549d784a40ee0dfce60d003a385ed4c1dd95,848baf0ad043f787d276d6d79e6a85f73dedd71ec687ca681d9b17911e1fa544,71.59779357910156,0.0,117.88398742675781,593250,-3388.5018850634856,24085.521348769842,1877270,22932,1825189,1520043,0,1200,PASS
94,1899575,1899575,1233406,986978,123516,122912,98906,aeab857f8e41cb36157177343eee9f342eedf2af7fa2e2cb5c281d6674fa8743,600757af9eeae94069588bc56403e22bb1f2beeda6cf59eebe61d6b1d91ced7b,6a9bb22e71b113af3f5dfdae66330529cb7adce0a76b9ad51348a4685ed16f95,71.54820251464844,0.0,118.63717651367188,592180,-3173.035801954805,24282.83932205874,1876895,22680,1825586,1519947,0,1200,PASS
95,1898906,1898906,1230797,984703,122940,123154,98517,aa9bc89f10735e4150ea397793ab066ea85a08e29c184f33533a2c52143395e0,c0dc36513ccfaa6caa4336ad5831d21794c75596b804da5e328d4bca9a04becc,0128d52ac407374d23c9b1e7c652c4eeef0d2709f424934aaae5b51a6885b758,71.6547622680664,0.0,127.62238311767578,592441,-3299.503896592696,24144.90287308819,1876021,22885,1823238,1518668,0,1200,PASS
96,1899634,1899634,1231599,986005,122664,122930,99171,0f2976f793883ca940b9f1c9678b7330975bddbf76ef721e81000e31bbfdc8f0,99ea5e36a63ac41d7569096aec0610d9749a6ab00db32b093ac1d26f1e108bcd,bea1c370d5453ffe377d8dcf04b352ff567c4586331fe21ce605e507a7bf19a4,71.65003204345703,0.0,120.31924438476562,593365,-3259.484639715681,24248.281979676918,1876934,22700,1824964,1520394,0,1200,PASS
97,1901337,1901337,1232026,985619,123052,123355,98846,11d8e1f846e95e9195c70c396691b64b2776f610d6dfdb3a2838ab9c2b57aa71,fae8d48e19d065c3b442db64df6e389ebadd5c02b79d6ad50f777f3f3765e09c,1bad0ea98f29085bae304508e3b74be869bfac0ad8564bb8b10fecf7a38e2ed6,71.57266998291016,0.0,115.55986785888672,593468,-3471.0533061162546,24042.32011437798,1878543,22794,1825494,1520654,0,1200,PASS
98,1899390,1899390,1231085,984113,123641,123331,98221,002d3b609c6f4c924fdfb1e40e740193bd5dc3bbf292e0e90d366e7ef446e7be,3e9c72f8b7021c883a8de428a4161b3d837ad5b07d0869d8dbaa2b7495772430,e19783e980e6fb8854df5c05d5499ef34dbc3725c6467a2b97120893ad364909,71.61080932617188,0.0,122.80956268310547,593051,-3150.876683142325,24325.85500350569,1876724,22666,1824136,1518527,0,1200,PASS
99,1900500,1900500,1233159,986245,123119,123795,98317,6d2372bbe8b4eab18e715c9cb22106ee223476b98557d2d8d502420dd0e627c7,76200cea0020fb0df184f2f2f8d749784dc0ab1717f1dd421cc58753daf0918a,4e1a2e7ebc0f6cd776279fe0104ec9b0836148493c402bf6c3db09fbb6badc78,71.56646728515625,0.0,114.49200439453125,592769,-3509.6649009614025,24008.771808597055,1877677,22823,1825928,1520930,0,1200,PASS
100,1900589,1900589,1233090,986794,123198,123098,98086,901cd54c8039e3ce7ffc03f7bd734c35aeb5b79ff9cf675bc876d668897afe91,5204026f96edf56edd52520e169698d60733a7b7ca7acde54ce9b6330b5a918b,122b5fab4bd19a46a0f28fdfa463a73a53cd15197059acac0f6395f10b4f06ef,71.56790924072266,0.0,120.09210205078125,592305,-3417.63311823682,24061.425238721524,1877743,22846,1825395,1520936,0,1200,PASS
101,1901396,1901396,1232833,986375,122916,123542,98767,e711f4ff8fd224f4353f6a8b37d30bb7d2021194741076eb29f1304756a572c6,c842077a9c5951998c001ebbdbb5f39f1505de0112cebebba99868944ae1fca6,348dfa4ad5ac1605f6fec254233b42420c1ad9f3c9e997333f8f500b5e950f73,71.56952667236328,0.0,123.2126235961914,593565,-3223.583073625854,24316.134149452308,1878674,22722,1826398,1521183,0,1200,PASS
102,1898216,1898216,1230457,984892,122819,122746,98986,ac4c0f7ff32b612f8f5e380e897e92971e3392379063257e5148dd1f66864014,c43353e376afbf3f8d1ca6af75e4e349f5898cc02923542e2e7a32890d1b9542,c1b637e6a393ab8dd8baa2562fa163f3eaa8a47cc1626470e2e4dda1bdf88343,71.62751007080078,0.0,124.73506164550781,592996,-3289.5083411847036,24204.123940559508,1875455,22761,1823453,1518728,0,1200,PASS
103,1900119,1900119,1232163,985406,122980,123777,99331,0585973d4ab8cb174a629f94bc4f316b539b6036fe8283359e2137ad2bd6e04f,b744234908db6b69644570b0d96749d38b879f59fe21d4877d2bb67f832a938c,070a5026492ac02d4bc6a627b76c378f9b7a315de6ab2a9e723c7fed52e7ba31,71.61714935302734,0.0,116.82247161865234,592765,-3179.1004799822713,24302.423369277436,1877341,22778,1824928,1520066,0,1200,PASS
104,1902138,1902138,1232389,987007,122825,122557,98466,9e22a66ee2ee1a89bc46a658592d827a4e5a984968bc093239f0a73949ce597a,703422e1d0ba2f86616470e15ecab6911185df4ce53e747e361a1a152daa1d78,f07285f29cdd406cf43ffba75e399d8fbf6026c4f7fcb35d5d30bcffdf76f282,71.61334991455078,0.0,134.1835479736328,594756,-3152.6017943136476,24434.12075794125,1879343,22795,1827145,1522868,0,1200,PASS
105,1898593,1898593,1231589,984574,123475,123540,98571,5e95968b8e976d2b0b0cff6e9263aed2e116f6f305ede8c92a49a4a66d9981ea,2f6ba9906f6f69d5b880db7532ecc6519051f7107e33739e07fc89edcd826250,fe972ce0dd0ccba60b38cfeb74fd4b58d544a05f3eeba6459e4c8d9d28015b85,71.60675048828125,0.0,126.24362182617188,592438,-3336.86832419026,24109.591771602878,1875594,22999,1824027,1518399,0,1200,PASS
106,1900885,1900885,1233588,987179,122894,123515,98951,22f0d128432bfe84c7775e4ca0dbeb6445139eb43d36a763c2e3673ecbbc2b99,ee8eeadbf1882d12eeeb071d999ca86fccd7f7bba62b26cccf9be7b29d63631a,384efc3195a92b0c2d28e7c6843a9f7b14da1e1ec7a4ea6bf9a2ec6fa597808c,71.6394271850586,0.0,119.27606964111328,592066,-3316.422675576553,24135.423160555052,1878093,22792,1825654,1520839,0,1200,PASS
107,1899072,1899072,1231711,985219,122804,123688,97659,ae43cdc464b6d72d1455efa428d17f1cfe337eba8a54f59324e4e8153dfe4a82,90f454efcbdd72d0524501e05ea8edefc55dc06adbbea53baeec76b9415ee742,259fcf82ed37730906578109fa9bbe511ee98d6a534a8ce1129a3ba1b269f377,71.60400390625,0.0,119.13799285888672,592844,-3071.031756896719,24370.58526100486,1876334,22738,1824555,1519225,0,1200,PASS
108,1900474,1900474,1232615,986020,123428,123167,99124,d7112e12681abcabd6330d0dac761f111f5cdbe567f2c30d4f1c8d5f6deefb46,ec71e936b68413af94c97086358a371b2a7c0eaf07339519a2846828b0d29d61,f208bd5e42e0fe5bfad0c88a33cb3c3226e690e7f2885ca3c63e6b7a6857b6d6,71.61762237548828,0.0,138.36036682128906,593149,-2960.8143675779443,24538.78532059755,1877672,22802,1825764,1520005,0,1200,PASS
109,1901192,1901192,1231978,985789,123329,122860,98927,5ab7a2d76f65fbc7e4efee0a16e765cc558c8ab7260f348d9b5c125cf414e7b5,584c4e65e8dfb9b62fb18879c537d0ef5fa2106ef5f1c82ef907a0045447c304,c0dc87e6c3c7b95a24c0d865ecec521c9235cc0cfbfb52b647e84cdaf73820f3,71.5998764038086,0.0,122.14614868164062,594490,-3273.0066745271934,24271.164275720486,1878291,22901,1826468,1521055,0,1200,PASS
110,1900555,1900555,1232783,986196,123133,123454,98470,0e4c57a593d22dc245aaaaefc9fcb818940f8535ca6f6604f5b85484f929e68a,4996f96682fd3021ebb9179149c454ea84d553194e61b694f0d425f431152098,838df1c5155a64e3bfb92c7fa6ca1efd0c2304afdecd4792cb9fdb623ae04d52,71.59153747558594,0.0,118.03466033935547,592615,-3221.2883250657487,24256.311796352118,1877692,22863,1825398,1520945,0,1200,PASS
111,1903893,1903893,1234877,987516,123700,123661,98716,ae3f740bb2fe46d9b9171b6a76f2f9015fe95dd9531a522fea73277a8dc81369,81319dd1bd7058b3deda426ebe65a160d98f629a3282554b648191241f1141fe,035c3a1cead9b82ec2b6d60ffc77e077f6fdd166fe7a9df464b35ae952cedcb1,71.6045913696289,0.0,119.94703674316406,593636,-3510.112386899938,24042.19299117614,1881029,22864,1828513,1522198,0,1200,PASS
112,1897151,1897151,1229014,983159,122681,123174,98257,d459c912095b2c41da13384ea6523b57abaf606120f5008e5602575b2ed9361e,e6e10956e473a3704b4757fe3b20d31ed901f27727b164e326abfdbd83070a28,914450cbb6081763e478261ec4de5cafac233c7666e1edf20b4b0e88a3a91fb9,71.63792419433594,0.0,122.07295989990234,592733,-2966.278480564502,24546.5856304529,1874397,22754,1821747,1518069,0,1200,PASS
113,1899779,1899779,1232258,985575,123375,123308,98240,4d7323855ff60b0cbf5ef2fc7671955a9805d8662f5a3f28b48ec220a383f9f6,674ab683e8e9ae78c4267dfb6be267f53e7cb823997c49fa7dfd4336ead7bd6c,5a0b5367313aa3c454bec4fbdaa969d1795bfddc1b7dd71807b8fe59323f70ec,71.59308624267578,0.0,121.29630279541016,592619,-3393.0693989256742,24075.984503524218,1876927,22852,1824877,1520086,0,1200,PASS
114,1899525,1899525,1231563,984935,123414,123214,98030,9594368fec6be2639ded26db55f05feb1b5f26a304da0e5726382b354e9570b7,f64d5f963b9773bf9fe7468e69c58e44bed2e079c1eb2f7b2ca9e536805f62a9,e6284a9429ca24e398cfaf6edb70b49e0efdb3e90be7a5a956469c03fcb9362f,71.60155487060547,0.0,117.26396179199219,592324,-3497.0523108041816,24008.28077767944,1876628,22897,1823887,1519506,0,1200,PASS
115,1900008,1900008,1232683,986548,122934,123201,98550,0e95cd0b9350a96d28a8e662f428da98981b3634313fb7d2ae46a48418a35aea,bd05daa2aeea376aba17e4bc983a0fa9a2f5ad33664b79dbfcc8d441b6c58c02,c4de9bf29fb0a0b30d4a372c73b93fa45928eb5e73170c1d1f14686095d088df,71.58995819091797,0.0,123.9453353881836,592767,-3176.3070873151955,24236.449260871617,1877165,22843,1825450,1520475,0,1200,PASS
116,1901600,1901600,1234147,987046,123060,124041,98883,72919af5bf2dab1f22e9f4cab12aecc4cbec61157d9710ec81721d453e912cbd,b057750b9eb756dcaa3481f9fcd866d24d7a5c2d61cb2ef33cf937b368086b14,bd354597ea2b2890a6cb741744dc0b127f6b10b27693b1633948ef1bd737b5b5,71.60201263427734,0.0,129.83917236328125,592633,-3325.0721751881956,24143.072638238693,1878908,22692,1826780,1520789,0,1200,PASS
117,1900516,1900516,1232238,986336,122990,122912,98107,69adb50fdf1f1605bb73f3262bc40eb2834a315d70f6d493f64ae0b439fd9154,103b3a89233376005e8d26a3cec6421a69d470ceeb4989dc4d4c3723aa5fac3b,263e7183d0395ef8b23d7965f552f238c7aff476cac1b66f6b8f3f149db4e8c6,71.63257598876953,0.0,122.08280944824219,592685,-3157.0818610351107,24273.228420447278,1877867,22649,1824923,1520541,0,1200,PASS
118,1901786,1901786,1235220,987631,123813,123776,98520,45e5161da4c98c8eba2b4a482bac2af648aa4356ffaa4b39b0962cc0c588451a,038ac8f4b9b304e857676ad2d078200192542fdbe3186ee6d2ccf723553435c3,bfd58c34d41a5302671032e5d9ddd08b2c178dfd91a38554474cd239ce971054,71.60346221923828,0.0,124.08167266845703,591840,-3258.7753359133994,24201.41137262095,1879035,22751,1827060,1520348,0,1200,PASS
119,1901950,1901950,1232799,985406,123975,123418,98746,db439216bb5524722388713e1adaf030e538ff1e60a002202c5e5aff2e189444,e1267b597f51a2ae59b532ef73a945355b5dadc2bdf0d23cce7c85995fbb5d93,911634c6ed29a99bb93ea9d19be6bc6de1867741e03774ee8266d07b59d4a203,71.63738250732422,0.0,121.79357147216797,593714,-3390.337258855885,24139.30802548725,1879250,22700,1826513,1520518,0,1200,PASS
120,1901145,1901145,1233390,986665,123113,123612,98802,3e85d409bbd60834f0b4dac0268d8e322c2012669bf187b9c09f40d51e550fbb,646586287274d7304976ca3716a5d74bfdbf8aa59cfc0917f57a975ab8077fab,0cc622b2ec7c14ab138cca502511f21c1fcc60900a603247abc3acf2ed488c07,71.58540344238281,0.0,117.1430435180664,592633,-3562.6547937566293,23896.020517836027,1878345,22800,1826023,1520493,0,1200,PASS
121,1897701,1897701,1228999,983080,123182,122737,98271,18510feb0ba169daf11c7660be4eb71457e122153cebf146c9330c9db10e9f04,86d0b9e923eb0db777343361e40b2cdd95390261f0026d62e01cfc2322b4d483,27e53bb9b0aae7e832681f7111a869b2f6df57f1ed84885313aff491af5e7821,71.61710357666016,0.0,128.8083953857422,593636,-3081.803521273933,24447.22308044953,1874886,22815,1822635,1517790,0,1200,PASS
122,1902076,1902076,1233596,987481,122838,123277,98857,52b89e8adca4f309e7f99ca1c7a4bef3def165c4f033a79ba80ab91717d972b1,85fdef2bf818e57c0a52d8f696ac4a2ee1eb79ac2ecff5c8615f8c0d8f781b76,b88b5a07b827bf1fb58ea1ee7912a10c9421f204b960923992208ddd0898fc88,71.64115142822266,0.0,130.15516662597656,593517,-3319.6496908719473,24200.957856926096,1879420,22656,1827113,1521516,0,1200,PASS
123,1900321,1900321,1231683,984939,123306,123438,98034,c55195e4a78d1e607f8cb29b125554906098ee7346f9590739aa751f92ce5968,638289ee9064dfbd255d0c0b6283ba2fdbc73d214f53d88e4e616a5ed0dfd45c,caca3a49b0d71266eee6e0af5681c271caf490432a6783b14670650b55c72c1e,71.61668395996094,0.0,115.64067077636719,592814,-3281.4873967984777,24166.22969134691,1877480,22841,1824497,1519309,0,1200,PASS
