run_id,paired,physical,filtered_support_hit,train,validation,test,screen_train,pairs_sha256,events_sha256,partition_sha256,wepl_mean_mm,wepl_min_mm,wepl_max_mm,air_only_count,air_only_residual_sum_mm,air_only_residual_abs_sum_mm,inside_grid,outside_grid,selected,train_count,fallback_bins,occupied_bins,status
124,1899358,1899358,1230642,985603,122962,122077,98580,e36dfd3bec7288f1ec535520b0bb30d4922cdefbfef264740ff252ded66764e5,1ae7842143533b8c594af1558840211c817d3a31adc8faa28c0cf353aba88d74,51aa921bf31aecacbf4bbc874b4aa05a709cfa88e4610aa3a7be0345ef8cff0b,71.59698486328125,0.0,121.72290802001953,593568,-3081.5017684878762,24434.59712748236,1876586,22772,1824210,1520518,0,1200,PASS
125,1902098,1902098,1232443,985521,123532,123390,98652,07ec79b332f469e13478c83a0109e8c34dff159a367e049478f78c4a0de0d6d5,40fd640d1ea630a694c333f399c926d44b728eae17f6ea135b88b0eb87b2208f,d38754b64bcfc36233a967beecc9acd2df87f94b3730bb75420862476b6fbb0c,71.6008529663086,0.0,120.28218078613281,594442,-3185.0984033022323,24344.93143963463,1879067,23031,1826885,1521499,0,1200,PASS
126,1898647,1898647,1230703,984075,123556,123072,98686,7d1558fd8e44d811e1b217253456f0821eeac1d309b54cb7707d8497ca625d73,34f06a25cfd7bcf5033363cee5d1179b22a47f7535d9341f80332a05d97bb79a,ae23b909184b4b6b96e48a2056cc3e5168f16e55df66ae00c4003e04408c67b0,71.64578247070312,0.0,118.00328063964844,591896,-3081.704390630098,24384.09852128575,1875645,23002,1822599,1518522,0,1200,PASS
127,1898771,1898771,1231315,984642,123679,122994,98157,45351f86bdb5170edcbfdafc8017ed5db0e5372955e1ffec84483d543f1ca3e1,04036fa4d68b56c832600ae46a86debbceaa25e743d2f70e670ef751ca282fa3,c09d94cc1af4889b1241f72efd67b08fe35fc667aaf7a2d6cb7506211c781109,71.62388610839844,0.0,117.41007232666016,593208,-3298.827134646721,24193.291950764964,1875865,22906,1824523,1518348,0,1200,PASS
128,1899297,1899297,1231260,985554,122648,123058,98533,750d5964e78169f11320e3b293493e9efd9b677a8a2e2a31b6aac77ea6c93f7e,fc61917fbba2da008a82d26ebf7ef0e7764880bbd759c98b5ccdab5ab8291897,e2969ce0b3b83d88f21cd8347b808a063712c1b1ca6055efcf0c3bab345d13d0,71.644775390625,0.0,120.26705169677734,592998,-3037.5517202173587,24398.212456101006,1876545,22752,1824258,1519713,0,1200,PASS
129,1901673,1901673,1234438,987747,122909,123782,98389,d2ad757a933e0cf96e864e664ec6f91c7454e1cdd7ad958071179dc452fb81de,f19b41f5ee0e7415dbf28e1d0d7d4dc9814024b077532415982b24270877c9ef,6b080914d62e6ba5839933c6cc43f3d0439a0896ebfdc1d476ef611992b9a99f,71.63665771484375,0.0,126.82833099365234,591796,-3442.1962448242907,23960.957357919047,1878723,22950,1826234,1522019,0,1200,PASS
130,1901850,1901850,1232709,986903,122805,123001,98624,c07cdc59bcf4618d7056b609c854f883e1ea66ff62fc4b733f3ff9a735a456e3,faddfe77f4fac6e949b4544e4c9e33bb5bb68eccc5da6a354b41b095a7fd7468,236bfc8d5cf993d6f8455cdb6d64dad90ea60614ca3eca8337d3fa919b255e65,71.58910369873047,0.0,132.53709411621094,594025,-3305.7047140317172,24180.019834428476,1879253,22597,1826734,1522523,0,1200,PASS
131,1901521,1901521,1232480,986468,122690,123322,98227,7f2070e868abaa4031f5479a64d75c6a5d14edfc07c950327afeda770b66bfe1,e1c2b0bc9492b3ae9ada5b43ae7e2a0f233e30c637170fb9b577c627913a8ab9,2fd03f458afa2630ea4edf3573d0277965ee4b55a556f90ff8366b02bb281acf,71.60822296142578,0.0,130.96722412109375,594479,-3211.1950654925204,24309.668812743803,1878732,22789,1826959,1521850,0,1200,PASS
132,1900115,1900115,1231484,985347,122852,123285,98432,e548b7de5722cef5b737d76993e32f4e46ce5f4fc85c1e37c70b17497a78c028,9a457522ba2de1160cdf42e5aaa3c3f2a57f2e9a2abb0db8e9e2d5ecd38d9251,d30f195f8a5e01aae1cb65683657ed2efed384d069c177b5b2a5dcd2485c5083,71.60213470458984,0.0,131.6271209716797,593239,-3599.8859171509366,23902.452037337054,1877094,23021,1824723,1520057,0,1200,PASS
133,1900874,1900874,1232355,986411,122873,123071,98492,d534045d300d16910abe4de925829fad0e018a844d35443de5fdea7f9394cbb6,41d49af688de834e548097427f55803efb28733a4f2f48c805ae874ee3a29979,43178e2a768cb47bca5f765a4644d92b138e48e9df2dc0367a49952c92d43db7,71.67662048339844,0.0,116.77151489257812,593413,-2893.6459979551246,24613.754086992747,1878360,22514,1825768,1521125,0,1200,PASS
134,1898714,1898714,1231842,985277,123120,123445,98605,0b39597591b6c00b0fad76d3e23bb1a8730b7a54e7f38fbce7aed2d7f9448c48,27da31c220e4e7a34b40a76c1e726b9c3b833d4fadcb958ba8abec918d0f7279,a1d1ca73c5704a0fd8ab5e1c53cf03a97e530d7fc34f847e3d27c808c0708f2b,71.62538146972656,0.0,118.0519790649414,592457,-3231.627350591432,24267.052069596837,1876032,22682,1824299,1518481,0,1200,PASS
135,1901068,1901068,1231704,985319,123037,123348,98368,94fad9719eeedc2c1e7d87d22f5ed53dce645d4da2e7852a202223f41210cfa0,c58841cbe9200eccca0c5fe648a09ad200e50032ef76e1382fcd3be3263cd180,102cdd53127a2d3346d7a9bc26aa592a06198caa5d6078dd82e9e4ebe06a80fb,71.62445831298828,0.0,126.48078918457031,593942,-3411.818364752792,24109.95919370231,1878060,23008,1825646,1521088,0,1200,PASS
136,1900243,1900243,1230962,984749,122998,123215,98581,ae0e099f3436c2d1b61a998a7d68f11ac29f842307f08db138066d081380902d,a33addd76fcace148212d872fb609643378267afd7cb29920ebb8ded87bdbccd,d8e065d8bd661327aa83493b9f0285fa2e4e20a67356535a368155198c0fee49,71.63115692138672,0.0,120.29129028320312,594136,-3059.8141340504526,24487.47162179734,1877579,22664,1825098,1519982,0,1200,PASS
137,1899886,1899886,1231399,985189,123306,122904,98606,f9ac0386a01b735afcc92eef64805ccec84065a69e879aad8c730a2ecf6d6c8b,07308ea50af96924cca1946e1a92ea74227808b3f9ac40130baf4d31f7bebf83,6549a954dbd68780d7d7a4490dc9d295d05632506d61687711378424247e869a,71.6323471069336,0.0,118.51507568359375,593558,-2982.8583457094414,24519.905730245704,1877109,22777,1824957,1520161,0,1200,PASS
138,1898773,1898773,1231465,985469,122662,123334,98123,c2c14bd05debd97ab41e928190eb4a7ea492e8f0a94c6804cd90d3bafc556755,afbca2a9c984310528c62093a4ec3cbd1785cc301d1c3060651a520fd6d86ca5,fa5a046094ba6799fafea88d80659e9a0fce6a48dcf4853f38ba14104fb4e040,71.65690612792969,0.0,124.78460693359375,592287,-3054.846268879749,24384.420334920265,1876038,22735,1823752,1519156,0,1200,PASS
139,1899060,1899060,1232854,986716,123127,123011,99145,a9b65b08a0697cddfad368bba85beb4903132712ffccb48ed811afed4ddd1120,90f8176c767acb67b2e7360ce55981eeb259c5c1b6218aea2d42d53658dcfe8b,854f9915cdc79e34243fe4d57207f525f207be6ce12a9f8e66d208d958e1b4ee,71.58490753173828,0.0,124.95049285888672,591600,-3265.641628795781,24120.410846950508,1876242,22818,1824454,1519624,0,1200,PASS
140,1897920,1897920,1231537,985965,122959,122613,98626,2f12f9df9dbe91e268a4e9ea33402168e7ad9f566dcf5465f41fcbd314ab701a,d9bf1b2d77f2e2118ed8db85c216a67805d41a77ca8b32ed173f3c1e1a98cf5d,3dc8000452d87567903c9f9c83ecbaa88de0a24b08b110c754963952986bd504,71.63727569580078,0.0,121.94189453125,591626,-3091.9995310281,24299.406490541773,1874930,22990,1823163,1519091,0,1200,PASS
141,1899266,1899266,1232311,986159,123382,122770,98249,9ae854f6138eeea29ab809d2ae8c5f7eb616651116eb48a22d768cc7c4c2f11f,87dc327847d36f207035380428c701f5acb9c23bc441e2331a2099bd19cb6cbe,9725a54a25fc9b898321c87a678c0821f2803a44885947d7df4725508b9cf2d1,71.60591125488281,0.0,118.48859405517578,591822,-3334.7233418004234,24071.87185549421,1876448,22818,1824133,1519838,0,1200,PASS
142,1903015,1903015,1233869,987154,122998,123717,98980,d7a43ebc4ff087012c4e5e948eed9b19acd1d63abc94aef4b0447359dae035d8,64f9e1d30cae4bb2d00f801fd0fbb2537fcdde25af4525c3b5c5d915bab3717c,4b30c2f7de813db59fb8a5672da1b30442008a838547c684ac935789cf9c29a0,71.59883880615234,0.0,126.30359649658203,593822,-3377.4877185934047,24205.944136404272,1880004,23011,1827691,1522269,0,1200,PASS
143,1898295,1898295,1231242,985239,122946,123057,98132,5587deb28a8a9cd47cef3619540b5f461508e9f469620fba049e05a7eb36458c,303f6b87fa85ae4d387394d1e3b4448439dab2cb2c316a79cd801e8f296934c6,ca4b939395273b2dc4cc801cf89bb60084445b0dbb50a747e0f719397e02f998,71.60639190673828,0.0,118.37466430664062,592179,-2983.2294786871557,24391.21788427197,1875314,22981,1823421,1518926,0,1200,PASS
144,1901150,1901150,1232930,986510,123413,123007,98695,4297934c52bc318ba98c3c1d6f6e3a06a2febece49a6f8350bdcc9c00147692a,377e41cf82c453859c20915c58048239483841416b30b1633930c49c911357ff,5993d2b08434485452eba6ced25a7edd19669a627ae17e787e848426561802d8,71.59390258789062,0.0,116.81442260742188,593793,-3297.4288670510696,24203.54564947098,1878524,22626,1826723,1521262,0,1200,PASS
145,1901224,1901224,1233392,986604,123571,123217,98487,08c02b159fc1bf7f5e030b31e36cf8bdb65898eb96efae96497159cf157c212e,8f15864081d79d7102b5bf99894cfddb45fca36c26947f3120954ed0d33155a6,61d0c620abe866974618a3367b475ddc5825a160e9a59b9acc3d436aedbb26c4,71.60711669921875,0.0,126.50679779052734,593177,-3227.1871307389147,24268.954845044667,1878481,22743,1826569,1520792,0,1200,PASS
146,1898741,1898741,1230735,984415,123304,123016,98554,10d4e074ac49a00ebdbccc8fdc295318da01f9bc2285dbba85d7ca2c80d99911,cd6d1445b870161d3a7f178a28db609ae2425061bb25bac63fbf277f73a75b39,7aaabe4292d12441873ae8fb712c0d257e769c89517a5ddc0f3935b3bffc5709,71.65779876708984,0.0,128.94447326660156,592362,-3201.6643779667384,24247.26553028186,1875764,22977,1823097,1519223,0,1200,PASS
147,1900191,1900191,1232516,985465,123481,123570,98421,fe3bbdfcd740564d1a6b107d7e0cec3a2c1195a3007b6a4880d198176f7ddbe1,a7148c0d0e12c9a1aae65f394e9e10d658146b0d25b1f46ad90b28ed9d3adc74,e3d15ea84303afea6b733496ac9af877b20ca917f662e93df763e4bcbba90383,71.5882339477539,0.0,117.09959411621094,593131,-3358.112186210815,24141.86390305027,1877483,22708,1825647,1519420,0,1200,PASS
148,1896344,1896344,1229130,984090,122702,122338,98072,df47aed27cae02f0eceb42a32e12e397b236a60fcbf8cf0644c79bf7e1c158c1,3812012ed982c0740813fb5d2eec82cabeeff796d78a7f6b088b3af62c06d61e,0abd4945369b87b9425391ab536d8b89d746dd04491fb10cbb765300847db04d,71.6644058227539,0.0,118.46405792236328,591508,-3506.220554295928,23976.49096533223,1873700,22644,1820638,1517874,0,1200,PASS
149,1899260,1899260,1230987,984983,122669,123335,98797,edf2e71d10a99dcb070cbafa48095ff1d0095a0a3dcf9204f24e2988903515b7,bc1dd54b1818599c10154b24406986eb51f6aee12403ba484108ead0af5cd19d,e017406727c93cc41353ee241487117a2d1a83ea7fdae358baefe654d6e06ded,71.60675811767578,0.0,124.4611587524414,592929,-3744.4591380435504,23751.24736912393,1876474,22786,1823916,1519969,0,1200,PASS
150,1900466,1900466,1233899,987455,122914,123530,98454,392ddd9b5de881cfeb4385a3426a915b8bf279bfca70c601cc33beade83aec80,e45204cef08ebe68afd80903379efcc4d7ca3d57af41fa7637875723417e78f0,0ad3d3bc1a8a768fe756c3505699981fbf36dc79a59ccf8fb0549b7468a2a8e5,71.6141357421875,0.0,113.514892578125,591854,-3199.3671299825082,24216.15165230846,1877638,22828,1825753,1520075,0,1200,PASS
151,1900527,1900527,1231090,984761,123110,123219,98052,737d95614c0405ef3180f6e4b2576dc02397d284e2eb5d97cc68d8facf8091d3,4f02afc21bcbf13e384892a4eb7f28c47f573eaebe1d4520dc9cd07ffcd03b29,1de62adf33783dcc5129e46e7c31de56ba805fe7958b628133ef08837b32d2ef,71.63245391845703,0.0,118.73896026611328,593936,-3355.1376877498315,24180.86642359405,1877686,22841,1825026,1520588,0,1200,PASS
152,1899405,1899405,1231972,985162,123790,123020,98339,c7611ed2f1c43110010599613bd507983985fbfe29815ee2b8b0b4f30386799d,3d424f4b6f29ddef9b9976907d2b7192b2f06128e9fba2f0036bc288df9e2951,fa4816b1285f78e49834391eb7674cb97e30f09c16989836d1e422bef6ef531c,71.63014221191406,0.0,124.59371948242188,592486,-2978.574549771575,24448.897062298307,1876899,22506,1824458,1518922,0,1200,PASS
153,1901622,1901622,1232329,986262,123016,123051,98389,50fa4ff29c6b37237b8927b9ad011fe382c31347014d06a1b5e8d892a1a4352c,8696ddc9c67c437236e6fa33eb32d8db154e66ebfbd712aec5a41819543999fc,d457347dad326de5d50207a04aa23c47827005ac68c90ce33b2194405127fd37,71.63341522216797,0.0,122.04954528808594,594294,-3325.6569296005764,24200.380251753937,1878902,22720,1826623,1521825,0,1200,PASS
154,1898914,1898914,1229980,983101,123189,123690,98262,fb6d57af57f03dcc7bd8a735953b835dfd0cc34ca6ea9f865c3ddc6335fa59d7,7e34a926d3adc906e85ac40481f0da02fe003a5ddf70f97998cf70c78816280e,8417f13222214ae50ac17d48fd71f56c2ef5723ffc74fe9547081b691ae85c96,71.64439392089844,0.0,130.2084197998047,594022,-3350.725124041013,24238.810993936142,1876015,22899,1824002,1518146,0,1200,PASS
155,1900426,1900426,1231937,985224,122983,123730,98119,02aa2685881b778a315e16ae461b93f0aa2a2fe85d4468279d3380f10838f4de,9495d1d2ac8258bd9463d4e526d5f4451d97422942f7878c9e6017bc617844ec,2452351e39add37abf29b9b6e6c19ddbaada7f4ccc36687b1877332a1bee0af4,71.6416015625,0.0,125.61767578125,592732,-3246.056133286861,24237.993666260758,1877566,22860,1824669,1519857,0,1200,PASS
156,1898643,1898643,1231394,985092,122794,123508,98464,b3670d0f29c1eb5893bdcfc7fa584fcb56c4ecd8af72426b068f662a55c4c858,eb559a577b0bf7bd77fad77710cbf6bd4cbf98788708159dd4636de586377f37,539a7fec413a4fd0ea11cff70286bc81242fb4f43c478af05394ccad3cbcf974,71.63353729248047,0.0,124.08128356933594,592294,-3160.966425799771,24275.433183868365,1875905,22738,1823688,1518932,0,1200,PASS
157,1898180,1898180,1230550,984319,123382,122849,99332,e177cc87618855338036b04f625aaf40856fbaa954e15fc5b0e1ff488209802d,61249694c37f143654401172051fb045e859e9ca4a7b64e5dc3eb63a9fd9845f,ec8c001fbc8efb22798aeda92cebb5e5ececfebdf56f8d2808b00a1f201d141a,71.6377944946289,0.0,116.2742691040039,592442,-3119.008913520715,24341.43472557956,1875520,22660,1822992,1518241,0,1200,PASS
158,1897142,1897142,1229902,983681,123012,123209,98435,c119f115b207bedd3cb85a3d477a4ad623e423bea67489bc8dad1b72f960cb32,5c9af2b801b3b1f9d4bd7821dff3381a4180c216545bbc1e5a33cf8127d71fb3,59ef5f7c27b99ac55b8428c27bf28a6c7badc6d17c24ac287cbc7b8fc36aa268,71.64359283447266,0.0,122.69561767578125,592075,-3211.9767837312133,24236.992431408376,1874322,22820,1821977,1517945,0,1200,PASS
159,1899475,1899475,1231796,984753,123909,123134,98153,83f28875ced1ca71d46e8f730f3f81bb80cffd72268eeb7c765cda2fd5cfaf63,cf2910f08b6fa393aa9931b04a882ca80c260915a2b5102ddfdabe5a4a1cb3b0,e6a2dd7a8c0113971595e7ed3460cde46fb5d294cefddb9636ea5738660c4b7c,71.66905212402344,0.0,127.03887176513672,592163,-3001.641879782087,24430.2397103106,1876616,22859,1823959,1519091,0,1200,PASS
160,1900790,1900790,1232191,986346,123007,122838,98421,0db60ac1838d7372218d8b5b259f3cd9ac53be816708d254e588a3e9eb96832b,cfbc526f9899ab0402c82f5932e5054ecdd6cc11436903d4cda60a4cec74da02,be9eaf71c42eb9f2111466947e43bd1de8b5856b539e00b1f57499c95cf44417,71.64937591552734,0.0,120.23583984375,593190,-3323.9760662398944,24180.294877679444,1877747,23043,1825381,1521152,0,1200,PASS
161,1899196,1899196,1231607,985872,122892,122843,98374,094ad9cc3db0195d5028f38ef410118d62b619585b61ba46680d758e038d4f7a,82d2f9da1d45deb229102ef81e04c1ef33531f445d31bb66cbd0a3bfc4ade4d1,53e426c7843bf3fb178af69c1d93702e6835fa67d84dda115b7499c9132d7cc9,71.60651397705078,0.0,125.92695617675781,592232,-3404.7363844693195,24042.8711123137,1876516,22680,1823839,1520322,0,1200,PASS
162,1901526,1901526,1232644,985590,123337,123717,98696,1a73fdef2db86a19aed38d7d6a5643a05389cae0699724268f78a00a74ae4496,87eb11189257f9bad686a73b7a7d024cf0d7c8e80dc7e6bd1db930731a5f9309,06da69166754ca7e57c73fc39c88c99818e4dad0ee2592b4a6667e9dc00d4910,71.64684295654297,0.0,121.39417266845703,593375,-3141.502613613815,24337.446414045466,1878752,22774,1826019,1521483,0,1200,PASS
163,1901638,1901638,1231816,985918,122947,122951,98148,e7bfa3b684d5edc5b8b8187f0b4b7b988b5200c374a51f1dbe2f3ee1171120e1,fb76b7fa540b5bb7e031432a056da761e7cc8d958518481956614f148984d58c,4cf4cdbceb698c8243b0ad60454c615d75b165622a2c6813e4459fcfb2418549,71.59693908691406,0.0,124.69706726074219,594868,-3129.957047518236,24440.872789617562,1878916,22722,1826684,1521462,0,1200,PASS
164,1900787,1900787,1231503,985271,123038,123194,98778,8489bcbdcbf3291b798bc9beed841914870dfeea5ea6112b8aed1be9474ca886,8a73698ed3298b9d1c1ec6dacd80117107b1eec31067d565e9dea500abbc4a7f,312f99dd54fcafae73df72684d46062c242e56711d0dca36f44d6fbe97b7729f,71.68460083007812,0.0,123.06957244873047,593914,-3307.3210930141067,24232.677107742245,1878074,22713,1825417,1520623,0,1200,PASS
165,1902204,1902204,1232951,987256,122971,122724,98464,2881d0b54b05b0f150ae0cf9c67a7a8d0fbca3cf3d2718173c5809f2c069386e,10d14c413f372714f7f06c4b832f3c22197897f7675e242138cb6bf04da9fcec,965af0c751f0c080c0691413efbdfc52cd46da5ed9ff970efa9e8d09779f91b1,71.65501403808594,0.0,122.50116729736328,594020,-3340.7375295325196,24235.080794355486,1879471,22733,1826971,1522003,0,1200,PASS
166,1900435,1900435,1233014,986685,123070,123259,98770,e5d65ec7c0b68dcbe36e4d4d2002b9ddd11e941d2f74ad157e8ae44d554b8552,1035a1c32f4a42f431193c4fc8ce38f1963e03c6ff16c2e4762fe2b03b9a1d8b,9d74783006e8c26a2cb51505c0b65e56024e094970ca2f77f38660faa151425f,71.61119842529297,0.0,120.16779327392578,591985,-3129.871158014199,24225.18615414505,1877535,22900,1824999,1520815,0,1200,PASS
167,1900018,1900018,1232281,985826,123174,123281,98691,3083e1dcf53dadc40775e5ff8d3559e79adc682bb20346358a19f8e9bb125496,bc46bd28acdf4acb09efe2be7a4abf78a6d0e0d517b6c05fc2203f6e0c6db24c,d991499bc99dadb7af1954cd78a54515bf38bfcdeff1ec81eaec7ea6ff899719,71.53536987304688,0.0,130.28897094726562,593202,-3458.871991454031,24031.597803569726,1877181,22837,1825483,1520249,0,1200,PASS
168,1901716,1901716,1232694,986847,122721,123126,98598,f87566a4afb315254ddeebbbb635645a3d74d378ecf4be7949dee6f2a13833b3,e418357a8869b563a7fad287348edd863688c5e1381c5cc6a97223d5b6f6ede8,8463ae8ea957aa3b635f12fff57695c7be076d9b891aa4750c60ad6e62646c8a,71.65385437011719,0.0,124.55445861816406,594086,-3256.161368059193,24335.077562287817,1878930,22786,1826780,1522244,0,1200,PASS
169,1899966,1899966,1231229,984341,123547,123341,98724,354794dfaf05b4c0c48a79fd1dfc911d9c22738938daa25147da940d5be6027c,4c0a7def4f41a80f9c594064db1729a362a951ea4f1037e3e763d0c3a0ccb7e1,ef3c4071b7a01152748895d68c71c73ddfe8d5e0caddc91c05925ffd0acdce46,71.62619018554688,0.0,119.84587097167969,592988,-3076.918451291527,24392.84336862863,1877178,22788,1824217,1518850,0,1200,PASS
170,1900330,1900330,1232175,986158,123314,122703,98364,cccd338b4df105933fdc8f5478fa15544836e8a5093610783333afc91b9a90e1,907b9498c25288777b9e6ab599031c162648d716f87a2a63253411e163db5104,adb829856fd034aa5c1ec00c675b44bc66130f706b3a914934e11f50ee673951,71.60478973388672,0.0,121.54827117919922,593745,-2994.191265960181,24543.798454237218,1877542,22788,1825920,1520508,0,1200,PASS
171,1899893,1899893,1231962,986048,122861,123053,98713,aa9529963413338655b14acd51722720cdf33bcfa3517a490affddc901ace24a,62d91aafd272c7287cb524ee284d537160e74008887b473cd1577133f0e73c1e,6a991fbf258679cdf26aa6c6c2fc48b615e7a848d3f84f08282c65e22a2fe799,71.59458923339844,0.0,129.8520965576172,592520,-3169.77629097122,24297.494936259678,1877106,22787,1824482,1520698,0,1200,PASS
172,1901656,1901656,1233732,987152,123362,123218,98634,493470cbfd2e383be71dc7e3df3d732a89fb8b500cb386b395e347a26eb7b372,7cbe64d79335c18f6f03efa158264ebec847c9a56f1dcbf28763a97ef81c5799,0c38b2473c9275f0bde18806a8dd30900de03ae8bacfae9b0477131c3afff498,71.62850189208984,0.0,126.67809295654297,593483,-3185.4420494412366,24340.30140257951,1879001,22655,1827215,1521867,0,1200,PASS
173,1902613,1902613,1232962,986383,123419,123160,98185,dc8e8777268135177cf3b536232f9042c8e2a6448032244e6ee07d618f05718f,95bbd94bf40a3df3ca9821c62ea306da4055a9a23db789145356b638893a4ed4,2cd83f3949e0c1d5edac14b40df9fb5dab560d5c0dc6757aa52b321d92fb0c13,71.64191436767578,0.0,126.12755584716797,594285,-3392.0131162927555,24159.3277818411,1879649,22964,1827247,1521760,0,1200,PASS
174,1902413,1902413,1233074,986621,123101,123352,99024,a65f1c92dc8cefab0fcddc8c3643c822e460ceaa9d892b4c88b864df34a7597a,1ef19b58c2f0c178609ad52ac693caf1199fc11c0447daf9c8bb2a6f2950d20a,007420a16fd8d96ced50e96f2d4b810d3c7f8be20a2539c958bd11a9c9efbf03,71.64896392822266,0.0,132.34829711914062,594406,-2918.802486082673,24626.249744294706,1879543,22870,1827480,1522127,0,1200,PASS
175,1900138,1900138,1231739,985869,122956,122914,98729,a53d8321d230d0e8c44460565d8c047b99dc9dbbe4779d07bd6feb424ec0d29d,aeacaae0d488085a48da18afb23af2a5410983807ab980689b9c2ad2f514b1c6,141bb890f33c6aa5a84382638d48646498dfcb0ee022b83bf2ef9f521b0dc6e7,71.59361267089844,0.0,121.03642272949219,593464,-3363.396657095921,24155.20843366849,1877644,22494,1825203,1520722,0,1200,PASS
176,1901107,1901107,1231962,984602,123871,123489,98846,285cd37aa44fcb833b68546540e56b36b3b39338030b37f022de599996121710,882bc180af58b7bc2fa513487fc8a39b73949545dcec148db030d07445dabb83,1eeb2241a185f0e793050eb1e2b868ba52f0d4cb4362b596fa1cd5ef2c35732e,71.55453491210938,0.0,117.34320831298828,593933,-3336.7071483646673,24119.09968645629,1878109,22998,1825895,1520327,0,1200,PASS
177,1901814,1901814,1233163,986733,123184,123246,97894,2cb907a24fd04705afae47424d8f615bf9b2bb020009b01db47034422bcdd187,edb0bc5391c3cbdb26b42c80444f46715f752643bca296a5705103b4c50ad585,ad1c6f0eb8c786f8aaafa4c9d3411efe2c6e8caa7f2eab06ac0accbe2641d9e7,71.63592529296875,0.0,120.27159118652344,593794,-3177.6915666972627,24320.063361898938,1879138,22676,1826957,1521471,0,1200,PASS
178,1900098,1900098,1232289,985853,123042,123394,98947,329f000369e12296beb346ac3f36cd30a29a2f6a50ba5a00931e10bea3140306,ec9f9b7d3026e31bddb288c18ed1ea8208e339073d25992c2f0d1dc4605968f6,f70bba184352c028c3d55f47c794c00819cb3c0c45f7b9ac359087cc372c3502,71.58397674560547,0.0,118.75318145751953,592766,-3392.4860987723223,24115.66461207213,1877053,23045,1825055,1519817,0,1200,PASS
179,1901993,1901993,1234009,987054,123390,123565,98916,95c2cc76a3ffc7801fe2479be7103b37e56804a05a0a12f5f08ca5150c6df9e1,9d57b75f01e7792ccd91ba358c6050eebdc7754eafdccd4f73115371dfa9041c,7e3107806158aa9026ba4e86c836b274aff3f051bef2f6a6a312469f804524e2,71.6159896850586,0.0,127.91836547851562,593307,-3067.7812590999533,24412.625323838558,1879245,22748,1827316,1521238,0,1200,PASS
180,1902699,1902699,1235078,988223,123200,123655,98287,b1b2e3af6acd8e8af7508f67f1059d2d73d0bc3f0c23d9f04824ab446c258a36,a556cb33edbad7dbb73e2ccbdf4af5f4b62dc8f25cd9f1e958dde984b37f56f5,ee404158c0cb192b0ae1f0ff23366374a82881647a5f0bbf6c424a06415035d9,71.59988403320312,0.0,122.26852416992188,593125,-3165.1162343342344,24328.616364783804,1879907,22792,1828203,1521847,0,1200,PASS
181,1901293,1901293,1233888,986638,123886,123364,98720,743d28bb50b5d053056695e1670acfc5acdfbd02e604efc613910cba979ddb83,0b5b22f2c129e56e70c946d63b60c7ece57fe1cc2bc7452d7e0abf5938ab4497,e75f777dc7c1a069bd5ab09d47db748935e5e8cb923faa26632b775d97aad6d4,71.58767700195312,0.0,117.13037872314453,592188,-3126.4190016830294,24282.690504343,1878611,22682,1826076,1520609,0,1200,PASS
182,1899341,1899341,1232413,985608,123482,123323,98723,b3e30a9317a04a45687ca12b2ff723af10b655a475a5604dc716e661088f8699,42e8ddbd9e51312fe45e367efd2eaabb9fb57ee5721014d5c2be75e3c12a18b3,3a02774373407fb903288e9b202bed1addb3bd70e7726c6a64ea98d1f7219586,71.57271575927734,0.0,121.29940032958984,592300,-3143.647524610038,24336.38111795587,1876567,22774,1824713,1519068,0,1200,PASS
183,1900684,1900684,1233219,986014,123708,123497,98069,a1287ad05a67a439ab650bf44619363c4e70e730bc6d6eef2f85543365e7f9da,b092ca30b995dbbff4c437d0a7d6453594b8c0e711a9bab7365a1d29905cb83b,2deffe060732aa594fd89091066ba87058fd6b3fa14eb8f5542d383cd3658465,71.61929321289062,0.0,130.4219970703125,591732,-3362.8809824936793,24067.61321096649,1877809,22875,1824951,1520124,0,1200,PASS
184,1900790,1900790,1231158,984747,123226,123185,98681,8e57538953dc242ec166def7fa9b0034a8902aa54730467626bf30898ad9e11e,1bf50c0235e29e51211e88e64a19719a268213f100f4c9deed7534c58948b240,295b05f75f14e843ce75a995cea25f393e014c66314e0f06bd1ffff21752b669,71.60589599609375,0.0,116.88432312011719,594075,-3109.451637941528,24435.561193930014,1877890,22900,1825233,1520974,0,1200,PASS
185,1900129,1900129,1232392,986353,123339,122700,98733,136243ad9ca71f436e134d2a527ab850ee7c43f3066b24dbbbaf3d2478452878,f86b9222aeccbfe72a28d30c1ad4dcad3c909c4e05d21b53299fd8b25afce1c0,81f8cd24b9980cf98a4f9ae9430003aa79cd3bcd495dfef7faefd85f5d241fdc,71.59268188476562,0.0,133.71258544921875,592919,-3583.076584236445,23871.25141251756,1877503,22626,1825311,1520760,0,1200,PASS
186,1904319,1904319,1233296,987168,123086,123042,98905,37559c6a30c0ad291b4a79b54d101a8c9982c5c43a9b49b497e5dbd661a19587,11a2a4d4ee6cabbe62cd68b0de9f7330293a052eac927136ac5b4ea39c06771c,edfe57a042758adb0df097ef01ec67f8ae036c4c8b16f5259fd84567d891cd56,71.61395263671875,0.0,121.49469757080078,595815,-3054.866698101565,24627.404043879524,1881469,22850,1829111,1523934,0,1200,PASS
