beta,validation_wepl_rmse_mm,material_mape_percent,edge_width_mm,phantom_rmse,eligible
0.0,2.0154836192551233,37.05202489649364,1.350768506526947,0.05345563963055611,True
0.003,2.017620811626457,37.3290902793106,1.3532778471708298,0.05266602709889412,False
0.006,2.0201837931321465,37.620637183140964,1.3417464047670364,0.05205751955509186,False
0.0125,2.026789042683303,38.256303844284126,1.0344600677490234,0.05097323656082153,False
