case_id,energy_mev,thickness_mm,ionization_potential_ev,median_wepl_mm,median_rsp_bias_percent
water_e150_t0100,150.0,100.0,73.0,100.55510165778605,0.5551016577860501
water_e180_t0005,180.0,5.0,73.0,4.959196398657497,-0.8160720268500676
water_e180_t0010,180.0,10.0,73.0,9.990152092453656,-0.09847907546344237
water_e180_t0020,180.0,20.0,73.0,20.059972092525584,0.29986046262791
water_e180_t0050,180.0,50.0,73.0,50.27541218759558,0.5508243751911612
water_e180_t0100,180.0,100.0,73.0,100.57852535093659,0.5785253509365873
water_e200_t0005,200.0,5.0,73.0,4.941717932717751,-1.1656413456449854
water_e200_t0010,200.0,10.0,73.0,9.97692725699494,-0.23072743005059237
water_e200_t0020,200.0,20.0,73.0,20.04968161559401,0.2484080779700637
water_e200_t0050,200.0,50.0,73.0,50.251120750111085,0.5022415002221781
water_e200_t0100,200.0,100.0,73.0,100.58642902763393,0.5864290276339279
water_e220_t0005,220.0,5.0,73.0,4.932959673545497,-1.340806529090055
water_e220_t0010,220.0,10.0,73.0,9.95799946994498,-0.4200053005501969
water_e220_t0020,220.0,20.0,73.0,20.03521356716351,0.17606783581753938
water_e220_t0050,220.0,50.0,73.0,50.25024579434046,0.5004915886809069
water_e220_t0100,220.0,100.0,73.0,100.57574256473805,0.5757425647380465
water_e150_t0005,150.0,5.0,73.5,4.9796251892949215,-0.4074962141015659
water_e150_t0010,150.0,10.0,73.5,10.013571968070366,0.13571968070364981
water_e150_t0020,150.0,20.0,73.5,20.08540917005851,0.42704585029256226
water_e150_t0050,150.0,50.0,73.5,50.290657343191654,0.5813146863833163
water_e150_t0100,150.0,100.0,73.5,100.64084483497703,0.640844834977039
water_e180_t0005,180.0,5.0,73.5,4.963239862734952,-0.7352027453009669
water_e180_t0010,180.0,10.0,73.5,9.998303321805338,-0.01696678194662571
water_e180_t0020,180.0,20.0,73.5,20.076363476047817,0.3818173802390801
water_e180_t0050,180.0,50.0,73.5,50.316687686965935,0.6333753739318659
water_e180_t0100,180.0,100.0,73.5,100.66187760302455,0.661877603024541
water_e200_t0005,200.0,5.0,73.5,4.945703592904579,-1.085928141908421
water_e200_t0010,200.0,10.0,73.5,9.984978701356653,-0.15021298643347336
water_e200_t0020,200.0,20.0,73.5,20.06588123906866,0.32940619534329585
