case_index,case_id,material,energy_mev,thickness_mm,max_step_mm,requested_protons,entrance_primary_unique,exit_primary_unique,paired_primary,primary_survival,unpaired_entrance_primary,negative_energy_loss,joint_3mad_core_fraction,energy_loss_mev_count,energy_loss_mev_mean,energy_loss_mev_std,energy_loss_mev_mean_se,energy_loss_mev_mean_ci95_low,energy_loss_mev_mean_ci95_high,energy_loss_mev_median,energy_loss_mev_median_se,energy_loss_mev_median_ci95_low,energy_loss_mev_median_ci95_high,energy_loss_mev_mad,energy_loss_mev_robust_sigma,energy_loss_mev_core_mean,energy_loss_mev_core_mean_se,energy_loss_mev_core_mean_ci95_low,energy_loss_mev_core_mean_ci95_high,energy_loss_mev_core_fraction,energy_loss_mev_p001,energy_loss_mev_p01,energy_loss_mev_p99,energy_loss_mev_p999,energy_loss_mev_minimum,energy_loss_mev_maximum,wepl_count,wepl_mean,wepl_std,wepl_mean_se,wepl_mean_ci95_low,wepl_mean_ci95_high,wepl_median,wepl_median_se,wepl_median_ci95_low,wepl_median_ci95_high,wepl_mad,wepl_robust_sigma,wepl_core_mean,wepl_core_mean_se,wepl_core_mean_ci95_low,wepl_core_mean_ci95_high,wepl_core_fraction,wepl_p001,wepl_p01,wepl_p99,wepl_p999,wepl_minimum,wepl_maximum,scattering_angle_mrad_count,scattering_angle_mrad_mean,scattering_angle_mrad_std,scattering_angle_mrad_mean_se,scattering_angle_mrad_mean_ci95_low,scattering_angle_mrad_mean_ci95_high,scattering_angle_mrad_median,scattering_angle_mrad_median_se,scattering_angle_mrad_median_ci95_low,scattering_angle_mrad_median_ci95_high,scattering_angle_mrad_mad,scattering_angle_mrad_robust_sigma,scattering_angle_mrad_core_mean,scattering_angle_mrad_core_mean_se,scattering_angle_mrad_core_mean_ci95_low,scattering_angle_mrad_core_mean_ci95_high,scattering_angle_mrad_core_fraction,scattering_angle_mrad_p001,scattering_angle_mrad_p01,scattering_angle_mrad_p99,scattering_angle_mrad_p999,scattering_angle_mrad_minimum,scattering_angle_mrad_maximum,median_effective_rsp,core_mean_effective_rsp
10,air_e150_t0220,Air,150.0,220.0,10.0,100000,100214,100168,100168,0.9995409822978826,46,0,0.8743411069403402,100168,0.13693039640023041,0.05159998257353475,0.00018480960155746898,0.13656816958117776,0.13729262321928307,0.12152754814391642,9.835724802086385e-05,0.12133476793779553,0.12172032835003731,0.015567991558341987,0.02308110428439783,0.12371958014116632,7.429518129145154e-05,0.12357396158583508,0.12386519869649756,0.9064471687564891,0.0843709217332341,0.09038240117571661,0.3714363650221188,0.5032616209863638,0.07679377377615992,1.0064486060788056,100168,0.2525614592399097,0.09511029753192048,0.0003406301243808473,0.2518938241961232,0.25322909428369617,0.22411892128698696,0.0001819402654339686,0.22376231836673638,0.22447552420723754,0.02876665923727728,0.04264944898518729,0.22822752322589623,0.00013705630236930303,0.2279588928732524,0.22849615357854006,0.9065769507227858,0.1556975818881483,0.16676382189916694,0.6848109135048589,0.927537890230931,0.1416799045992434,1.8526111251304371,100168,1.3534085720139368,2.0267483437831673,0.006280894782177772,1.3410980182408685,1.3657191257870052,1.1316927206092269,0.00266716613108055,1.126465074992309,1.1369203662261447,0.4580790783015455,0.6791480414898713,1.1916570774675301,0.0021437066374263925,1.1874554124581744,1.1958587424768858,0.964190160530309,0.03887217507277232,0.13133600058384373,5.078443510785143,14.636831329114452,0.003038046756211279,254.81110295404415,0.0010187223694863043,0.0010373978328449829
11,air_e150_t1000,Air,150.0,1000.0,10.0,100000,99587,99253,99253,0.9966461485936919,334,0,0.9233474051162182,99253,0.6223350193865312,0.11014609624535544,0.0002858494757926464,0.6217747544139777,0.6228952843590848,0.5940874287149143,0.0002901636766344173,0.5935187079087109,0.5946561495211177,0.057018936220089245,0.08453627483990431,0.6060013806891267,0.00023828452661971822,0.6055343430169521,0.6064684183613013,0.9509435483058447,0.45469747733175725,0.47608492474152286,0.9947419061039154,1.187827225527584,0.4257685065987289,1.522364015144035,99253,1.1465803444741889,0.20256815142404014,0.0005257215851736346,1.1455499301672485,1.1476107587811293,1.0946812371566637,0.0005336107354353046,1.0936353601152105,1.0957271141981169,0.10489704497658181,0.1555203588822802,1.11659291460995,0.0004393549972821167,1.1157317788152772,1.1174540504046229,0.9510342256657229,0.8380945838006539,0.8774952647717669,1.8312038659009011,2.185618448484348,0.7848790575366706,2.7991267164584883,99253,3.0361342823814557,2.785818081366472,0.009730718248500626,3.0170620746143944,3.055206490148517,2.6417692522069856,0.0058434017543564625,2.630316184768447,2.6532223196455242,1.0594256286375825,1.5707044370180798,2.7825506174607963,0.004815014137755446,2.7731131897507955,2.7919880451707972,0.9707212880215208,0.10499261745616047,0.3129409232082906,10.27650244343977,25.236641264743508,0.006651011068847558,310.71863594747975,0.0010946812371566636,0.00111659291460995
12,air_e150_t2000,Air,150.0,2000.0,10.0,100000,99854,97031,97031,0.971728723936948,2823,0,0.957972194453319,97031,1.2475421973909506,0.1554111110982264,0.0004781673193927716,1.2466049894449407,1.2484794053369606,1.217335488223,0.0005726073720729055,1.2162131777737373,1.218457798672263,0.09451352507178967,0.14012575227143537,1.2363941104705527,0.00046669358967461823,1.2354793910347905,1.2373088299063149,0.977759685049108,0.9647978982532561,1.0055121888521825,1.7210334841619124,1.940870953326138,0.9042002693408051,2.6146969523605037,97031,2.2951261090139563,0.2849892684147067,0.0008769280237854565,2.2934073300873368,2.296844887940576,2.23974686346844,0.0010502778470309116,2.2376883188882597,2.2418054080486205,0.17342065968728093,0.2571134700523627,2.274782473227,0.0008586970868469197,2.27309942693678,2.27646551951722,0.9778730508806464,1.7762037831682278,1.8509582380854397,3.1628914700265813,3.565105542375999,1.6648724146649272,4.79524768820599,97031,4.236975207295026,3.188406191915,0.010443003056437476,4.216506921304409,4.257443493285643,3.8050816054331476,0.008850316694854782,3.787734984711232,3.822428226155063,1.49562569558461,2.2174146562737427,4.012186530072436,0.00658627294409362,3.999277435102013,4.02509562504286,0.9797384341086869,0.14800536406661244,0.45520549095145924,12.365433368430883,25.18741663181974,0.018501818441398914,273.1517486027177,0.00111987343173422,0.0011373912366135
13,water_e180_t0005,Water,180.0,5.0,1.0,100000,99604,99096,99096,0.9948998032207542,508,0,0.9567691935093243,99096,2.498118415601111,2.4960458974038127,0.007497694026989547,2.483422935308212,2.5128138958940105,2.405126924053448,0.0009374616355048739,2.4032894992478586,2.4069643488590375,0.14792912177637163,0.21931971594564856,2.428208188715655,0.0007780938494597405,2.426683124770714,2.4297332526605957,0.9843283280858965,1.9917572824913032,2.057301385868459,3.1317060814278865,3.679959779722837,1.9008228801607743,165.30284602718623,99096,5.163216216844351,3.8581215735508474,0.011582536911828858,5.140514444497166,5.185917989191536,4.99872077230782,0.0019400035286714639,4.994918365391624,5.002523179224016,0.30610446908457334,0.4538304858647884,5.046452549046588,0.0016093460184936647,5.043298230850341,5.049606867242836,0.9843989666585937,4.142733231758253,4.27861994003004,6.500103948453356,7.630257865600179,3.954290079678742,215.0738440266201,99096,6.192204586717226,21.631204211097,0.06768793937383111,6.059536225544517,6.3248729478899355,4.745533214966464,0.012600731513662384,4.7208357811996855,4.770230648733243,1.8787208670461908,2.7853915574826824,4.979793717296861,0.009073609848470044,4.962009441993859,4.9975779925998625,0.9707556309033665,0.18528855965744273,0.5586047874104032,20.307558067562283,237.11189690468217,0.016690291701182445,1128.2505942167627,0.999744154461564,1.0092905098093177
14,water_e180_t0010,Water,180.0,10.0,1.0,100000,100139,99162,99162,0.990243561449585,977,0,0.9605897420382808,99162,4.988749128358619,2.851737341326736,0.009349885389533305,4.970423352995134,5.0070749037221045,4.867348232302675,0.0012846632479897417,4.864830292336615,4.869866172268734,0.2175477597579345,0.3225363086171137,4.893679415137703,0.0009873519810198886,4.891744205254905,4.895614625020502,0.9894516044452512,4.178231648413677,4.2974018365611135,5.843806774829418,31.20988715165583,3.962484125433491,171.1123004445964,99162,10.282277325074757,4.474570697906632,0.014595135219513222,10.253670860044512,10.310883790105002,10.069829781529677,0.0026338140583411795,10.064667505975327,10.074992057084026,0.4459481866840349,0.6611627815777501,10.123534928264846,0.0020172371395337308,10.11958114347136,10.127488713058332,0.9895121114943224,8.6553403662879,8.900188383386194,12.067822186112473,61.272045198579356,8.21173174292187,216.52675332741362,99162,9.246671198207364,26.64938399806856,0.092275715359054,9.06581079610362,9.42753160031111,6.976064574659821,0.017410378258032877,6.941940233274076,7.010188916045566,2.7769785875346984,4.117148453878944,7.309512979863335,0.013355432565902265,7.283336332034167,7.335689627692504,0.9691111514491438,0.2584716715716375,0.8256160481684968,34.06319258725339,444.5793052625514,0.035556112829403026,1218.434991672077,1.0069829781529678,1.0123534928264846
15,water_e180_t0020,Water,180.0,20.0,1.0,100000,99900,97887,97887,0.9798498498498498,2013,0,0.9602603001420005,97887,10.036232014977848,3.5324622106556367,0.012789616625981572,10.011164366390924,10.061299663564773,9.866672033737501,0.0016330020901486203,9.86347134964081,9.869872717834193,0.3149948004400187,0.4670112911323717,9.890295804966463,0.001376509136344449,9.887597847059228,9.892993762873699,0.9913880290539091,8.742403991578898,8.958767876052622,11.21999495540361,70.93492563480683,8.35490433441862,173.51369432551252,97887,20.50420383426123,5.404597624496865,0.01935987436470177,20.466258480506415,20.542149188016044,20.220198382243495,0.0032835482784729793,20.213762627617687,20.226634136869304,0.6331473571231072,0.9387042716707187,20.266927919144678,0.002762757430302398,20.261512914581285,20.27234292370807,0.9914288924984932,17.9546180965372,18.391501638007924,22.933869246729074,127.09088301801793,17.171509170099853,216.95217178007735,97887,14.028964952066383,34.297872172029614,0.11171182049534065,13.810009783895516,14.24792012023725,10.32371659675145,0.024312758718745033,10.276063589662709,10.37136960384019,4.081317805484517,6.050961778411344,10.768687807788085,0.016263040208603675,10.736812248979222,10.800563366596949,0.9655725479379285,0.38293144389373446,1.1897599690246405,86.0467870698006,596.4001387098219,0.032249765605985053,1357.3570543211592,1.0110099191121749,1.013346395957234
16,water_e180_t0050,Water,180.0,50.0,1.0,100000,100019,94955,94955,0.9493696197722433,5064,0,0.9534200410720868,94955,25.709647933558628,3.9210007058176797,0.013420503727202802,25.68334374625331,25.735952120863946,25.507350020701978,0.002481586044140562,25.50248611205546,25.512213929348494,0.5198351506697065,0.7707075943829068,25.523742567144954,0.002231350869444122,25.519369119440842,25.528116014849065,0.9926491495971776,23.457059868739172,23.905147476950503,27.614221006492237,101.4725852978696,22.981675790283475,175.7384381354567,94955,50.986479496628796,5.595945109494606,0.01929013758191244,50.94867082696825,51.024288166289345,50.67889523256312,0.0046721353250709936,50.66973784732598,50.68805261780026,0.9788086722792286,1.4511817375211842,50.70789091816972,0.004170254088547533,50.69971722015617,50.71606461618327,0.9927228687272919,46.80038631649217,47.6510505455093,54.6275553952383,167.16693606829395,45.89623007457939,217.24817949611727,94955,24.141202967912697,42.70625097087113,0.14009073591432147,23.866625125520628,24.415780810304767,17.71666458839691,0.04198884671556713,17.6343664488344,17.79896272795942,7.097033360181616,10.522061659805264,18.41956581853035,0.03298937118676952,18.354906651004285,18.484224986056418,0.9564319941024696,0.6726122238435249,2.111223377364078,190.22839388008606,681.7474599998353,0.05456375512610285,1292.3229531310267,1.0135779046512625,1.0141578183633944
17,water_e180_t0100,Water,180.0,100.0,1.0,100000,100650,89719,89719,0.8913959264778937,10931,0,0.9416177175403203,89719,54.55181982474655,3.3546341241642357,0.01061876905760494,54.53100703739365,54.572632612099454,54.35515097890202,0.004852959389725358,54.34563917849815,54.36466277930588,0.7996782096840178,1.1856029136775248,54.37716182927289,0.0038822108222433815,54.3695526960613,54.38477096248449,0.9922870295032268,51.09482695040081,51.81487053564631,57.62347121460782,116.4704688681745,49.910187055686066,175.64090609904832,89719,101.65615792162845,4.361618588759677,0.013753391910303333,101.62920127348426,101.68311456977264,101.39337986796902,0.007903295356951235,101.3778894090694,101.40887032686864,1.3024716957002482,1.931044536045188,101.42405213555801,0.006321349937130817,101.41166228968123,101.4364419814348,0.9924096345255743,96.03447722679103,97.22644813368697,106.6661136310359,183.10247487047974,94.06311839861277,217.23726940429216,89719,38.293506807816776,49.46234996623483,0.16737796032207453,37.96544600558551,38.62156761004804,28.660686340880268,0.07705868523875793,28.509651317812303,28.811721363948234,11.63377024954514,17.248227771975625,29.60203241507542,0.0550943215601324,29.494047544817562,29.71001728533328,0.9440475261650264,1.094737617231336,3.4311743455008084,254.73031098291128,657.6205133649912,0.20209393404251244,1151.2737331002868,1.0139337986796901,1.01424052135558
18,aluminium_e180_t0005,Aluminium,180.0,5.0,1.0,100000,99865,98655,98655,0.9878836429179392,1210,0,0.9604581622827023,98655,5.135430242815046,0.3459606362007034,0.000997536542844601,5.133475071191071,5.137385414439021,5.098818667667587,0.0012626045713844095,5.096343962707673,5.1012933726275005,0.22730529279783696,0.3370028271020731,5.12496980829645,0.001003304609639741,5.123003331261557,5.126936285331344,0.99112057168922,4.370286556813017,4.498449011199348,6.086566190455616,6.483637495520909,4.157397777287343,12.103222177014857,98655,10.618635356488028,0.7081214403490302,0.002041459523094711,10.614634095822762,10.622636617153294,10.544083778128083,0.002586091727044594,10.539015038343075,10.549152517913091,0.46554777404745096,0.6902211298027507,10.597488111899876,0.0020587908431414868,10.59345288184732,10.601523341952433,0.9912320713597892,9.049847062193656,9.313077036912286,12.563306594454362,13.372964502203137,8.612495481784634,24.697011274747013,98655,12.663804287703687,15.409036190664914,0.048786682766303394,12.568182389481732,12.759426185925642,10.52255471508181,0.022933059712265787,10.47760591804577,10.56750351211785,4.178119181735688,6.194479498841331,11.00894512344542,0.01824706538020673,10.973180875300214,11.044709371590626,0.9686888652374436,0.41577876711311285,1.2398478744445265,52.91196371903216,215.59015470309618,0.06691620244710281,853.1711687571736,2.1088167556256168,2.119497622379975
19,aluminium_e180_t0010,Aluminium,180.0,10.0,1.0,100000,100166,97800,97800,0.9763792105105524,2366,0,0.9603578732106339,97800,10.367875049517796,0.49043684065586146,0.0015527539862581873,10.36483165170473,10.370918447330862,10.330548435336453,0.0018683248310460744,10.326886518667603,10.334210352005304,0.3262026980422945,0.48362812011750583,10.357909984733553,0.0015367121458283685,10.35489802892773,10.360921940539376,0.9941411042944786,9.169207016822455,9.393854434713347,11.658480785670909,12.288066666117471,8.866031844440244,15.271261184622574,97800,21.22590925840607,0.9836600712566298,0.0031145696666771278,21.21980470185938,21.232013814952758,21.1519629849696,0.003749690846124239,21.144613590911195,21.159312379028005,0.654577679528046,0.970476867668281,21.206300684525434,0.0030860143380828323,21.20025209642279,21.212349272628078,0.9942535787321063,18.815911358338624,19.268695520089253,23.810032463300768,25.065308851659974,18.204215589470834,30.970054989127362,97800,18.982393431203676,21.30944117931176,0.06416239069472625,18.856635145442013,19.108151716965338,15.600863951157649,0.03768825367324087,15.526994973958097,15.674732928357201,6.190764672840418,9.178427703953203,16.297812060238726,0.028990630603448586,16.240990424255966,16.354633696221487,0.9653374233128834,0.6423585375988347,1.87659981685852,99.15542195792926,268.67556279677643,0.031497819200164444,850.140803735125,2.11519629849696,2.1206300684525434
20,aluminium_e180_t0020,Aluminium,180.0,20.0,1.0,100000,99594,94804,94804,0.9519047332168604,4790,0,0.9545061389814776,94804,21.182689126865068,0.7151348601971642,0.0021533297603777432,21.17846860053473,21.186909653195407,21.14381068613372,0.0027959090191653387,21.138330704456155,21.149290667811282,0.476423135051391,0.7063449400271923,21.171194608711925,0.0021234781037231623,21.16703259162863,21.17535662579522,0.9953588456183283,19.299964265025707,19.701456464112795,23.010975662260396,23.853924359875695,18.80202860345051,33.79350933032842,94804,42.455180426242855,1.37133422072441,0.004129463136961321,42.44708667849441,42.4632741739913,42.382656553094364,0.005366342780548745,42.37213852124449,42.39317458494424,0.9143903751790106,1.355675170240401,42.43385252644512,0.004070819350072282,42.42587372051898,42.441831332371265,0.9954643263997299,38.82972047749924,39.605842058970175,45.951977175854076,47.55393750847624,37.865400815951176,65.99164784483716,94804,29.1117245170243,30.764359917982343,0.09107752433220517,28.93321256933318,29.29023646471542,23.506010260030283,0.06314973825892958,23.38223677304278,23.629783747017786,9.460080401472426,14.02551520322302,24.429138154961283,0.04597771521520069,24.33902183313949,24.519254476783075,0.9580608413147125,0.7927063488850714,2.7302209632913916,171.94725716469017,351.85940072383687,0.05614910779587018,872.3209682916826,2.119132827654718,2.121692626322256
21,aluminium_e180_t0050,Aluminium,180.0,50.0,1.0,100000,99427,87847,87847,0.8835326420388828,11580,0,0.9360820517490637,87847,57.24021338396081,1.2887830928801383,0.004444168589631285,57.23150281352513,57.24892395439648,57.19193785556274,0.004636305997310005,57.182850695808014,57.20102501531747,0.8434450651724745,1.2504916536247106,57.21878189052398,0.004341938224953748,57.21027169160307,57.22729208944489,0.9949571413935593,53.736200851226954,54.51270291773889,60.44849630972444,62.16733471664162,52.71899423884075,92.56338625308884,87847,106.04520817650388,2.058098384637678,0.007086647785973764,106.03131834684336,106.05909800616439,105.97562601801395,0.007428502398120323,105.96106615331364,105.99018588271427,1.3516271319122666,2.0039223857731265,106.01361672445486,0.006983027672045279,105.99992999021765,106.02730345869207,0.9951392762416474,100.38349211318096,101.64973791665852,111.14299091390308,113.82967562141505,98.71630736554265,156.4967842354286,87847,55.81627677456027,50.89328171028325,0.1559210288782546,55.510671557958894,56.12188199116165,44.45959071910233,0.10462672606430626,44.25452233601629,44.664659102188374,18.270579597680182,27.087961311520637,45.79697606975157,0.08456777803106379,45.63122322481069,45.962728914692455,0.9388026910423805,1.6826083076096447,5.148952108645697,270.9490023273552,471.2861815033404,0.2207787571907918,1016.5399218177831,2.119512520360279,2.1202723344890972
22,air_e180_t0020,Air,180.0,20.0,10.0,100000,100383,100380,100380,0.999970114461612,3,0,0.8737895995218171,100380,0.010934866515775443,0.015724599808770345,5.367135813796575e-05,0.01082967065382503,0.011040062377725856,0.00824449854250986,9.906274906096374e-06,0.00822508224369391,0.008263914841325808,0.0017319454018007718,0.002567782252709824,0.008392733730139082,7.565175193734008e-06,0.008377905986759363,0.008407561473518801,0.9138274556684598,0.0036112847457750947,0.004378274931709427,0.06213534451504717,0.24121878713835043,0.002809713960374438,0.6597306040432898,100380,0.022826852087548873,0.03281352966878309,0.0001119851422322941,0.022607361208773578,0.023046342966324167,0.017118415265827025,2.1737334290904368e-05,0.01707581009061685,0.0171610204410372,0.0035488973225312748,0.005261595170384868,0.01748149248945332,1.5830797841573047e-05,0.017450464125683837,0.0175125208532228,0.9115262004383343,0.007515465407806232,0.009185555316435057,0.12962782875126777,0.5032875055510094,0.005845370584495413,1.375545936042954,100380,0.2967345571970685,0.824179686476985,0.002541294751761237,0.29175361948361644,0.3017154949105205,0.2407683912240215,0.000610108089844238,0.23957257936792678,0.2419642030801162,0.09758886701012034,0.14468525422920442,0.25262591500786846,0.0004157619528178472,0.25181102158034546,0.25344080843539146,0.9559175134488942,0.008758779813536757,0.028812009145610468,1.2403061670531546,3.8997384604919554,0.0005456755585551495,229.5283879901008,0.0008559207632913513,0.0008740746244726659
23,air_e180_t0220,Air,180.0,220.0,10.0,100000,100030,99997,99997,0.9996700989703089,33,0,0.8703861115833476,99997,0.12093187452604791,0.05203834749048854,0.00016615003608460443,0.12060622045532209,0.12125752859677373,0.1056659984902808,7.972166851896418e-05,0.10550974401998363,0.10582225296057797,0.0137897664398281,0.02044470772368914,0.10749371689232935,5.914030743460305e-05,0.10737780188975753,0.10760963189490118,0.9023570707121213,0.07235919130855711,0.07791097911495286,0.3678368316821175,0.5216506850882037,0.0656678255395775,0.8834349152306515,99997,0.25239591462170474,0.10854919960806067,0.0003465633216201651,0.25171665051132924,0.25307517873208024,0.22062097352338128,0.0001659732883857946,0.2202956658781451,0.22094628116861745,0.028799003085339336,0.042697401974324097,0.22437234068034098,0.00012300367775149897,0.22413125347194804,0.22461342788873392,0.9024270728121844,0.15112439814968753,0.16260409568394607,0.7673321961457653,1.0878719211370893,0.13714157723046583,1.8412245929843039,99997,1.125160513580882,1.3854165556951086,0.00452952784322348,1.116282639008164,1.1340383881536,0.94537284337689,0.0019947534063634196,0.9414631267004177,0.9492825600533623,0.3844362700199093,0.5699652139315176,0.9974941166689769,0.0015670733190582778,0.9944226529636226,1.0005655803743312,0.964078922367671,0.035674215082857945,0.11062355200439283,4.23739662878405,12.01520883329414,0.002168003735479924,154.63316037298154,0.0010028226069244603,0.0010198742758197317
24,air_e180_t1000,Air,180.0,1000.0,10.0,100000,99774,99503,99503,0.9972838615270512,271,0,0.9085153211460961,99503,0.5496276919760955,0.11053038797265163,0.0003253304050504937,0.5489900443821966,0.5502653395699945,0.5186163512409223,0.00030244482887322404,0.5180235593763308,0.5192091431055138,0.05218416673073989,0.07736824559499496,0.5289025321764613,0.0002124309297781366,0.5284861675540962,0.5293188967988265,0.9363637277268022,0.39419079207691743,0.413647707407074,0.9369914429155128,1.1414822267125222,0.3752018866947253,1.573431909645251,99503,1.1462187947955114,0.23019688152591297,0.0006775626966628652,1.144890771910052,1.1475468176809707,1.0816184836062916,0.0006304049495682529,1.080382889905138,1.0828540773074453,0.10875642814994535,0.16124228037510896,1.1031275989479967,0.0004420200491559837,1.102261239651651,1.1039939582443425,0.9364943770539582,0.8223520067635093,0.8627962403590488,1.9527428927568409,2.378026883872954,0.7827429528274479,3.2751758018782198,99503,2.541355002065032,2.238272695317923,0.006693204576102188,2.528236321095872,2.554473683034192,2.210768179457067,0.004527742716190818,2.201893803733333,2.219642555180801,0.8886415399268954,1.317499947095615,2.3297907037155388,0.003451537626420279,2.323025689967755,2.3365557174633227,0.9701315538224978,0.08195647012318402,0.25991778072704447,8.706853586171851,19.762100327221763,0.014830458814690707,226.2099712290456,0.0010816184836062916,0.0011031275989479966
25,air_e180_t2000,Air,180.0,2000.0,10.0,100000,99595,97867,97867,0.9826497314122195,1728,0,0.9464375121338142,97867,1.100828365900109,0.15683551929024983,0.0005220986955185031,1.0998050524568928,1.1018516793433253,1.0657984997433232,0.0005443815177775568,1.0647315119684793,1.0668654875181671,0.08876119834837937,0.13159735267130723,1.0846464441779113,0.00043522272364920434,1.083793407639559,1.0854994807162637,0.9673740893253089,0.8369276896967115,0.8734103936795435,1.6016847006119195,1.8832488751256733,0.7862020969355967,2.397541319447072,97867,2.2933834638713493,0.3259642629963693,0.0010851232095056415,2.2912566223807183,2.2955103053619803,2.2206433679869235,0.0011310821778343352,2.218426446918368,2.222860289055479,0.18462424809868594,0.27372391023111176,2.259833049897806,0.0009053304249413115,2.2580586022649207,2.261607497530691,0.9674558329161004,1.744456772243126,1.8204157144524231,3.3339101789194103,3.917915200868241,1.638929657748065,4.9829953925760435,97867,3.591587106698501,2.6703883885628397,0.008696880188934629,3.574541221528189,3.6086329918688125,3.213617019558503,0.007526509067784279,3.198865061785646,3.22836897733136,1.2727284527099525,1.8869472039877755,3.390429714806928,0.005972855136249063,3.37872291873988,3.402136510873976,0.9782664227982875,0.11712044341209182,0.37472847604940596,10.634828829818256,22.475658130520717,0.015418655675757165,261.83019055372586,0.0011103216839934617,0.0011299165249489028
26,water_e200_t0005,Water,200.0,5.0,1.0,100000,99772,99279,99279,0.9950587339133223,493,0,0.9546228306086887,99279,2.3585749943798486,3.23767561949782,0.010078568291598759,2.338821000528315,2.3783289882313823,2.235295345158221,0.0009449700320636603,2.233443203895376,2.237147486421066,0.1473401806443917,0.2184465518233751,2.2626179446919865,0.0007140168022661413,2.2612184717595447,2.2640174176244283,0.9818390596198592,1.8392873736319806,1.9050423963412073,2.9944235275646616,3.623348539929663,1.7601102868309795,196.13634954304422,99279,5.209090352412113,5.220004784819422,0.016218926945829725,5.1773012555982865,5.240879449225939,4.980674270048269,0.0020979349127447054,4.9765623176192895,4.984786222477248,0.3271017783945922,0.4849610966478224,5.041301046333463,0.0015846664386035946,5.0381951001138,5.044406992553126,0.9819397858560219,4.100965311012661,4.246974765977654,6.6640232008084235,8.055278796993989,3.9248575065773252,260.54590235770496,99279,5.742776823146335,24.089966328286163,0.07668548260710036,5.592473277236419,5.893080369056252,4.2987572367829445,0.009325898580457518,4.280478475565248,4.317035998000641,1.6989764259742568,2.518902449149433,4.501469786594521,0.007501715955524603,4.486766423321693,4.51617314986735,0.9709807713615165,0.1561004169137551,0.5108078234936656,18.55322000674169,252.79477872815553,0.0033261648245990283,1256.2688987442914,0.9961348540096537,1.0082602092666926
27,water_e200_t0010,Water,200.0,10.0,1.0,100000,100471,99536,99536,0.9906938320510396,935,0,0.9592911107538981,99536,4.664659813983046,3.2714293304100908,0.011378726237148673,4.642357510558234,4.686962117407857,4.529808075625738,0.0014558512183926622,4.5269546072376885,4.532661544013787,0.2175793448610932,0.32258313669105676,4.5569308056107145,0.001006507438401971,4.554958051031447,4.558903560189982,0.9880847130686384,3.8535038618287687,3.970657722958376,5.531094075133093,30.665682772479848,3.7443192089291983,190.59917503538443,99536,10.306898352947783,5.404618481687565,0.018788732332339183,10.270072437576399,10.343724268319168,10.05562340002706,0.0032078469296004143,10.049336020045043,10.061910780009075,0.47942062030489296,0.7107890116640343,10.11527614599561,0.0022236361141751843,10.110917819211826,10.119634472779394,0.9881952258479344,8.563785471000644,8.82254076159029,12.258265995548044,65.079121840829,8.32257280800303,259.6773813310731,99536,8.379661720961618,26.091393733576545,0.0888718438646039,8.205472906986994,8.553850534936242,6.281539988855189,0.01491647072229543,6.25230370623949,6.310776271470888,2.5133959235757906,3.726360796293467,6.592124169988341,0.011314705623320773,6.569947346966632,6.614300993010049,0.9692171676579328,0.24085666548799148,0.7452448567340211,30.76289214998354,383.29059301550495,0.013147199182698228,1239.7072843931844,1.0055623400027058,1.011527614599561
28,water_e200_t0020,Water,200.0,20.0,1.0,100000,99448,97503,97503,0.9804420400611374,1945,0,0.9604319867081013,97503,9.349703789855262,3.7453850956761405,0.011853669191773704,9.326470598239386,9.372936981471138,9.173236991234461,0.002047638876478324,9.169223619036563,9.177250363432359,0.31561345676325914,0.46792851099720795,9.200780206581715,0.0017969681104548709,9.197258149085224,9.204302264078207,0.9914361609386377,8.075214778187835,8.289567999115597,10.53226100374399,68.7348686399017,7.781032382453617,194.39770419778617,97503,20.530737104187743,6.255584164378486,0.020020671796533086,20.49149658746654,20.569977620908947,20.20802074795708,0.004442092748824232,20.199314246169383,20.216727249744775,0.6845664371785176,1.0149381997608702,20.26735435651226,0.003892413734736439,20.259725225592177,20.274983487432344,0.9915284657907962,17.821679183521713,18.288335723625238,23.149442247095422,135.34980485422878,17.18074923390833,260.3366434175634,97503,12.608340417988055,32.10133263241966,0.09508118901353453,12.421981287521527,12.794699548454583,9.29524753798689,0.020702164686749184,9.254671295200861,9.33582378077292,3.6718787225584117,5.443927394065101,9.698078096035195,0.015570288795812497,9.667560329995402,9.728595862074988,0.9661959119206589,0.3602632796910711,1.105316916614732,66.48874974719162,556.6306380768704,0.014832667049883258,1226.5907708538416,1.010401037397854,1.013367717825613
