epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.0125,100,0.002,0.25,0.25,12.370477676391602,0.04044187068939209,550.2467767112429,365.07021359021917,0.5372545889986213
2,huber_tv,0.0125,100,0.002,0.25,0.25,9.847813606262207,0.03571361303329468,366.57249579088193,258.4660202491172,0.5128738180028449
3,huber_tv,0.0125,100,0.002,0.25,0.25,8.251879692077637,0.024998962879180908,261.6408860682381,185.2886785662546,0.5161936730000889
4,huber_tv,0.0125,100,0.002,0.25,0.25,6.872520446777344,0.0239412784576416,188.98187172178152,134.89480706069608,0.518995876002009
5,huber_tv,0.0125,100,0.002,0.25,0.25,5.592800140380859,0.02108585834503174,138.61151733728676,101.59109481019368,0.5418657010013703
