epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.0125,100,0.002,0.25,0.25,10.61816120147705,0.024990558624267578,332.0128072955433,189.3043984828596,0.5275055479942239
2,huber_tv,0.0125,100,0.002,0.25,0.25,7.480504512786865,0.024917006492614746,187.32959067754442,121.13754089606067,0.5047275460019591
3,huber_tv,0.0125,100,0.002,0.25,0.25,5.164251327514648,0.0249251127243042,120.21747516229621,87.23971214981549,0.5055321939944406
4,huber_tv,0.0125,100,0.002,0.25,0.25,3.380615472793579,0.02491605281829834,86.74519014463874,71.82819189119814,0.5049982269993052
5,huber_tv,0.0125,100,0.002,0.25,0.25,2.255204677581787,0.0246698260307312,71.51969575603509,64.72875438557207,0.5056789480004227
