epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.0125,100,0.002,0.25,0.25,13.593552589416504,0.04253178834915161,887.4787035793088,669.5829801829099,0.5307320669999172
2,huber_tv,0.0125,100,0.002,0.25,0.25,11.220406532287598,0.04125732183456421,669.1593277811435,533.5820791194992,0.5155524490000971
3,huber_tv,0.0125,100,0.002,0.25,0.25,9.9181547164917,0.03553342819213867,533.8657421914725,429.43495595736124,0.517635740001424
4,huber_tv,0.0125,100,0.002,0.25,0.25,8.89566421508789,0.03265422582626343,430.04066375078446,346.19840321644404,0.51594010700137
5,huber_tv,0.0125,100,0.002,0.25,0.25,7.999115467071533,0.029019713401794434,346.9523441975138,279.02592336046774,0.5466661079990445
