label,mode,seed,candidate,best_epoch,validation_ideal_rmse_mm,validation_ideal_abs_p99_mm,image_path,finite_fraction,image_min,image_max,water_mean,water_std,water_rmse_vs_1,water_mae_vs_1,outside_mean,outside_std,outside_rmse_vs_0,phantom_rmse_vs_red_truth,phantom_mae_vs_red_truth,phantom_rmse_vs_rsp_truth,phantom_mae_vs_rsp_truth,aluminium_voxel_rmse_vs_red_truth,aluminium_voxel_rmse_vs_rsp_truth,aluminium_excess_red_recovery,aluminium_excess_rsp_recovery,insert_peak_mean,insert_contrast_mean,insert_cnr_median,insert_roi_cnr_median,insert_roi_red_recovery_mean,insert_roi_rsp_recovery_mean,insert_contrast_centroid_offset_mean_mm,insert_contrast_centroid_offset_max_mm,insert_peak_offset_mean_mm,insert_peak_offset_max_mm,aluminium_edge_10_90_median_mm
combined_0p2mm_1pct,source,20260713,equal_quadratic,3,3.737566630867142,11.52629756927487,/home/ltf/project/github/PCT/data/reconstruction_data/results0718_d1_air_tracker_full/stage7b/screen/combined_0p2mm_1pct/seed_20260713/equal_quadratic/recon/epoch_03.mhd,1.0,0.0,2.417738437652588,1.0003149509429932,0.11309937387704849,0.11309980569159253,0.08236291259527206,0.0,0.0,0.0,0.1429873005710734,0.09714506566524506,0.13229339364487644,0.09380103647708893,0.56681913313086,0.3752032413160271,0.6069718235641628,0.7286246864613747,2.2053287982940675,1.204977991580963,15.403642864268111,11.269656004308752,0.676630089794276,0.8122442605146076,0.06437808027895828,0.540678230726894,0.7156209049033957,1.189415643704275,1.7377097794211507
