epoch,kind,weight,iterations,huber_delta,primal_step,dual_step,l2_change,max_abs_change,regularization_value_before,regularization_value_after,elapsed_seconds
1,huber_tv,0.05,100,0.002,0.25,0.25,40.37575912475586,0.1486261487007141,3523.9883075463267,1400.268655339747,0.5149482529996021
2,huber_tv,0.05,100,0.002,0.25,0.25,25.41893768310547,0.09351110458374023,1434.6181546246241,601.0316839651131,0.505410120000306
3,huber_tv,0.05,100,0.002,0.25,0.25,14.379461288452148,0.06312566995620728,653.555267696103,324.6153354503499,0.5067703820004681
4,huber_tv,0.05,100,0.002,0.25,0.25,7.785088062286377,0.05491948127746582,381.24915466701964,245.8770831927505,0.5055699059994367
5,huber_tv,0.05,100,0.002,0.25,0.25,5.291035175323486,0.04974335432052612,299.9359716992315,217.80344929998466,0.5059296830004314
